report_date,baseline_year,target_year,total_facilities,baseline_emissions_mt,total_capacity_kt,num_companies,num_locations,bau_emissions_2050_mt,bau_growth_pct,total_asset_value_billion,avg_stranding_rate_pct,ncc_h2_cost_2050,ncc_elec_cost_2050,re_ppa_cost_2050
2025-11-19,2025,2050,248,52.00831583783783,100066,60,14,62.19420591024625,19.585118087976696,15.88124,142.6148678739654,276.0555261644623,174.33889238514791,275.0
