product,product_group,process,company,location,capacity_kt,year_built,naphtha_gj_per_year,electricity_kwh_per_year,lng_gj_per_year,fuel_gas_gj_per_year,byproduct_gas_gj_per_year,lpg_gj_per_year,fuel_oil_gj_per_year,diesel_gj_per_year,emissions_naphtha_kt,emissions_electricity_kt,emissions_lng_kt,emissions_fuel_gas_kt,emissions_byproduct_gas_kt,emissions_lpg_kt,emissions_fuel_oil_kt,emissions_diesel_kt,total_emissions_kt
Benzene,Aromatics,BTX Plant,LG Chem,Daesan,270,1991,0.0,2523468.5916469204,685961.5112640562,857451.88908007,171490.37781601402,0.0,0.0,0.0,0.0,11.35560866241114,10.220826517834437,12.776033147293042,2.555206629458609,0,0,0,36.907674956997226
Benzene,Aromatics,BTX Plant,Hanwha TotalEnergies,Daesan,1267,1991,0.0,11841610.0208024,3218937.9065613304,4023672.3832016615,804734.4766403325,0.0,0.0,0.0,0.0,53.28724509361079,47.96217480776382,59.95271850970475,11.990543701940954,0,0,0,173.19268211302034
Benzene,Aromatics,BTX Plant,Lotte Chemical,Yeosu,235,1992,0.0,2196352.2927297265,597040.5746187156,746300.7182733942,149260.14365467886,0.0,0.0,0.0,0.0,9.883585317283769,8.895904561818863,11.119880702273573,2.2239761404547154,0,0,0,32.12334672183092
Benzene,Aromatics,BTX Plant,LG Chem,Yeosu,630,1992,0.0,5888093.380509481,1600576.859616131,2000721.074520163,400144.2149040327,0.0,0.0,0.0,0.0,26.496420212292662,23.848595208280354,29.81074401035043,5.962148802070088,0,0,0,86.11790823299354
Benzene,Aromatics,BTX Plant,Yeochon NCC,Yeosu,457,1979,0.0,4271204.245861639,1161053.3727691618,1451316.7159614516,290263.3431922904,0.0,0.0,0.0,0.0,19.220419106377374,17.29969525426051,21.624619067825627,4.3249238135651265,0,0,0,62.46965724202864
Benzene,Aromatics,BTX Plant,GS Caltex,Yeosu,930,1990,0.0,8691947.371228281,2362756.3165761936,2953445.3957202407,590689.0791440483,0.0,0.0,0.0,0.0,39.113763170527264,35.205069116985285,44.00633639623159,8.80126727924632,0,0,0,127.12643596299046
Benzene,Aromatics,BTX Plant,Daehan Oil Chemical,Onsan,210,2008,0.0,1962697.7935031604,533525.6198720437,666907.0248400545,133381.4049680109,0.0,0.0,0.0,0.0,8.83214007076422,7.949531736093452,9.936914670116812,1.9873829340233626,0,0,0,28.70596941099785
Benzene,Aromatics,BTX Plant,S-Oil,Onsan,672,1991,0.0,6280632.939210112,1707281.9835905398,2134102.479488174,426820.4958976349,0.0,0.0,0.0,0.0,28.262848226445502,25.43850155549904,31.798126944373795,6.359625388874759,0,0,0,91.8591021151931
Benzene,Aromatics,BTX Plant,Lotte Chemical,Ulsan,110,1986,0.0,1028079.7965968935,279465.8008853562,349332.25110669516,69866.45022133905,0.0,0.0,0.0,0.0,4.62635908468602,4.164040433191808,5.205050541489758,1.041010108297952,0,0,0,15.036460167665537
Benzene,Aromatics,BTX Plant,SK Geocentric,Ulsan,603,1972,0.0,5635746.521344788,1531980.7084897254,1914975.8856121562,382995.1771224313,0.0,0.0,0.0,0.0,25.360859346051548,22.82651255649691,28.533140695621128,5.706628139124226,0,0,0,82.42714073729381
Benzene,Aromatics,BTX Plant,Ulsan Aromatics,Ulsan,600,2014,0.0,5607707.9814376,1524358.913920125,1905448.6424001555,381089.7284800312,0.0,0.0,0.0,0.0,25.2346859164692,22.712947817409862,28.391184771762315,5.678236954352465,0,0,0,82.01705545999384
Benzene,Aromatics,BTX Plant,SK Incheon Petrochemical,Incheon,600,2006,0.0,5607707.9814376,1524358.913920125,1905448.6424001555,381089.7284800312,0.0,0.0,0.0,0.0,25.2346859164692,22.712947817409862,28.391184771762315,5.678236954352465,0,0,0,82.01705545999384
Toluene,Aromatics,BTX Plant,OCI,Gwangyang,40,1995,0.0,274154.6124258383,135498.5701262333,169373.21265779156,33874.64253155832,0.0,0.0,0.0,0.0,1.2336957559162722,2.0189286948808762,2.523660868601094,0.504732173720219,0,0,0,6.281017493118462
Toluene,Aromatics,BTX Plant,Lotte Chemical,Daesan,120,2011,0.0,822463.837277515,406495.7103786999,508119.6379733746,101623.92759467494,0.0,0.0,0.0,0.0,3.7010872677488167,6.056786084642628,7.570982605803282,1.5141965211606565,0,0,0,18.843052479355382
Toluene,Aromatics,BTX Plant,LG Chem,Daesan,100,2011,0.0,685386.5310645958,338746.42531558324,423433.03164447885,84686.6063288958,0.0,0.0,0.0,0.0,3.084239389790681,5.04732173720219,6.309152171502735,1.2618304343005473,0,0,0,15.702543732796153
Toluene,Aromatics,BTX Plant,Lotte Chemical,Yeosu,220,1992,0.0,1507850.3683421107,745242.1356942831,931552.6696178535,186310.5339235707,0.0,0.0,0.0,0.0,6.785326657539497,11.104107821844819,13.880134777306017,2.776026955461204,0,0,0,34.54559621215154
Toluene,Aromatics,BTX Plant,LG Chem,Yeosu,112,1992,0.0,767632.9147923472,379395.9963534532,474244.9954418163,94848.99908836329,0.0,0.0,0.0,0.0,3.4543481165655625,5.653000345666452,7.066250432083063,1.4132500864166129,0,0,0,17.58684898073169
Toluene,Aromatics,BTX Plant,Yeochon NCC,Yeosu,282,1979,0.0,1932790.01760216,955264.9193899446,1194081.1492374302,238816.2298474861,0.0,0.0,0.0,0.0,8.69755507920972,14.233447298910177,17.791809123637712,3.5583618247275433,0,0,0,44.281173326485145
Toluene,Aromatics,BTX Plant,GS Caltex,Yeosu,170,1990,0.0,1165157.1028098129,575868.9230364915,719836.153795614,143967.23075912282,0.0,0.0,0.0,0.0,5.243206962644157,8.580446953243724,10.725558691554648,2.14511173831093,0,0,0,26.694324345753458
Toluene,Aromatics,BTX Plant,Daehan Oil Chemical,Onsan,78,2008,0.0,534601.4942303847,264222.21174615494,330277.76468269347,66055.55293653872,0.0,0.0,0.0,0.0,2.405706724036731,3.9369109550177086,4.921138693772133,0.9842277387544269,0,0,0,12.247984111581001
Toluene,Aromatics,BTX Plant,S-Oil,Onsan,300,1991,0.0,2056159.5931937872,1016239.2759467497,1270299.0949334367,254059.81898668737,0.0,0.0,0.0,0.0,9.252718169372042,15.14196521160657,18.927456514508208,3.7854913029016415,0,0,0,47.10763119838846
Toluene,Aromatics,BTX Plant,SK Geocentric,Ulsan,1506,2070,0.0,10321921.157832813,5101521.165252683,6376901.456565851,1275380.2913131707,0.0,0.0,0.0,0.0,46.448645210247655,76.01266536226498,95.01583170283119,19.003166340566242,0,0,0,236.4803086159101
Xylene,Aromatics,BTX Plant,Lotte Chemical,Daesan,60,2011,0.0,11692071.1412974,228653.83708801877,285817.2963600232,57163.45927200465,0.0,0.0,0.0,0.0,52.61432013583829,3.4069421726114797,4.258677715764345,0.8517355431528693,0,0,0,61.13167556736698
Xylene,Aromatics,BTX Plant,HD Hyundai Chemical,Daesan,1350,2016,0.0,263071600.67919147,5144711.334480422,6430889.168100522,1286177.8336201047,0.0,0.0,0.0,0.0,1183.8222030563616,76.6561988837583,95.82024860469777,19.16404972093956,0,0,0,1375.4627002657573
Xylene,Aromatics,BTX Plant,LG Chem,Daesan,0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Xylene,Aromatics,BTX Plant,Lotte Chemical,Yeosu,79,1992,0.0,15394560.336041575,301060.8854992247,376326.10687403055,75265.22137480613,0.0,0.0,0.0,0.0,69.27552151218708,4.485807193938448,5.607258992423055,1.1214517984846113,0,0,0,80.4900394970332
Xylene,Aromatics,BTX Plant,LG Chem,Yeosu,60,1992,0.0,11692071.1412974,228653.83708801877,285817.2963600232,57163.45927200465,0.0,0.0,0.0,0.0,52.61432013583829,3.4069421726114797,4.258677715764345,0.8517355431528693,0,0,0,61.13167556736698
Xylene,Aromatics,BTX Plant,Yeochon NCC,Yeosu,204,1979,0.0,39753041.880411156,777423.0460992638,971778.8076240788,194355.7615248158,0.0,0.0,0.0,0.0,178.8886884618502,11.583603386879032,14.479504233598774,2.895900846719756,0,0,0,207.84769692904774
Xylene,Aromatics,BTX Plant,GS Caltex,Yeosu,350,1990,0.0,68203748.32423483,1333814.0496801096,1667267.562100135,333453.51242002717,0.0,0.0,0.0,0.0,306.9168674590567,19.87382934023363,24.842286675292012,4.968457335058405,0,0,0,356.60144080964074
Xylene,Aromatics,BTX Plant,Daehan Oil Chemical,Onsan,47,2008,0.0,9158789.060682962,179112.17238561471,223890.21548201816,44778.04309640364,0.0,0.0,0.0,0.0,41.21455077307333,2.6687713685456593,3.3359642106820706,0.6671928421364143,0,0,0,47.88647919443748
Xylene,Aromatics,BTX Plant,S-Oil,Onsan,450,1991,0.0,87690533.5597305,1714903.7781601408,2143629.7227001735,428725.9445400349,0.0,0.0,0.0,0.0,394.6074010187872,25.552066294586098,31.94008286823259,6.38801657364652,0,0,0,458.4875667552524
Xylene,Aromatics,BTX Plant,SK Geocentric,Ulsan,894,2070,0.0,174211860.00533125,3406942.1726114796,4258677.715764346,851735.5431528693,0.0,0.0,0.0,0.0,783.9533700239906,50.76343837191105,63.454297964888745,12.690859592977754,0,0,0,910.8619659537682
O-X,Other,BTX Plant,Lotte Chemical,Ulsan,210,1980,0.0,196269.779350316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883214007076422,0.0,0.0,0.0,0,0,0,0.883214007076422
O-X,Other,BTX Plant,SK Geocentric,Ulsan,200,1990,0.0,186923.59938125336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8411561972156401,0.0,0.0,0.0,0,0,0,0.8411561972156401
M-X,Other,BTX Plant,Lotte Chemical,Ulsan,360,1998,0.0,336462.47888625605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514081154988152,0.0,0.0,0.0,0,0,0,1.514081154988152
P-X,Other,BTX Plant,HDHyundai Oilbank,Daesan,1460,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,Hanwha TotalEnergies,Daesan,2000,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,GS Caltex,Yeosu,1350,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,S-Oil,Onsan,1900,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,Lotte Chemical,Ulsan,750,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,SK Geocentric,Ulsan,830,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,Ulsan Aromatics,Ulsan,1000,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,SK Incheon Petrochemical,Incheon,1500,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
C-H,Other,Naphtha Cracker,SK Geocentric,Ulsan,160,1974,3009729.7297297283,128964.99467420761,0.0,0.0,0.0,0.0,0.0,0.0,163.097254054054,0.5803424760339342,0.0,0.0,0.0,0,0,0,163.67759653008792
C-H,Other,Naphtha Cracker,Caprolactam,Ulsan,190,2000,3574054.054054052,153145.93117562155,0.0,0.0,0.0,0.0,0.0,0.0,193.67798918918908,0.6891566902902969,0.0,0.0,0.0,0,0,0,194.36714587947938
SM,Other,Utility,Lotte Chemical,Daesan,350,2005,0.0,403445.9521948144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8155067848766648,0.0,0.0,0.0,0,0,0,1.8155067848766648
SM,Other,Utility,LG Chem,Daesan,577,2006,0.0,665109.4697611656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9929926139252445,0.0,0.0,0.0,0,0,0,2.9929926139252445
SM,Other,Utility,Hanwha TotalEnergies,Daesan,1071,1991,0.0,1234544.6137161322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555450761722595,0.0,0.0,0.0,0,0,0,5.555450761722595
SM,Other,Utility,Yeochon NCC,Yeosu,351,1986,0.0,404598.6549153711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8206939471191697,0.0,0.0,0.0,0,0,0,1.8206939471191697
SM,Other,Utility,SKpicglobal,Ulsan,400,1990,0.0,461081.08822264505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.074864897001903,0.0,0.0,0.0,0,0,0,2.074864897001903
EDC,Other,Utility,LG Chem,Yeosu,810,1996,0.0,933689.2036508563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.201601416428852,0.0,0.0,0.0,0,0,0,4.201601416428852
EDC,Other,Utility,Hanwha Solutions,Yeosu,1586,1980,0.0,1828186.5148027877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.226839316612544,0.0,0.0,0.0,0,0,0,8.226839316612544
EDC,Other,Utility,Hanwha Solutions,Ulsan,385,1991,0.0,443790.5474142959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9970574633643312,0.0,0.0,0.0,0,0,0,1.9970574633643312
VCM,Other,Utility,LG Chem,Daesan,230,1997,0.0,265121.62572802097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1930473157760941,0.0,0.0,0.0,0,0,0,1.1930473157760941
VCM,Other,Utility,LG Chem,Yeosu,720,1990,0.0,829945.9588007611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7347568146034247,0.0,0.0,0.0,0,0,0,3.7347568146034247
VCM,Other,Utility,Hanwha Solutions,Yeosu,583,1979,0.0,672025.6860845052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.024115587380273,0.0,0.0,0.0,0,0,0,3.024115587380273
VCM,Other,Utility,Hanwha Solutions,Ulsan,264,1972,0.0,304313.5182269458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3694108320212557,0.0,0.0,0.0,0,0,0,1.3694108320212557
PC,Other,Utility,Lotte Chemical,Yeosu,480,2008,0.0,386894.98402262287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7410274281018028,0.0,0.0,0.0,0,0,0,1.7410274281018028
PC,Other,Utility,LG Chem,Yeosu,170,2001,0.0,137025.30684134562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6166138807860552,0.0,0.0,0.0,0,0,0,0.6166138807860552
PC,Other,Utility,Samyang Chemical,Jeonju,120,1999,0.0,96723.74600565572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4352568570254507,0.0,0.0,0.0,0,0,0,0.4352568570254507
