year,region,n_facilities,capacity_kt,bau_emissions_kt,ncc_abatement_kt,rdh_abatement_kt,hp_abatement_kt,re_ppa_abatement_kt,total_abatement_kt,actual_emissions_kt,elec_demand_mwh,grid_ef
2029.0,Other,19,3990,283.12017969553625,0.0,0,0.0,35.89933991015109,35.89933991015109,247.22083978538515,0.0,0.3664
2029.0,Ulsan,85,31436,14881.519662163173,0.0,0,0.0,1886.9609835162712,1886.9609835162712,12994.558678646901,0.0,0.3664
2029.0,Yeosu,87,37216,23068.090569725788,0.0,0,0.0,2925.0095324582526,2925.0095324582526,20143.081037267533,0.0,0.3664
2030.0,Daesan,57,27424,19104.489800756415,1243.2799965441673,0,0.0,2479.498227470301,3722.7782240144684,15381.711576741947,6589383.981684087,0.349
2030.0,Other,19,3990,276.60377634836766,18.00079173477253,0,0.0,35.89933991015109,53.90013164492362,222.70364470344404,95404.19619429442,0.349
2030.0,Ulsan,85,31436,14539.000860989196,946.1675830511108,0,0.0,1886.9609835162712,2833.128566567382,11705.872294421813,5014688.190170888,0.349
2030.0,Yeosu,87,37216,22537.146492327265,1466.670071031503,0,0.0,2925.0095324582526,4391.679603489756,18145.46688883751,7773351.376466966,0.349
2031.0,Daesan,57,27424,18460.133724773958,1249.2365772162393,0,0.0,2479.498227470301,3728.7348046865404,14731.398920087417,6620953.859246068,0.3351
2031.0,Other,19,3990,267.2744864385839,18.087033907434666,0,0.0,35.89933991015109,53.98637381758576,213.28811262099813,95861.27970940371,0.3351
2031.0,Ulsan,85,31436,14048.62955868299,950.7006918869395,0,0.0,1886.9609835162712,2837.6616754032107,11210.967883279778,5038713.667000778,0.3351
2031.0,Yeosu,87,37216,21777.01379948441,1473.696918259558,0,0.0,2925.0095324582526,4398.706450717811,17378.3073487666,7810593.666775657,0.3351
2032.0,Daesan,57,27424,17820.474174110805,1428.0177222036748,0,0.0,2479.498227470301,3907.515949673976,13912.958224436828,7568493.927679477,0.3212
2032.0,Other,19,3990,258.01319502824106,20.67551129464297,0,0.0,35.89933991015109,56.57485120479406,201.43834382344698,109580.20986160776,0.3212
2032.0,Ulsan,85,31436,13561.832431158375,1086.7576736754845,0,0.0,1886.9609835162712,2973.7186571917555,10588.11377396662,5759815.670480068,0.3212
2032.0,Yeosu,87,37216,21022.42149427975,1684.6011034364008,0,0.0,2925.0095324582526,4609.610635894654,16412.8108583851,8928385.848212926,0.3212
2033.0,Daesan,57,27424,17185.51114876696,1777.7717802854158,0,0.0,2479.498227470301,4257.2700077557165,12928.241141011244,9422190.435512705,0.3073
2033.0,Other,19,3990,248.81990211733915,25.739414820333852,0,0.0,35.89933991015109,61.63875473048495,187.1811473868542,136418.89854776944,0.3073
2033.0,Ulsan,85,31436,13078.609478415354,1352.9293749152403,0,0.0,1886.9609835162712,3239.8903584315112,9838.719119983842,7170525.687050774,0.3073
2033.0,Yeosu,87,37216,20273.36957671329,2097.198274336094,0,0.0,2925.0095324582526,5022.207806794347,15251.161769918941,11115150.8539813,0.3073
2034.0,Daesan,57,27424,16555.24464874242,2296.6471002404046,0,0.0,2479.498227470301,4776.145327710706,11779.099321031714,12172229.631274143,0.2934
2034.0,Other,19,3990,239.69460770587816,33.25193540844371,0,0.0,35.89933991015109,69.1512753185948,170.54333238728336,176235.25766475164,0.2934
2034.0,Ulsan,85,31436,12598.960700453923,1747.8066421047013,0,0.0,1886.9609835162712,3634.7676256209725,8964.19307483295,9263375.203154916,0.2934
2034.0,Yeosu,87,37216,19529.85804678502,2709.3040787327,0,0.0,2925.0095324582526,5634.3136111909525,13895.544435594067,14359311.617283307,0.2934
2035.0,Daesan,57,27424,16164.87792425787,3063.443296406641,0,0.0,2479.498227470301,5542.941523876942,10621.936400380928,16236249.470955199,0.2795
2035.0,Other,19,3990,234.04269492101568,44.353970886027994,0,0.0,35.89933991015109,80.25331079617908,153.7893841248366,235076.04569594836,0.2795
2035.0,Ulsan,85,31436,12301.88173092511,2331.3579785985316,0,0.0,1886.9609835162712,4218.318962114803,8083.562768810307,12356197.286572218,0.2795
2035.0,Yeosu,87,37216,19069.351006440505,3613.8766887834304,0,0.0,2925.0095324582526,6538.8862212416825,12530.464785198823,19153546.45055218,0.2795
2036.0,Daesan,57,27424,15476.6046582081,3241.7909499925836,0,0.0,2479.498227470301,5721.289177462884,9755.315480745216,17181492.03496069,0.2516
2036.0,Other,19,3990,224.0775513063742,46.93617198112287,0,0.0,35.89933991015109,82.83551189127397,141.24203941510024,248761.7114999512,0.2516
2036.0,Ulsan,85,31436,11778.088334081964,2467.0850624455315,0,0.0,1886.9609835162712,4354.0460459618025,7424.042288120161,13075550.830961317,0.2516
2036.0,Yeosu,87,37216,18257.41017025539,3824.2694936868133,0,0.0,2925.0095324582526,6749.279026145066,11508.131144110323,20268628.31654011,0.2516
2037.0,Daesan,57,27424,14797.300793861108,3539.5205367068825,0,0.0,2479.498227470301,6019.018764177184,8778.282029683924,18759458.844546475,0.2236
2037.0,Other,19,3990,214.24227090234177,51.24684077545797,0,0.0,35.89933991015109,87.14618068560907,127.0960902167327,271608.25610992726,0.2236
2037.0,Ulsan,85,31436,11261.120879226239,2693.664822634142,0,0.0,1886.9609835162712,4580.625806150413,6680.4950730758255,14276423.559960954,0.2236
2037.0,Yeosu,87,37216,17456.050340013495,4175.49453978119,0,0.0,2925.0095324582526,7100.504072239442,10355.546267774052,22130121.060840305,0.2236
2038.0,Daesan,57,27424,14127.89809896841,3955.149853379725,0,0.0,2479.498227470301,6434.6480808500255,7693.250018118384,20962294.222912543,0.1957
2038.0,Other,19,3990,204.55034428005828,57.26451723537829,0,0.0,35.89933991015109,93.16385714552939,111.38648713452889,303501.94134750497,0.1957
2038.0,Ulsan,85,31436,10751.688465228557,3009.9692649919566,0,0.0,1886.9609835162712,4896.930248508228,5854.758216720329,15952837.104457371,0.1957
2038.0,Yeosu,87,37216,16666.37070164084,4665.803304582166,0,0.0,2925.0095324582526,7590.812837040418,9075.557864600421,24728757.514285482,0.1957
2039.0,Daesan,57,27424,13467.922242666256,4485.944791582341,0,0.0,2479.498227470301,6965.443019052642,6502.4792236136145,23775507.395386405,0.1678
2039.0,Other,19,3990,194.99490385449425,64.94961565489373,0,0.0,35.89933991015109,100.84895556504483,94.14594828944942,344232.9629709368,0.1678
2039.0,Ulsan,85,31436,10249.430114281693,3413.9176637202486,0,0.0,1886.9609835162712,5300.87864723652,4948.551467045173,18093763.61771732,0.1678
2039.0,Yeosu,87,37216,15887.81169744844,5291.970420501928,0,0.0,2925.0095324582526,8216.97995296018,7670.83174448826,28047443.22866022,0.1678
2040.0,Daesan,57,27424,12284.632399356022,4813.342456739543,0,0.0,2479.498227470301,7292.840684209845,4991.791715146177,25510715.020719577,0.1398
2040.0,Other,19,3990,177.86267773446878,69.6898328234535,0,0.0,35.89933991015109,105.58917273360458,72.27350500086419,369356.1139643036,0.1398
2040.0,Ulsan,85,31436,9348.916558038693,3663.0755834160655,0,0.0,1886.9609835162712,5550.036566932336,3798.879991106356,19414300.592105146,0.1398
2040.0,Yeosu,87,37216,14491.910690947347,5678.194246306563,0,0.0,2925.0095324582526,8603.203778764815,5888.706912182532,30094429.505424786,0.1398
2041.0,Daesan,57,27424,12230.441722594804,5262.380458104932,0,0.0,2479.498227470301,7741.878685575233,4488.56303701957,27890616.427956134,0.1259
2041.0,Other,19,3990,177.07807966399673,76.19121591177195,0,0.0,35.89933991015109,112.09055582192303,64.9875238420737,403813.4443323913,0.1259
2041.0,Ulsan,85,31436,9307.676079789557,4004.8048814269323,0,0.0,1886.9609835162712,5891.765864943203,3415.9102148463535,21225465.871562738,0.1259
2041.0,Yeosu,87,37216,14427.983141275878,6207.914501751067,0,0.0,2925.0095324582526,9132.92403420932,5295.059107066558,32901946.859280657,0.1259
2042.0,Daesan,57,27424,12175.861184849691,5715.447808189049,0,0.0,2479.498227470301,8194.94603565935,3980.9151491903413,30291873.383401964,0.1119
2042.0,Other,19,3990,176.2878370030896,82.75093780334808,0,0.0,35.89933991015109,118.65027771349918,57.63755928959043,438579.9703577449,0.1119
2042.0,Ulsan,85,31436,9266.138907452298,4349.600615919579,0,0.0,1886.9609835162712,6236.5615994358495,3029.577308016448,23052883.264373768,0.1119
2042.0,Yeosu,87,37216,14363.595681175118,6742.388091269904,0,0.0,2925.0095324582526,9667.397623728157,4696.198057446962,35734656.88373049,0.1119
2043.0,Daesan,57,27424,12121.280647104579,6172.934367975794,0,0.0,2479.498227470301,8652.432595446095,3468.848051658484,32716552.1502717,0.0979
2043.0,Other,19,3990,175.49759434218248,89.37464308861702,0,0.0,35.89933991015109,125.2739829987681,50.223611343414376,473685.6083696701,0.0979
2043.0,Ulsan,85,31436,9224.601735115039,4697.759480982131,0,0.0,1886.9609835162712,6584.720464498402,2639.8812706166364,24898125.249205288,0.0979
2043.0,Yeosu,87,37216,14299.208221074357,7282.074925292369,0,0.0,2925.0095324582526,10207.084457750621,4092.123763323736,38594997.10404955,0.0979
2044.0,Daesan,57,27424,12067.089970343364,6635.166866881878,0,0.0,2479.498227470301,9114.66509435218,2952.4248759911843,35166384.394473955,0.084
2044.0,Other,19,3990,174.71299627171047,96.06706230953249,0,0.0,35.89933991015109,131.96640221968357,42.74659405202689,509155.43024052226,0.084
2044.0,Ulsan,85,31436,9183.361256865905,5049.530125980286,0,0.0,1886.9609835162712,6936.491109496557,2246.8701473693473,26762509.667695515,0.084
2044.0,Yeosu,87,37216,14235.280671402892,7827.360439326273,0,0.0,2925.0095324582526,10752.369971784527,3482.9106996183655,41485010.328429244,0.084
2045.0,Daesan,57,27424,12012.509432598252,7101.476063182079,0,0.0,2479.498227470301,9580.97429065238,2431.535141945871,37637823.13486502,0.07
2045.0,Other,19,3990,173.92275361080334,102.81850587006667,0,0.0,35.89933991015109,138.71784578021777,35.20490783058557,544938.0811113534,0.07
2045.0,Ulsan,85,31436,9141.824084528644,5404.403241002042,0,0.0,1886.9609835162712,7291.364224518313,1850.4598600103309,28643337.177310824,0.07
2045.0,Yeosu,87,37216,14170.893211302131,8377.45514362562,0,0.0,2925.0095324582526,11302.464676083873,2868.428535218258,44400512.26121579,0.07
2046.0,Daesan,57,27424,11957.92889485314,7533.202553826144,0,0.0,2479.498227470301,10012.700781296446,1945.2281135566936,39925973.53527856,0.056
2046.0,Other,19,3990,173.13251094989624,109.06924477527672,0,0.0,35.89933991015109,144.9685846854278,28.163926264468444,578066.9973089666,0.056
2046.0,Ulsan,85,31436,9100.286912191385,5732.958040666851,0,0.0,1886.9609835162712,7619.919024183122,1480.3678880082625,30384677.615534306,0.056
2046.0,Yeosu,87,37216,14106.50575120137,8886.753390568516,0,0.0,2925.0095324582526,11811.762923026768,2294.7428281746015,47099792.97001313,0.056
2047.0,Daesan,57,27424,11903.348357108029,7964.929044470207,0,0.0,2479.498227470301,10444.427271940509,1458.9210851675198,42214123.9356921,0.042
2047.0,Other,19,3990,172.34226828898915,115.31998368048673,0,0.0,35.89933991015109,151.21932359063783,21.12294469835132,611195.9135065797,0.042
2047.0,Ulsan,85,31436,9058.749739854127,6061.5128403316585,0,0.0,1886.9609835162712,7948.473823847929,1110.2759160061978,32126018.05375779,0.042
2047.0,Yeosu,87,37216,14042.118291100613,9396.051637511408,0,0.0,2925.0095324582526,12321.06116996966,1721.0571211309525,49799073.67881046,0.042
2048.0,Daesan,57,27424,11848.767819362918,8396.655535114269,0,0.0,2479.498227470301,10876.15376258457,972.6140567783477,44502274.33610563,0.028
2048.0,Other,19,3990,171.55202562808202,121.57072258569673,0,0.0,35.89933991015109,157.47006249584783,14.081963132234193,644324.8297041927,0.028
2048.0,Ulsan,85,31436,9017.212567516866,6390.067639996464,0,0.0,1886.9609835162712,8277.028623512735,740.1839440041313,33867358.49198126,0.028
2048.0,Yeosu,87,37216,13977.730830999852,9905.349884454297,0,0.0,2925.0095324582526,12830.35941691255,1147.3714140873017,52498354.38760778,0.028
2049.0,Daesan,57,27424,11794.187281617807,8828.382025758332,0,0.0,2479.498227470301,11307.880253228634,486.30702838917387,46790424.736519165,0.014
2049.0,Other,19,3990,170.76178296717495,127.82146149090674,0,0.0,35.89933991015109,163.72080140105783,7.040981566117125,677453.7459018058,0.014
2049.0,Ulsan,85,31436,8975.675395179609,6718.6224396612715,0,0.0,1886.9609835162712,8605.583423177542,370.09197200206654,35608698.93020474,0.014
2049.0,Yeosu,87,37216,13913.343370899094,10414.64813139719,0,0.0,2925.0095324582526,13339.657663855443,573.6857070436508,55197635.09640511,0.014
2050.0,Daesan,57,27424,11739.606743872695,9260.108516402393,0,0.0,2479.498227470301,11739.606743872695,0.0,49078575.13693268,0.0
2050.0,Other,19,3990,169.97154030626783,134.07220039611673,0,0.0,35.89933991015109,169.97154030626783,0.0,710582.6620994186,0.0
2050.0,Ulsan,85,31436,8934.13822284235,7047.177239326078,0,0.0,1886.9609835162712,8934.13822284235,0.0,37350039.36842821,0.0
2050.0,Yeosu,87,37216,13848.955910798333,10923.94637834008,0,0.0,2925.0095324582526,13848.955910798333,0.0,57896915.80520242,0.0
