year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,57.457916664485964,8.329744233038994,65.78766089752496,0.436,232,16,0.9595666859872484,1.0,96020.0
2026,66.07660416415885,9.193932457254103,75.27053662141296,0.4188,228,20,0.948274139068215,1.15,109123.49999999999
2027,66.07660416415885,8.816340197787126,74.89294436194598,0.4016,228,20,0.948274139068215,1.15,109123.49999999999
2028,66.07660416415885,8.433389823106829,74.50999398726569,0.3843999999999999,226,22,0.9379809325844942,1.15,107938.99999999999
2029,56.91224337680294,7.315173584548255,64.2274169613512,0.3671999999999999,215,33,0.8752523334599165,1.15,100720.45
2030,56.91224337680294,6.952182512130195,63.86442588893314,0.35,207,41,0.8197789458957089,1.15,94336.79999999999
2031,56.91224337680294,6.67348445443139,63.58572783123434,0.3359999999999999,205,43,0.8178801990686148,1.15,94118.29999999999
2032,56.91224337680294,6.394497702943313,63.30674107974626,0.322,202,46,0.8152319469150361,1.15,93813.54999999999
2033,56.91224337680294,6.116048801511362,63.02829217831431,0.308,200,48,0.8137829032838326,1.15,93646.79999999999
2034,56.91224337680294,5.837370208028832,62.74961358483178,0.294,198,50,0.8124837607179262,1.15,93497.29999999999
2035,56.91224337680294,5.55738433468611,62.46962771148905,0.28,197,51,0.8098255151599945,1.15,93191.4
2036,56.870270408167976,5.233747260723393,62.10401766889137,0.264,194,54,0.8023404552995024,1.15,92330.04999999999
2037,56.870270408167976,4.912534166215074,61.78280457438305,0.248,191,57,0.7910279215717626,1.15,91028.25
2038,56.870270408167976,4.5947352950937965,61.465005703261774,0.232,188,60,0.7871504806827494,1.15,90582.04999999999
2039,54.07743084671561,4.1551517950270505,58.23258264174266,0.216,179,69,0.7618871544780444,1.15,87674.84999999999
2040,53.435753189856726,3.64654737557145,57.08230056542817,0.2,159,89,0.6692582895289109,1.15,77015.5
2041,32.42826758158631,2.4277327097364796,34.85600029132279,0.184,133,115,0.5152299482341655,1.15,59290.549999999996
2042,26.101182125430288,1.9147955606302995,28.015977686060587,0.168,116,132,0.4589470949173545,1.15,52813.74999999999
2043,26.101182125430288,1.7313927206402304,27.832574846070518,0.152,115,133,0.45489976615433814,1.15,52347.99999999999
2044,26.101182125430288,1.54914085530968,27.65032298073997,0.136,115,133,0.45489976615433814,1.15,52347.99999999999
2045,26.004517106755806,1.3622403577487872,27.366757464504595,0.12,111,137,0.4386105170587412,1.15,50473.49999999999
2046,24.639637233563125,1.2068067441673935,25.846443977730516,0.11,101,147,0.4133471908540363,1.15,47566.299999999996
2047,22.17467571748178,1.0189449130460844,23.193620630527864,0.1,86,162,0.32646453340795073,1.15,37568.2
2048,22.17467571748178,0.9163954756184366,23.091071193100216,0.09,82,166,0.3204684907960746,1.15,36878.2
2049,22.17467571748178,0.8143736495728037,22.989049367054584,0.08,80,168,0.31826994183838664,1.15,36625.2
2050,21.95190492829259,0.7124497022900372,22.664354630582626,0.07,79,169,0.31637119501129257,1.15,36406.7
