year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ethylene_production_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh
2025,Heat_Pump,True,2.8624758029124737,45.0,27.0,176.99072451610505,248.99072451610505,129.28818444452443,6.7307511295180715,3918623.101128673,56428172.6562529,Energy-based,,,,,,,,
2025,NCC-H2,False,26994.02384022117,69.0,69.0,0.5965264422070355,138.59652644220702,,6.7307511295180715,,,Energy-based,0.2,2256.6480388079895,11962.0,1346.1502259036142,,,,
2025,NCC-Electricity,False,26967.946680221172,73.6,73.60000000000001,0.177425447207268,147.37742544720726,,,,,Energy-based,,2256.6480388079895,11962.0,,5.0,400.0,0.436,80.0
2025,RE_PPA,True,4.103535257618368,0.0,0.0,334.94348301690263,334.94348301690263,129.28818444452443,,,,Energy-based,,,,,,,0.436,80.0
2026,Heat_Pump,True,3.2918471733493444,43.2,25.919999999999998,184.0703534967493,253.1903534967493,134.45971182230542,6.5602649568863685,4506416.566297974,64892398.55469083,Energy-based,,,,,,,,
2026,NCC-H2,False,31043.127416254345,66.72,66.72,0.5814167600856041,134.0214167600856,,6.5602649568863685,,,Energy-based,0.2,2256.6480388079895,13756.3,1312.0529913772737,,,,
2026,NCC-Electricity,False,31014.321724054345,71.36,71.36,0.18185414629350471,142.90185414629352,,,,,Energy-based,,2256.6480388079895,13756.3,,5.0,410.0,0.4188,82.0
2026,RE_PPA,True,4.693960531379072,0.0,0.0,364.5870711016958,364.5870711016958,134.45971182230542,,,,Energy-based,,,,,,,0.4188,82.0
2027,Heat_Pump,True,3.2918471733493444,41.4,24.84,191.43316763661923,257.6731676366192,139.83810029519762,6.389778784254665,4506416.566297974,64892398.55469083,Energy-based,,,,,,,,
2027,NCC-H2,False,31043.127416254345,64.44,64.44,0.5663070779641726,129.44630707796418,,6.389778784254665,,,Energy-based,0.2,2256.6480388079895,13756.3,1277.955756850933,,,,
2027,NCC-Electricity,False,31015.504765854348,69.12,69.12,0.18628250752703332,138.42628250752705,,,,,Energy-based,,2256.6480388079895,13756.3,,5.0,420.0,0.4016,84.0
2027,RE_PPA,True,4.666705086935413,0.0,0.0,397.71928411603415,397.71928411603415,139.83810029519762,,,,Energy-based,,,,,,,0.4016,84.0
2028,Heat_Pump,True,3.2918471733493444,39.6,23.759999999999998,199.09049434208404,262.450494342084,145.43162430700554,6.219292611622962,4506416.566297974,64892398.55469083,Energy-based,,,,,,,,
2028,NCC-H2,False,31043.127416254345,62.16,62.160000000000004,0.551197395842741,124.87119739584273,,6.219292611622962,,,Energy-based,0.2,2256.6480388079895,13756.3,1243.8585223245925,,,,
2028,NCC-Electricity,False,31016.687807654347,66.88,66.88,0.1907105309465131,133.9507105309465,,,,,Energy-based,,2256.6480388079895,13756.3,,5.0,430.0,0.3843999999999999,86.0
2028,RE_PPA,True,4.6370105496487195,0.0,0.0,434.9031827362607,434.9031827362607,145.43162430700554,,,,Energy-based,,,,,,,0.3843999999999999,86.0
2029,Heat_Pump,True,3.2918471733493444,37.8,22.68,207.05411411576742,267.5341141157674,151.24888927928578,6.048805516182376,4506416.566297974,64892398.55469083,Energy-based,,,,,,,,
2029,NCC-H2,False,31043.127416254345,59.88,59.88,0.5360876319355042,120.2960876319355,,6.048805516182376,,,Energy-based,0.2,2256.6480388079895,13756.3,1209.761103236475,,,,
