FacilityID,Company,Process,Capacity_kt,Baseline_Emissions_kt,Emission_Reduction_kt,Final_Emissions_kt,Reduction_Percent,Technologies_Count,Annual_Cost_USD,Total_CAPEX_USD,Cost_per_tCO2_Avoided,Construction_Jobs,Operational_Jobs,Local_Economic_Impact_USD,Technology_Details,CapacityCategory
LG화학_여수_자일렌_1992,LG Chem,BTX Plant,60.0,21.565424611481426,16.389722704725884,5.175701906755542,76.0,4,720285.1820234796,1736447.9897164847,43947.36842105263,8.682239948582424,4.801901213489864,3125606.3814896727,"EE_BTX(16.0%,3.5kt); RE_002(20.0%,4.3kt); RE_003(24.0%,5.2kt); HP_001(16.0%,3.5kt)",<100
여천NCC_여수_자일렌_1979,OCI Company,BTX Plant,204.0,73.32244367903682,65.99019931113314,7.332244367903684,90.0,4,2900095.601305062,6991487.958595316,43947.36842105263,34.95743979297658,19.33397067536708,12584678.325471569,"EE_BTX(20.0%,13.9kt); RE_002(25.0%,17.4kt); RE_003(30.0%,20.8kt); HP_001(20.0%,13.9kt)",100-300
GS칼텍스_여수_자일렌_1990,Hanwha Solutions,BTX Plant,350.0,125.79831023364156,113.21847921027741,12.57983102336415,90.0,6,6500467.7682171995,21170896.1336845,57415.25423728814,105.85448066842251,43.336451788114665,38107613.04063211,"EE_BTX(20.0%,19.2kt); RE_002(25.0%,24.0kt); RE_003(30.0%,28.8kt); HP_001(20.0%,19.2kt); HP_002(15.0%,14.4kt)",300-500
대한유화_온산_자일렌_2008,Lotte Chemical,BTX Plant,47.0,16.892915945660448,12.838616118701943,4.0542998269585055,76.00000000000001,4,564223.392585059,1360217.5919445795,43947.36842105263,6.8010879597228975,3.7614892839003935,2448391.665500243,"EE_BTX(16.0%,2.7kt); RE_002(20.0%,3.4kt); RE_003(24.0%,4.1kt); HP_001(16.0%,2.7kt)",<100
S-Oil_온산_자일렌_1991,LG Chem,BTX Plant,450.0,161.74068458611063,145.56661612749957,16.17406845861106,90.0,6,8357744.273422116,27219723.600451514,57415.25423728814,136.09861800225758,55.71829515614744,48995502.48081273,"EE_BTX(20.0%,24.7kt); RE_002(25.0%,30.8kt); RE_003(30.0%,37.0kt); HP_001(20.0%,24.7kt); HP_002(15.0%,18.5kt)",300-500
SK지오센트릭_울산_자일렌_2070,Hanwha Solutions,BTX Plant,894.0,321.3248267110731,289.1923440399658,32.13248267110731,90.0,6,16604051.956531934,54076517.55289699,57415.254237288136,270.382587764485,110.69367971021289,97337731.59521459,"EE_BTX(20.0%,49.0kt); RE_002(25.0%,61.3kt); RE_003(30.0%,73.5kt); HP_001(20.0%,49.0kt); HP_002(15.0%,36.8kt)",500-1000
롯데케미칼_울산_O-X_1980,Hanwha Solutions,BTX Plant,210.0,214.40941266163108,192.968471395468,21.440941266163094,90.0,4,8480456.506063988,20444501.732583005,43947.36842105263,102.22250866291502,56.536376707093254,36800103.11864941,"EE_BTX(20.0%,40.6kt); RE_002(25.0%,50.8kt); RE_003(30.0%,60.9kt); HP_001(20.0%,40.6kt)",100-300
SK지오센트릭_울산_O-X_1990,Hanwha Solutions,BTX Plant,200.0,204.19944063012483,183.77949656711235,20.41994406301248,90.0,4,8076625.243870465,19470954.03103143,43947.36842105264,97.35477015515715,53.84416829246977,35047717.25585657,"EE_BTX(20.0%,38.7kt); RE_002(25.0%,48.4kt); RE_003(30.0%,58.0kt); HP_001(20.0%,38.7kt)",100-300
롯데케미칼_울산_M-X_1998,Hanwha Solutions,BTX Plant,360.0,418.6088532917559,376.74796796258033,41.860885329175574,90.0,6,21631080.363953236,70448677.229613,57415.254237288136,352.24338614806504,144.2072024263549,126807619.01330341,"EE_BTX(20.0%,63.9kt); RE_002(25.0%,79.8kt); RE_003(30.0%,95.8kt); HP_001(20.0%,63.9kt); HP_002(15.0%,47.9kt)",300-500
HD현대오일뱅크_대산_P-X_1997,LG Chem,BTX Plant,1460.0,792.9902651791926,713.6912386612734,79.29902651791929,90.0,6,40976763.914662085,133454213.398822,57415.25423728812,667.27106699411,273.17842609774726,240217584.1178796,"EE_BTX(20.0%,121.0kt); RE_002(25.0%,151.2kt); RE_003(30.0%,181.4kt); HP_001(20.0%,121.0kt); HP_002(15.0%,90.7kt)",>1000
한화토탈에너지스_대산_P-X_1997,Lotte Chemical,BTX Plant,2000.0,1086.288034492045,977.6592310428405,108.6288034492045,90.0,6,56132553.30775631,182813990.95729047,57415.25423728814,914.0699547864524,374.21702205170874,329065183.72312284,"EE_BTX(20.0%,165.7kt); RE_002(25.0%,207.1kt); RE_003(30.0%,248.6kt); HP_001(20.0%,165.7kt); HP_002(15.0%,124.3kt)",>1000
GS칼텍스_여수_P-X_1990,LG Chem,BTX Plant,1350.0,733.2444232821302,659.9199809539173,73.32444232821297,90.0,6,37889473.48273551,123399443.89617106,57415.254237288136,616.9972194808553,252.59648988490338,222118999.01310793,"EE_BTX(20.0%,111.9kt); RE_002(25.0%,139.8kt); RE_003(30.0%,167.8kt); HP_001(20.0%,111.9kt); HP_002(15.0%,83.9kt)",>1000
S-Oil_온산_P-X_1997,Hanwha Solutions,BTX Plant,1900.0,1031.9736327674427,928.7762694906985,103.19736327674423,90.0,6,53325925.642368495,173673291.40942597,57415.254237288136,868.3664570471299,355.5061709491233,312611924.53696674,"EE_BTX(20.0%,157.4kt); RE_002(25.0%,196.8kt); RE_003(30.0%,236.1kt); HP_001(20.0%,157.4kt); HP_002(15.0%,118.1kt)",>1000
롯데케미칼_울산_P-X_1980,SK Chemicals,BTX Plant,750.0,407.35801293451686,366.6222116410652,40.735801293451686,90.0,6,21049707.49040861,68555246.60898393,57415.25423728812,342.77623304491965,140.33138326939073,123399443.89617108,"EE_BTX(20.0%,62.1kt); RE_002(25.0%,77.7kt); RE_003(30.0%,93.2kt); HP_001(20.0%,62.1kt); HP_002(15.0%,46.6kt)",500-1000
SK지오센트릭_울산_P-X_1990,Lotte Chemical,BTX Plant,830.0,450.8095343141986,405.7285808827787,45.08095343141986,90.0,6,23295009.622718863,75867806.24727553,57415.254237288136,379.33903123637765,155.30006415145908,136562051.24509597,"EE_BTX(20.0%,68.8kt); RE_002(25.0%,86.0kt); RE_003(30.0%,103.2kt); HP_001(20.0%,68.8kt); HP_002(15.0%,51.6kt)",500-1000
울산아로마틱스_울산_P-X_2014,LG Chem,BTX Plant,1000.0,543.1440172460224,488.8296155214201,54.31440172460225,90.0,6,28066276.65387815,91406995.47864522,57415.254237288136,457.0349773932261,187.1085110258543,164532591.8615614,"EE_BTX(20.0%,82.9kt); RE_002(25.0%,103.6kt); RE_003(30.0%,124.3kt); HP_001(20.0%,82.9kt); HP_002(15.0%,62.1kt)",500-1000
SK인천석유화학_인천_P-X_2014,LG Chem,BTX Plant,1500.0,814.7160258690337,733.2444232821304,81.47160258690337,90.0,6,42099414.98081722,137110493.21796787,57415.25423728812,685.5524660898393,280.66276653878145,246798887.79234216,"EE_BTX(20.0%,124.3kt); RE_002(25.0%,155.3kt); RE_003(30.0%,186.4kt); HP_001(20.0%,124.3kt); HP_002(15.0%,93.2kt)",>1000
SK지오센트릭_울산_C-H_1974,Lotte Chemical,Naphtha Cracker,160.0,64.14829045259394,54.526046884704854,9.622243567889086,85.00000000000001,4,2485746.255038015,6174272.956062167,45588.23529411764,30.871364780310834,16.571641700253434,11113691.320911901,"EE_NCC(10.0%,6.4kt); RE_002(25.0%,16.0kt); RE_003(30.0%,19.2kt); HP_001(20.0%,12.8kt)",100-300
카프로_울산_C-H_2000,SK Chemicals,Naphtha Cracker,190.0,76.17609491245531,64.74968067558702,11.426414236868297,85.0,4,2951823.6778576435,7331949.135323824,45588.23529411765,36.659745676619124,19.678824519050956,13197508.443582885,"EE_NCC(10.0%,7.6kt); RE_002(25.0%,19.0kt); RE_003(30.0%,22.9kt); HP_001(20.0%,15.2kt)",100-300
롯데케미칼_대산_SM_2005,Hanwha Solutions,Utility,350.0,53.296871099350525,47.967183989415474,5.329687109935051,90.0,6,2533605.018989802,8006552.515526493,52819.54887218044,40.03276257763247,16.89070012659868,14411794.527947688,"EE_UTL(35.0%,12.6kt); RE_002(25.0%,9.0kt); RE_003(30.0%,10.8kt); HP_001(20.0%,7.2kt); HP_002(15.0%,5.4kt)",300-500
LG화학_대산_SM_2006,HD Hyundai Chemical,Utility,577.0,87.86369892664356,79.07732903397921,8.786369892664354,90.0,6,4176828.84559176,13199373.718453674,52819.54887218046,65.99686859226837,27.8455256372784,23758872.693216614,"EE_UTL(35.0%,20.8kt); RE_002(25.0%,14.9kt); RE_003(30.0%,17.8kt); HP_001(20.0%,11.9kt); HP_002(15.0%,8.9kt)",500-1000
한화토탈에너지스_대산_SM_1991,Lotte Chemical,Utility,1071.0,163.08842556401257,146.7795830076113,16.30884255640126,90.0,6,7752831.3581087915,24500050.69751106,52819.54887218044,122.5002534875553,51.68554238739194,44100091.255519904,"EE_UTL(35.0%,38.6kt); RE_002(25.0%,27.6kt); RE_003(30.0%,33.1kt); HP_001(20.0%,22.1kt); HP_002(15.0%,16.6kt)",>1000
여천NCC_여수_SM_1986,LG Chem,Utility,351.0,53.4491478739201,48.10423308652809,5.344914787392007,90.0,6,2540843.8904726305,8029428.379856569,52819.54887218046,40.14714189928284,16.938959269817538,14452971.083741823,"EE_UTL(35.0%,12.7kt); RE_002(25.0%,9.0kt); RE_003(30.0%,10.9kt); HP_001(20.0%,7.2kt); HP_002(15.0%,5.4kt)",300-500
SKpicglobal_울산_SM_1990,Hanwha Solutions,Utility,400.0,60.91070982782917,54.819638845046256,6.091070982782917,90.0,6,2895548.5931312027,9150345.732030278,52819.54887218045,45.75172866015139,19.303657287541352,16470622.317654502,"EE_UTL(35.0%,14.4kt); RE_002(25.0%,10.3kt); RE_003(30.0%,12.4kt); HP_001(20.0%,8.2kt); HP_002(15.0%,6.2kt)",300-500
LG화학_여수_EDC_1996,SK Chemicals,Utility,810.0,365.7747261772624,329.19725355953614,36.577472617726244,90.0,6,17388050.422975495,54948714.50392257,52819.54887218044,274.7435725196128,115.92033615316997,98907686.10706063,"EE_UTL(35.0%,86.6kt); RE_002(25.0%,61.9kt); RE_003(30.0%,74.3kt); HP_001(20.0%,49.5kt); HP_002(15.0%,37.1kt)",500-1000
한화솔루션_여수_EDC_1980,Lotte Chemical,Utility,1586.0,716.1959453298002,644.5763507968202,71.61959453298005,90.0,6,34046232.06276437,107590939.75706322,52819.54887218044,537.9546987853162,226.97488041842914,193663691.5627138,"EE_UTL(35.0%,169.6kt); RE_002(25.0%,121.2kt); RE_003(30.0%,145.4kt); HP_001(20.0%,96.9kt); HP_002(15.0%,72.7kt)",>1000
한화솔루션_울산_EDC_1991,HD Hyundai Chemical,Utility,385.0,173.85588836820497,156.47029953138448,17.38558883682049,90.0,6,8264690.633142676,26117598.86914839,52819.54887218045,130.58799434574195,55.097937554284506,47011677.9644671,"EE_UTL(35.0%,41.2kt); RE_002(25.0%,29.4kt); RE_003(30.0%,35.3kt); HP_001(20.0%,23.5kt); HP_002(15.0%,17.6kt)",300-500
LG화학_대산_VCM_1997,SK Chemicals,Utility,230.0,107.15641208358804,96.44077087522923,10.715641208358804,90.0,4,3879549.1920262673,8942689.662975801,40227.27272727273,44.713448314879,25.863661280175116,16096841.393356442,"EE_UTL(35.0%,30.7kt); RE_002(25.0%,21.9kt); RE_003(30.0%,26.3kt); HP_001(20.0%,17.5kt)",100-300
LG화학_여수_VCM_1990,Lotte Chemical,Utility,720.0,335.4461595660147,301.90154360941324,33.54461595660149,89.99999999999999,6,15946303.337264124,50392588.482172735,52819.548872180465,251.96294241086366,106.30868891509417,90706659.26791093,"EE_UTL(35.0%,79.4kt); RE_002(25.0%,56.7kt); RE_003(30.0%,68.1kt); HP_001(20.0%,45.4kt); HP_002(15.0%,34.0kt)",500-1000
한화솔루션_여수_VCM_1979,Lotte Chemical,Utility,583.0,271.61820975970363,244.45638878373327,27.161820975970357,90.0,6,12912076.174479151,40803998.72931489,52819.54887218048,204.01999364657448,86.080507829861,73447197.71276681,"EE_UTL(35.0%,64.3kt); RE_002(25.0%,46.0kt); RE_003(30.0%,55.1kt); HP_001(20.0%,36.8kt); HP_002(15.0%,27.6kt)",500-1000
한화솔루션_울산_VCM_1972,LG Chem,Utility,264.0,122.99692517420542,110.69723265678488,12.299692517420539,90.0,4,4453047.768238846,10264652.482720055,40227.27272727273,51.323262413600276,29.686985121592308,18476374.4688961,"EE_UTL(35.0%,35.2kt); RE_002(25.0%,25.2kt); RE_003(30.0%,30.2kt); HP_001(20.0%,20.1kt)",100-300
롯데케미칼_여수_PC_2008,LG Chem,Utility,480.0,109.86372610288004,98.87735349259204,10.986372610288,90.0,6,5222657.2051538285,16504340.207034161,52819.548872180465,82.5217010351708,34.81771470102552,29707812.37266149,"EE_UTL(35.0%,26.0kt); RE_002(25.0%,18.6kt); RE_003(30.0%,22.3kt); HP_001(20.0%,14.9kt); HP_002(15.0%,11.2kt)",300-500
LG화학_여수_PC_2001,LG Chem,Utility,170.0,38.91006966143667,35.01906269529301,3.8910069661436637,90.00000000000001,4,1408721.3856970142,3247222.1771998974,40227.27272727273,16.236110885999487,9.39147590464676,5844999.918959815,"EE_UTL(35.0%,11.1kt); RE_002(25.0%,8.0kt); RE_003(30.0%,9.6kt); HP_001(20.0%,6.4kt)",100-300
삼양화성_전주_PC_1999,Hanwha Solutions,Utility,120.0,27.46593152572001,24.71933837314801,2.746593152572,90.0,4,994391.5663743633,2292156.830964634,40227.272727272735,11.460784154823171,6.629277109162421,4125882.2957363417,"EE_UTL(35.0%,7.9kt); RE_002(25.0%,5.6kt); RE_003(30.0%,6.7kt); HP_001(20.0%,4.5kt)",100-300
HD현대케미칼_대산_LDPE_2021,Lotte Chemical,Utility,300.0,233.4250111292319,210.08251001630873,23.342501112923173,90.0,4,8451046.425656056,19480378.201512266,40227.27272727273,97.40189100756133,56.34030950437371,35064680.76272208,"EE_UTL(35.0%,66.8kt); RE_002(25.0%,47.7kt); RE_003(30.0%,57.3kt); HP_001(20.0%,38.2kt)",100-300
LG화학_대산_LDPE_2006,SK Chemicals,Utility,280.0,217.86334372061643,196.07700934855478,21.786334372061646,90.0,4,7887643.330612317,18181686.321411442,40227.27272727272,90.90843160705721,52.58428887074878,32727035.378540598,"EE_UTL(35.0%,62.4kt); RE_002(25.0%,44.6kt); RE_003(30.0%,53.5kt); HP_001(20.0%,35.7kt)",100-300
한화토탈에너지스_대산_LDPE_1991,Kumho Petrochemical,Utility,435.0,338.46626613738624,304.6196395236476,33.846626613738636,89.99999999999999,6,16089871.937245296,50846285.694924645,52819.54887218045,254.23142847462321,107.26581291496865,91523314.25086436,"EE_UTL(35.0%,80.2kt); RE_002(25.0%,57.3kt); RE_003(30.0%,68.7kt); HP_001(20.0%,45.8kt); HP_002(15.0%,34.4kt)",300-500
LG화학_여수_LDPE_1990,Lotte Chemical,Utility,180.0,140.05500667753915,126.04950600978525,14.005500667753907,90.0,4,5070627.855393633,11688226.920907358,40227.27272727272,58.441134604536785,33.804185702624224,21038808.457633246,"EE_UTL(35.0%,40.1kt); RE_002(25.0%,28.6kt); RE_003(30.0%,34.4kt); HP_001(20.0%,22.9kt)",100-300
한화솔루션_여수_LDPE_1979,Lotte Chemical,Utility,337.0,262.2140958351705,235.99268625165345,26.221409583517044,90.0,6,12465027.22494636,39391260.41193013,52819.54887218046,196.95630205965065,83.10018149964239,70904268.74147424,"EE_UTL(35.0%,62.1kt); RE_002(25.0%,44.4kt); RE_003(30.0%,53.2kt); HP_001(20.0%,35.5kt); HP_002(15.0%,26.6kt)",300-500
롯데케미칼_울산_LDPE_1972,HD Hyundai Chemical,Utility,120.0,93.37000445169278,84.0330040065235,9.33700044516928,90.0,4,3380418.5702624223,7792151.280604906,40227.27272727273,38.96075640302453,22.536123801749483,14025872.305088831,"EE_UTL(35.0%,26.7kt); RE_002(25.0%,19.1kt); RE_003(30.0%,22.9kt); HP_001(20.0%,15.3kt)",100-300
롯데케미칼_대산_LDPE_2005,LG Chem,Utility,500.0,389.0416852153865,350.1375166938479,38.90416852153862,90.0,6,18494105.674994595,58444006.545890406,52819.54887218044,292.22003272945204,123.2940378332973,105199211.78260273,"EE_UTL(35.0%,92.1kt); RE_002(25.0%,65.8kt); RE_003(30.0%,79.0kt); HP_001(20.0%,52.7kt); HP_002(15.0%,39.5kt)",300-500
LG화학_대산_L-LDPE_2006,LG Chem,Utility,125.0,77.2911472104424,69.56203248939816,7.72911472104424,90.0,4,2798290.8524144264,6450297.558107831,40227.27272727273,32.25148779053915,18.65527234942951,11610535.604594095,"EE_UTL(35.0%,22.1kt); RE_002(25.0%,15.8kt); RE_003(30.0%,19.0kt); HP_001(20.0%,12.6kt)",100-300
한화토탈에너지스_대산_L-LDPE_2004,LG Chem,Utility,530.0,327.7144641722758,294.94301775504823,32.771446417227594,89.99999999999999,6,15578757.140821157,49231090.181669705,52819.54887218045,246.1554509083485,103.85838093880771,88615962.32700548,"EE_UTL(35.0%,77.6kt); RE_002(25.0%,55.4kt); RE_003(30.0%,66.5kt); HP_001(20.0%,44.4kt); HP_002(15.0%,33.3kt)",500-1000
DL케미칼_여수_L-LDPE_2010,LG Chem,Utility,10.0,6.183291776835391,5.441296763615144,0.7419950132202473,87.99999999999999,4,218888.52889997285,504556.60898976796,40227.27272727273,2.5227830449488398,1.4592568593331523,908201.8961815824,"EE_UTL(28.0%,1.7kt); RE_002(20.0%,1.2kt); RE_003(24.0%,1.5kt); HP_001(16.0%,1.0kt)",<100
롯데케미칼_여수_L-LDPE_2019,Kumho Petrochemical,Utility,600.0,370.9975066101234,333.8977559491111,37.09975066101231,90.00000000000001,6,17636328.838665456,55733309.63962606,52819.54887218045,278.66654819813033,117.57552559110303,100319957.35132691,"EE_UTL(35.0%,87.9kt); RE_002(25.0%,62.8kt); RE_003(30.0%,75.3kt); HP_001(20.0%,50.2kt); HP_002(15.0%,37.7kt)",500-1000
LG화학_여수_L-LDPE_2021,HD Hyundai Chemical,Utility,425.0,262.78990051550414,236.51091046395373,26.27899005155041,90.0,6,12492399.5940547,39477760.99473514,52819.54887218046,197.3888049736757,83.28266396036467,71059969.79052325,"EE_UTL(35.0%,62.2kt); RE_002(25.0%,44.5kt); RE_003(30.0%,53.3kt); HP_001(20.0%,35.6kt); HP_002(15.0%,26.7kt)",300-500
한화솔루션_여수_L-LDPE_1986,Hanwha Solutions,Utility,288.0,178.0788031728593,160.27092285557336,17.807880317285935,90.0,4,6447262.123962838,14861485.573880441,40227.272727272735,74.3074278694022,42.981747493085585,26750674.032984797,"EE_UTL(35.0%,51.0kt); RE_002(25.0%,36.4kt); RE_003(30.0%,43.7kt); HP_001(20.0%,29.1kt)",100-300
SSNC_울산_L-LDPE_2015,OCI Company,Utility,180.0,111.29925198303702,100.16932678473333,11.129925198303695,90.0,4,4029538.827476773,9288428.483675273,40227.27272727273,46.44214241837636,26.863592183178486,16719171.270615492,"EE_UTL(35.0%,31.9kt); RE_002(25.0%,22.8kt); RE_003(30.0%,27.3kt); HP_001(20.0%,18.2kt)",100-300
SK지오센트릭_울산_L-LDPE_1990,Hanwha Solutions,Utility,550.0,340.0810477259465,306.07294295335186,34.00810477259466,89.99999999999999,6,16166634.76877667,51088867.16965724,52819.54887218046,255.4443358482862,107.7775651251778,91959960.90538304,"EE_UTL(35.0%,80.5kt); RE_002(25.0%,57.5kt); RE_003(30.0%,69.0kt); HP_001(20.0%,46.0kt); HP_002(15.0%,34.5kt)",500-1000
HD현대케미칼_대산_HDPE_2021,LG Chem,Utility,575.0,334.77064067143215,301.29357660428894,33.4770640671432,90.0,6,15914190.794324284,50291108.27530237,52819.54887218045,251.45554137651186,106.09460529549523,90523994.89554428,"EE_UTL(35.0%,79.3kt); RE_002(25.0%,56.6kt); RE_003(30.0%,68.0kt); HP_001(20.0%,45.3kt); HP_002(15.0%,34.0kt)",500-1000
한화토탈에너지스_대산_HDPE_1991,OCI Company,Utility,180.0,104.7977657754048,94.31798919786432,10.479776577540477,90.0,4,3794155.474550451,8745849.907438328,40227.27272727273,43.72924953719164,25.29436983033634,15742529.833388992,"EE_UTL(35.0%,30.0kt); RE_002(25.0%,21.4kt); RE_003(30.0%,25.7kt); HP_001(20.0%,17.1kt)",100-300
DL케미칼_여수_HDPE_1980,Lotte Chemical,Utility,630.0,366.7921802139168,330.1129621925252,36.67921802139165,90.00000000000001,6,17436417.739868343,55101562.11033127,52819.54887218046,275.50781055165635,116.24278493245562,99182811.79859628,"EE_UTL(35.0%,86.9kt); RE_002(25.0%,62.1kt); RE_003(30.0%,74.5kt); HP_001(20.0%,49.6kt); HP_002(15.0%,37.2kt)",500-1000
롯데케미칼_여수_HDPE_1992,HD Hyundai Chemical,Utility,360.0,209.5955315508096,188.63597839572864,20.959553155080954,90.0,6,9963667.279924767,31486606.920189295,52819.548872180465,157.43303460094648,66.42444853283178,56675892.45634073,"EE_UTL(35.0%,49.6kt); RE_002(25.0%,35.5kt); RE_003(30.0%,42.5kt); HP_001(20.0%,28.4kt); HP_002(15.0%,21.3kt)",300-500
LG화학_여수_HDPE_1992,Kumho Petrochemical,Utility,500.0,291.10490493168,261.99441443851197,29.110490493168015,89.99999999999999,6,13838426.777673282,43731398.5002629,52819.54887218045,218.6569925013145,92.25617851782188,78716517.30047323,"EE_UTL(35.0%,68.9kt); RE_002(25.0%,49.2kt); RE_003(30.0%,59.1kt); HP_001(20.0%,39.4kt); HP_002(15.0%,29.5kt)",300-500
GS칼텍스_여수_HDPE_2021,Lotte Chemical,Utility,650.0,378.4363764111841,340.5927387700657,37.84363764111839,90.0,6,17989954.810975272,56850818.050341785,52819.54887218044,284.25409025170893,119.93303207316848,102331472.49061522,"EE_UTL(35.0%,89.6kt); RE_002(25.0%,64.0kt); RE_003(30.0%,76.8kt); HP_001(20.0%,51.2kt); HP_002(15.0%,38.4kt)",500-1000
대한유화_온산_HDPE_1976,LG Chem,Utility,210.0,122.26406007130564,110.03765406417507,12.226406007130564,90.0,4,4426514.720308861,10203491.558678051,40227.27272727273,51.01745779339026,29.510098135392404,18366284.80562049,"EE_UTL(35.0%,35.0kt); RE_002(25.0%,25.0kt); RE_003(30.0%,30.0kt); HP_001(20.0%,20.0kt)",100-300
SK지오센트릭_울산_HDPE_1990,LG Chem,Utility,490.0,285.28280683304644,256.7545261497418,28.528280683304615,90.00000000000001,6,13561658.242119823,42856770.53025766,52819.54887218046,214.2838526512883,90.41105494746549,77142186.95446378,"EE_UTL(35.0%,67.6kt); RE_002(25.0%,48.3kt); RE_003(30.0%,57.9kt); HP_001(20.0%,38.6kt); HP_002(15.0%,29.0kt)",300-500
롯데케미칼_대산_PP_2005,Lotte Chemical,Utility,500.0,177.5571993941957,159.8014794547761,17.755719939419578,89.99999999999999,6,8440642.053908287,26673630.4052333,52819.54887218045,133.3681520261665,56.27094702605525,48012534.72941995,"EE_UTL(35.0%,42.1kt); RE_002(25.0%,30.0kt); RE_003(30.0%,36.0kt); HP_001(20.0%,24.0kt); HP_002(15.0%,18.0kt)",300-500
HD현대케미칼_대산_PP_2021,HD Hyundai Chemical,Utility,380.0,134.94347153958876,121.44912438562989,13.49434715395887,90.0,6,6414887.9609703,20271959.107977323,52819.54887218045,101.35979553988662,42.765919739802,36489526.39435919,"EE_UTL(35.0%,32.0kt); RE_002(25.0%,22.8kt); RE_003(30.0%,27.4kt); HP_001(20.0%,18.3kt); HP_002(15.0%,13.7kt)",300-500
LG화학_대산_PP_2006,Hanwha Solutions,Utility,1117.0,396.6627834466332,356.9965051019699,39.66627834466334,89.99999999999999,6,18856394.34843111,59588890.32529121,52819.548872180436,297.94445162645604,125.7092956562074,107260002.58552417,"EE_UTL(35.0%,93.9kt); RE_002(25.0%,67.1kt); RE_003(30.0%,80.5kt); HP_001(20.0%,53.7kt); HP_002(15.0%,40.3kt)",>1000
한화토탈에너지스_대산_PP_1991,LG Chem,Utility,600.0,213.06863927303488,191.7617753457314,21.306863927303482,90.0,6,10128770.46468995,32008356.486279976,52819.54887218046,160.04178243139987,67.52513643126633,57615041.67530396,"EE_UTL(35.0%,50.5kt); RE_002(25.0%,36.0kt); RE_003(30.0%,43.3kt); HP_001(20.0%,28.8kt); HP_002(15.0%,21.6kt)",500-1000
롯데케미칼_여수_PP_1979,SK Chemicals,Utility,180.0,63.92059178191046,57.52853260371941,6.392059178191047,90.0,4,2314215.9706496214,5334463.93234489,40227.27272727272,26.67231966172445,15.428106470997477,9602035.078220803,"EE_UTL(35.0%,18.3kt); RE_002(25.0%,13.1kt); RE_003(30.0%,15.7kt); HP_001(20.0%,10.5kt)",100-300
GS칼텍스_여수_PP_1987,Lotte Chemical,Utility,730.0,259.2335111155257,233.31016000397312,25.923351111552563,90.0,6,12323337.398706099,38943500.391640626,52819.54887218045,194.71750195820312,82.15558265804066,70098300.70495313,"EE_UTL(35.0%,61.4kt); RE_002(25.0%,43.9kt); RE_003(30.0%,52.6kt); HP_001(20.0%,35.1kt); HP_002(15.0%,26.3kt)",500-1000
폴리미래_여수_PP_1993,LG Chem,Utility,405.0,143.82133150929852,129.43919835836866,14.38213315092986,89.99999999999999,6,6836920.063665715,21605640.62823898,52819.548872180465,108.0282031411949,45.57946709110477,38890153.13083016,"EE_UTL(35.0%,34.1kt); RE_002(25.0%,24.3kt); RE_003(30.0%,29.2kt); HP_001(20.0%,19.5kt); HP_002(15.0%,14.6kt)",300-500
S-Oil_온산_PP_2018,LG Chem,Utility,550.0,195.3129193336153,175.78162740025377,19.53129193336153,90.0,6,9284706.259299116,29340993.44575664,52819.54887218044,146.7049672287832,61.89804172866077,52813788.202361956,"EE_UTL(35.0%,46.3kt); RE_002(25.0%,33.0kt); RE_003(30.0%,39.6kt); HP_001(20.0%,26.4kt); HP_002(15.0%,19.8kt)",500-1000
대한유화_온산_PP_1976,Lotte Chemical,Utility,432.0,153.4094202765851,138.0684782489266,15.340942027658514,90.0,6,7292714.734576762,23046016.67012158,52819.54887218045,115.2300833506079,48.61809823051175,41482830.00621884,"EE_UTL(35.0%,36.3kt); RE_002(25.0%,26.0kt); RE_003(30.0%,31.1kt); HP_001(20.0%,20.8kt); HP_002(15.0%,15.6kt)",300-500
SK지오센트릭_울산_PP_1990,OCI Company,Utility,400.0,142.04575951535656,127.8411835638209,14.20457595153566,90.0,6,6752513.643126631,21338904.324186653,52819.54887218046,106.69452162093326,45.01675762084421,38410027.78353598,"EE_UTL(35.0%,33.6kt); RE_002(25.0%,24.0kt); RE_003(30.0%,28.8kt); HP_001(20.0%,19.2kt); HP_002(15.0%,14.4kt)",300-500
울산피피_울산_PP_2021,Lotte Chemical,Utility,600.0,213.06863927303488,191.7617753457314,21.306863927303482,90.0,6,10128770.46468995,32008356.486279976,52819.54887218046,160.04178243139987,67.52513643126633,57615041.67530396,"EE_UTL(35.0%,50.5kt); RE_002(25.0%,36.0kt); RE_003(30.0%,43.3kt); HP_001(20.0%,28.8kt); HP_002(15.0%,21.6kt)",500-1000
LG화학_여수_PS_1984,Hanwha Solutions,Utility,40.0,23.2883923945344,20.493785307190272,2.7946070873441293,88.0,4,824409.0907665178,1900332.8193940073,40227.27272727273,9.501664096970037,5.496060605110118,3420599.0749092135,"EE_UTL(28.0%,6.5kt); RE_002(20.0%,4.7kt); RE_003(24.0%,5.6kt); HP_001(16.0%,3.7kt)",<100
금호석유화학_울산_PS_1973,Hanwha Solutions,Utility,265.0,154.28559961379042,138.85703965241137,15.428559961379051,89.99999999999999,4,5585840.004199276,12875834.585950874,40227.27272727273,64.37917292975438,37.238933361328506,23176502.254711572,"EE_UTL(35.0%,44.2kt); RE_002(25.0%,31.6kt); RE_003(30.0%,37.9kt); HP_001(20.0%,25.2kt)",100-300
