year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ncc_capacity_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,source
2025,Heat_Pump,True,1.349887285876806,40.0,24.0,290.2926149558753,354.2926149558753,,4.579024199406941,3918623.101128673,56428172.6562529,Energy-based,0.436,100.0,,,,,,,
2025,NCC-H2,False,52.20802417148216,68.0,68.0,450.2365909889263,586.2365909889263,,4.579024199406941,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,25667.0,915.8048398813883,,,
2025,NCC-Electricity,False,52.20802417148216,60.0,60.0,159.77955749868366,279.77955749868363,65.0,,,,Energy-based,0.0,,,2.0340524475584276,25667.0,,5.0,325.0,
2025,RE_PPA,True,8.924496773916404,0.0,0.0,-90.67357512953367,-90.67357512953367,65.0,,,,Energy-based,0.436,100.0,,,,,,,
2025,RDH,False,2.038937971979272,36.0,27.0,358.20250675625033,421.20250675625033,65.0,,11236195.272053545,37618781.77083527,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2026,Heat_Pump,True,0.9798872875349836,38.8,23.279999999999998,286.44854647949575,348.52854647949573,,4.436520395611882,2707768.562879913,38991867.30547075,Energy-based,0.4186,103.66,,,,,,,
2026,NCC-H2,False,36.07574470249417,65.96,65.96000000000001,436.2247788583086,568.1447788583087,,4.436520395611882,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,887.3040791223764,,,
2026,NCC-Electricity,False,36.07574470249417,58.2,58.2,154.913594102599,271.31359410259904,63.02047504889287,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,315.1023752444643,
2026,RE_PPA,True,6.092135492277536,0.0,0.0,-110.2537301983373,-110.2537301983373,63.02047504889287,,,,Energy-based,0.4186,103.66,,,,,,,
2026,RDH,True,1.4089061386376769,34.92,26.189999999999998,347.29372522281767,408.4037252228177,63.02047504889287,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2027,Heat_Pump,True,1.027002460529094,37.6,22.56,282.9308162834844,343.0908162834844,,4.298200172211265,2707768.562879913,38991867.30547075,Energy-based,0.4012,107.31,,,,,,,
2027,NCC-H2,False,36.07574470249417,63.92,63.92,422.62432095795805,550.4643209579581,,4.298200172211265,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,859.6400344422531,,,
2027,NCC-Electricity,False,36.07574470249417,56.4,56.4,150.19581987503324,262.99581987503325,61.10123500597122,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,305.5061750298561,
2027,RE_PPA,True,6.015051725066078,0.0,0.0,-131.5739322153439,-131.5739322153439,61.10123500597122,,,,Energy-based,0.4012,107.31,,,,,,,
2027,RDH,True,1.4089061386376769,33.84,25.38,336.7171622314099,395.93716223140984,61.10123500597122,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2028,Heat_Pump,True,1.0741176335232046,36.4,21.84,279.74689926389016,337.98689926389017,,4.163925516255364,2707768.562879913,38991867.30547075,Energy-based,0.3838,110.97,,,,,,,
2028,NCC-H2,False,36.07574470249417,61.88,61.88,409.4216470429292,533.1816470429292,,4.163925516255364,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,832.7851032510728,,,
2028,NCC-Electricity,False,36.07574470249417,54.6,54.6,145.62172182896214,254.82172182896215,59.2404439407746,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,296.20221970387297,
2028,RE_PPA,True,5.935250638733296,0.0,0.0,-154.97170778677472,-154.97170778677472,59.2404439407746,,,,Energy-based,0.3838,110.97,,,,,,,
2028,RDH,True,1.4089061386376769,32.76,24.57,326.462700322132,383.79270032213196,59.2404439407746,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2029,Heat_Pump,True,1.121232806517315,35.2,21.119999999999997,276.8064142194744,333.1264142194744,,4.033563085741385,2707768.562879913,38991867.30547075,Energy-based,0.3664,114.62,,,,,,,
2029,NCC-H2,False,36.07574470249417,59.84,59.84,396.6036461432513,516.2836461432513,,4.033563085741385,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,806.7126171482769,,,
2029,NCC-Electricity,False,36.07574470249417,52.8,52.800000000000004,141.18692441690658,246.78692441690657,57.436321834691114,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,287.18160917345557,
2029,RE_PPA,True,5.852345104299571,0.0,0.0,-180.7322318751861,-180.7322318751861,57.436321834691114,,,,Energy-based,0.3664,114.62,,,,,,,
2029,RDH,True,1.4089061386376769,31.68,23.759999999999998,316.5205301545401,371.9605301545401,57.436321834691114,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2030,Heat_Pump,True,1.1683479795114255,34.0,20.4,274.1262630944654,328.5262630944654,,3.906984049334724,2707768.562879913,38991867.30547075,Energy-based,0.349,118.28,,,,,,,
2030,NCC-H2,True,36.07574470249417,57.8,57.800000000000004,384.1576508043799,499.75765080437986,,3.906984049334724,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,781.3968098669447,,,
2030,NCC-Electricity,True,36.07574470249417,51.0,51.0,136.8871853453167,238.8871853453167,55.68714287820511,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,278.43571439102556,
2030,RE_PPA,True,5.765870788839776,0.0,0.0,-209.34065927021703,-209.34065927021703,55.68714287820511,,,,Energy-based,0.349,118.28,,,,,,,
2030,RDH,True,1.4089061386376769,30.6,22.95,306.88114112410057,360.4311411241006,55.68714287820511,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2031,Heat_Pump,True,1.2059859625354563,33.2,19.919999999999998,273.76622210247416,326.88622210247416,,3.78406393166111,2707768.562879913,38991867.30547075,Energy-based,0.3351,121.93,,,,,,,
2031,NCC-H2,True,36.07574470249417,56.44,56.44,372.07142187541007,484.95142187541006,,3.7840639316611107,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,756.8127863322221,,,
2031,NCC-Electricity,True,36.07574470249417,49.8,49.800000000000004,132.71839151642624,232.31839151642623,53.991233820000886,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,269.95616910000444,
2031,RE_PPA,True,5.693853886808546,0.0,0.0,-238.2980223781099,-238.2980223781099,53.991233820000886,,,,Energy-based,0.3351,121.93,,,,,,,
2031,RDH,True,1.4089061386376769,29.88,22.41,297.53531226441777,349.8253122644178,53.991233820000886,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2032,Heat_Pump,True,1.243623945559487,32.4,19.439999999999998,273.4497474307611,325.28974743076105,,3.664682463973249,2707768.562879913,38991867.30547075,Energy-based,0.3212,125.59,,,,,,,
2032,NCC-H2,True,36.07574470249417,55.08,55.08,360.3331338257424,470.49313382574235,,3.664682463973249,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,732.9364927946498,,,
2032,NCC-Electricity,True,36.07574470249417,48.6,48.6,128.67655509369436,225.87655509369438,52.34697236634318,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,261.7348618317159,
2032,RE_PPA,True,5.618861474352659,0.0,0.0,-270.070160891065,-270.070160891065,52.34697236634318,,,,Energy-based,0.3212,125.59,,,,,,,
2032,RDH,True,1.4089061386376769,29.16,21.869999999999997,288.4741034265275,339.50410342652754,52.34697236634318,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2033,Heat_Pump,True,1.2812619285835178,31.6,18.96,273.13073249080674,323.69073249080674,,3.5487234400026426,2707768.562879913,38991867.30547075,Energy-based,0.3073,129.24,,,,,,,
2033,NCC-H2,True,36.07574470249417,53.72,53.72,348.9313605715869,456.3713605715869,,3.5487234400026426,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,709.7446880005285,,,
2033,NCC-Electricity,True,36.07574470249417,47.4,47.4,124.75780968707163,219.55780968707163,50.75278562920331,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,253.76392814601655,
2033,RE_PPA,True,5.540489780613967,0.0,0.0,-305.04164154992884,-305.04164154992884,50.75278562920331,,,,Energy-based,0.3073,129.24,,,,,,,
2033,RDH,True,1.4089061386376769,28.44,21.33,279.6888467268187,329.4588467268187,50.75278562920331,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2034,Heat_Pump,True,1.3188999116075486,30.8,18.48,272.85045577728494,322.13045577728496,,3.436074576814,2707768.562879913,38991867.30547075,Energy-based,0.2934,132.9,,,,,,,
2034,NCC-H2,True,36.07574470249417,52.36,52.36,337.85506179434935,442.5750617943494,,3.436074576814,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,687.2149153628001,,,
2034,NCC-Electricity,True,36.07574470249417,46.2,46.2,120.95840665444035,213.35840665444036,49.2071486216464,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,246.035743108232,
2034,RE_PPA,True,5.458258519193382,0.0,0.0,-343.8490196316911,-343.8490196316911,49.2071486216464,,,,Energy-based,0.2934,132.9,,,,,,,
2034,RDH,True,1.4089061386376769,27.72,20.79,271.17113825540156,319.68113825540155,49.2071486216464,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2035,Heat_Pump,True,1.3565378946315794,30.0,18.0,272.56577108866617,320.56577108866617,,3.326627380486225,2707768.562879913,38991867.30547075,Energy-based,0.2795,136.55,,,,,,,
2035,NCC-H2,True,36.07574470249417,51.0,51.0,327.0935697335964,429.0935697335964,,3.326627380486225,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,665.325476097245,,,
2035,NCC-Electricity,True,36.07574470249417,45.0,45.0,117.27471151569226,207.27471151569227,47.70858279904047,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,238.54291399520235,
2035,RE_PPA,True,5.371591861925126,0.0,0.0,-387.1085716817409,-387.1085716817409,47.70858279904047,,,,Energy-based,0.2795,136.55,,,,,,,
2035,RDH,True,1.4089061386376769,27.0,20.25,262.91283003699107,310.16283003699107,47.70858279904047,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2036,Heat_Pump,True,1.432084637535929,29.2,17.52,265.1073967629707,311.8273967629707,,3.220277016450206,2707768.562879913,38991867.30547075,Energy-based,0.2516,140.21,,,,,,,
2036,NCC-H2,True,36.07574470249417,49.64,49.64,316.6365764379047,415.9165764379047,,3.220277016450206,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,644.0554032900412,,,
2036,NCC-Electricity,True,36.07574470249417,43.8,43.800000000000004,113.7032004760122,201.3032004760122,46.25565464469184,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,231.2782732234592,
2036,RE_PPA,True,5.181285519065143,0.0,0.0,-466.04337973863187,-466.04337973863187,46.25565464469184,,,,Energy-based,0.2516,140.21,,,,,,,
2036,RDH,True,1.4089061386376769,26.28,19.71,254.90602223661548,300.89602223661547,46.25565464469184,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2037,Heat_Pump,True,1.5079021572965665,28.4,17.04,258.3321361873293,303.7721361873293,,3.116922184319778,2707768.562879913,38991867.30547075,Energy-based,0.2236,143.86,,,,,,,
2037,NCC-H2,True,36.07574470249417,48.28,48.28,306.47412145750434,403.03412145750434,,3.116922184319778,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,623.3844368639556,,,
2037,NCC-Electricity,True,36.07574470249417,42.6,42.6,110.24045705504292,195.44045705504294,44.84697429855396,,,,Energy-based,0.0,,,2.0340524475584276,17735.896999999997,,5.0,224.2348714927698,
2037,RE_PPA,True,4.961504343446186,0.0,0.0,-570.3515305382837,-570.3515305382837,44.84697429855396,,,,Energy-based,0.2236,143.86,,,,,,,
2037,RDH,True,1.4089061386376769,25.56,19.169999999999998,247.1430556026947,291.8730556026947,44.84697429855396,,7764210.9329889985,25994578.20364717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2038,Heat_Pump,True,1.5834489002009162,27.6,16.56,252.26580936420524,296.42580936420524,,3.0164649970579767,2707768.562879913,38991867.30547075,Energy-based,0.1957,147.52,,,,,,,
2038,NCC-H2,True,36.07574470249417,46.92,46.92,296.59657996319487,390.43657996319484,,3.0164649970579767,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17735.896999999997,603.2929994115954,,,
