product,product_group,process,company,location,capacity_kt,year_built,naphtha_gj_per_year,electricity_kwh_per_year,lng_gj_per_year,fuel_gas_gj_per_year,byproduct_gas_gj_per_year,lpg_gj_per_year,fuel_oil_gj_per_year,diesel_gj_per_year,emissions_naphtha_kt,emissions_electricity_kt,emissions_lng_kt,emissions_fuel_gas_kt,emissions_byproduct_gas_kt,emissions_lpg_kt,emissions_fuel_oil_kt,emissions_diesel_kt,total_emissions_kt
Ethylene,Olefins,Naphtha Cracker,Lotte Chemical,Daesan,1100,1991,31900000.0,23995334.39572932,4941453.582756559,6176816.9784457,1235363.3956891398,0.0,0.0,0.0,1728.98,107.97900478078192,277.215545992643,308.84084892228503,59.29744299307872,0,0,0,2482.312842688789
Ethylene,Olefins,Naphtha Cracker,HD Hyundai Chemical,Daesan,850,2021,24650000.0,18541849.30579083,3818395.9503118866,4772994.937889859,954598.9875779717,0.0,0.0,0.0,1336.03,83.43832187605875,214.2120128124968,238.64974689449295,45.82075140374264,0,0,0,1918.150832986791
Ethylene,Olefins,Naphtha Cracker,LG Chem,Daesan,1300,1991,37700000.0,28358122.467680104,5839899.688712298,7299874.610890374,1459974.9221780745,0.0,0.0,0.0,2043.34,127.61155110456043,327.61837253675986,364.9937305445187,70.07879626454758,0,0,0,2933.6424504503866
Ethylene,Olefins,Naphtha Cracker,Hanwha TotalEnergies,Daesan,1525,1991,44225000.0,33266259.048624735,6850651.557912502,8563314.44739063,1712662.8894781256,0.0,0.0,0.0,2396.995,149.6981657188113,384.32155239889136,428.1657223695315,82.20781869495003,0,0,0,3441.3882591821844
Ethylene,Olefins,Naphtha Cracker,Lotte Chemical,Yeosu,1230,1992,35670000.0,26831146.642497327,5525443.551627789,6906804.439534738,1381360.8879069472,0.0,0.0,0.0,1933.314,120.74015989123797,309.97738324631894,345.3402219767369,66.30532261953347,0,0,0,2775.6770877338267
Ethylene,Olefins,Naphtha Cracker,LG Chem,Yeosu,1030,2021,29870000.0,22468358.57054654,4626997.445672051,5783746.8070900645,1156749.3614180128,0.0,0.0,0.0,1618.954,101.10761356745942,259.5745567022021,289.18734035450325,55.52396934806461,0,0,0,2324.347479972229
Ethylene,Olefins,Naphtha Cracker,Yeochon NCC,Yeosu,2285,1979,66265000.0,49844853.72203772,10264746.760544308,12830933.450680386,2566186.690136077,0.0,0.0,0.0,3591.563,224.3018417491697,575.8522932665356,641.5466725340193,123.1769611265317,0,0,0,5156.440768676257
Ethylene,Olefins,Naphtha Cracker,GS Caltex,Yeosu,900,2021,26100000.0,19632546.323778532,4043007.4768008217,5053759.346001027,1010751.8692002052,0.0,0.0,0.0,1414.62,88.3464584570034,226.81271944852605,252.68796730005135,48.51608972160986,0,0,0,2030.9832349271903
Ethylene,Olefins,Naphtha Cracker,Daehan Oil Chemical,Onsan,900,1991,26100000.0,19632546.323778532,4043007.4768008217,5053759.346001027,1010751.8692002052,0.0,0.0,0.0,1414.62,88.3464584570034,226.81271944852605,252.68796730005135,48.51608972160986,0,0,0,2030.9832349271903
Ethylene,Olefins,Naphtha Cracker,S-Oil,Onsan,182,2018,5278000.0,3970137.1454752143,817585.9564197217,1021982.4455246524,204396.48910493043,0.0,0.0,0.0,286.06759999999997,17.865617154638464,45.866572155146386,51.09912227623261,9.81103147703666,0,0,0,410.7099430630541
