scenario,technology,scenario_id,n_facilities,n_ncc_facilities,n_btx_facilities,n_utility_facilities,total_capacity_kt,ncc_capacity_kt,bau_2050_mt,net_2050_mt,capex_billion_usd,ncc_abatement_mt,rdh_abatement_mt,heat_pump_mt,re_ppa_mt,h2_demand_kt,electricity_twh
Shaheen (성장),NCC-H2,shaheen_ncc_h2,254,44,48,162,104016,28437,66.49428880082098,0.0,48.449757034210336,50.61965664889948,2.3447786677761626,3.3909883378079,10.138865146337434,4977.222363136283,0.0157680957708067
Shaheen (성장),NCC-Electricity,shaheen_ncc_electricity,254,44,48,162,104016,28437,66.49428880082098,0.0,44.02794595275332,53.1887030006751,1.3007036820357851,1.8660169717726656,10.138865146337434,0.0,281.90880288249673
구조조정 25%,NCC-H2,restructure_25pct_ncc_h2,239,32,47,160,93292,18893,39.95439440118896,0.0,29.390821516180377,30.742075785515627,1.4089061386376769,2.0375416881958777,5.765870788839776,3022.741701908114,0.0094745688501108
구조조정 25%,NCC-Electricity,restructure_25pct_ncc_electricity,239,32,47,160,93292,18893,39.95439440118896,0.0,27.389610697148,34.18852361234918,0.0,0.0,5.765870788839776,0.0,181.19917514545065
구조조정 40%,NCC-H2,restructure_40pct_ncc_h2,232,25,47,160,89212,14813,34.692672417819644,0.0,23.071908739920374,23.812022302300424,1.7840707254818629,1.7692113066823827,7.327368083354976,2341.3380840679065,0.008226832576073
구조조정 40%,NCC-Electricity,restructure_40pct_ncc_electricity,232,25,47,160,89212,14813,34.692672417819644,0.0,21.92282389139112,27.365304334464668,0.0,0.0,7.327368083354976,0.0,145.03611297266272
