scenario,bau_2030_mt,actual_2030_mt,bau_2035_mt,actual_2035_mt,bau_2050_mt,actual_2050_mt,heat_pump_2050_mt,ncc_h2_2050_mt,ncc_elec_2050_mt,re_ppa_2050_mt,rdh_2050_mt,total_abatement_2050_mt,h2_demand_2050_kt,elec_increase_2050_twh,capex_total_busd
Shaheen NCC-H2,74.20094522283934,59.74184864618333,72.66623857146318,47.748963411762055,66.49428880082098,0.0,3.3909883378079,50.61965664889948,0.0,10.138865146337434,2.3447786677761626,66.49428880082098,4977.222363136283,0.0157680957708067,48.449757034210336
Shaheen NCC-Elec,74.20094522283934,59.74184864618333,72.66623857146318,47.748963411762055,66.49428880082098,0.0,1.8660169717726656,0.0,53.1887030006751,10.138865146337434,1.3007036820357851,66.49428880082098,0.0,281.90880288249673,44.02794595275332
Restructure 25% H2,44.58508969476695,35.89705862131538,43.662931176418326,28.6908988848066,39.95439440118896,0.0,2.0375416881958777,30.742075785515627,0.0,5.765870788839776,1.4089061386376769,39.95439440118896,3022.741701908114,0.0094745688501108,29.390821516180374
Restructure 25% Elec,44.58508969476695,35.89705862131538,43.662931176418326,28.690898884806604,39.95439440118896,0.0,0.0,0.0,34.18852361234918,5.765870788839776,0.0,39.95439440118896,0.0,181.19917514545065,27.389610697148
Restructure 40% H2,56.45724093042124,45.45575440470471,47.7701533565445,31.38975333851489,34.692672417819644,0.0,1.7692113066823827,23.812022302300424,0.0,7.327368083354976,1.7840707254818629,34.692672417819644,2341.3380840679065,0.008226832576073,23.071908739920374
Restructure 40% Elec,56.45724093042124,45.45575440470471,47.7701533565445,31.38975333851489,34.692672417819644,0.0,0.0,0.0,27.365304334464668,7.327368083354976,0.0,34.692672417819644,0.0,145.03611297266272,21.92282389139112
