year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,60.619306131850486,9.70499612470202,70.3243022565525,0.436,256,0,1.0,1.0,104762.0
2026,58.800726947894965,9.03815604694096,67.83888299483593,0.4186,256,0,1.0,0.97,101619.14
2027,57.22462498846685,8.430276046554003,65.65490103502086,0.4012,256,0,1.0,0.944,98895.328
2028,55.5879037229069,7.833993071352757,63.42189679425966,0.3838,256,0,1.0,0.917,96066.754
2029,54.011801763478786,7.2667805661947735,61.278582329673554,0.3664,256,0,1.0,0.891,93342.942
2030,53.04189286536918,6.797392641240548,59.83928550660973,0.349,256,0,1.0,0.875,91666.75
2031,51.46579090594106,6.332730337105763,57.79852124304682,0.3351,256,0,1.0,0.849,88942.938
2032,49.88968894651294,5.884156957739173,55.77384590425211,0.3212,256,0,1.0,0.823,86219.12599999999
2033,48.31358698708484,5.451672503140785,53.765259490225624,0.3073,256,0,1.0,0.797,83495.314
2034,46.737485027656724,5.035276973310593,51.77276200096731,0.2934,256,0,1.0,0.771,80771.50200000001
2035,45.828195435678964,4.703406172343547,50.53160160802251,0.2795,256,0,1.0,0.756,79200.072
2036,44.252093476250856,4.088296395026997,48.34038987127786,0.2516,256,0,1.0,0.73,76476.26
2037,42.67599151682274,3.5039131696612236,46.179904686483965,0.2236,256,0,1.0,0.704,73752.44799999999
2038,41.099889557394626,2.953448460567977,44.0533380179626,0.1957,256,0,1.0,0.678,71028.636
2039,39.52378759796652,2.435277348671329,41.959064946637845,0.1678,256,0,1.0,0.652,68304.82400000001
2040,36.371583679110294,1.8670987957339575,38.23868247484425,0.1398,256,0,1.0,0.6,62857.2
2041,36.371583679110294,1.681457356100896,38.05304103521119,0.1259,256,0,1.0,0.6,62857.2
2042,36.371583679110294,1.4944803665424167,37.86606404565271,0.1119,256,0,1.0,0.6,62857.2
2043,36.371583679110294,1.3075033769839373,37.679087056094225,0.0979,256,0,1.0,0.6,62857.2
2044,36.371583679110294,1.1218619373508756,37.493445616461166,0.084,256,0,1.0,0.6,62857.2
2045,36.371583679110294,0.9348849477923965,37.306468626902685,0.07,256,0,1.0,0.6,62857.2
2046,36.371583679110294,0.7479079582339172,37.11949163734421,0.056,256,0,1.0,0.6,62857.2
2047,36.371583679110294,0.5609309686754378,36.93251464778573,0.042,256,0,1.0,0.6,62857.2
2048,36.371583679110294,0.3739539791169586,36.74553765822725,0.028,256,0,1.0,0.6,62857.2
2049,36.371583679110294,0.1869769895584793,36.55856066866877,0.014,256,0,1.0,0.6,62857.2
2050,36.371583679110294,0.0,36.371583679110294,0.0,256,0,1.0,0.6,62857.2
