year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,57.82112069636608,8.372000000000002,66.19312069636608,0.45,248,0,1.0,1.0,100066.0
2026,66.49428880082098,9.306873333333336,75.80116213415432,0.435,248,0,1.0,1.15,115075.9
2027,66.49428880082098,8.985946666666667,75.48023546748766,0.42,248,0,1.0,1.15,115075.9
2028,66.49428880082098,8.66502,75.159308800821,0.405,248,0,1.0,1.15,115075.9
2029,66.49428880082098,8.344093333333333,74.83838213415433,0.39,248,0,1.0,1.15,115075.9
2030,66.49428880082098,8.023166666666667,74.51745546748765,0.375,248,0,1.0,1.15,115075.9
2031,66.49428880082098,7.70224,74.19652880082099,0.36,248,0,1.0,1.15,115075.9
2032,66.49428880082098,7.381313333333334,73.87560213415432,0.345,248,0,1.0,1.15,115075.9
2033,66.49428880082098,7.060386666666668,73.55467546748766,0.33,248,0,1.0,1.15,115075.9
2034,66.49428880082098,6.73946,73.23374880082099,0.315,248,0,1.0,1.15,115075.9
2035,66.49428880082098,6.418533333333333,72.91282213415433,0.3,248,0,1.0,1.15,115075.9
2036,66.49428880082098,5.776680000000001,72.270968800821,0.27,248,0,1.0,1.15,115075.9
2037,66.49428880082098,5.134826666666667,71.62911546748765,0.24,248,0,1.0,1.15,115075.9
2038,66.49428880082098,4.4929733333333335,70.9872621341543,0.21,248,0,1.0,1.15,115075.9
2039,66.49428880082098,3.85112,70.34540880082098,0.18,248,0,1.0,1.15,115075.9
2040,66.49428880082098,3.2092666666666667,69.70355546748765,0.15,248,0,1.0,1.15,115075.9
2041,66.49428880082098,2.5674133333333335,69.06170213415432,0.12,248,0,1.0,1.15,115075.9
2042,66.49428880082098,1.92556,68.41984880082099,0.09,248,0,1.0,1.15,115075.9
2043,66.49428880082098,1.2837066666666668,67.77799546748766,0.06,248,0,1.0,1.15,115075.9
2044,66.49428880082098,0.8558044444444446,67.35009324526543,0.04,248,0,1.0,1.15,115075.9
2045,66.49428880082098,0.4279022222222223,66.92219102304321,0.02,248,0,1.0,1.15,115075.9
2046,66.49428880082098,0.21395111111111115,66.7082399119321,0.01,248,0,1.0,1.15,115075.9
2047,66.49428880082098,0.10697555555555557,66.60126435637655,0.005,248,0,1.0,1.15,115075.9
2048,66.49428880082098,0.04279022222222223,66.5370790230432,0.002,248,0,1.0,1.15,115075.9
2049,66.49428880082098,0.021395111111111115,66.5156839119321,0.001,248,0,1.0,1.15,115075.9
2050,66.49428880082098,0.0,66.49428880082098,0.0,248,0,1.0,1.15,115075.9
