year,scenario,process,bau_emissions_tco2,emissions_tco2,abatement_tco2
2027,restructure_40pct_ncc_elec,Naphtha Cracker,37914101.574367836,37801820.37460627,0.0
2027,restructure_40pct_ncc_elec,Polymerization,355382.0142414955,327016.66081121104,0.0
2027,restructure_40pct_ncc_elec,Utility,13294575.286743712,12233448.635416461,0.0
2027,restructure_40pct_ncc_h2,BTX Extraction,54982.84776542171,54747.196478270154,0.0
2027,restructure_40pct_ncc_h2,BTX Plant,4017124.0940847974,3947399.8437259146,0.0
2027,restructure_40pct_ncc_h2,Extraction,293346.2481816006,291506.3912265616,0.0
2027,restructure_40pct_ncc_h2,Naphtha Cracker,37914101.574367836,37801820.37460627,0.0
2027,restructure_40pct_ncc_h2,Polymerization,355382.0142414955,327016.66081121104,0.0
2027,restructure_40pct_ncc_h2,Utility,13294575.286743712,12233448.635416461,0.0
2027,shaheen_ncc_elec,BTX Extraction,66981.22344304553,33049.53726481234,33931.68617823319
2027,shaheen_ncc_elec,BTX Plant,4893742.275632962,8707513.582401603,-3813771.3067686423
2027,shaheen_ncc_elec,Extraction,357360.3658991956,191754.66075726508,165605.70514193052
2027,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,52241835.76933732,-6054106.097173116
2027,shaheen_ncc_elec,Polymerization,432933.597857754,398378.34738653875,34555.25047121523
2027,shaheen_ncc_elec,Utility,16195722.012452614,14903035.943568781,1292686.0688838325
2027,shaheen_ncc_h2,BTX Extraction,66981.22344304553,33049.53726481234,33931.68617823319
2027,shaheen_ncc_h2,BTX Plant,4893742.275632962,8707513.582401603,-3813850.252446144
2027,shaheen_ncc_h2,Extraction,357360.3658991956,191754.66075726508,165605.70514193052
2027,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,30334946.41067133,15741449.277238049
2027,shaheen_ncc_h2,Polymerization,432933.597857754,398378.34738653875,0.0
2027,shaheen_ncc_h2,Utility,16195722.012452614,14903035.943568781,0.0
2028,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39988.23649022649,0.0
2028,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2863944.4528767085,0.0
2028,restructure_25pct_ncc_elec,Extraction,214726.96768377756,212706.8281351569,0.0
2028,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27629517.716456894,0.0
2028,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,228991.82522286387,0.0
2028,restructure_25pct_ncc_elec,Utility,9731516.444004135,8566412.869744923,0.0
2028,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39988.23649022649,0.0
2028,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2863944.4528767085,0.0
2028,restructure_25pct_ncc_h2,Extraction,214726.96768377756,212706.8281351569,0.0
2028,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27629517.716456894,0.0
2028,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,228991.82522286387,0.0
2028,restructure_25pct_ncc_h2,Utility,9731516.444004135,8566412.869744923,0.0
2028,restructure_40pct_ncc_elec,BTX Extraction,53410.24512806326,53066.878236668155,0.0
2028,restructure_40pct_ncc_elec,BTX Plant,3902227.5363090667,3800632.5083761825,0.0
2028,restructure_40pct_ncc_elec,Extraction,284956.04828657594,282275.19739499106,0.0
2028,restructure_40pct_ncc_elec,Naphtha Cracker,36829694.008151814,36666089.357439905,0.0
2028,restructure_40pct_ncc_elec,Polymerization,345217.48629179166,303886.40192382946,0.0
2028,restructure_40pct_ncc_elec,Utility,12914327.900364388,11368162.954495072,0.0
2028,restructure_40pct_ncc_h2,BTX Extraction,53410.24512806326,53066.878236668155,0.0
2028,restructure_40pct_ncc_h2,BTX Plant,3902227.5363090667,3800632.5083761825,0.0
2028,restructure_40pct_ncc_h2,Extraction,284956.04828657594,282275.19739499106,0.0
2028,restructure_40pct_ncc_h2,Naphtha Cracker,36829694.008151814,36666089.357439905,0.0
2028,restructure_40pct_ncc_h2,Polymerization,345217.48629179166,303886.40192382946,0.0
2028,restructure_40pct_ncc_h2,Utility,12914327.900364388,11368162.954495072,0.0
2028,shaheen_ncc_elec,BTX Extraction,66981.22344304553,31616.182458212796,35365.04098483273
2028,shaheen_ncc_elec,BTX Plant,4893742.275632962,8329869.673294455,-3436127.397661493
2028,shaheen_ncc_elec,Extraction,357360.3658991956,183438.2821501454,173922.08374905022
2028,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,49976113.08143485,-3788383.409270647
2028,shaheen_ncc_elec,Polymerization,432933.597857754,381100.72215093113,51832.87570682287
2028,shaheen_ncc_elec,Utility,16195722.012452614,14256692.909126863,1939029.1033257495
2028,shaheen_ncc_h2,BTX Extraction,66981.22344304553,31616.182458212796,35365.04098483273
2028,shaheen_ncc_h2,BTX Plant,4893742.275632962,8329869.673294455,-3436245.816177746
2028,shaheen_ncc_h2,Extraction,357360.3658991956,183438.2821501454,173922.08374905022
2028,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,30179931.698120873,15840796.997661095
2028,shaheen_ncc_h2,Polymerization,432933.597857754,381100.72215093113,0.0
2028,shaheen_ncc_h2,Utility,16195722.012452614,14256692.909126863,0.0
2029,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39901.98911765142,0.0
2029,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2838425.6726870965,0.0
2029,restructure_25pct_ncc_elec,Extraction,214726.96768377756,212033.44828561667,0.0
2029,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27588423.273111958,0.0
2029,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,218610.2260595553,0.0
2029,restructure_25pct_ncc_elec,Utility,9731516.444004135,8178045.01165852,0.0
2029,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39901.98911765142,0.0
2029,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2838425.6726870965,0.0
2029,restructure_25pct_ncc_h2,Extraction,214726.96768377756,212033.44828561667,0.0
2029,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27588423.273111958,0.0
2029,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,218610.2260595553,0.0
2029,restructure_25pct_ncc_h2,Utility,9731516.444004135,8178045.01165852,0.0
2029,restructure_40pct_ncc_elec,BTX Extraction,51895.88703282918,51451.04530221045,0.0
2029,restructure_40pct_ncc_elec,BTX Plant,3791586.406599104,3659967.111959773,0.0
2029,restructure_40pct_ncc_elec,Extraction,276876.5965358115,273403.47673297307,0.0
2029,restructure_40pct_ncc_elec,Naphtha Cracker,35785449.685128964,35573495.13218922,0.0
2029,restructure_40pct_ncc_elec,Polymerization,335429.4223402251,281883.8081317855,0.0
2029,restructure_40pct_ncc_elec,Utility,12548163.750517633,10545062.381168947,0.0
2029,restructure_40pct_ncc_h2,BTX Extraction,51895.88703282918,51451.04530221045,0.0
2029,restructure_40pct_ncc_h2,BTX Plant,3791586.406599104,3659967.111959773,0.0
2029,restructure_40pct_ncc_h2,Extraction,276876.5965358115,273403.47673297307,0.0
2029,restructure_40pct_ncc_h2,Naphtha Cracker,35785449.685128964,35573495.13218922,0.0
2029,restructure_40pct_ncc_h2,Polymerization,335429.4223402251,281883.8081317855,0.0
2029,restructure_40pct_ncc_h2,Utility,12548163.750517633,10545062.381168947,0.0
2029,shaheen_ncc_elec,BTX Extraction,66981.22344304553,30182.827651613257,36798.39579143227
2029,shaheen_ncc_elec,BTX Plant,4893742.275632962,7952225.764187307,-3058483.4885543454
2029,shaheen_ncc_elec,Extraction,357360.3658991956,175121.90354302572,182238.46235616988
2029,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,47710390.39353239,-1522660.7213681855
2029,shaheen_ncc_elec,Polymerization,432933.597857754,363823.0969153235,69110.50094243046
2029,shaheen_ncc_elec,Utility,16195722.012452614,13610349.874684948,2585372.1377676646
2029,shaheen_ncc_h2,BTX Extraction,66981.22344304553,30182.827651613257,36798.39579143227
2029,shaheen_ncc_h2,BTX Plant,4893742.275632962,7952225.764187307,-3058641.379909349
2029,shaheen_ncc_h2,Extraction,357360.3658991956,175121.90354302572,182238.46235616988
2029,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,29038842.467966117,16929377.958698668
2029,shaheen_ncc_h2,Polymerization,432933.597857754,363823.0969153235,0.0
2029,shaheen_ncc_h2,Utility,16195722.012452614,13610349.874684948,0.0
2030,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39815.741745076346,0.0
2030,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2812906.892497484,0.0
2030,restructure_25pct_ncc_elec,Extraction,214726.96768377756,211360.06843607643,0.0
2030,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27547328.829767015,0.0
2030,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,208228.62689624674,0.0
2030,restructure_25pct_ncc_elec,Utility,9731516.444004135,7789677.153572117,0.0
2030,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39815.741745076346,0.0
2030,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2812906.892497484,0.0
2030,restructure_25pct_ncc_h2,Extraction,214726.96768377756,211360.06843607643,0.0
2030,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27547328.829767015,0.0
2030,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,208228.62689624674,0.0
2030,restructure_25pct_ncc_h2,Utility,9731516.444004135,7789677.153572117,0.0
2030,restructure_40pct_ncc_elec,BTX Extraction,50963.97435883898,50417.90741959741,0.0
2030,restructure_40pct_ncc_elec,BTX Plant,3723499.5575468196,3561929.8566357438,0.0
2030,restructure_40pct_ncc_elec,Extraction,271904.6262276488,267641.1865145685,0.0
2030,restructure_40pct_ncc_elec,Naphtha Cracker,35142837.79403798,34882652.280819304,0.0
2030,restructure_40pct_ncc_elec,Polymerization,329405.9983700302,263675.90236500127,0.0
2030,restructure_40pct_ncc_elec,Utility,12322831.965996554,9863918.248011002,0.0
2030,restructure_40pct_ncc_h2,BTX Extraction,50963.97435883898,50417.90741959741,0.0
2030,restructure_40pct_ncc_h2,BTX Plant,3723499.5575468196,3561929.8566357438,0.0
2030,restructure_40pct_ncc_h2,Extraction,271904.6262276488,267641.1865145685,0.0
2030,restructure_40pct_ncc_h2,Naphtha Cracker,35142837.79403798,34882652.280819304,0.0
2030,restructure_40pct_ncc_h2,Polymerization,329405.9983700302,263675.90236500127,0.0
2030,restructure_40pct_ncc_h2,Utility,12322831.965996554,9863918.248011002,0.0
2030,shaheen_ncc_elec,BTX Extraction,66981.22344304553,28749.47284501372,38231.75059803181
2030,shaheen_ncc_elec,BTX Plant,4893742.275632962,7574581.855080158,-2680839.5794471963
2030,shaheen_ncc_elec,Extraction,357360.3658991956,166805.52493590605,190554.84096328955
2030,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,45444667.705629915,743061.9665342858
2030,shaheen_ncc_elec,Polymerization,432933.597857754,346545.4716797159,86388.12617803807
2030,shaheen_ncc_elec,Utility,16195722.012452614,12964006.84024303,3231715.172209582
2030,shaheen_ncc_h2,BTX Extraction,66981.22344304553,28749.47284501372,38231.75059803181
2030,shaheen_ncc_h2,BTX Plant,4893742.275632962,7574581.855080158,-2681036.943640951
2030,shaheen_ncc_h2,Extraction,357360.3658991956,166805.52493590605,190554.84096328955
2030,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,28878451.99230557,17034891.122984357
2030,shaheen_ncc_h2,Polymerization,432933.597857754,346545.4716797159,0.0
2030,shaheen_ncc_h2,Utility,16195722.012452614,12964006.84024303,0.0
2031,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39746.8429819273,0.0
2031,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2792521.2002770468,0.0
2031,restructure_25pct_ncc_elec,Extraction,214726.96768377756,210822.13855627133,0.0
2031,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27514500.51008342,0.0
2031,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,199935.2804382014,0.0
2031,restructure_25pct_ncc_elec,Utility,9731516.444004135,7479429.266939876,0.0
2031,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39746.8429819273,0.0
2031,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2792521.2002770468,0.0
2031,restructure_25pct_ncc_h2,Extraction,214726.96768377756,210822.13855627133,0.0
2031,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27514500.51008342,0.0
2031,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,199935.2804382014,0.0
2031,restructure_25pct_ncc_h2,Utility,9731516.444004135,7479429.266939876,0.0
2031,restructure_40pct_ncc_elec,BTX Extraction,49449.61626360491,48835.122563902005,0.0
2031,restructure_40pct_ncc_elec,BTX Plant,3612858.427836857,3431042.690354867,0.0
2031,restructure_40pct_ncc_elec,Extraction,263825.17447688436,259027.4900640728,0.0
2031,restructure_40pct_ncc_elec,Naphtha Cracker,34098593.47101514,33805804.5340967,0.0
2031,restructure_40pct_ncc_elec,Polymerization,319617.9344184636,245651.30693492468,0.0
2031,restructure_40pct_ncc_elec,Utility,11956667.8161498,9189631.61741238,0.0
2031,restructure_40pct_ncc_h2,BTX Extraction,49449.61626360491,48835.122563902005,0.0
2031,restructure_40pct_ncc_h2,BTX Plant,3612858.427836857,3431042.690354867,0.0
2031,restructure_40pct_ncc_h2,Extraction,263825.17447688436,259027.4900640728,0.0
2031,restructure_40pct_ncc_h2,Naphtha Cracker,34098593.47101514,33805804.5340967,0.0
2031,restructure_40pct_ncc_h2,Polymerization,319617.9344184636,245651.30693492468,0.0
2031,restructure_40pct_ncc_h2,Utility,11956667.8161498,9189631.61741238,0.0
2031,shaheen_ncc_elec,BTX Extraction,66981.22344304553,27604.43653399455,39376.78690905098
2031,shaheen_ncc_elec,BTX Plant,4893742.275632962,7272900.801253185,-2379158.5256202226
2031,shaheen_ncc_elec,Extraction,357360.3658991956,160161.98110608058,197198.38479311505
2031,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,43634693.83425956,2553035.8379046414
2031,shaheen_ncc_elec,Polymerization,432933.597857754,332743.2308305811,100190.3670271729
2031,shaheen_ncc_elec,Utility,16195722.012452614,12447675.335717594,3748046.6767350193
2031,shaheen_ncc_h2,BTX Extraction,66981.22344304553,27604.43653399455,39376.78690905098
2031,shaheen_ncc_h2,BTX Plant,4893742.275632962,7272900.801253185,-2379387.4227138986
2031,shaheen_ncc_h2,Extraction,357360.3658991956,160161.98110608058,197198.38479311505
2031,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,28750323.968645714,17119180.37491373
2031,shaheen_ncc_h2,Polymerization,432933.597857754,332743.2308305811,0.0
2031,shaheen_ncc_h2,Utility,16195722.012452614,12447675.335717594,0.0
2032,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39677.94421877825,0.0
2032,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2772135.50805661,0.0
2032,restructure_25pct_ncc_elec,Extraction,214726.96768377756,210284.2086764662,0.0
2032,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27481672.190399818,0.0
2032,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,191641.93398015603,0.0
2032,restructure_25pct_ncc_elec,Utility,9731516.444004135,7169181.380307633,0.0
2032,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39677.94421877825,0.0
2032,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2772135.50805661,0.0
2032,restructure_25pct_ncc_h2,Extraction,214726.96768377756,210284.2086764662,0.0
2032,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27481672.190399818,0.0
2032,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,191641.93398015603,0.0
2032,restructure_25pct_ncc_h2,Utility,9731516.444004135,7169181.380307633,0.0
2032,restructure_40pct_ncc_elec,BTX Extraction,47935.25816837084,47257.522564478306,0.0
2032,restructure_40pct_ncc_elec,BTX Plant,3502217.298126894,3301689.61379246,0.0
2032,restructure_40pct_ncc_elec,Extraction,255745.72272611997,250454.2745886131,0.0
2032,restructure_40pct_ncc_elec,Naphtha Cracker,33054349.147992298,32731427.22532424,0.0
2032,restructure_40pct_ncc_elec,Polymerization,309829.87046689703,228250.81283020027,0.0
2032,restructure_40pct_ncc_elec,Utility,11590503.666303044,8538692.150496647,0.0
2032,restructure_40pct_ncc_h2,BTX Extraction,47935.25816837084,47257.522564478306,0.0
2032,restructure_40pct_ncc_h2,BTX Plant,3502217.298126894,3301689.61379246,0.0
2032,restructure_40pct_ncc_h2,Extraction,255745.72272611997,250454.2745886131,0.0
2032,restructure_40pct_ncc_h2,Naphtha Cracker,33054349.147992298,32731427.22532424,0.0
2032,restructure_40pct_ncc_h2,Polymerization,309829.87046689703,228250.81283020027,0.0
2032,restructure_40pct_ncc_h2,Utility,11590503.666303044,8538692.150496647,0.0
2032,shaheen_ncc_elec,BTX Extraction,66981.22344304553,26459.40022297538,40521.823220070146
2032,shaheen_ncc_elec,BTX Plant,4893742.275632962,6971219.747426209,-2077477.4717932472
2032,shaheen_ncc_elec,Extraction,357360.3658991956,153518.43727625508,203841.92862294053
2032,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,41824719.9628892,4363009.709275005
2032,shaheen_ncc_elec,Polymerization,432933.597857754,318940.9899814463,113992.60787630774
2032,shaheen_ncc_elec,Utility,16195722.012452614,11931343.831192154,4264378.181260459
2032,shaheen_ncc_h2,BTX Extraction,66981.22344304553,26459.40022297538,40521.823220070146
2032,shaheen_ncc_h2,BTX Plant,4893742.275632962,6971219.747426209,-2077737.9017868452
2032,shaheen_ncc_h2,Extraction,357360.3658991956,153518.43727625508,203841.92862294053
2032,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,28622195.944985855,17203469.6268431
2032,shaheen_ncc_h2,Polymerization,432933.597857754,318940.9899814463,0.0
2032,shaheen_ncc_h2,Utility,16195722.012452614,11931343.831192154,0.0
2033,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39609.0454556292,0.0
2033,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2751749.8158361726,0.0
2033,restructure_25pct_ncc_elec,Extraction,214726.96768377756,209746.27879666103,0.0
2033,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27448843.870716218,0.0
2033,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,183348.58752211067,0.0
2033,restructure_25pct_ncc_elec,Utility,9731516.444004135,6858933.493675392,0.0
2033,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39609.0454556292,0.0
2033,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2751749.8158361726,0.0
2033,restructure_25pct_ncc_h2,Extraction,214726.96768377756,209746.27879666103,0.0
2033,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27448843.870716218,0.0
2033,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,183348.58752211067,0.0
2033,restructure_25pct_ncc_h2,Utility,9731516.444004135,6858933.493675392,0.0
2033,restructure_40pct_ncc_elec,BTX Extraction,46420.90007313677,45685.10742132631,0.0
2033,restructure_40pct_ncc_elec,BTX Plant,3391576.1684169313,3173870.6269485233,0.0
2033,restructure_40pct_ncc_elec,Extraction,247666.2709753556,241921.5400881894,0.0
2033,restructure_40pct_ncc_elec,Naphtha Cracker,32010104.824969456,31659520.354501918,0.0
2033,restructure_40pct_ncc_elec,Polymerization,300041.80651533045,211474.42005082808,0.0
2033,restructure_40pct_ncc_elec,Utility,11224339.51645629,7911099.847263803,0.0
2033,restructure_40pct_ncc_h2,BTX Extraction,46420.90007313677,45685.10742132631,0.0
2033,restructure_40pct_ncc_h2,BTX Plant,3391576.1684169313,3173870.6269485233,0.0
2033,restructure_40pct_ncc_h2,Extraction,247666.2709753556,241921.5400881894,0.0
2033,restructure_40pct_ncc_h2,Naphtha Cracker,32010104.824969456,31659520.354501918,0.0
