year,scenario,process,bau_emissions_tco2,emissions_tco2,abatement_tco2
2033,restructure_40pct_ncc_h2,Polymerization,300041.80651533045,211474.42005082808,0.0
2033,restructure_40pct_ncc_h2,Utility,11224339.51645629,7911099.847263803,0.0
2033,shaheen_ncc_elec,BTX Extraction,66981.22344304553,25314.36391195621,41666.859531089314
2033,shaheen_ncc_elec,BTX Plant,4893742.275632962,6669538.693599235,-1775796.4179662731
2033,shaheen_ncc_elec,Extraction,357360.3658991956,146874.8934464296,210485.472452766
2033,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,40014746.09151884,6172983.580645362
2033,shaheen_ncc_elec,Polymerization,432933.597857754,305138.7491323115,127794.84872544251
2033,shaheen_ncc_elec,Utility,16195722.012452614,11415012.326666716,4780709.685785897
2033,shaheen_ncc_h2,BTX Extraction,66981.22344304553,25314.36391195621,41666.859531089314
2033,shaheen_ncc_h2,BTX Plant,4893742.275632962,6669538.693599235,-1776088.3808597927
2033,shaheen_ncc_h2,Extraction,357360.3658991956,146874.8934464296,210485.472452766
2033,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,25016943.34704993,20785105.407147422
2033,shaheen_ncc_h2,Polymerization,432933.597857754,305138.7491323115,0.0
2033,shaheen_ncc_h2,Utility,16195722.012452614,11415012.326666716,0.0
2034,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39540.14669248015,0.0
2034,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2731364.123615735,0.0
2034,restructure_25pct_ncc_elec,Extraction,214726.96768377756,209208.34891685596,0.0
2034,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27416015.551032614,0.0
2034,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,175055.2410640653,0.0
2034,restructure_25pct_ncc_elec,Utility,9731516.444004135,6548685.607043149,0.0
2034,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39540.14669248015,0.0
2034,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2731364.123615735,0.0
2034,restructure_25pct_ncc_h2,Extraction,214726.96768377756,209208.34891685596,0.0
2034,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27416015.551032614,0.0
2034,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,175055.2410640653,0.0
2034,restructure_25pct_ncc_h2,Utility,9731516.444004135,6548685.607043149,0.0
2034,restructure_40pct_ncc_elec,BTX Extraction,44906.5419779027,44117.877134446026,0.0
2034,restructure_40pct_ncc_elec,BTX Plant,3280935.0387069685,3047585.729823056,0.0
2034,restructure_40pct_ncc_elec,Extraction,239586.8192245912,233429.2865628017,0.0
2034,restructure_40pct_ncc_elec,Naphtha Cracker,30965860.501946613,30590083.921629738,0.0
2034,restructure_40pct_ncc_elec,Polymerization,290253.7425637638,195322.12859680806,0.0
2034,restructure_40pct_ncc_elec,Utility,10858175.366609534,7306854.707713848,0.0
2034,restructure_40pct_ncc_h2,BTX Extraction,44906.5419779027,44117.877134446026,0.0
2034,restructure_40pct_ncc_h2,BTX Plant,3280935.0387069685,3047585.729823056,0.0
2034,restructure_40pct_ncc_h2,Extraction,239586.8192245912,233429.2865628017,0.0
2034,restructure_40pct_ncc_h2,Naphtha Cracker,30965860.501946613,30590083.921629738,0.0
2034,restructure_40pct_ncc_h2,Polymerization,290253.7425637638,195322.12859680806,0.0
2034,restructure_40pct_ncc_h2,Utility,10858175.366609534,7306854.707713848,0.0
2034,shaheen_ncc_elec,BTX Extraction,66981.22344304553,24169.327600937035,42811.8958421085
2034,shaheen_ncc_elec,BTX Plant,4893742.275632962,6367857.63977226,-1474115.3641392977
2034,shaheen_ncc_elec,Extraction,357360.3658991956,140231.3496166041,217129.0162825915
2034,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,38204772.22014848,7982957.452015726
2034,shaheen_ncc_elec,Polymerization,432933.597857754,291336.5082831767,141597.08957457735
2034,shaheen_ncc_elec,Utility,16195722.012452614,10898680.822141277,5297041.190311336
2034,shaheen_ncc_h2,BTX Extraction,66981.22344304553,24169.327600937035,42811.8958421085
2034,shaheen_ncc_h2,BTX Plant,4893742.275632962,6367857.63977226,-1474438.8599327388
2034,shaheen_ncc_h2,Extraction,357360.3658991956,140231.3496166041,217129.0162825915
2034,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,24873947.481172986,20886446.535186455
2034,shaheen_ncc_h2,Polymerization,432933.597857754,291336.5082831767,0.0
2034,shaheen_ncc_h2,Utility,16195722.012452614,10898680.822141277,0.0
2035,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39471.247929331104,0.0
2035,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2710978.431395298,0.0
2035,restructure_25pct_ncc_elec,Extraction,214726.96768377756,208670.41903705083,0.0
2035,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27383187.231349014,0.0
2035,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,166761.89460601995,0.0
2035,restructure_25pct_ncc_elec,Utility,9731516.444004135,6238437.720410908,0.0
2035,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39471.247929331104,0.0
2035,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2710978.431395298,0.0
2035,restructure_25pct_ncc_h2,Extraction,214726.96768377756,208670.41903705083,0.0
2035,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27383187.231349014,0.0
2035,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,166761.89460601995,0.0
2035,restructure_25pct_ncc_h2,Utility,9731516.444004135,6238437.720410908,0.0
2035,restructure_40pct_ncc_elec,BTX Extraction,44032.87384603689,43184.172843088745,0.0
2035,restructure_40pct_ncc_elec,BTX Plant,3217103.6177204517,2965990.8742906586,0.0
2035,restructure_40pct_ncc_elec,Extraction,234925.59706068863,228299.3296555867,0.0
2035,restructure_40pct_ncc_elec,Naphtha Cracker,30363411.85404882,29959029.735021498,0.0
2035,restructure_40pct_ncc_elec,Polymerization,284606.78259170614,182448.61406968322,0.0
2035,restructure_40pct_ncc_elec,Utility,10646926.818621023,6825266.160102239,0.0
2035,restructure_40pct_ncc_h2,BTX Extraction,44032.87384603689,43184.172843088745,0.0
2035,restructure_40pct_ncc_h2,BTX Plant,3217103.6177204517,2965990.8742906586,0.0
2035,restructure_40pct_ncc_h2,Extraction,234925.59706068863,228299.3296555867,0.0
2035,restructure_40pct_ncc_h2,Naphtha Cracker,30363411.85404882,29959029.735021498,0.0
2035,restructure_40pct_ncc_h2,Polymerization,284606.78259170614,182448.61406968322,0.0
2035,restructure_40pct_ncc_h2,Utility,10646926.818621023,6825266.160102239,0.0
2035,shaheen_ncc_elec,BTX Extraction,66981.22344304553,23024.291289917863,43956.932153127666
2035,shaheen_ncc_elec,BTX Plant,4893742.275632962,6066176.585945286,-1172434.3103123237
2035,shaheen_ncc_elec,Extraction,357360.3658991956,133587.80578677866,223772.56011241695
2035,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,36394798.34877812,9792931.323386082
2035,shaheen_ncc_elec,Polymerization,432933.597857754,277534.2674340419,155399.33042371215
2035,shaheen_ncc_elec,Utility,16195722.012452614,10382349.317615839,5813372.694836774
2035,shaheen_ncc_h2,BTX Extraction,66981.22344304553,23024.291289917863,43956.932153127666
2035,shaheen_ncc_h2,BTX Plant,4893742.275632962,6066176.585945286,-1172789.3390056866
2035,shaheen_ncc_h2,Extraction,357360.3658991956,133587.80578677866,223772.56011241695
2035,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,24730951.615296043,20987787.663225483
2035,shaheen_ncc_h2,Polymerization,432933.597857754,277534.2674340419,0.0
2035,shaheen_ncc_h2,Utility,16195722.012452614,10382349.317615839,0.0
2036,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39332.95472847798,0.0
2036,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2670060.387298161,0.0
2036,restructure_25pct_ncc_elec,Extraction,214726.96768377756,207590.6892783053,0.0
2036,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27317294.41702006,0.0
2036,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,150115.5373269217,0.0
2036,restructure_25pct_ncc_elec,Utility,9731516.444004135,5615709.947962019,0.0
2036,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39332.95472847798,0.0
2036,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2670060.387298161,0.0
2036,restructure_25pct_ncc_h2,Extraction,214726.96768377756,207590.6892783053,0.0
2036,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27317294.41702006,0.0
2036,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,150115.5373269217,0.0
2036,restructure_25pct_ncc_h2,Utility,9731516.444004135,5615709.947962019,0.0
2036,restructure_40pct_ncc_elec,BTX Extraction,42518.51575080281,41552.90441648181,0.0
2036,restructure_40pct_ncc_elec,BTX Plant,3106462.4880104894,2820758.4409951633,0.0
2036,restructure_40pct_ncc_elec,Extraction,226846.14530992415,219307.0957643457,0.0
2036,restructure_40pct_ncc_elec,Naphtha Cracker,29319167.531025976,28859080.93259717,0.0
2036,restructure_40pct_ncc_elec,Polymerization,274818.7186401395,158588.04956389702,0.0
2036,restructure_40pct_ncc_elec,Utility,10280762.668774268,5932660.292347719,0.0
2036,restructure_40pct_ncc_h2,BTX Extraction,42518.51575080281,41552.90441648181,0.0
2036,restructure_40pct_ncc_h2,BTX Plant,3106462.4880104894,2820758.4409951633,0.0
2036,restructure_40pct_ncc_h2,Extraction,226846.14530992415,219307.0957643457,0.0
2036,restructure_40pct_ncc_h2,Naphtha Cracker,29319167.531025976,28859080.93259717,0.0
2036,restructure_40pct_ncc_h2,Polymerization,274818.7186401395,158588.04956389702,0.0
2036,restructure_40pct_ncc_h2,Utility,10280762.668774268,5932660.292347719,0.0
2036,shaheen_ncc_elec,BTX Extraction,66981.22344304553,20725.980996577226,46255.2424464683
2036,shaheen_ncc_elec,BTX Plant,4893742.275632962,5460644.110997615,-566901.835364654
2036,shaheen_ncc_elec,Extraction,357360.3658991956,120252.9228477764,237107.4430514192
2036,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,32761829.211279336,13425900.46088487
2036,shaheen_ncc_elec,Polymerization,432933.597857754,249830.48903901584,183103.10881873817
2036,shaheen_ncc_elec,Utility,16195722.012452614,9345971.69342449,6849750.319028124
2036,shaheen_ncc_h2,BTX Extraction,66981.22344304553,20725.980996577226,46255.2424464683
2036,shaheen_ncc_h2,BTX Plant,4893742.275632962,5460644.110997615,-567320.1567132553
2036,shaheen_ncc_h2,Extraction,357360.3658991956,120252.9228477764,237107.4430514192
2036,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,24443931.13630563,21191198.992167138
2036,shaheen_ncc_h2,Polymerization,432933.597857754,249830.48903901584,0.0
2036,shaheen_ncc_h2,Utility,16195722.012452614,9345971.69342449,0.0
2037,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39194.16585306982,0.0
2037,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2628995.683544762,0.0
2037,restructure_25pct_ncc_elec,Extraction,214726.96768377756,206507.0895204245,0.0
2037,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27251165.427729357,0.0
2037,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,133409.51568481594,0.0
2037,restructure_25pct_ncc_elec,Utility,9731516.444004135,4990750.176328726,0.0
2037,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39194.16585306982,0.0
2037,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2628995.683544762,0.0
2037,restructure_25pct_ncc_h2,Extraction,214726.96768377756,206507.0895204245,0.0
2037,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27251165.427729357,0.0
2037,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,133409.51568481594,0.0
2037,restructure_25pct_ncc_h2,Utility,9731516.444004135,4990750.176328726,0.0
2037,restructure_40pct_ncc_elec,BTX Extraction,41004.157655568735,39931.538003706446,0.0
2037,restructure_40pct_ncc_elec,BTX Plant,2995821.3583005266,2678455.8049428547,0.0
2037,restructure_40pct_ncc_elec,Extraction,218766.69355915976,210392.1722465685,0.0
2037,restructure_40pct_ncc_elec,Naphtha Cracker,28274923.208003134,27763850.160812546,0.0
2037,restructure_40pct_ncc_elec,Polymerization,265030.65468857286,135919.39079900205,0.0
2037,restructure_40pct_ncc_elec,Utility,9914598.518927513,5084642.726679339,0.0
2037,restructure_40pct_ncc_h2,BTX Extraction,41004.157655568735,39931.538003706446,0.0
2037,restructure_40pct_ncc_h2,BTX Plant,2995821.3583005266,2678455.8049428547,0.0
2037,restructure_40pct_ncc_h2,Extraction,218766.69355915976,210392.1722465685,0.0
2037,restructure_40pct_ncc_h2,Naphtha Cracker,28274923.208003134,27763850.160812546,0.0
2037,restructure_40pct_ncc_h2,Polymerization,265030.65468857286,135919.39079900205,0.0
2037,restructure_40pct_ncc_h2,Utility,9914598.518927513,5084642.726679339,0.0
2037,shaheen_ncc_elec,BTX Extraction,66981.22344304553,18419.43303193429,48561.79041111124
2037,shaheen_ncc_elec,BTX Plant,4893742.275632962,4852941.268756228,40801.006876734034
2037,shaheen_ncc_elec,Extraction,357360.3658991956,106870.2446294229,250490.1212697727
2037,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,29115838.679022495,17071890.99314171
2037,shaheen_ncc_elec,Polymerization,432933.597857754,222027.41394723346,210906.18391052054
2037,shaheen_ncc_elec,Utility,16195722.012452614,8305879.45409267,7889842.558359942
2037,shaheen_ncc_h2,BTX Extraction,66981.22344304553,18419.43303193429,48561.79041111124
2037,shaheen_ncc_h2,BTX Plant,4893742.275632962,4852941.268756228,40319.166017499025
2037,shaheen_ncc_h2,Extraction,357360.3658991956,106870.2446294229,250490.1212697727
2037,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,24155881.910078697,21395339.39397238
2037,shaheen_ncc_h2,Polymerization,432933.597857754,222027.41394723346,0.0
2037,shaheen_ncc_h2,Utility,16195722.012452614,8305879.45409267,0.0
2038,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,39055.87265221669,0.0
2038,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2588077.6394476253,0.0
2038,restructure_25pct_ncc_elec,Extraction,214726.96768377756,205427.35976167896,0.0
2038,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,27185272.6134004,0.0
2038,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,116763.15840571774,0.0
2038,restructure_25pct_ncc_elec,Utility,9731516.444004135,4368022.403879838,0.0
2038,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,39055.87265221669,0.0
2038,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2588077.6394476253,0.0
2038,restructure_25pct_ncc_h2,Extraction,214726.96768377756,205427.35976167896,0.0
2038,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,27185272.6134004,0.0
2038,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,116763.15840571774,0.0
2038,restructure_25pct_ncc_h2,Utility,9731516.444004135,4368022.403879838,0.0
2038,restructure_40pct_ncc_elec,BTX Extraction,39489.79956033467,38321.102254997,0.0
2038,restructure_40pct_ncc_elec,BTX Plant,2885180.2285905643,2539387.322062938,0.0
2038,restructure_40pct_ncc_elec,Extraction,210687.24180839537,201562.59033056197,0.0
2038,restructure_40pct_ncc_elec,Naphtha Cracker,27230678.88498029,26673827.54252601,0.0
2038,restructure_40pct_ncc_elec,Polymerization,255242.59073700628,114566.4564386058,0.0
2038,restructure_40pct_ncc_elec,Utility,9548434.369080758,4285845.426672258,0.0
2038,restructure_40pct_ncc_h2,BTX Extraction,39489.79956033467,38321.102254997,0.0
2038,restructure_40pct_ncc_h2,BTX Plant,2885180.2285905643,2539387.322062938,0.0
2038,restructure_40pct_ncc_h2,Extraction,210687.24180839537,201562.59033056197,0.0
2038,restructure_40pct_ncc_h2,Naphtha Cracker,27230678.88498029,26673827.54252601,0.0
2038,restructure_40pct_ncc_h2,Polymerization,255242.59073700628,114566.4564386058,0.0
2038,restructure_40pct_ncc_h2,Utility,9548434.369080758,4285845.426672258,0.0
2038,shaheen_ncc_elec,BTX Extraction,66981.22344304553,16121.122738593656,50860.10070445188
2038,shaheen_ncc_elec,BTX Plant,4893742.275632962,4247408.79380856,646333.4818244025
2038,shaheen_ncc_elec,Extraction,357360.3658991956,93535.36169042069,263825.0042087749
2038,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,25482869.541523714,20704860.130640488
2038,shaheen_ncc_elec,Polymerization,432933.597857754,194323.6355522075,238609.96230554653
2038,shaheen_ncc_elec,Utility,16195722.012452614,7269501.829901323,8926220.18255129
2038,shaheen_ncc_h2,BTX Extraction,66981.22344304553,16121.122738593656,50860.10070445188
2038,shaheen_ncc_h2,BTX Plant,4893742.275632962,4247408.79380856,645788.348309929
2038,shaheen_ncc_h2,Extraction,357360.3658991956,93535.36169042069,263825.0042087749
2038,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,23582400.984798178,21888218.516107723
2038,shaheen_ncc_h2,Polymerization,432933.597857754,194323.6355522075,0.0
2038,shaheen_ncc_h2,Utility,16195722.012452614,7269501.829901323,0.0
2039,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,38917.57945136356,0.0
2039,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2547159.5953504886,0.0
2039,restructure_25pct_ncc_elec,Extraction,214726.96768377756,48190.02679759143,166536.94088618614
2039,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,25867732.300795477,1276968.6557349851
2039,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,100116.8011266195,0.0
2039,restructure_25pct_ncc_elec,Utility,9731516.444004135,3745294.631430949,0.0
2039,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,8305.707304060723,31941.27130389097
2039,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2353163.124106584,550071.7622673174
2039,restructure_25pct_ncc_h2,Extraction,214726.96768377756,48190.02679759143,166536.94088618614
2039,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,26261147.66716844,868205.454315749
2039,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,100116.8011266195,0.0
2039,restructure_25pct_ncc_h2,Utility,9731516.444004135,3745294.631430949,0.0
2039,restructure_40pct_ncc_elec,BTX Extraction,37975.441465100586,36721.0735199552,0.0
2039,restructure_40pct_ncc_elec,BTX Plant,2774539.0988806016,2403398.055236641,0.0
2039,restructure_40pct_ncc_elec,Extraction,202607.79005763092,192814.2615946637,0.0
2039,restructure_40pct_ncc_elec,Naphtha Cracker,26186434.561957445,25588763.573074654,0.0
2039,restructure_40pct_ncc_elec,Polymerization,245454.52678543972,94466.21466650638,0.0
2039,restructure_40pct_ncc_elec,Utility,9182270.219234005,3533910.419237307,0.0
2039,restructure_40pct_ncc_h2,BTX Extraction,37975.441465100586,36721.0735199552,0.0
2039,restructure_40pct_ncc_h2,BTX Plant,2774539.0988806016,2403398.055236641,0.0
2039,restructure_40pct_ncc_h2,Extraction,202607.79005763092,192814.2615946637,0.0
2039,restructure_40pct_ncc_h2,Naphtha Cracker,26186434.561957445,25588763.573074654,0.0
2039,restructure_40pct_ncc_h2,Polymerization,245454.52678543972,94466.21466650638,0.0
2039,restructure_40pct_ncc_h2,Utility,9182270.219234005,3533910.419237307,0.0
2039,shaheen_ncc_elec,BTX Extraction,66981.22344304553,13822.812445253016,53158.41099779251
2039,shaheen_ncc_elec,BTX Plant,4893742.275632962,3641876.3188608903,1251865.9567720715
2039,shaheen_ncc_elec,Extraction,357360.3658991956,80200.47875141844,277159.88714777713
2039,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,21849900.404024933,24337829.268139273
2039,shaheen_ncc_elec,Polymerization,432933.597857754,166619.85715718148,266313.74070057255
2039,shaheen_ncc_elec,Utility,16195722.012452614,6233124.205709973,9962597.806742638
2039,shaheen_ncc_h2,BTX Extraction,66981.22344304553,13822.812445253016,53158.41099779251
2039,shaheen_ncc_h2,BTX Plant,4893742.275632962,3641876.3188608903,1251257.5306023597
2039,shaheen_ncc_h2,Extraction,357360.3658991956,80200.47875141844,277159.88714777713
2039,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,22290409.366537347,23152053.770291183
2039,shaheen_ncc_h2,Polymerization,432933.597857754,166619.85715718148,0.0
2039,shaheen_ncc_h2,Utility,16195722.012452614,6233124.205709973,0.0
2040,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,38778.790575955405,0.0
2040,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2506094.89159709,0.0
2040,restructure_25pct_ncc_elec,Extraction,214726.96768377756,40148.782755085114,174578.18492869244
2040,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,23384773.76493567,3740499.860780851
2040,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,83410.77948451374,0.0
2040,restructure_25pct_ncc_elec,Utility,9731516.444004135,3120334.859797656,0.0
2040,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,6919.772831392664,33327.20577655903
2040,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2136904.157880961,762440.1789105169
2040,restructure_25pct_ncc_h2,Extraction,214726.96768377756,40148.782755085114,174578.18492869244
2040,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,23591970.02248384,3505338.924487862
2040,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,83410.77948451374,0.0
2040,restructure_25pct_ncc_h2,Utility,9731516.444004135,3120334.859797656,0.0
2040,restructure_40pct_ncc_elec,BTX Extraction,34946.725274632445,33671.88762022178,0.0
2040,restructure_40pct_ncc_elec,BTX Plant,2553256.839460676,2176059.2401711345,0.0
2040,restructure_40pct_ncc_elec,Extraction,186448.88655610205,176495.54001017593,0.0
2040,restructure_40pct_ncc_elec,Naphtha Cracker,24097945.91591176,23490521.68721917,0.0
2040,restructure_40pct_ncc_elec,Polymerization,225878.39888230647,72426.14716455607,0.0
2040,restructure_40pct_ncc_elec,Utility,8449941.919540495,2709407.9824581677,0.0
2040,restructure_40pct_ncc_h2,BTX Extraction,34946.725274632445,33671.88762022178,0.0
2040,restructure_40pct_ncc_h2,BTX Plant,2553256.839460676,2176059.2401711345,0.0
2040,restructure_40pct_ncc_h2,Extraction,186448.88655610205,176495.54001017593,0.0
2040,restructure_40pct_ncc_h2,Naphtha Cracker,24097945.91591176,23490521.68721917,0.0
2040,restructure_40pct_ncc_h2,Polymerization,225878.39888230647,72426.14716455607,0.0
2040,restructure_40pct_ncc_h2,Utility,8449941.919540495,2709407.9824581677,0.0
2040,shaheen_ncc_elec,BTX Extraction,66981.22344304553,11516.264480610082,55464.95896243545
2040,shaheen_ncc_elec,BTX Plant,4893742.275632962,3034173.4766195025,1859568.7990134596
2040,shaheen_ncc_elec,Extraction,357360.3658991956,66817.80053306495,290542.5653661307
2040,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,18203909.87176809,27983819.800396115
2040,shaheen_ncc_elec,Polymerization,432933.597857754,138816.7820653991,294116.8157923549
2040,shaheen_ncc_elec,Utility,16195722.012452614,5193031.966378154,11002690.046074457
2040,shaheen_ncc_h2,BTX Extraction,66981.22344304553,11516.264480610082,55464.95896243545
2040,shaheen_ncc_h2,BTX Plant,4893742.275632962,3034173.4766195025,1858896.853333114
2040,shaheen_ncc_h2,Extraction,357360.3658991956,66817.80053306495,290542.5653661307
2040,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,20964002.49201362,24462560.709115524
2040,shaheen_ncc_h2,Polymerization,432933.597857754,138816.7820653991,0.0
2040,shaheen_ncc_h2,Utility,16195722.012452614,5193031.966378154,0.0
2041,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,38709.89181280636,0.0
2041,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2485709.1993766525,0.0
2041,restructure_25pct_ncc_elec,Extraction,214726.96768377756,36156.8794625552,178570.08822122237
2041,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,20732078.67011329,6410256.57195591
2041,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,75117.43302646838,0.0
2041,restructure_25pct_ncc_elec,Utility,9731516.444004135,2810086.9731654143,0.0
2041,restructure_25pct_ncc_h2,BTX Extraction,40246.97860795169,6231.755361032449,34015.223246919246
2041,restructure_25pct_ncc_h2,BTX Plant,2940500.7934455452,2029547.028218955,867865.9286012481
2041,restructure_25pct_ncc_h2,Extraction,214726.96768377756,36156.8794625552,178570.08822122237
2041,restructure_25pct_ncc_h2,Naphtha Cracker,27752801.04649171,21488814.732745595,5605024.475039397
2041,restructure_25pct_ncc_h2,Polymerization,260136.62271278963,75117.43302646838,0.0
2041,restructure_25pct_ncc_h2,Utility,9731516.444004135,2810086.9731654143,0.0
2041,restructure_40pct_ncc_elec,BTX Extraction,34946.725274632445,33612.062355548216,0.0
2041,restructure_40pct_ncc_elec,BTX Plant,2553256.839460676,2158358.20495802,0.0
2041,restructure_40pct_ncc_elec,Extraction,186448.88655610205,31395.26436690755,155053.6221891945
2041,restructure_40pct_ncc_elec,Naphtha Cracker,24097945.91591176,21519524.08111458,1980151.8506680292
2041,restructure_40pct_ncc_elec,Polymerization,225878.39888230647,65224.97802587703,0.0
2041,restructure_40pct_ncc_elec,Utility,8449941.919540495,2440017.6322709825,0.0
2041,restructure_40pct_ncc_h2,BTX Extraction,34946.725274632445,5411.075566743083,29535.649707889363
2041,restructure_40pct_ncc_h2,BTX Plant,2553256.839460676,1931359.7402133022,574248.6797054106
2041,restructure_40pct_ncc_h2,Extraction,186448.88655610205,31395.26436690755,155053.6221891945
2041,restructure_40pct_ncc_h2,Naphtha Cracker,24097945.91591176,21953179.15533658,1528863.1022754663
2041,restructure_40pct_ncc_h2,Polymerization,225878.39888230647,65224.97802587703,0.0
2041,restructure_40pct_ncc_h2,Utility,8449941.919540495,2440017.6322709825,0.0
2041,shaheen_ncc_elec,BTX Extraction,66981.22344304553,10371.228169590911,56609.99527345462
2041,shaheen_ncc_elec,BTX Plant,4893742.275632962,2732492.4227925274,2161249.8528404343
2041,shaheen_ncc_elec,Extraction,357360.3658991956,60174.256703239465,297186.10919595615
2041,shaheen_ncc_elec,Naphtha Cracker,46187729.67216421,16393936.00039773,29793793.671766475
2041,shaheen_ncc_elec,Polymerization,432933.597857754,125014.5412162643,307919.05664148973
2041,shaheen_ncc_elec,Utility,16195722.012452614,4676700.461852716,11519021.550599897
2041,shaheen_ncc_h2,BTX Extraction,66981.22344304553,10371.228169590911,56609.99527345462
2041,shaheen_ncc_h2,BTX Plant,4893742.275632962,2732492.4227925274,2160546.374260167
2041,shaheen_ncc_h2,Extraction,357360.3658991956,60174.256703239465,297186.10919595615
2041,shaheen_ncc_h2,Naphtha Cracker,46187729.67216421,18663558.386386972,26841334.199439306
2041,shaheen_ncc_h2,Polymerization,432933.597857754,125014.5412162643,0.0
2041,shaheen_ncc_h2,Utility,16195722.012452614,4676700.461852716,0.0
2042,restructure_25pct_ncc_elec,BTX Extraction,40246.97860795169,38640.49737510228,0.0
2042,restructure_25pct_ncc_elec,BTX Plant,2940500.7934455452,2465176.847499953,0.0
2042,restructure_25pct_ncc_elec,Extraction,214726.96768377756,32136.25744130203,182590.71024247553
2042,restructure_25pct_ncc_elec,Naphtha Cracker,27752801.04649171,18554239.269240282,8594749.807051713
2042,restructure_25pct_ncc_elec,Polymerization,260136.62271278963,66764.4222054155,0.0
2042,restructure_25pct_ncc_elec,Utility,9731516.444004135,2497607.0873487676,0.0
