year,scenario,region,facility_id,company,product,process,technology,capacity_tpy,production_t,bau_emissions_tco2,emissions_tco2,abatement_tco2,capex_usd,opex_usd_yr,fuel_cost_usd_yr,total_cost_usd,mac_usd_per_tco2,cost_component_capex_annual_usd,cost_component_opex_annual_usd,cost_component_new_energy_usd,cost_component_fuel_savings_usd,elec_demand_mwh,h2_demand_t,heat_demand_gj,tech_deployed,install_year
2025,restructure_25pct_ncc_elec,Daesan,HD Hyundai Chemical_Propylene_Daesan,HD Hyundai Chemical,Propylene,Naphtha Cracker,Baseline,451000,315700.0,606606.970585613,606606.970585613,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,LG Chem_Propylene_Daesan,LG Chem,Propylene,Naphtha Cracker,Baseline,680000,475999.99999999994,914618.0487765339,914618.0487765339,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Hanwha TotalEnergies_Propylene_Daesan,Hanwha TotalEnergies,Propylene,Naphtha Cracker,Baseline,1064000,744800.0,1431108.2410268122,1431108.2410268122,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Lotte Chemical_Propylene_Yeosu,Lotte Chemical,Propylene,Naphtha Cracker,Baseline,641000,448700.0,862162.0136261154,862162.0136261154,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,LG Chem_Propylene_Yeosu,LG Chem,Propylene,Naphtha Cracker,Baseline,1300000,910000.0,1748534.5050139623,1748534.5050139623,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Yeochon NCC_Propylene_Yeosu,Yeochon NCC,Propylene,Naphtha Cracker,Baseline,1289000,902300.0,1733739.2130484597,1733739.2130484597,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,GS Caltex_Propylene_Yeosu,GS Caltex,Propylene,Naphtha Cracker,Baseline,970000,679000.0,1304675.7460488796,1304675.7460488796,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Daehan Oil Chemical_Propylene_Onsan,Daehan Oil Chemical,Propylene,Naphtha Cracker,Baseline,560000,392000.0,753214.8636983223,753214.8636983223,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,S-Oil_Propylene_Onsan,S-Oil,Propylene,Naphtha Cracker,Baseline,840000,588000.0,1129822.2955474835,1129822.2955474835,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Advanced_Propylene_Ulsan,SK Advanced,Propylene,Naphtha Cracker,Baseline,600000,420000.0,807015.9253910595,807015.9253910595,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Energy_Propylene_Ulsan,SK Energy,Propylene,Naphtha Cracker,Baseline,620000,434000.0,833916.4562374282,833916.4562374282,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Geocentric_Propylene_Ulsan,SK Geocentric,Propylene,Naphtha Cracker,Baseline,380000,266000.0,511110.08608100435,511110.08608100435,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Taekwang Industrial_Propylene_Ulsan,Taekwang Industrial,Propylene,Naphtha Cracker,Baseline,300000,210000.0,403507.96269552974,403507.96269552974,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Hyosung Chemical_Propylene_Ulsan,Hyosung Chemical,Propylene,Naphtha Cracker,Baseline,500000,350000.0,672513.2711592162,672513.2711592162,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Lotte Chemical_Butadiene_Daesan,Lotte Chemical,Butadiene,Naphtha Cracker,Baseline,190000,133000.0,295210.7370471616,295210.7370471616,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,HD Hyundai Chemical_Butadiene_Daesan,HD Hyundai Chemical,Butadiene,Naphtha Cracker,Baseline,163000,114100.0,253259.73757203866,253259.73757203866,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,LG Chem_Butadiene_Daesan,LG Chem,Butadiene,Naphtha Cracker,Baseline,200000,140000.0,310748.1442601701,310748.1442601701,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Hanwha TotalEnergies_Butadiene_Daesan,Hanwha TotalEnergies,Butadiene,Naphtha Cracker,Baseline,150000,105000.0,233061.10819512757,233061.10819512757,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Kumho Petrochemical_Butadiene_Yeosu,Kumho Petrochemical,Butadiene,Naphtha Cracker,Baseline,147000,102900.0,228399.88603122503,228399.88603122503,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Lotte GS Chemical_Butadiene_Yeosu,Lotte GS Chemical,Butadiene,Naphtha Cracker,Baseline,130000,91000.0,201986.29376911055,201986.29376911055,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Lotte Chemical_Butadiene_Yeosu,Lotte Chemical,Butadiene,Naphtha Cracker,Baseline,160000,112000.0,248598.51540813613,248598.51540813613,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,LG Chem_Butadiene_Yeosu,LG Chem,Butadiene,Naphtha Cracker,Baseline,306000,214200.0,475444.6607180602,475444.6607180602,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Yeochon NCC_Butadiene_Yeosu,Yeochon NCC,Butadiene,Naphtha Cracker,Baseline,378000,264600.0,587313.9926517216,587313.9926517216,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Kumho Petrochemical_Butadiene_Ulsan,Kumho Petrochemical,Butadiene,Naphtha Cracker,Baseline,90000,62999.99999999999,139836.66491707653,139836.66491707653,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Daehan Oil Chemical_Butadiene_Ulsan,Daehan Oil Chemical,Butadiene,Naphtha Cracker,Baseline,146000,102200.0,226846.14530992418,226846.14530992418,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Geocentric_Butadiene_Ulsan,SK Geocentric,Butadiene,Naphtha Cracker,Baseline,130000,91000.0,201986.29376911055,201986.29376911055,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Other,OCI_Benzene_Gwangyang,OCI,Benzene,BTX Plant,Baseline,200000,140000.0,41603.24437456244,41603.24437456244,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Lotte Chemical_Benzene_Daesan,Lotte Chemical,Benzene,BTX Plant,Baseline,240000,168000.0,49923.893249474924,49923.893249474924,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,HD Hyundai Chemical_Benzene_Daesan,HD Hyundai Chemical,Benzene,BTX Plant,Baseline,410000,287000.0,85286.650967853,85286.650967853,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,HDHyundai Oilbank_Benzene_Daesan,HDHyundai Oilbank,Benzene,BTX Plant,Baseline,338000,236599.99999999997,70309.48299301052,70309.48299301052,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,LG Chem_Benzene_Daesan,LG Chem,Benzene,BTX Plant,Baseline,270000,189000.0,56164.3799056593,56164.3799056593,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Hanwha TotalEnergies_Benzene_Daesan,Hanwha TotalEnergies,Benzene,BTX Plant,Baseline,1267000,886900.0,263556.553112853,263556.553112853,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Lotte Chemical_Benzene_Yeosu,Lotte Chemical,Benzene,BTX Plant,Baseline,235000,164500.0,48883.812140110866,48883.812140110866,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,LG Chem_Benzene_Yeosu,LG Chem,Benzene,BTX Plant,Baseline,630000,441000.0,131050.21977987167,131050.21977987167,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Yeochon NCC_Benzene_Yeosu,Yeochon NCC,Benzene,BTX Plant,Baseline,457000,319900.0,95063.41339587518,95063.41339587518,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,GS Caltex_Benzene_Yeosu,GS Caltex,Benzene,BTX Plant,Baseline,930000,651000.0,193455.08634171533,193455.08634171533,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Daehan Oil Chemical_Benzene_Onsan,Daehan Oil Chemical,Benzene,BTX Plant,Baseline,210000,147000.0,43683.40659329056,43683.40659329056,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,S-Oil_Benzene_Onsan,S-Oil,Benzene,BTX Plant,Baseline,672000,470399.99999999994,139786.90109852978,139786.90109852978,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Lotte Chemical_Benzene_Ulsan,Lotte Chemical,Benzene,BTX Plant,Baseline,110000,77000.0,22881.78440600934,22881.78440600934,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Geocentric_Benzene_Ulsan,SK Geocentric,Benzene,BTX Plant,Baseline,603000,422100.0,125433.78178930575,125433.78178930575,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Ulsan Aromatics_Benzene_Ulsan,Ulsan Aromatics,Benzene,BTX Plant,Baseline,600000,420000.0,124809.7331236873,124809.7331236873,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Other,SK Incheon Petrochemical_Benzene_Incheon,SK Incheon Petrochemical,Benzene,BTX Plant,Baseline,600000,420000.0,124809.7331236873,124809.7331236873,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Other,OCI_Toluene_Gwangyang,OCI,Toluene,BTX Plant,Baseline,40000,28000.0,10826.122288190898,10826.122288190898,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Lotte Chemical_Toluene_Daesan,Lotte Chemical,Toluene,BTX Plant,Baseline,120000,84000.0,32478.366864572698,32478.366864572698,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,LG Chem_Toluene_Daesan,LG Chem,Toluene,BTX Plant,Baseline,100000,70000.0,27065.30572047725,27065.30572047725,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Lotte Chemical_Toluene_Yeosu,Lotte Chemical,Toluene,BTX Plant,Baseline,220000,154000.0,59543.67258504994,59543.67258504994,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,LG Chem_Toluene_Yeosu,LG Chem,Toluene,BTX Plant,Baseline,112000,78400.0,30313.142406934516,30313.142406934516,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Yeochon NCC_Toluene_Yeosu,Yeochon NCC,Toluene,BTX Plant,Baseline,282000,197400.0,76324.16213174583,76324.16213174583,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,GS Caltex_Toluene_Yeosu,GS Caltex,Toluene,BTX Plant,Baseline,170000,118999.99999999999,46011.01972481131,46011.01972481131,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Daehan Oil Chemical_Toluene_Onsan,Daehan Oil Chemical,Toluene,BTX Plant,Baseline,78000,54600.0,21110.938461972255,21110.938461972255,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,S-Oil_Toluene_Onsan,S-Oil,Toluene,BTX Plant,Baseline,300000,210000.0,81195.91716143173,81195.91716143173,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Geocentric_Toluene_Ulsan,SK Geocentric,Toluene,BTX Plant,Baseline,1506000,1054200.0,407603.5041503873,407603.5041503873,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Lotte Chemical_Xylene_Daesan,Lotte Chemical,Xylene,BTX Plant,Baseline,60000,42000.0,31689.64670917362,31689.64670917362,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,HD Hyundai Chemical_Xylene_Daesan,HD Hyundai Chemical,Xylene,BTX Plant,Baseline,1350000,944999.9999999999,713017.0509564064,713017.0509564064,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Lotte Chemical_Xylene_Yeosu,Lotte Chemical,Xylene,BTX Plant,Baseline,79000,55300.0,41724.70150041193,41724.70150041193,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,LG Chem_Xylene_Yeosu,LG Chem,Xylene,BTX Plant,Baseline,60000,42000.0,31689.64670917362,31689.64670917362,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Yeochon NCC_Xylene_Yeosu,Yeochon NCC,Xylene,BTX Plant,Baseline,204000,142800.0,107744.79881119031,107744.79881119031,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,GS Caltex_Xylene_Yeosu,GS Caltex,Xylene,BTX Plant,Baseline,350000,244999.99999999997,184856.27247017942,184856.27247017942,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Daehan Oil Chemical_Xylene_Onsan,Daehan Oil Chemical,Xylene,BTX Plant,Baseline,47000,32900.0,24823.55658885267,24823.55658885267,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,S-Oil_Xylene_Onsan,S-Oil,Xylene,BTX Plant,Baseline,450000,315000.0,237672.35031880217,237672.35031880217,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Geocentric_Xylene_Ulsan,SK Geocentric,Xylene,BTX Plant,Baseline,894000,625800.0,472175.735966687,472175.735966687,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Lotte Chemical_O-X_Ulsan,Lotte Chemical,O-X,BTX Plant,Baseline,210000,147000.0,234.56668523086222,234.56668523086222,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Geocentric_O-X_Ulsan,SK Geocentric,O-X,BTX Plant,Baseline,200000,140000.0,223.39684307701165,223.39684307701165,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Lotte Chemical_M-X_Ulsan,Lotte Chemical,M-X,BTX Plant,Baseline,360000,251999.99999999997,402.11431753862087,402.11431753862087,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,HDHyundai Oilbank_P-X_Daesan,HDHyundai Oilbank,P-X,BTX Plant,Baseline,1460000,1021999.9999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Hanwha TotalEnergies_P-X_Daesan,Hanwha TotalEnergies,P-X,BTX Plant,Baseline,2000000,1400000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,GS Caltex_P-X_Yeosu,GS Caltex,P-X,BTX Plant,Baseline,1350000,944999.9999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,S-Oil_P-X_Onsan,S-Oil,P-X,BTX Plant,Baseline,1900000,1330000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Lotte Chemical_P-X_Ulsan,Lotte Chemical,P-X,BTX Plant,Baseline,750000,525000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Geocentric_P-X_Ulsan,SK Geocentric,P-X,BTX Plant,Baseline,830000,581000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Ulsan Aromatics_P-X_Ulsan,Ulsan Aromatics,P-X,BTX Plant,Baseline,1000000,700000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Other,SK Incheon Petrochemical_P-X_Incheon,SK Incheon Petrochemical,P-X,BTX Plant,Baseline,1500000,1050000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,SK Geocentric_C-H_Ulsan,SK Geocentric,C-H,Naphtha Cracker,Baseline,160000,112000.0,190677.06937699145,190677.06937699145,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Ulsan,Caprolactam_C-H_Ulsan,Caprolactam,C-H,Naphtha Cracker,Baseline,190000,133000.0,226429.01988517735,226429.01988517735,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Lotte Chemical_SM_Daesan,Lotte Chemical,SM,Utility,Baseline,350000,244999.99999999997,62743.99968952957,62743.99968952957,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,LG Chem_SM_Daesan,LG Chem,SM,Utility,Baseline,577000,403900.0,103437.96520245305,103437.96520245305,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Daesan,Hanwha TotalEnergies_SM_Daesan,Hanwha TotalEnergies,SM,Utility,Baseline,1071000,749700.0,191996.6390499605,191996.6390499605,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
2025,restructure_25pct_ncc_elec,Yeosu,Yeochon NCC_SM_Yeosu,Yeochon NCC,SM,Utility,Baseline,351000,245699.99999999997,62923.268260071076,62923.268260071076,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,479694.18722881936,0.0,0,,
