year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ncc_capacity_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,source
2025,Heat_Pump,True,1.349887285876806,40.0,24.0,290.2926149558753,354.2926149558753,,6.7307511295180715,3918623.101128673,56428172.6562529,Energy-based,0.436,100.0,,,,,,,
2025,NCC-H2,False,36.54561692003751,68.0,68.0,806.0294208085579,942.0294208085579,,8.197530580998745,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,17966.899999999998,1639.506116199749,,,
2025,NCC-Electricity,False,36.54561692003751,60.0,60.0,317.8093676977586,437.8093676977586,129.28818444452443,,,,Energy-based,0.0,,,2.0340524475584276,17966.899999999998,,5.0,646.4409222226221,
2025,RE_PPA,True,6.2471477417414825,0.0,0.0,75.8761255039493,75.8761255039493,129.28818444452443,,,,Energy-based,0.436,100.0,,,,,,,
2025,RDH,False,2.038937971979272,36.0,27.0,712.4823347998939,775.4823347998939,129.28818444452443,,11236195.272053545,37618781.77083527,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2026,Heat_Pump,True,1.438546917264462,38.4,23.04,286.6069453660694,348.0469453660694,,6.5602649568863685,3977402.447645603,57274595.246096686,Energy-based,0.4188,103.66,,,,,,,
2026,NCC-H2,False,37.093801173838074,64.8,64.8,834.6504244366532,964.2504244366532,,8.488613693405275,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,18236.403499999997,1697.722738681055,,,
2026,NCC-Electricity,False,37.093801173838074,58.8,58.800000000000004,330.52174240566893,448.1217424056689,134.45971182230542,,,,Energy-based,0.0,,,2.0340524475584276,18236.403499999997,,5.0,672.2985591115271,
2026,RE_PPA,True,6.264951518654008,0.0,0.0,83.5133183901991,83.5133183901991,134.45971182230542,,,,Energy-based,0.4188,103.66,,,,,,,
2026,RDH,True,2.069522041558961,34.56,25.919999999999998,740.9816281918896,801.4616281918896,134.45971182230542,,11404738.201134346,38183063.497397795,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2027,Heat_Pump,True,1.5292285581723013,36.8,22.08,283.229518581081,342.109518581081,,6.389778784254665,4036181.7941625337,58121017.83594049,Energy-based,0.4016,107.31,,,,,,,
2027,NCC-H2,False,37.64198542763864,61.6,61.6,864.4162682098723,987.6162682098724,,8.791340130308065,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,18505.907,1758.268026061613,,,
2027,NCC-Electricity,False,37.64198542763864,57.6,57.6,343.74261210189565,458.94261210189563,139.83810029519762,,,,Energy-based,0.0,,,2.0340524475584276,18505.907,,5.0,699.1905014759881,
2027,RE_PPA,True,6.2780766448525895,0.0,0.0,92.5145059590376,92.5145059590376,139.83810029519762,,,,Energy-based,0.4016,107.31,,,,,,,
2027,RDH,True,2.10010611113865,33.12,24.84,770.6208933195651,828.5808933195651,139.83810029519762,,11573281.130215153,38747345.22396033,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2028,Heat_Pump,True,1.6234842968382182,35.2,21.119999999999997,280.1706725913955,336.4906725913955,,6.219292611622962,4098879.7637805925,59023868.598440535,Energy-based,0.3843999999999999,110.97,,,,,,,
2028,NCC-H2,False,38.22671529835924,58.4,58.4,895.3727457340203,1012.1727457340203,,9.10617562468697,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,18793.377399999998,1821.2351249373937,,,
2028,NCC-Electricity,False,38.22671529835924,56.4,56.4,357.49231658597154,470.29231658597155,145.43162430700554,,,,Energy-based,0.0,,,2.0340524475584276,18793.377399999998,,5.0,727.1581215350277,
2028,RE_PPA,True,6.292100470631255,0.0,0.0,103.05509661185869,103.05509661185869,145.43162430700554,,,,Energy-based,0.3843999999999999,110.97,,,,,,,
2028,RDH,True,2.1327291186903183,31.68,23.759999999999998,801.4457290523478,856.8857290523479,145.43162430700554,,11753060.254568009,39349245.732293695,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2029,Heat_Pump,True,1.7182773571037608,33.6,20.16,277.34223770809126,331.10223770809125,,6.048805516182376,4157659.1102975225,59870291.18828432,Energy-based,0.3671999999999999,114.62,,,,,,,
2029,NCC-H2,False,38.774899552159795,55.2,55.2,927.567482359134,1037.967482359134,,9.433604538841026,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,19062.880899999996,1886.7209077682053,,,
2029,NCC-Electricity,False,38.774899552159795,55.2,55.2,371.79200924941046,482.1920092494105,151.24888927928578,,,,Energy-based,0.0,,,2.0340524475584276,19062.880899999996,,5.0,756.2444463964289,
2029,RE_PPA,True,6.294389209678349,0.0,0.0,115.47569129661343,115.47569129661343,151.24888927928578,,,,Energy-based,0.3671999999999999,114.62,,,,,,,
2029,RDH,True,2.1633131882700076,30.24,22.68,833.5035582144419,886.4235582144419,151.24888927928578,,11921603.183648814,39913527.458856225,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2030,Heat_Pump,True,1.81677931576206,32.0,19.2,274.76305519420174,325.96305519420173,,5.8783193435506735,4220357.079915581,60773141.95078437,Energy-based,0.35,118.28,,,,,,,
2030,NCC-H2,True,39.359629422880396,52.0,52.0,942.9491424280174,1046.9491424280172,,9.590040055394145,,,Energy-based (Dynamic LCOH),,,0.2,2.0340524475584276,19350.3513,1918.008011078829,,,
2030,NCC-Electricity,True,39.359629422880396,54.0,54.0,386.6636896193868,494.6636896193868,157.2988448504572,,,,Energy-based,0.0,,,2.0340524475584276,19350.3513,,5.0,786.4942242522859,
2030,RE_PPA,True,6.296261386782271,0.0,0.0,130.06281616819064,130.06281616819064,157.2988448504572,,,,Energy-based,0.35,118.28,,,,,,,
