year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,rdh_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd
2025,66.2,70.3243022565525,0,0,0.0,4.124302256552497,0,0.0,0.0,4.124302256552497,66.2,0,0.0
2026,63.620000000000005,67.83888299483593,0,0,0.0,4.218882994835923,0,0.0,0.0,4.218882994835923,63.620000000000005,0,0.0
2027,61.04,65.65490103502086,0,0,0.0,4.614901035020857,0,0.0,0.0,4.614901035020857,61.04,0,0.0
2028,58.46,63.42189679425966,0,0,0.0,4.961896794259658,0,0.0,0.0,4.961896794259658,58.46,0,0.0
2029,55.879999999999995,61.278582329673554,0,0,0.0,5.398582329673559,0,0.0,0.0,5.398582329673559,55.879999999999995,0,0.0
2030,53.3,59.83928550660973,0,0,0.0,6.53928550660973,0,0.0,0.0,6.53928550660973,53.3,0,0.0
2031,51.339999999999996,57.79852124304682,0,0,0.0,6.53928550660973,0,0.0,0.0,6.53928550660973,51.25923573643709,0,0.0
2032,49.379999999999995,55.77384590425211,0,0,0.0,6.53928550660973,0,0.0,0.0,6.53928550660973,49.23456039764238,0,0.0
2033,47.42,53.765259490225624,0,0,0.0,6.53928550660973,0,0.0,0.0,6.53928550660973,47.225973983615894,0,0.0
2034,45.46,51.77276200096731,0,0,0.0,6.53928550660973,0,0.0,0.0,6.53928550660973,45.23347649435758,0,0.0
2035,43.5,50.53160160802251,0,0,0.29361383081733905,6.7379877772051735,0,0.0,1.556153303331897,7.0316016080225126,43.5,0,264.2524477356052
2036,40.18,48.34038987127786,0,0,1.4224020940726838,6.7379877772051735,0,0.0,7.538731098585225,8.160389871277857,40.18,0,1253.0709663472871
2037,36.86,46.179904686483965,0,0,2.5819169092787924,6.7379877772051735,0,0.0,13.6841596191776,9.319904686483966,36.86,0,2240.9775889028915
2038,33.54,44.0533380179626,0,0,3.7753502407574295,6.7379877772051735,0,0.0,20.009356276014376,10.513338017962603,33.54,0,3229.140387367203
2039,30.22,41.959064946637845,0,0,5.001077169432673,6.7379877772051735,0,0.0,26.505708997993167,11.739064946637846,30.22,0,4214.624838022099
2040,26.9,38.23868247484425,0,0,5.001077169432673,6.7379877772051735,0,0.0,26.505708997993167,11.739064946637846,26.499617528206407,0,4214.624838022099
2041,24.2,38.05304103521119,0,0,7.115053258006014,6.7379877772051735,0,0.0,37.709782267431876,13.853041035211188,24.2,0,5825.474617514985
2042,21.5,37.86606404565271,0,0,9.62807626844754,6.7379877772051735,0,0.0,51.02880422277196,16.366064045652713,21.5,0,7695.16373728348
2043,18.8,37.679087056094225,0,0,12.141099278889051,6.7379877772051735,0,0.0,64.34782617811197,18.879087056094225,18.8,0,9519.618442864017
2044,16.1,37.493445616461166,0,0,14.655457839255991,6.7379877772051735,0,0.0,77.67392654805676,21.393445616461165,16.1,0,11299.78430360381
2045,13.4,37.306468626902685,0,0,17.168480849697513,6.7379877772051735,0,0.0,90.99294850339682,23.906468626902686,13.399999999999999,0,13033.77018080846
2046,10.72,37.11949163734421,0,0,19.66150386013904,6.7379877772051735,0,0.0,104.2059704587369,26.399491637344212,10.719999999999999,0,14709.081643825166
2047,8.04,36.93251464778573,0,0,22.154526870580558,6.7379877772051735,0,0.0,117.41899241407695,28.89251464778573,8.04,0,16339.518692653919
2048,5.359999999999999,36.74553765822725,0,0,24.647549881022076,6.7379877772051735,0,0.0,130.63201436941702,31.38553765822725,5.359999999999999,0,17925.081327294723
2049,2.6799999999999997,36.55856066866877,0,0,27.140572891463595,6.7379877772051735,0,0.0,143.84503632475707,33.87856066866877,2.6799999999999997,0,19465.769547747583
2050,0.0,36.371583679110294,0,0,29.63359590190512,6.7379877772051735,0,0.0,157.05805828009716,36.371583679110294,0.0,0,20961.5833540125
