Year,Band,Technology,Baseline_Production_kt,Alternative_Production_kt,Alternative_Share_pct,Emissions_MtCO2,Abatement_MtCO2,Emission_Reduction_pct,Technology_Production_kt,Technology_Penetration_pct,Technology_Abatement_MtCO2
2023,NCC_HT,BAND_TOTAL,3500,0.0,0.0,9.975,0.0,0.0,0.0,0.0,0.0
2023,NCC_MT,BAND_TOTAL,2800,0.0,0.0,3.444,0.0,0.0,0.0,0.0,0.0
2023,NCC_LT,BAND_TOTAL,1200,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0
2023,BTX_HT,BAND_TOTAL,1200,0.0,0.0,1.824,0.0,0.0,0.0,0.0,0.0
2023,BTX_MT,BAND_TOTAL,800,0.0,0.0,0.712,0.0,0.0,0.0,0.0,0.0
2023,BTX_LT,BAND_TOTAL,1100,0.0,0.0,0.528,0.0,0.0,0.0,0.0,0.0
2023,C4_HT,BAND_TOTAL,450,0.0,0.0,0.9945,0.0,0.0,0.0,0.0,0.0
2023,C4_MT,BAND_TOTAL,350,0.0,0.0,0.343,0.0,0.0,0.0,0.0,0.0
2023,C4_LT,BAND_TOTAL,200,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.0
2030,NCC_HT,BAND_TOTAL,3500,0.0,0.0,9.975,0.0,0.0,0.0,0.0,0.0
2030,NCC_MT,BAND_TOTAL,2800,1385.52597402598,49.48307050092786,2.3771449999999996,1.066855,30.97720673635308,1385.52597402598,49.48307050092786,1.066855
2030,NCC_MT,NCC_MT_ElecHeater,2800,1385.52597402598,49.48307050092786,2.3771449999999996,1.066855,30.97720673635308,1385.52597402598,49.48307050092786,1.066855
2030,NCC_LT,BAND_TOTAL,1200,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0
2030,BTX_HT,BAND_TOTAL,1200,0.0,0.0,1.824,0.0,0.0,0.0,0.0,0.0
2030,BTX_MT,BAND_TOTAL,800,800.0,100.0,0.06399999999999995,0.648,91.01123595505618,800.0,100.0,0.648
2030,BTX_MT,BTX_MT_ElecHeater,800,800.0,100.0,0.06399999999999995,0.648,91.01123595505618,800.0,100.0,0.648
2030,BTX_LT,BAND_TOTAL,1100,1100.0,100.0,-0.374,0.902,170.83333333333331,1100.0,100.0,0.902
2030,BTX_LT,BTX_LT_HeatPump,1100,1100.0,100.0,-0.374,0.902,170.83333333333331,1100.0,100.0,0.902
2030,C4_HT,BAND_TOTAL,450,0.0,0.0,0.9945,0.0,0.0,0.0,0.0,0.0
2030,C4_MT,BAND_TOTAL,350,231.0,66.0,0.15357999999999997,0.18942,55.224489795918366,231.0,66.0,0.18942
2030,C4_MT,C4_MT_ElecHeater,350,231.0,66.0,0.15357999999999997,0.18942,55.224489795918366,231.0,66.0,0.18942
2030,C4_LT,BAND_TOTAL,200,0.0,0.0,0.108,0.0,0.0,0.0,0.0,0.0
2040,NCC_HT,BAND_TOTAL,3500,3500.0,100.0,8.988,0.987,9.894736842105264,3500.0,100.0,0.987
2040,NCC_HT,NCC_HT_Electric,3500,3500.0,100.0,8.988,0.987,9.894736842105264,1190.0,34.0,0.1785
2040,NCC_HT,NCC_HT_Hydrogen,3500,3500.0,100.0,8.988,0.987,9.894736842105264,2310.0,66.0,0.8085
2040,NCC_MT,BAND_TOTAL,2800,2800.0,100.0,1.2879999999999998,2.156,62.601626016260155,2800.0,100.0,2.156
2040,NCC_MT,NCC_MT_ElecHeater,2800,2800.0,100.0,1.2879999999999998,2.156,62.601626016260155,2800.0,100.0,2.156
2040,NCC_LT,BAND_TOTAL,1200,1200.0,100.0,-0.12,0.9,115.38461538461536,1200.0,100.0,0.9
2040,NCC_LT,NCC_LT_HeatPump,1200,1200.0,100.0,-0.12,0.9,115.38461538461536,1200.0,100.0,0.9
2040,BTX_HT,BAND_TOTAL,1200,907.2,75.6,1.163904,0.660096,36.189473684210526,907.2,75.6,0.660096
2040,BTX_HT,BTX_HT_Electric,1200,907.2,75.6,1.163904,0.660096,36.189473684210526,475.2,39.599999999999994,0.323136
2040,BTX_HT,BTX_HT_Hydrogen,1200,907.2,75.6,1.163904,0.660096,36.189473684210526,432.0,36.0,0.33696
2040,BTX_MT,BAND_TOTAL,800,800.0,100.0,0.06399999999999995,0.648,91.01123595505618,800.0,100.0,0.648
2040,BTX_MT,BTX_MT_ElecHeater,800,800.0,100.0,0.06399999999999995,0.648,91.01123595505618,800.0,100.0,0.648
2040,BTX_LT,BAND_TOTAL,1100,1100.0,100.0,-0.374,0.902,170.83333333333331,1100.0,100.0,0.902
2040,BTX_LT,BTX_LT_HeatPump,1100,1100.0,100.0,-0.374,0.902,170.83333333333331,1100.0,100.0,0.902
2040,C4_HT,BAND_TOTAL,450,207.9,46.2,0.8631989999999999,0.131301,13.202714932126696,207.9,46.2,0.131301
2040,C4_HT,C4_HT_Electric,450,207.9,46.2,0.8631989999999999,0.131301,13.202714932126696,121.5,27.0,0.071685
2040,C4_HT,C4_HT_Hydrogen,450,207.9,46.2,0.8631989999999999,0.131301,13.202714932126696,86.4,19.2,0.059616
2040,C4_MT,BAND_TOTAL,350,350.0,100.0,0.05600000000000005,0.287,83.6734693877551,350.0,100.0,0.287
2040,C4_MT,C4_MT_ElecHeater,350,350.0,100.0,0.05600000000000005,0.287,83.6734693877551,350.0,100.0,0.287
2040,C4_LT,BAND_TOTAL,200,200.0,100.0,-0.044,0.152,140.74074074074073,200.0,100.0,0.152
2040,C4_LT,C4_LT_HeatPump,200,200.0,100.0,-0.044,0.152,140.74074074074073,200.0,100.0,0.152
2050,NCC_HT,BAND_TOTAL,3500,3500.0,100.0,8.75,1.225,12.280701754385964,3500.0,100.0,1.225
2050,NCC_HT,NCC_HT_Hydrogen,3500,3500.0,100.0,8.75,1.225,12.280701754385964,3500.0,100.0,1.225
2050,NCC_MT,BAND_TOTAL,2800,2800.0,100.0,1.2879999999999998,2.156,62.601626016260155,2800.0,100.0,2.156
2050,NCC_MT,NCC_MT_ElecHeater,2800,2800.0,100.0,1.2879999999999998,2.156,62.601626016260155,2800.0,100.0,2.156
2050,NCC_LT,BAND_TOTAL,1200,1200.0,100.0,-0.12,0.9,115.38461538461536,1200.0,100.0,0.9
