region,n_facilities,n_ncc,n_btx,n_utility,capacity_kt,ncc_capacity_kt,total_fossil_kt,ncc_fossil_kt,btx_fossil_kt,low_temp_fossil_kt,elec_emissions_kt,elec_mwh,total_emissions_kt
Daesan,57,13,12,32,27424,8643,19497.737380300317,15181.719868306802,1309.512381127969,3006.505130865546,0.0,644725.2612847498,19497.737380300317
Yeosu,87,13,13,61,37216,10766,23616.43133191082,18850.8416988923,1151.176407747665,3614.4132252708514,0.0,623817.2530967449,23616.43133191082
Ulsan,91,18,19,54,35386,9028,20218.622072019167,15191.531793560735,1876.9853813228765,3150.104897135555,0.0,762874.0532771638,20218.622072019167
Other,19,0,4,15,3990,0,283.13781213577704,0.0,226.51024970862167,56.62756242715542,0.0,9147.876785786235,283.13781213577704
