year,scenario,region_simple,bau_emissions_tco2,emissions_tco2,abatement_tco2,capex_usd
2040,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,7943215.3418252645,13051788.623157559,1966703549.9999998
2040,shaheen_ncc_h2_20c,Daesan,19800108.50587184,12346466.2742727,4460119.753146527,1008342999.9999999
2040,shaheen_ncc_h2_20c,Other,432184.00829651015,212476.15687189193,64570.35441275803,114953999.99999999
2040,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,15392756.761334099,2545190.714383057,961572499.9999999
2040,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,17187502.28168304,3569692.500587168,867653149.9999999
2041,shaheen_ncc_elec_15c,Daesan,19800108.50587184,6993887.95127278,12806220.55459906,1821384547.4999998
2041,shaheen_ncc_elec_15c,Other,432184.00829651015,191350.12982955074,240833.87846695937,112925399.99999999
2041,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,7909342.657842467,14221586.61837256,2070791659.9999998
2041,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,8904108.17218727,16867139.184879128,2074301459.9999998
2041,shaheen_ncc_elec_20c,Daesan,19800108.50587184,6993887.95127278,12806220.55459906,1821384547.4999998
2041,shaheen_ncc_elec_20c,Other,432184.00829651015,191350.12982955074,240833.87846695937,112925399.99999999
2041,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,7909342.657842467,14221586.61837256,2070791659.9999998
2041,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,8904108.17218727,16867139.184879128,2074301459.9999998
2041,shaheen_ncc_h2_15c,Daesan,19800108.50587184,6480693.23534176,10328327.231565814,1632467549.9999998
2041,shaheen_ncc_h2_15c,Other,432184.00829651015,191350.12982955074,78416.12754400923,112925399.99999999
2041,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,8424528.36100059,9470176.863840153,1718819899.9999998
2041,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,6198127.143664107,14619052.813016862,2101728614.9999998
2041,shaheen_ncc_h2_20c,Daesan,19800108.50587184,12097041.762172878,4569064.986210254,988749299.9999999
2041,shaheen_ncc_h2_20c,Other,432184.00829651015,191350.12982955074,78416.12754400923,112925399.99999999
2041,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,12168680.30255634,5610882.410457821,1269992149.9999998
2041,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,16862085.266126044,3659811.302809703,850879364.9999999
2042,shaheen_ncc_elec_15c,Daesan,19800108.50587184,6216172.055182082,13583936.45068976,1786998569.9999998
2042,shaheen_ncc_elec_15c,Other,432184.00829651015,170072.11698114956,262111.89131536055,110896799.99999999
2042,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,7029828.780083971,15101100.496131055,2031935919.9999998
2042,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,7913977.00133245,17857270.35573395,2034962719.9999998
2042,shaheen_ncc_elec_20c,Daesan,19800108.50587184,6216172.055182082,13583936.45068976,1786998569.9999998
2042,shaheen_ncc_elec_20c,Other,432184.00829651015,170072.11698114956,262111.89131536055,110896799.99999999
2042,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,7029828.780083971,15101100.496131055,2031935919.9999998
2042,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,7913977.00133245,17857270.35573395,2034962719.9999998
2042,shaheen_ncc_h2_15c,Daesan,19800108.50587184,3897273.468959196,12857251.584124422,1884408399.9999998
2042,shaheen_ncc_h2_15c,Other,432184.00829651015,170072.11698114956,92361.51055390252,110896799.99999999
2042,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,8062637.739185585,9640815.835480247,1683995599.9999998
2042,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,5826453.809164116,14767066.219734214,2057158179.9999998
2042,shaheen_ncc_h2_20c,Daesan,19800108.50587184,10071318.200977894,6477813.523765851,1163965599.9999998
2042,shaheen_ncc_h2_20c,Other,432184.00829651015,170072.11698114956,92361.51055390252,110896799.99999999
2042,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,11822356.517355455,5760756.237952119,1245141799.9999998
2042,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,14550108.30948972,5762209.366083586,1051938579.9999999
2043,shaheen_ncc_elec_15c,Daesan,19800108.50587184,5438456.159091383,14361652.346780457,1752612592.4999998
2043,shaheen_ncc_elec_15c,Other,432184.00829651015,148794.10413274835,283389.90416376176,108868199.99999999
2043,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,6150314.902325476,15980614.37388955,1993080179.9999998
2043,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,6923845.830477631,18847401.526588768,1995623979.9999998
2043,shaheen_ncc_elec_20c,Daesan,19800108.50587184,5438456.159091383,14361652.346780457,1752612592.4999998
2043,shaheen_ncc_elec_20c,Other,432184.00829651015,148794.10413274835,283389.90416376176,108868199.99999999
2043,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,6150314.902325476,15980614.37388955,1993080179.9999998
2043,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,6923845.830477631,18847401.526588768,1995623979.9999998
2043,shaheen_ncc_h2_15c,Daesan,19800108.50587184,3613312.4415163277,13009653.931101276,1844013499.9999998
2043,shaheen_ncc_h2_15c,Other,432184.00829651015,148794.10413274835,106306.89356379582,108868199.99999999
2043,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,7700747.11737058,9811454.80712034,1649171299.9999998
2043,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,5454780.474664125,14915079.626451567,2012587744.9999998
2043,shaheen_ncc_h2_20c,Daesan,19800108.50587184,9812890.390193881,6595810.372082128,1139944399.9999998
2043,shaheen_ncc_h2_20c,Other,432184.00829651015,148794.10413274835,106306.89356379582,108868199.99999999
2043,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,11476032.732154572,5910630.065446418,1220291449.9999998
2043,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,10513184.454737773,9616450.197900798,1425690419.9999998
2044,shaheen_ncc_elec_15c,Daesan,19800108.50587184,4666295.376544191,15133813.12932765,1718226614.9999998
2044,shaheen_ncc_elec_15c,Other,432184.00829651015,127668.07709040717,304515.93120610295,106839599.99999999
2044,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,5277083.26655097,16853846.009664055,1954224439.9999998
2044,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,5940787.025128918,19830460.33193748,1956285239.9999998
2044,shaheen_ncc_elec_20c,Daesan,19800108.50587184,4666295.376544191,15133813.12932765,1718226614.9999998
2044,shaheen_ncc_elec_20c,Other,432184.00829651015,127668.07709040717,304515.93120610295,106839599.99999999
2044,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,5277083.26655097,16853846.009664055,1954224439.9999998
2044,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,5940787.025128918,19830460.33193748,1956285239.9999998
2044,shaheen_ncc_h2_15c,Daesan,19800108.50587184,3331379.707126623,13160967.68988544,1803618599.9999998
2044,shaheen_ncc_h2_15c,Other,432184.00829651015,127668.07709040717,120152.666695047,106839599.99999999
2044,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,6533370.27118112,10819297.072622355,1709014999.9999998
2044,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,4160809.0713296053,16021729.712559588,2076378359.9999998
2044,shaheen_ncc_h2_20c,Daesan,19800108.50587184,7442188.347691996,8858550.736651778,1335688199.9999998
2044,shaheen_ncc_h2_20c,Other,432184.00829651015,127668.07709040717,120152.666695047,106839599.99999999
2044,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,9762883.333048075,7449113.140558779,1337781199.9999998
2044,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,10164896.33835231,9732799.785473641,1394768759.9999998
2045,shaheen_ncc_elec_15c,Daesan,19800108.50587184,3888579.4804534917,15911529.025418349,1683840637.4999998
2045,shaheen_ncc_elec_15c,Other,432184.00829651015,106390.06424200599,325793.9440545041,104810999.99999999
2045,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,4397569.388792476,17733359.88742255,1915368699.9999998
2045,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,4950655.854274098,20820591.5027923,1916946499.9999998
2045,shaheen_ncc_elec_20c,Daesan,19800108.50587184,3888579.4804534917,15911529.025418349,1683840637.4999998
2045,shaheen_ncc_elec_20c,Other,432184.00829651015,106390.06424200599,325793.9440545041,104810999.99999999
2045,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,4397569.388792476,17733359.88742255,1915368699.9999998
2045,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,4950655.854274098,20820591.5027923,1916946499.9999998
2045,shaheen_ncc_h2_15c,Daesan,19800108.50587184,2062034.1110686832,14337075.189199759,1875440699.9999998
2045,shaheen_ncc_h2_15c,Other,432184.00829651015,106390.06424200599,134098.0497049403,104810999.99999999
2045,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,6168057.632599947,10994565.202528069,1671936699.9999998
2045,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,3785218.7497811974,16175041.852220265,2029227899.9999998
2045,shaheen_ncc_h2_20c,Daesan,19800108.50587184,6039799.759375113,10204618.361013962,1422447074.9999998
2045,shaheen_ncc_h2_20c,Other,432184.00829651015,106390.06424200599,134098.0497049403,104810999.99999999
2045,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,8819901.398137566,8239593.983737538,1369940949.9999998
2045,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,8003534.160426011,11792680.530963853,1548840124.9999998
2046,shaheen_ncc_elec_15c,Daesan,19800108.50587184,3110863.5843627932,16689244.921509046,1649454659.9999998
2046,shaheen_ncc_elec_15c,Other,432184.00829651015,85112.05139360478,347071.9569029053,102782399.99999999
2046,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,3518055.51103398,18612873.765181046,1876512959.9999998
2046,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,3960524.683419278,21810722.67364712,1877607759.9999998
2046,shaheen_ncc_elec_20c,Daesan,19800108.50587184,3110863.5843627932,16689244.921509046,1649454659.9999998
2046,shaheen_ncc_elec_20c,Other,432184.00829651015,85112.05139360478,347071.9569029053,102782399.99999999
2046,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,3518055.51103398,18612873.765181046,1876512959.9999998
2046,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,3960524.683419278,21810722.67364712,1877607759.9999998
2046,shaheen_ncc_h2_15c,Daesan,19800108.50587184,1162731.3843627935,15130859.002070665,1899928799.9999998
2046,shaheen_ncc_h2_15c,Other,432184.00829651015,85112.05139360478,148043.4327148336,102782399.99999999
2046,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,4580372.207639139,12441354.02271967,1770098399.9999998
2046,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,3409628.4282327895,16328353.991880944,1982077439.9999998
2046,shaheen_ncc_h2_20c,Daesan,19800108.50587184,4968094.284818443,11172493.9960021,1478913799.9999998
2046,shaheen_ncc_h2_20c,Other,432184.00829651015,85112.05139360478,148043.4327148336,102782399.99999999
2046,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,6617660.1849385295,10322152.872243192,1544698399.9999998
2046,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,6234182.688188589,13390232.968256056,1669576439.9999998
2047,shaheen_ncc_elec_15c,Daesan,19800108.50587184,2333147.688272095,17466960.817599744,1615068682.4999998
2047,shaheen_ncc_elec_15c,Other,432184.00829651015,63834.038545203584,368349.9697513065,100753799.99999999
2047,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,2638541.633275485,19492387.64293954,1837657219.9999998
2047,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,2970393.512564459,22800853.84450194,1838269019.9999998
2047,shaheen_ncc_elec_20c,Daesan,19800108.50587184,2333147.688272095,17466960.817599744,1615068682.4999998
2047,shaheen_ncc_elec_20c,Other,432184.00829651015,63834.038545203584,368349.9697513065,100753799.99999999
2047,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,2638541.633275485,19492387.64293954,1837657219.9999998
2047,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,2970393.512564459,22800853.84450194,1838269019.9999998
2047,shaheen_ncc_h2_15c,Daesan,19800108.50587184,872048.5382720951,15292354.338497845,1855106399.9999998
2047,shaheen_ncc_h2_15c,Other,432184.00829651015,63834.038545203584,161988.81572472688,100753799.99999999
2047,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,3303910.349685012,13567194.39617176,1826963599.9999998
2047,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,3034038.1066843816,16481666.131541621,1934926979.9999998
2047,shaheen_ncc_h2_20c,Daesan,19800108.50587184,2479496.624798018,13618174.730816003,1682433899.9999998
2047,shaheen_ncc_h2_20c,Other,432184.00829651015,63834.038545203584,161988.81572472688,100753799.99999999
2047,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,6255769.563123525,10492791.843883285,1509874099.9999998
2047,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,4933749.481669564,14503090.231553989,1730859479.9999998
2048,shaheen_ncc_elec_15c,Daesan,19800108.50587184,1555431.7921813966,18244676.71369044,1580682704.9999998
2048,shaheen_ncc_elec_15c,Other,432184.00829651015,42556.02569680239,389627.9825997077,98725199.99999999
2048,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,1759027.75551699,20371901.520698037,1798801479.9999998
2048,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,1980262.341709639,23790985.01535676,1798930279.9999998
2048,shaheen_ncc_elec_20c,Daesan,19800108.50587184,1555431.7921813966,18244676.71369044,1580682704.9999998
2048,shaheen_ncc_elec_20c,Other,432184.00829651015,42556.02569680239,389627.9825997077,98725199.99999999
2048,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,1759027.75551699,20371901.520698037,1798801479.9999998
2048,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,1980262.341709639,23790985.01535676,1798930279.9999998
2048,shaheen_ncc_h2_15c,Daesan,19800108.50587184,581365.6921813968,15453849.674925024,1810283999.9999998
2048,shaheen_ncc_h2_15c,Other,432184.00829651015,42556.02569680239,175934.19873462015,98725199.99999999
2048,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,1608991.5566654662,15131754.437001497,1921663799.9999998
2048,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,766934.1417096392,18607467.705478087,2084929069.9999998
2048,shaheen_ncc_h2_20c,Daesan,19800108.50587184,1197685.1105204662,14811145.592383651,1746044999.9999998
2048,shaheen_ncc_h2_20c,Other,432184.00829651015,42556.02569680239,175934.19873462015,98725199.99999999
2048,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,5072119.716856428,11520369.59224521,1560701799.9999998
2048,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,2658447.785135974,16634978.2712023,1887776519.9999998
2049,shaheen_ncc_elec_15c,Daesan,19800108.50587184,777715.8960906983,19022392.609781142,1546296727.4999998
2049,shaheen_ncc_elec_15c,Other,432184.00829651015,21278.012848401195,410905.99544810894,96696599.99999999
2049,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,879513.877758495,21251415.398456533,1759945739.9999998
2049,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,990131.1708548195,24781116.18621158,1759591539.9999998
2049,shaheen_ncc_elec_20c,Daesan,19800108.50587184,777715.8960906983,19022392.609781142,1546296727.4999998
2049,shaheen_ncc_elec_20c,Other,432184.00829651015,21278.012848401195,410905.99544810894,96696599.99999999
2049,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,879513.877758495,21251415.398456533,1759945739.9999998
2049,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,990131.1708548195,24781116.18621158,1759591539.9999998
2049,shaheen_ncc_h2_15c,Daesan,19800108.50587184,290682.8460906984,15615345.011352204,1765461599.9999998
2049,shaheen_ncc_h2_15c,Other,432184.00829651015,21278.012848401195,189879.58174451347,96696599.99999999
2049,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,1229257.561712585,15326531.162455179,1875086499.9999998
2049,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,383467.0708548196,18771435.175503734,2032590384.9999998
2049,shaheen_ncc_h2_20c,Daesan,19800108.50587184,290682.8460906984,15615345.011352204,1765461599.9999998
2049,shaheen_ncc_h2_20c,Other,432184.00829651015,21278.012848401195,189879.58174451347,96696599.99999999
2049,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,2555441.69938479,13941868.409796776,1741053999.9999998
2049,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,383467.0708548196,18771435.175503734,2032590384.9999998
2050,shaheen_ncc_elec_15c,Daesan,19800108.50587184,0.0,19800108.50587184,1511910749.9999998
2050,shaheen_ncc_elec_15c,Other,432184.00829651015,0.0,432184.00829651015,94667999.99999999
2050,shaheen_ncc_elec_15c,Ulsan,22130929.276215024,0.0,22130929.276215024,1721089999.9999998
2050,shaheen_ncc_elec_15c,Yeosu,25771247.3570664,0.0,25771247.3570664,1720252799.9999998
2050,shaheen_ncc_elec_20c,Daesan,19800108.50587184,0.0,19800108.50587184,1511910749.9999998
2050,shaheen_ncc_elec_20c,Other,432184.00829651015,0.0,432184.00829651015,94667999.99999999
2050,shaheen_ncc_elec_20c,Ulsan,22130929.276215024,0.0,22130929.276215024,1721089999.9999998
2050,shaheen_ncc_elec_20c,Yeosu,25771247.3570664,0.0,25771247.3570664,1720252799.9999998
2050,shaheen_ncc_h2_15c,Daesan,19800108.50587184,0.0,19800108.50587184,1720639199.9999998
2050,shaheen_ncc_h2_15c,Other,432184.00829651015,0.0,432184.00829651015,94667999.99999999
2050,shaheen_ncc_h2_15c,Ulsan,22130929.276215024,0.0,22130929.276215024,1934286199.9999998
2050,shaheen_ncc_h2_15c,Yeosu,25771247.3570664,0.0,25771247.3570664,1980251699.9999998
2050,shaheen_ncc_h2_20c,Daesan,19800108.50587184,0.0,15776840.347779382,1720639199.9999998
2050,shaheen_ncc_h2_20c,Other,432184.00829651015,0.0,203824.96475440674,94667999.99999999
2050,shaheen_ncc_h2_20c,Ulsan,22130929.276215024,0.0,16588756.489553511,1934286199.9999998
2050,shaheen_ncc_h2_20c,Yeosu,25771247.3570664,0.0,18935402.645529386,1980251699.9999998
