year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd
2025,66.2,66.19312069636608,0.0,0,0.0,0.0,0.0,0.0,0.0,66.19312069636608,0.0,0.0
2026,63.620000000000005,75.742276507243,1.6298807436986515,0,0.0,10.14031561780733,0.0,0.007578945458198731,12.122276507243,63.620000000000005,0.0,1557.402299889575
2027,61.04,75.36246421366502,1.7073911086389766,0,0.0,10.14031561780733,0.0,0.007939368655171242,14.19248539422247,61.16997881944255,0.12997881944254885,3054.1535277100184
2028,58.46,74.98265192008704,1.7849014735793023,0,0.0,10.14031561780733,0.0,0.008299791852143756,14.269995759162795,60.71265616092424,2.2526561609242393,3116.161819662279
2029,55.879999999999995,74.60283962650905,1.862411838519627,0,0.0,10.14031561780733,0.0,0.008660215049116267,14.34750612410312,60.25533350240593,4.375333502405937,3178.1701116145387
2030,53.3,74.22302733293107,1.9399222034599524,0,6.498010843887625,10.14031561780733,0.0,34.44847811085051,20.92302733293107,53.3,0.0,11037.791416231948
2031,51.339999999999996,73.91387779164667,2.0030120353881244,0,8.085771470675056,10.14031561780733,0.0,42.86390280054235,22.573877791646673,51.339999999999996,0.0,12993.576033919402
2032,49.379999999999995,73.60472825036227,2.0661018673162954,0,9.673532097462488,10.14031561780733,0.0,51.2793274902342,24.224728250362276,49.379999999999995,0.0,14949.360651606858
2033,47.42,73.29557870907786,2.1291916992444673,0,11.261292724249897,10.14031561780733,0.0,59.694752179925935,25.875578709077857,47.42,0.0,16905.145269294284
2034,45.46,72.98642916779346,2.1922815311726387,0,12.849053351037327,10.14031561780733,0.0,68.11017686961779,27.52642916779346,45.46,0.0,18860.92988698174
2035,43.5,72.67727962650906,2.25537136310081,0,14.436813977824759,10.14031561780733,0.0,76.52560155930964,29.177279626509062,43.5,0.0,20816.714504669195
2036,40.18,72.32396586504117,2.327474028161578,0,17.331397551296103,10.14031561780733,0.0,91.86722977610032,32.143965865041174,40.18,0.0,24347.896924883426
2037,36.86,71.97065210357327,2.399576693222346,0,20.225981124767433,10.14031561780733,0.0,107.20885799289088,35.11065210357327,36.86,0.0,27879.079345097638
2038,33.54,71.61733834210538,2.471679358283114,0,23.120564698238777,10.14031561780733,0.0,122.55048620968154,38.077338342105385,33.54,0.0,31410.26176531187
2039,30.22,71.2640245806375,2.543782023343881,0,26.01514827171012,10.14031561780733,0.0,137.89211442647218,41.04402458063749,30.220000000000006,7.105427357601002e-15,34941.444185526096
2040,26.9,70.91071081916962,2.6158846884046483,0,28.909731845181486,10.14031561780733,0.0,153.23374264326296,44.010710819169624,26.9,0.0,38472.62660574035
2041,24.2,70.55739705770172,2.6879873534654157,0,31.18431541865281,10.14031561780733,0.0,165.28937086005354,46.35739705770172,24.200000000000003,3.552713678800501e-15,41259.80902595455
2042,21.5,70.20408329623383,2.7600900185261836,0,33.45889899212416,10.14031561780733,0.0,177.3449990768442,48.70408329623384,21.499999999999993,0.0,44046.99144616878
2043,18.8,69.85076953476594,2.832192683586951,0,35.7334825655955,10.14031561780733,0.0,189.40062729363484,51.05076953476595,18.799999999999997,0.0,46834.173866383004
2044,16.1,69.49745577329804,2.9042953486477185,0,38.00806613906683,10.14031561780733,0.0,201.45625551042536,53.39745577329804,16.1,0.0,49621.356286597205
2045,13.4,69.14414201183016,2.9763980137084864,0,40.28264971253817,10.14031561780733,0.0,213.51188372721606,55.74414201183016,13.399999999999999,0.0,52408.538706811436
2046,10.72,68.92332091091274,3.021462179371466,0,42.696764445957776,10.14031561780733,0.0,226.30690136271028,58.20332091091274,10.719999999999999,0.0,55341.52771944534
2047,8.04,68.70249980999529,3.066526345034446,0,45.11087917937735,10.14031561780733,0.0,239.10191899820438,60.66249980999529,8.04,0.0,58274.51673207921
2048,5.359999999999999,68.48167870907787,3.1115905106974253,0,47.52499391279695,10.14031561780733,0.0,251.8969366336986,63.12167870907787,5.359999999999999,0.0,61207.50574471311
2049,2.6799999999999997,68.26085760816044,3.1566546763604055,0,49.939108646216546,10.14031561780733,0.0,264.69195426919276,65.58085760816044,2.6799999999999926,0.0,64140.494757347005
2050,0.0,68.040036507243,3.201718842023385,0,52.35322337963613,10.14031561780733,0.0,277.48697190468687,68.040036507243,0.0,0.0,67073.48376998088
