product,company,location,year_built,retirement_year,remaining_life_years,capacity_kt,emissions_kt,carbon_intensity_tco2_per_t,book_value_musd,carbon_cost_2030_usd_per_t,stranded_risk
Benzene,Hanwha TotalEnergies,Daesan,1991,2041,16,1267,173.19268211302025,0.136695092433323,202.72,5.233842784706504,False
Benzene,Lotte Chemical,Yeosu,1992,2042,17,235,32.1233467218309,0.13669509243332298,39.95,5.233842784706503,False
Benzene,LG Chem,Yeosu,1992,2042,17,630,86.11790823299346,0.13669509243332295,107.1,5.233842784706502,False
Benzene,Yeochon NCC,Yeosu,1979,2029,4,457,62.46965724202859,0.13669509243332295,18.28,5.233842784706502,False
Benzene,GS Caltex,Yeosu,1990,2040,15,930,127.12643596299034,0.13669509243332295,139.5,5.233842784706502,False
Benzene,Daehan Oil Chemical,Onsan,2008,2058,33,210,28.705969410997824,0.13669509243332298,69.3,5.233842784706503,False
Benzene,S-Oil,Onsan,1991,2041,16,672,91.85910211519304,0.13669509243332298,107.52,5.233842784706503,False
Benzene,Lotte Chemical,Ulsan,1986,2036,11,110,15.036460167665526,0.13669509243332295,12.1,5.233842784706502,False
Benzene,SK Geocentric,Ulsan,1972,2022,0,603,82.42714073729375,0.13669509243332298,0.0,5.233842784706503,False
Benzene,Ulsan Aromatics,Ulsan,2014,2064,39,600,82.01705545999377,0.13669509243332295,234.0,5.233842784706502,False
Benzene,SK Incheon Petrochemical,Incheon,2006,2056,31,600,82.01705545999377,0.13669509243332295,186.0,5.233842784706502,False
Toluene,OCI,Gwangyang,1995,2045,20,40,6.2810174931184575,0.15702543732796143,8.0,6.012260115155295,False
Toluene,Lotte Chemical,Daesan,2011,2061,36,120,18.84305247935537,0.15702543732796143,43.2,6.012260115155295,False
Toluene,LG Chem,Daesan,2011,2061,36,100,15.702543732796144,0.15702543732796145,36.0,6.012260115155296,False
Toluene,Lotte Chemical,Yeosu,1992,2042,17,220,34.545596212151516,0.15702543732796143,37.4,6.012260115155295,False
Toluene,LG Chem,Yeosu,1992,2042,17,112,17.58684898073168,0.15702543732796143,19.04,6.012260115155295,False
Toluene,Yeochon NCC,Yeosu,1979,2029,4,282,44.28117332648512,0.1570254373279614,11.28,6.012260115155294,False
Toluene,GS Caltex,Yeosu,1990,2040,15,170,26.69432434575344,0.15702543732796143,25.5,6.012260115155295,False
Toluene,Daehan Oil Chemical,Onsan,2008,2058,33,78,12.247984111580992,0.15702543732796143,25.74,6.012260115155295,False
Toluene,S-Oil,Onsan,1991,2041,16,300,47.10763119838843,0.15702543732796145,48.0,6.012260115155296,False
Toluene,SK Geocentric,Ulsan,2070,2120,95,1506,236.4803086159099,0.15702543732796143,1430.7,6.012260115155295,False
Xylene,Lotte Chemical,Daesan,2011,2061,36,60,61.13167556736695,1.0188612594561157,21.6,39.01061520568109,False
Xylene,HD Hyundai Chemical,Daesan,2016,2066,41,1350,1375.4627002657562,1.0188612594561157,553.5,39.01061520568109,False
Xylene,LG Chem,Daesan,2011,2061,36,0,0.0,0.0,0.0,0.0,False
Xylene,Lotte Chemical,Yeosu,1992,2042,17,79,80.49003949703314,1.0188612594561157,13.43,39.01061520568109,False
Xylene,LG Chem,Yeosu,1992,2042,17,60,61.13167556736695,1.0188612594561157,10.2,39.01061520568109,False
Xylene,Yeochon NCC,Yeosu,1979,2029,4,204,207.84769692904757,1.0188612594561155,8.16,39.010615205681084,False
Xylene,GS Caltex,Yeosu,1990,2040,15,350,356.60144080964056,1.018861259456116,52.5,39.0106152056811,False
Xylene,Daehan Oil Chemical,Onsan,2008,2058,33,47,47.886479194437435,1.0188612594561157,15.51,39.01061520568109,False
Xylene,S-Oil,Onsan,1991,2041,16,450,458.4875667552521,1.0188612594561157,72.0,39.01061520568109,False
Xylene,SK Geocentric,Ulsan,2070,2120,95,894,910.8619659537676,1.018861259456116,849.3,39.0106152056811,False
O-X,Lotte Chemical,Ulsan,1980,2030,5,210,0.8832140070764215,0.0042057809860781975,10.5,0.16103282185334022,False
O-X,SK Geocentric,Ulsan,1990,2040,15,200,0.8411561972156394,0.004205780986078197,30.0,0.1610328218533402,False
M-X,Lotte Chemical,Ulsan,1998,2048,23,360,1.5140811549881512,0.0042057809860781975,82.8,0.16103282185334022,False
P-X,HDHyundai Oilbank,Daesan,1997,2047,22,1460,0.0,0.0,321.2,0.0,False
P-X,Hanwha TotalEnergies,Daesan,1997,2047,22,2000,0.0,0.0,440.0,0.0,False
P-X,GS Caltex,Yeosu,1990,2040,15,1350,0.0,0.0,202.5,0.0,False
P-X,S-Oil,Onsan,1997,2047,22,1900,0.0,0.0,418.0,0.0,False
P-X,Lotte Chemical,Ulsan,1980,2030,5,750,0.0,0.0,37.5,0.0,False
P-X,SK Geocentric,Ulsan,1990,2040,15,830,0.0,0.0,124.5,0.0,False
P-X,Ulsan Aromatics,Ulsan,2014,2064,39,1000,0.0,0.0,390.0,0.0,False
P-X,SK Incheon Petrochemical,Incheon,2014,2064,39,1500,0.0,0.0,585.0,0.0,False
C-H,SK Geocentric,Ulsan,1974,2024,0,160,163.67196560055137,1.0229497850034461,0.0,39.16715849889713,False
C-H,Caprolactam,Ulsan,2000,2050,25,190,194.36045915065472,1.022949785003446,47.5,39.16715849889712,False
SM,Lotte Chemical,Daesan,2005,2055,30,350,1.815506784876664,0.0051871622425047545,105.0,0.19860838595414923,False
SM,LG Chem,Daesan,2006,2056,31,577,2.992992613925243,0.0051871622425047545,178.87,0.19860838595414923,False
SM,Hanwha TotalEnergies,Daesan,1991,2041,16,1071,5.555450761722592,0.0051871622425047545,171.36,0.19860838595414923,False
SM,Yeochon NCC,Yeosu,1986,2036,11,351,1.8206939471191683,0.005187162242504753,38.61,0.19860838595414915,False
SM,SKpicglobal,Ulsan,1990,2040,15,400,2.0748648970019015,0.005187162242504754,60.0,0.1986083859541492,False
EDC,LG Chem,Yeosu,1996,2046,21,810,4.201601416428851,0.005187162242504754,170.1,0.1986083859541492,False
EDC,Hanwha Solutions,Yeosu,1980,2030,5,1586,8.22683931661254,0.0051871622425047545,79.3,0.19860838595414923,False
EDC,Hanwha Solutions,Ulsan,1991,2041,16,385,1.9970574633643303,0.0051871622425047545,61.6,0.19860838595414923,False
VCM,LG Chem,Daesan,1997,2047,22,230,1.1930473157760937,0.005187162242504755,50.6,0.19860838595414926,False
VCM,LG Chem,Yeosu,1990,2040,15,720,3.734756814603423,0.005187162242504754,108.0,0.1986083859541492,False
VCM,Hanwha Solutions,Yeosu,1979,2029,4,583,3.024115587380271,0.005187162242504754,23.32,0.1986083859541492,False
VCM,Hanwha Solutions,Ulsan,1972,2022,0,264,1.3694108320212552,0.0051871622425047545,0.0,0.19860838595414923,False
PC,Lotte Chemical,Yeosu,2008,2058,33,480,1.7410274281018014,0.0036271404752120863,158.4,0.13887757539332027,False
PC,LG Chem,Yeosu,2001,2051,26,170,0.6166138807860546,0.003627140475212086,44.2,0.13887757539332024,False
PC,Samyang Chemical,Jeonju,1999,2049,24,120,0.4352568570254503,0.003627140475212086,28.8,0.13887757539332024,False
LDPE,HD Hyundai Chemical,Daesan,2021,2071,46,300,2.565370506096613,0.008551235020322043,138.0,0.32741350779124023,False
LDPE,LG Chem,Daesan,2006,2056,31,280,2.394345805690172,0.008551235020322042,86.8,0.3274135077912401,False
LDPE,Hanwha TotalEnergies,Daesan,1991,2041,16,435,3.719787233840088,0.008551235020322042,69.6,0.3274135077912401,False
LDPE,LG Chem,Yeosu,1990,2040,15,180,1.5392223036579675,0.008551235020322042,27.0,0.3274135077912401,False
LDPE,Hanwha Solutions,Yeosu,1979,2029,4,337,2.8817662018485284,0.008551235020322043,13.48,0.32741350779124023,False
LDPE,Lotte Chemical,Ulsan,1972,2022,0,120,1.026148202438645,0.008551235020322042,0.0,0.3274135077912401,False
LDPE,Lotte Chemical,Daesan,2005,2055,30,500,4.275617510161021,0.008551235020322043,150.0,0.32741350779124023,False
L-LDPE,LG Chem,Daesan,2006,2056,31,125,0.9866809638833128,0.007893447711066502,38.75,0.3022278533457602,False
L-LDPE,Hanwha TotalEnergies,Daesan,2004,2054,29,530,4.183527286865248,0.007893447711066506,153.7,0.30222785334576036,False
L-LDPE,DL Chemical,Yeosu,2010,2060,35,10,0.078934477110665,0.007893447711066499,3.5,0.3022278533457601,False
L-LDPE,Lotte Chemical,Yeosu,2019,2069,44,600,4.736068626639902,0.007893447711066504,264.0,0.3022278533457603,False
L-LDPE,LG Chem,Yeosu,2021,2071,46,425,3.354715277203264,0.007893447711066504,195.5,0.3022278533457603,False
L-LDPE,Hanwha Solutions,Yeosu,1986,2036,11,288,2.273312940787153,0.007893447711066502,31.68,0.3022278533457602,False
L-LDPE,SSNC,Ulsan,2015,2065,40,180,1.4208205879919709,0.007893447711066506,72.0,0.30222785334576036,False
L-LDPE,SK Geocentric,Ulsan,1990,2040,15,550,4.341396241086577,0.007893447711066504,82.5,0.3022278533457603,False
HDPE,HD Hyundai Chemical,Daesan,2021,2071,46,575,3.933568109348142,0.006840988016257638,264.5,0.2619308062329923,False
HDPE,Hanwha TotalEnergies,Daesan,1991,2041,16,180,1.2313778429263749,0.006840988016257639,28.8,0.2619308062329923,False
HDPE,DL Chemical,Yeosu,1980,2030,5,630,4.3098224502423115,0.006840988016257637,31.5,0.26193080623299225,False
HDPE,Lotte Chemical,Yeosu,1992,2042,17,360,2.4627556858527497,0.006840988016257639,61.2,0.2619308062329923,False
HDPE,LG Chem,Yeosu,1992,2042,17,500,3.420494008128819,0.006840988016257639,85.0,0.2619308062329923,False
HDPE,GS Caltex,Yeosu,2021,2071,46,650,4.446642210567465,0.006840988016257638,299.0,0.2619308062329923,False
HDPE,Daehan Oil Chemical,Onsan,1976,2026,1,210,1.4366074834141038,0.006840988016257637,2.1,0.26193080623299225,False
HDPE,SK Geocentric,Ulsan,1990,2040,15,490,3.352084127966242,0.006840988016257637,73.5,0.26193080623299225,False
PP,Lotte Chemical,Daesan,2005,2055,30,500,3.2067131326207674,0.006413426265241535,150.0,0.24556013084343026,False
PP,HD Hyundai Chemical,Daesan,2021,2071,46,380,2.437101980791782,0.006413426265241532,174.8,0.24556013084343012,False
PP,LG Chem,Daesan,2006,2056,31,1117,7.163797138274794,0.006413426265241534,346.27,0.24556013084343023,False
PP,Hanwha TotalEnergies,Daesan,1991,2041,16,600,3.8480557591449207,0.006413426265241534,96.0,0.24556013084343023,False
PP,Lotte Chemical,Yeosu,1979,2029,4,180,1.154416727743476,0.0064134262652415334,7.2,0.2455601308434302,False
PP,GS Caltex,Yeosu,1987,2037,12,730,4.68180117362632,0.0064134262652415334,87.6,0.2455601308434302,False
PP,Poly Mirae,Yeosu,1993,2043,18,405,2.5974376374228214,0.006413426265241534,72.9,0.24556013084343023,False
PP,S-Oil,Onsan,2018,2068,43,550,3.527384445882844,0.006413426265241534,236.5,0.24556013084343023,False
PP,Daehan Oil Chemical,Onsan,1976,2026,1,432,2.770600146584343,0.006413426265241534,4.32,0.24556013084343023,False
PP,SK Geocentric,Ulsan,1990,2040,15,400,2.565370506096614,0.006413426265241535,60.0,0.24556013084343026,False
PP,Ulsan PP,Ulsan,2021,2071,46,600,3.8480557591449207,0.006413426265241534,276.0,0.24556013084343023,False
PP,Hyosung Chemical,Ulsan,1991,2041,16,0,0.0,0.0,0.0,0.0,False
PS,LG Chem,Yeosu,1984,2034,9,40,0.4104592809754581,0.010261482024386452,3.6,0.39289620934948827,False
PS,Kumho Petrochemical,Ulsan,1973,2023,0,265,2.7192927364624095,0.010261482024386452,0.0,0.39289620934948827,False
PS,HDC Hyundai EP,Ulsan,1989,2039,14,148,1.5186993396091948,0.010261482024386452,20.72,0.39289620934948827,False
PS,Korea INEOS Styrolution,Ulsan,1985,2035,10,266,2.7295542184867965,0.010261482024386454,26.6,0.3928962093494883,False
EPS,SH Energy Chemical,Gunsan,1973,2023,0,100,0.5130741012193223,0.005130741012193223,0.0,0.19644810467474402,False
EPS,Lotte Chemical,Yeosu,1989,2039,14,90,0.46176669109739,0.005130741012193222,12.6,0.196448104674744,False
EPS,LG Chem,Yeosu,1984,2034,9,90,0.46176669109739,0.005130741012193222,8.1,0.196448104674744,False
EPS,Kumho Petrochemical,Ulsan,1973,2023,0,80,0.4104592809754578,0.005130741012193222,0.0,0.196448104674744,False
EPS,HDC Hyundai EP,Ulsan,1989,2039,14,80,0.4104592809754578,0.005130741012193222,11.2,0.196448104674744,False
EPS,BASF Korea,Ulsan,1982,2032,7,85,0.4361129860364239,0.005130741012193222,5.95,0.196448104674744,False
ABS,Lotte Chemical,Yeosu,1989,2039,14,757,3.88397094623027,0.005130741012193223,105.98,0.19644810467474402,False
ABS,LG Chem,Yeosu,1978,2028,3,1030,5.284663242559021,0.005130741012193224,30.9,0.19644810467474405,False
ABS,Kumho Petrochemical,Ulsan,1973,2023,0,290,1.487914893536035,0.005130741012193224,0.0,0.19644810467474405,False
ABS,Korea INEOS Styrolution,Ulsan,1990,2040,15,276,1.4160845193653298,0.005130741012193224,41.4,0.19644810467474405,False
PVC,LG Chem,Daesan,1998,2048,23,240,1.244918938201141,0.005187162242504754,55.2,0.1986083859541492,False
PVC,LG Chem,Yeosu,1976,2026,1,450,2.334223009127139,0.005187162242504754,4.5,0.1986083859541492,False
PVC,Hanwha Solutions,Yeosu,1990,2040,15,480,2.489837876402282,0.005187162242504754,72.0,0.1986083859541492,False
PVC,Hanwha Solutions,Ulsan,2066,2116,91,330,1.7117635400265687,0.005187162242504754,300.3,0.1986083859541492,False
TPA,Hanwha Impact,Daesan,1997,2047,22,700,2.5389983326484606,0.0036271404752120867,154.0,0.1388775753933203,False
TPA,Samnam Petrochemical,Yeosu,1990,2040,15,1500,5.440710712818131,0.003627140475212087,225.0,0.1388775753933203,False
TPA,Lotte Chemical,Ulsan,1990,2040,15,0,0.0,0.0,0.0,0.0,False
TPA,Hanwha Impact,Ulsan,1995,2045,20,1300,4.715282617775713,0.0036271404752120867,260.0,0.1388775753933203,False
TPA,Taekwang Industrial,Ulsan,1980,2030,5,1000,3.6271404752120864,0.0036271404752120863,50.0,0.13887757539332027,False
TPA,Hyosung Chemical,Ulsan,1997,2047,22,420,1.5233989995890762,0.0036271404752120863,92.4,0.13887757539332027,False
PIA,Lotte Chemical,Ulsan,1998,2048,23,0,0.0,0.0,0.0,0.0,False
CPLM,Caprolactam,Ulsan,1974,2024,0,270,0.9793279283072632,0.003627140475212086,0.0,0.13887757539332024,False
DMT,SK Chemical,Ulsan,1989,2039,14,160,0.5803424760339339,0.0036271404752120867,22.4,0.1388775753933203,False
EG,Lotte Chemical,Daesan,2005,2055,30,730,2.6478125469048233,0.0036271404752120867,219.0,0.1388775753933203,False
EG,LG Chem,Daesan,2006,2056,31,0,0.0,0.0,0.0,0.0,False
EG,Hanwha TotalEnergies,Daesan,1991,2041,16,218,0.7907166235962348,0.0036271404752120863,34.88,0.13887757539332027,False
EG,Lotte Chemical,Yeosu,1979,2029,4,400,1.4508561900848345,0.0036271404752120863,16.0,0.13887757539332027,False
EG,Daehan Oil Chemical,Ulsan,2014,2064,39,200,0.7254280950424172,0.0036271404752120863,78.0,0.13887757539332027,False
AN,Dongseo Petrochemical,Ulsan,1972,2022,0,602,3.1226716699878616,0.005187162242504754,0.0,0.1986083859541492,False
AN,Taekwang Industrial,Ulsan,1997,2047,22,290,1.5042770503263787,0.0051871622425047545,63.8,0.19860838595414923,False
SBR,LG Chem,Daesan,1996,2046,21,80,0.2901712380169669,0.0036271404752120867,16.8,0.1388775753933203,False
SBR,Kumho Petrochemical,Ulsan,1973,2023,0,183,0.6637667069638119,0.0036271404752120867,0.0,0.1388775753933203,False
S-SBR,LG Chem,Daesan,2012,2062,37,80,0.2901712380169669,0.0036271404752120867,29.6,0.1388775753933203,False
S-SBR,Kumho Petrochemical,Yeosu,2012,2062,37,123,0.4461382784510866,0.0036271404752120863,45.51,0.13887757539332027,False
S-SBR,Lotte Versalis Elastomers,Yeosu,2018,2068,43,100,0.3627140475212086,0.0036271404752120863,43.0,0.13887757539332027,False
SB-Latex,LG Chem,Daesan,1996,2046,21,20,0.0725428095042417,0.003627140475212085,4.2,0.1388775753933202,False
SB-Latex,Kumho Petrochemical,Ulsan,1983,2033,8,85,0.3083069403930273,0.003627140475212086,6.8,0.13887757539332024,False
SB-Latex,Korea Trinseo,Ulsan,1990,2040,15,43,0.1559670404341196,0.0036271404752120837,6.45,0.13887757539332016,False
SB-Latex,Hansol Chemical,Jeonju,1996,2046,21,60,0.2176284285127251,0.003627140475212085,12.6,0.1388775753933202,False
BR,LG Chem,Daesan,1996,2046,21,220,0.7979709045466591,0.0036271404752120867,46.2,0.1388775753933203,False
BR,Kumho Petrochemical,Yeosu,1980,2030,5,275,0.9974636306833238,0.0036271404752120863,13.75,0.13887757539332027,False
NBR,LG Chem,Daesan,1996,2046,21,65,0.2357641308887856,0.003627140475212086,13.65,0.13887757539332024,False
NBR,Kumho Petrochemical,Ulsan,1987,2037,12,92,0.333696923719512,0.0036271404752120867,11.04,0.1388775753933203,False
NB-Latex,LG Chem,Yeosu,2008,2058,33,205,0.7435637974184778,0.0036271404752120867,67.65,0.1388775753933203,False
NB-Latex,Kumho Petrochemical,Ulsan,2012,2062,37,946,3.431274889550634,0.0036271404752120867,350.02,0.1388775753933203,False
NB-Latex,Hansol Chemical,Jeonju,2021,2071,46,28,0.1015599333059384,0.003627140475212086,12.88,0.13887757539332024,False
EPDM,Kumho Polychem,Yeosu,1987,2037,12,310,1.1244135473157468,0.0036271404752120867,37.2,0.1388775753933203,False
EPDM,Lotte Versalis Elastomers,Yeosu,2018,2068,43,96,0.3482054856203603,0.0036271404752120863,41.28,0.13887757539332027,False
Acetic Acid,Lotte INEOS Chemical,Ulsan,1991,2041,16,710,2.5752697374005815,0.0036271404752120867,113.6,0.1388775753933203,False
Vinyl Acetate,Lotte INEOS Chemical,Ulsan,1996,2046,21,460,1.66848461859756,0.0036271404752120867,96.6,0.1388775753933203,False
Ethanol,Korea Alcohol Industrial,Ulsan,1974,2024,0,70,0.253899833264846,0.003627140475212086,0.0,0.13887757539332024,False
Ethyl Acetate,Korea Alcohol Industrial,Ulsan,1989,2039,14,123,0.4461382784510866,0.0036271404752120863,17.22,0.13887757539332027,False
Alkylbenzene,ISU Chemical,Ulsan,1973,2023,0,180,0.6528852855381756,0.0036271404752120867,0.0,0.1388775753933203,False
PA,LG Chem,Yeosu,1992,2042,17,0,0.0,0.0,0.0,0.0,False
PA,Aekyung Chemical,Ulsan,1972,2022,0,210,0.7616994997945381,0.0036271404752120863,0.0,0.13887757539332027,False
PA,Hanwha Solutions,Ulsan,1997,2047,22,0,0.0,0.0,0.0,0.0,False
PA,OCI,Pohang,1983,2033,8,60,0.2176284285127251,0.003627140475212085,4.8,0.1388775753933202,False
MA,Aekyung Chemical,Ulsan,1988,2038,13,8,0.0290171238016966,0.003627140475212075,1.04,0.13887757539331982,False
MA,Yongsan Chemical,Ulsan,1976,2026,1,38,0.1378313380580592,0.003627140475212084,0.38,0.13887757539332019,False
MA,Korea PTG,Ulsan,1992,2042,17,30,0.1088142142563625,0.0036271404752120833,5.1,0.13887757539332016,False
MA,Hanwha Solutions,Ulsan,1998,2048,23,0,0.0,0.0,0.0,0.0,False
TDI,OCI,Gunsan,1990,2040,15,50,0.1813570237606043,0.0036271404752120863,7.5,0.13887757539332027,False
TDI,BASF Korea,Yeosu,1988,2038,13,160,0.5803424760339339,0.0036271404752120867,20.8,0.1388775753933203,False
TDI,Hanwha Solutions,Yeosu,1981,2031,6,150,0.544071071281813,0.0036271404752120863,9.0,0.13887757539332027,False
MDI,Downing Chemical,Yeosu,2018,2068,43,30,0.1088142142563625,0.0036271404752120833,12.9,0.13887757539332016,False
MDI,Kumho Mitsui Chemical,Yeosu,1992,2042,17,610,2.212555689879373,0.0036271404752120867,103.7,0.1388775753933203,False
MDI,BASF Korea,Yeosu,1992,2042,17,250,0.9067851188030216,0.0036271404752120863,42.5,0.13887757539332027,False
Phenol,LG Chem,Daesan,2013,2063,38,360,1.3057705710763512,0.0036271404752120867,136.8,0.1388775753933203,False
Phenol,Kumho P&B Chemical,Yeosu,1980,2030,5,680,2.4664555231442185,0.003627140475212086,34.0,0.13887757539332024,False
Phenol,LG Chem,Yeosu,2005,2055,30,350,1.2694991663242303,0.0036271404752120867,105.0,0.1388775753933203,False
Acetone,LG Chem,Daesan,2013,2063,38,225,0.8161066069227195,0.0036271404752120867,85.5,0.1388775753933203,False
Acetone,Kumho P&B Chemical,Yeosu,1980,2030,5,420,1.5233989995890762,0.0036271404752120863,21.0,0.13887757539332027,False
Acetone,LG Chem,Yeosu,2005,2055,30,210,0.7616994997945381,0.0036271404752120863,63.0,0.13887757539332027,False
BPA,Samyang Innochem,Gunsan,2012,2062,37,180,0.6528852855381756,0.0036271404752120867,66.6,0.1388775753933203,False
BPA,LG Chem,Daesan,2013,2063,38,165,0.5984781784099943,0.0036271404752120867,62.7,0.1388775753933203,False
BPA,Kumho P&B Chemical,Yeosu,1991,2041,16,450,1.632213213845439,0.0036271404752120867,72.0,0.1388775753933203,False
BPA,LG Chem,Yeosu,2005,2055,30,330,1.1969563568199886,0.0036271404752120867,99.0,0.1388775753933203,False
Epoxy Resin,Bluecube Chemical,Gumi,1990,2040,15,52,0.1886113047110285,0.0036271404752120863,7.8,0.13887757539332027,False
Epoxy Resin,Kolon Industries,Gimcheon,2007,2057,32,0,0.0,0.0,0.0,0.0,False
Epoxy Resin,Kukdo Chemical,Busan/Iksan/Siheung,1973,2023,0,530,1.922384451862406,0.0036271404752120867,0.0,0.1388775753933203,False
Epoxy Resin,Kumho P&B Chemical,Yeosu,2019,2069,44,338,1.225973480621685,0.003627140475212086,148.72,0.13887757539332024,False
Octanol,LG Chem,Naju,1982,2032,7,125,0.4533925594015108,0.0036271404752120863,8.75,0.13887757539332027,False
Octanol,LG Chem,Yeosu,1996,2046,21,0,0.0,0.0,0.0,0.0,False
Octanol,Hanwha Solutions,Yeosu,1997,2047,22,152,0.5513253522322371,0.0036271404752120863,33.44,0.13887757539332027,False
Butanol,LG Chem,Naju,1982,2032,7,55,0.1994927261366647,0.0036271404752120854,3.85,0.13887757539332024,False
