scenario,total_book_value_billion,retirement_loss_billion,retrofit_capex_billion,operational_loss_billion,total_stranded_billion,stranding_rate_pct,facilities_retired,facilities_retrofitted,facilities_operational_loss
scenarios_shaheen_ncc_h2,15.88124,7.281413333333333,20.499560920788355,2.092016,29.87299025412168,188.102378996361,50,39,80
scenarios_shaheen_ncc_elec,15.88124,8.834693333333332,22.323912122632496,1.6493,32.80790545596583,206.58276970794364,59,39,53
scenarios_restructure_25pct_ncc_h2,15.88124,2.31888,12.317562257621521,3.42494,18.061382257621524,113.72778358378517,31,39,115
scenarios_restructure_25pct_ncc_elec,15.88124,3.9193733333333336,13.413759371077438,2.746256,20.07938870441077,126.4346405218407,48,39,80
scenarios_restructure_40pct_ncc_h2,15.88124,2.6419466666666667,10.701861954019883,3.3752480000000005,16.71905662068655,105.27551136237821,34,39,110
scenarios_restructure_40pct_ncc_elec,15.88124,4.0315199999999995,11.6536973636777,2.668116,18.353333363677702,115.56612307148373,50,39,77
