facility_lifetime,bau_2025_baseline,total_cost_billion_usd,technologies_deployed,total_abatement_mt,avg_cost_per_tco2,emissions_2030,target_2030,achievement_2030_pct,emissions_2040,target_2040,achievement_2040_pct,emissions_2050,target_2050,netzero_achievement_pct
40yr,59.99716268711269,-26.52506328793587,2,391.52167120641275,-67748.64647007415,32.75441122450152,47.997730149690156,100.0,5.332477897864683,23.998865074845078,100.0,-2.574832791424342e-08,0.0,100.0
