Year,Total_Abatement_ktCO2,Total_Cost_Million_USD,Avg_LCOA_USD_per_tCO2,Technologies_Deployed,Facilities_Involved
2030,6149.0575813965115,16925.111492842545,2752.4724348082436,4,4
