scenario,year,region,bau_emissions_tco2,emissions_tco2,abatement_tco2,abatement_mt,capex_usd,total_cost_usd,annual_capex_usd,annual_opex_usd,annual_new_energy_usd,annual_fuel_savings_usd,elec_demand_mwh,h2_demand_t
shaheen_ncc_h2_15c,2028,Yeosu,25771247.357066404,21072192.66534456,3819831.830339737,3.8198318303397367,1443896300.0,1009904675.6895047,57755852.0,51151793.0,2498611147.1169147,1597614116.4274101,23987070.084056046,508760.0
shaheen_ncc_h2_15c,2028,Ulsan,22130929.276215024,17567760.41972698,3833060.1992968796,3.8330601992968796,1860548199.9999995,1064748260.1947684,75009255.99999999,64147229.999999985,2832840991.2639723,1907249217.0692039,25046365.13151307,540959.9999999999
shaheen_ncc_h2_15c,2028,Other,432184.00829651015,583321.5236583127,-178477.74947395353,-0.17847774947395353,148763999.99999997,25751743.72762166,5950559.999999999,4462919.999999999,57561876.84365711,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_15c,2029,Daesan,19800108.505871844,12826898.629223827,6281289.104664056,6.281289104664055,1832502000.0,1357546683.6990635,73300079.99999999,66276052.5,3551930342.3925586,2333959791.1934953,19067670.96859712,768775.0
shaheen_ncc_h2_15c,2029,Yeosu,25771247.357066404,17240908.141751934,7368977.9487419175,7.368977948741917,1919055600.0,1515572951.6302898,76762224.0,70458349.49999999,3966033006.8456078,2597680628.7153177,25056699.020536926,876645.0
shaheen_ncc_h2_15c,2029,Ulsan,22130929.276215024,17131953.66643865,4025497.4001881504,4.025497400188151,1776329099.9999995,970256890.9546719,71617307.99999999,61241984.999999985,2744646815.023876,1907249217.0692039,25046365.13151307,540959.9999999999
shaheen_ncc_h2_15c,2029,Other,432184.00829651015,556875.9934038712,-161145.63059022903,-0.16114563059022904,142001999.99999997,23525401.090012826,5680079.999999999,4260059.999999999,55808874.20604827,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_15c,2030,Daesan,19800108.505871844,12495121.154370237,6440086.386521656,6.440086386521656,1745240000.0,1239853695.6488433,69809600.0,63120050.0,3440883836.842339,2333959791.1934953,19067670.96859712,768775.0
shaheen_ncc_h2_15c,2030,Yeosu,25771247.357066404,16804921.578794595,7514624.195056125,7.514624195056125,1827672000.0,1384501333.3155727,73106880.0,67103189.99999999,3841971892.030891,2597680628.7153177,25056699.020536926,876645.0
shaheen_ncc_h2_15c,2030,Ulsan,22130929.276215024,16696146.913150325,4217934.601079423,4.217934601079423,1692109999.9999995,878350413.816298,68225359.99999999,58336739.999999985,2659037530.885502,1907249217.0692039,25046365.13151307,540959.9999999999
shaheen_ncc_h2_15c,2030,Other,432184.00829651015,530430.4631494298,-143813.51170650445,-0.14381351170650444,135239999.99999997,21352444.79795018,5409599.999999999,4057199.999999999,54109257.91398563,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_15c,2031,Daesan,19800108.505871844,12230080.527906736,6566941.686396407,6.566941686396407,1715986300.0,1129798432.9730725,68639452.0,62050245.24999999,3333068526.916568,2333959791.1934953,19067670.96859712,768775.0
shaheen_ncc_h2_15c,2031,Yeosu,25771247.357066404,16456633.462409135,7630973.7826289665,7.630973782628966,1796750340.0,1261662949.6301563,71870013.6,65956378.94999999,3721517185.7954745,2597680628.7153177,25056699.020536926,876645.0
shaheen_ncc_h2_15c,2031,Ulsan,22130929.276215024,16348002.437822293,4371663.169607506,4.371663169607507,1664603149.9999995,793173846.7854562,67117358.0,57376294.499999985,2575929411.35466,1907249217.0692039,25046365.13151307,540959.9999999999
shaheen_ncc_h2_15c,2031,Other,432184.00829651015,509304.4361070885,-129967.73857525332,-0.12996773857525332,133211399.99999997,19562587.01138671,5328455.999999999,3996341.999999999,52461402.12742216,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_15c,2032,Daesan,19800108.505871844,11679476.850751985,6986384.225407394,6.986384225407393,1728029100.0,1060361872.2916923,69121163.99999999,62632300.499999985,3344923204.9364614,2416314797.144769,19152515.506382138,799365.0
shaheen_ncc_h2_15c,2032,Yeosu,25771247.357066404,15912960.100813864,7947514.6390845,7.9475146390845,1794084180.0,1167966298.9158401,71763367.19999999,65939787.89999999,3684291934.4978194,2654028790.681979,25114750.54638983,897575.0
shaheen_ncc_h2_15c,2032,Ulsan,22130929.276215024,15528704.34737867,5002788.095294991,5.00278809529499,1704909499.9999995,771422092.206863,68721883.99999999,59128376.999999985,2686824398.5299926,2043252567.3231292,25189612.48512944,591191.9999999999
shaheen_ncc_h2_15c,2032,Other,432184.00829651015,488178.40906474733,-116121.96544400208,-0.11612196544400208,131182799.99999997,17822913.403982155,5247311.999999999,3935483.999999999,50863730.5200176,42223613.11603545,1519858.0606000854,0.0
shaheen_ncc_h2_15c,2033,Daesan,19800108.505871844,10940886.527334843,7600612.208079889,7.600612208079889,1764781375.0,1008310460.4150366,70591254.99999999,64202734.74999999,3425500303.9295363,2551983833.2644997,19292285.718627978,849758.0
