facility_lifetime,bau_2025_baseline,total_cost_billion_usd,technologies_deployed,total_abatement_mt,avg_cost_per_tco2,emissions_2030,target_2030,achievement_2030_pct,emissions_2040,target_2040,achievement_2040_pct,emissions_2050,target_2050,netzero_achievement_pct
50yr,59.99716268711269,-23.689518967510526,5,428.98206342042755,-55222.63280339861,36.93242542166703,47.997730149690156,100.0,23.99886506298649,23.998865074845078,100.0,-2.0503492237367027e-09,0.0,100.0
