BAU_Baseline,Target_Source,Total_Abatement_Mt_CO2,Total_Cost_USD,Total_Discounted_Cost_USD,Technologies_Deployed,Target_Years,Fully_Compliant,Average_Achievement_Percent,Facilities_Transitioned,Companies_Affected,Avg_Cost_Effectiveness_USD_per_tCO2,Target_2030_Achievement,Target_2050_Achievement
50yr facility lifetime,Emissions_Target sheet,139.9507127971517,4430717351.671358,2915954663.1701694,11,6,False,100.00000002806678,351,59,31659.12672480174,99.99999994450278,100.00000019260212
