FacilityID,Company,Location,Product,TechID,TransitionFraction,CapacityTransitioned_kt,EmissionsBefore_ktCO2,EmissionsAfter_ktCO2,AbatementMtCO2,AnnualCostUSD,CostPerTonCO2,StartYear,FacilityAge
Bluecube케미칼_구미_Epoxy Resin_1990,Bluecube케미칼,구미,Epoxy Resin,EE_001,1.0,52.0,11.901903661145337,8.509861117718913,0.0033920425434264237,-234050.93549642322,-69,1990,40
LG화학_여수_BPA_2005,LG화학,여수,BPA,EE_001,1.0,330.0,75.53131169573001,54.00488786244695,0.02152642383328306,-1485323.244496531,-69,2005,25
금호피앤비화학_여수_BPA_1991,금호피앤비화학,여수,BPA,EE_001,1.0,450.0,102.99724322145002,73.64302890333674,0.02935421431811328,-2025440.787949816,-69,1991,39
LG화학_대산_BPA_2013,LG화학,대산,BPA,EE_001,1.0,165.0,37.76565584786501,27.002443931223475,0.010763211916641539,-742661.6222482661,-69,2013,17
금호피앤비화학_여수_아세톤_1980,금호피앤비화학,여수,아세톤,EE_001,1.0,420.0,96.13076034002002,68.7334936431143,0.027397266696905717,-1890411.4020864945,-69,1980,50
LG화학_여수_아세톤_2005,LG화학,여수,아세톤,EE_001,1.0,210.0,48.06538017001001,34.36674682155715,0.013698633348452859,-945205.7010432472,-69,2005,25
한화솔루션_여수_옥탄올_1997,한화솔루션,여수,옥탄올,EE_001,1.0,152.0,34.79017993257867,24.874978651793747,0.00991520128078492,-684148.8883741595,-69,1997,33
LG화학_대산_아세톤_2013,LG화학,대산,아세톤,EE_001,1.0,225.0,51.498621610725,36.82151445166837,0.014677107159056632,-1012720.3939749077,-69,2013,17
LG화학_여수_페놀_2005,LG화학,여수,페놀,EE_001,1.0,350.0,80.10896695001668,57.277911369261915,0.022831055580754763,-1575342.8350720785,-69,2005,25
금호피앤비화학_여수_페놀_1980,금호피앤비화학,여수,페놀,EE_001,1.0,680.0,155.6402786457467,111.28279923170886,0.04435747941403782,-3060666.0795686096,-69,1980,50
LG화학_대산_페놀_2013,LG화학,대산,페놀,EE_001,1.0,360.0,82.39779457716001,58.9144231226694,0.023483371454490615,-1620352.6303598522,-69,2013,17
한국바스프_여수_MDI_1992,한국바스프,여수,MDI,EE_001,1.0,250.0,57.22069067858334,40.91279383518708,0.016307896843396258,-1125244.8821943416,-69,1992,38
금호미쓰이화학_여수_MDI_1992,금호미쓰이화학,여수,MDI,EE_001,1.0,610.0,139.61848525574337,99.82721695785648,0.039791268297886886,-2745597.5125541952,-69,1992,38
구다우케미칼_여수_MDI_2018,구다우케미칼,여수,MDI,EE_001,1.0,30.0,6.866482881430002,4.90953526022245,0.0019569476212075525,-135029.3858633211,-69,2018,12
한화솔루션_여수_TDI_1981,한화솔루션,여수,TDI,EE_001,1.0,150.0,34.332414407150004,24.54767630111225,0.009784738106037754,-675146.929316605,-69,1981,49
한국바스프_여수_TDI_1988,한국바스프,여수,TDI,EE_001,1.0,160.0,36.621242034293346,26.184188054519733,0.010437053979773613,-720156.7246043793,-69,1988,42
LG화학_나주_옥탄올_1982,LG화학,나주,옥탄올,EE_001,1.0,125.0,28.61034533929167,20.45639691759354,0.008153948421698129,-562622.4410971708,-69,1982,48
금호석유화학_여수_PPG_1997,금호석유화학,여수,PPG,EE_001,1.0,152.0,34.79017993257867,24.874978651793747,0.00991520128078492,-684148.8883741595,-69,1997,33
LG화학_나주_부탄올_1982,LG화학,나주,부탄올,EE_001,1.0,55.0,12.588551949288336,9.000814643741158,0.0035877373055471775,-247553.87408275527,-69,1982,48
LXMMA_여수_PMMA_1991,LXMMA,여수,PMMA,EE_001,1.0,120.0,27.46593152572001,19.6381410408898,0.00782779048483021,-540117.5434532844,-69,1991,39
코오롱인더스트리_여수_석유수지_2004,코오롱인더스트리,여수,석유수지,EE_001,1.0,50.0,11.444138135716669,8.182558767037417,0.0032615793686792518,-225048.97643886838,-69,2004,26
코오롱인더스트리_대산_석유수지_2014,코오롱인더스트리,대산,석유수지,EE_001,1.0,87.0,19.91280035614701,14.237652254645104,0.0056751481015019055,-391585.21900363144,-69,2014,16
OCI_포항_카본블랙(CB)_1981,OCI,포항,카본블랙(CB),EE_001,1.0,40.0,9.155310508573336,6.546047013629933,0.0026092634949434032,-180039.18115109482,-69,1981,49
오리온엔지니어드카본즈_여수_카본블랙(CB)_1979,오리온엔지니어드카본즈,여수,카본블랙(CB),EE_001,1.0,170.0,38.91006966143667,27.820699807927216,0.011089369853509456,-765166.5198921524,-69,1979,51
비틀라카본코리아_여수_카본블랙(CB)_1996,비틀라카본코리아,여수,카본블랙(CB),EE_001,1.0,193.0,44.174373203866345,31.584676840764427,0.012589696363101918,-868689.0490540323,-69,1996,34
HD현대OCI_대산_카본블랙(CB)_2018,HD현대OCI,대산,카본블랙(CB),EE_001,1.0,136.0,31.128055729149345,22.256559846341773,0.008871495882807572,-612133.2159137225,-69,2018,12
OCI_광양_카본블랙(CB)_1992,OCI,광양,카본블랙(CB),EE_001,1.0,150.0,34.332414407150004,24.54767630111225,0.009784738106037754,-675146.929316605,-69,1992,38
아케마_진해_PMMA_1999,아케마,진해,PMMA,EE_001,1.0,100.0,22.888276271433337,16.365117534074834,0.0065231587373585035,-450097.95287773677,-69,1999,31
롯데엠시시_여수_PMMA_2008,롯데엠시시,여수,PMMA,EE_001,1.0,110.0,25.17710389857667,18.001629287482316,0.007175474611094355,-495107.74816551054,-69,2008,22
한화솔루션_여수_부탄올_1997,한화솔루션,여수,부탄올,EE_001,1.0,12.0,2.7465931525720007,1.9638141040889798,0.0007827790484830208,-54011.75434532844,-69,1997,33
LXMMA_여수_MMA_2001,LXMMA,여수,MMA,EE_001,1.0,260.0,59.50951830572668,42.549305588594564,0.016960212717132116,-1170254.677482116,-69,2001,29
롯데케미칼_여수_MMA_2013,롯데케미칼,여수,MMA,EE_001,1.0,50.0,11.444138135716669,8.182558767037417,0.0032615793686792518,-225048.97643886838,-69,2013,17
롯데엠시시_여수_MMA_2009,롯데엠시시,여수,MMA,EE_001,1.0,97.0,22.20162798329034,15.874164008052588,0.006327463975237752,-436595.0142914049,-69,2009,21
롯데엠시시_대산_MMA_1995,롯데엠시시,대산,MMA,EE_001,1.0,90.0,20.599448644290003,14.72860578066735,0.005870842863622654,-405088.15758996306,-69,1995,35
한국바스프_울산_PPG_1975,한국바스프,울산,PPG,EE_001,1.0,119.0,27.23704876300567,19.47448986554905,0.007762558897456621,-535616.5639245069,-69,1975,55
KPX케미칼_울산_PPG_1990,KPX케미칼,울산,PPG,EE_001,1.0,298.0,68.20706328887135,48.768050251543,0.01943901303732835,-1341291.8995756563,-69,1990,40
피유코어_울산_PPG_1988,피유코어,울산,PPG,EE_001,1.0,220.0,50.35420779715334,36.00325857496463,0.01435094922218871,-990215.4963310211,-69,1988,42
코리아피티지_울산_MA_1992,코리아피티지,울산,MA,EE_001,1.0,30.0,6.866482881430002,4.90953526022245,0.0019569476212075525,-135029.3858633211,-69,1992,38
OCI_군산_TDI_1990,OCI,군산,TDI,EE_001,1.0,50.0,11.444138135716669,8.182558767037417,0.0032615793686792518,-225048.97643886838,-69,1990,40
애경케미칼_울산_PA_1972,애경케미칼,울산,PA,EE_001,1.0,210.0,48.06538017001001,34.36674682155715,0.013698633348452859,-945205.7010432472,-69,1972,58
용산케미칼_울산_MA_1976,용산케미칼,울산,MA,EE_001,1.0,38.0,8.697544983144667,6.218744662948437,0.00247880032019623,-171037.22209353987,-69,1976,54
LG화학_대산_SBR_1996,LG화학,대산,SBR,EE_001,1.0,80.0,18.310621017146673,13.092094027259867,0.0052185269898868064,-360078.36230218963,-69,1996,34
금호석유화학_울산_SB-Latex_1983,금호석유화학,울산,SB-Latex,EE_001,1.0,85.0,19.455034830718336,13.910349903963608,0.005544684926754728,-382583.2599460762,-69,1983,47
LG화학_대산_SB-Latex_1996,LG화학,대산,SB-Latex,EE_001,1.0,20.0,4.577655254286668,3.2730235068149667,0.0013046317474717016,-90019.59057554741,-69,1996,34
애경케미칼_울산_MA_1988,애경케미칼,울산,MA,EE_001,1.0,8.0,1.831062101714667,1.3092094027259866,0.0005218526989886805,-36007.83623021895,-69,1988,42
금호석유화학_여수_S-SBR_2012,금호석유화학,여수,S-SBR,EE_001,1.0,123.0,28.152579813863007,20.129094566912045,0.008023485246950962,-553620.4820396163,-69,2012,18
LG화학_대산_S-SBR_2012,LG화학,대산,S-SBR,EE_001,1.0,80.0,18.310621017146673,13.092094027259867,0.0052185269898868064,-360078.36230218963,-69,2012,18
금호석유화학_울산_SBR_1973,금호석유화학,울산,SBR,EE_001,1.0,183.0,41.88554557672301,29.948165087356944,0.011937380489366068,-823679.2537662587,-69,1973,57
태광산업_울산_AN_1997,태광산업,울산,AN,EE_001,1.0,290.0,66.37600118715667,47.45884084881701,0.018917160338339664,-1305284.0633454367,-69,1997,33
한솔케미칼_전주_SB-Latex_1996,한솔케미칼,전주,SB-Latex,EE_001,1.0,60.0,13.732965762860005,9.8190705204449,0.003913895242415105,-270058.7717266422,-69,1996,34
동서석유화학_울산_AN_1972,동서석유화학,울산,AN,EE_001,1.0,602.0,137.78742315402872,98.5180075551305,0.03926941559889822,-2709589.6763239773,-69,1972,58
SK케미칼_울산_DMT_1989,SK케미칼,울산,DMT,EE_001,1.0,160.0,36.621242034293346,26.184188054519733,0.010437053979773613,-720156.7246043793,-69,1989,41
카프로_울산_CPLM_1974,카프로,울산,CPLM,EE_001,1.0,270.0,61.79834593287001,44.185817342002046,0.017612528590867968,-1215264.4727698897,-69,1974,56
롯데케미칼_여수_PC_2008,롯데케미칼,여수,PC,EE_001,1.0,480.0,109.86372610288004,78.5525641635592,0.03131116193932084,-2160470.1738131377,-69,2008,22
LG화학_여수_PC_2001,LG화학,여수,PC,EE_001,1.0,170.0,38.91006966143667,27.820699807927216,0.011089369853509456,-765166.5198921524,-69,2001,29
삼양화성_전주_PC_1999,삼양화성,전주,PC,EE_001,1.0,120.0,27.46593152572001,19.6381410408898,0.00782779048483021,-540117.5434532844,-69,1999,31
한국트린지오_울산_SB-Latex_1990,한국트린지오,울산,SB-Latex,EE_001,1.0,43.0,9.841958796716334,7.037000539652178,0.0028049582570641557,-193542.11973742675,-69,1990,40
롯데베르살리스엘라스토머스_여수_S-SBR_2018,롯데베르살리스엘라스토머스,여수,S-SBR,EE_001,1.0,100.0,22.888276271433337,16.365117534074834,0.0065231587373585035,-450097.95287773677,-69,2018,12
LG화학_대산_BR_1996,LG화학,대산,BR,EE_001,1.0,220.0,50.35420779715334,36.00325857496463,0.01435094922218871,-990215.4963310211,-69,1996,34
롯데이네오스화학_울산_초산_1991,롯데이네오스화학,울산,초산,EE_001,1.0,710.0,162.50676152717674,116.19233449193132,0.046314427035245416,-3195695.4654319338,-69,1991,39
OCI_포항_PA_1983,OCI,포항,PA,EE_001,1.0,60.0,13.732965762860005,9.8190705204449,0.003913895242415105,-270058.7717266422,-69,1983,47
이수화학_울산_알킬벤젠_1973,이수화학,울산,알킬벤젠,EE_001,1.0,180.0,41.19889728858001,29.4572115613347,0.011741685727245307,-810176.3151799261,-69,1973,57
한국알콜산업_울산_초산에틸_1989,한국알콜산업,울산,초산에틸,EE_001,1.0,123.0,28.152579813863007,20.129094566912045,0.008023485246950962,-553620.4820396163,-69,1989,41
금호석유화학_여수_BR_1980,금호석유화학,여수,BR,EE_001,1.0,275.0,62.94275974644168,45.00407321870579,0.01793868652773589,-1237769.3704137763,-69,1980,50
한국알콜산업_울산_에탄올_1974,한국알콜산업,울산,에탄올,EE_001,1.0,70.0,16.021793390003335,11.455582273852382,0.004566211116150953,-315068.56701441575,-69,1974,56
롯데이네오스화학_울산_초산비닐_1996,롯데이네오스화학,울산,초산비닐,EE_001,1.0,460.0,105.28607084859334,75.27954065674423,0.03000653019184911,-2070450.5832375886,-69,1996,34
한화솔루션_여수_석유수지_2019,한화솔루션,여수,석유수지,EE_001,1.0,86.0,19.683917593432668,14.074001079304356,0.0056099165141283115,-387084.2394748535,-69,2019,11
롯데베르살리스엘라스토머스_여수_EPDM_2018,롯데베르살리스엘라스토머스,여수,EPDM,EE_001,1.0,96.0,21.972745220576005,15.710512832711839,0.0062622323878641665,-432094.0347626275,-69,2018,12
금호폴리켐_여수_EPDM_1987,금호폴리켐,여수,EPDM,EE_001,1.0,310.0,70.95365644144336,50.731864355631984,0.020221792085811374,-1395303.6539209848,-69,1987,43
한솔케미칼_전주_NB-Latex_2021,한솔케미칼,전주,NB-Latex,EE_001,1.0,28.0,6.408717356001335,4.582232909540953,0.0018264844464603823,-126027.42680576637,-69,2021,9
금호석유화학_울산_NB-Latex_2012,금호석유화학,울산,NB-Latex,EE_001,1.0,946.0,216.5230935277594,154.81401187234792,0.061709081655411495,-4257926.634223393,-69,2012,18
LG화학_여수_NB-Latex_2008,LG화학,여수,NB-Latex,EE_001,1.0,205.0,46.92096635643834,33.548490944853405,0.013372475411584936,-922700.8033993605,-69,2008,22
금호석유화학_울산_NBR_1987,금호석유화학,울산,NBR,EE_001,1.0,92.0,21.057214169718673,15.055908131348847,0.006001306038369826,-414090.116647518,-69,1987,43
LG화학_대산_NBR_1996,LG화학,대산,NBR,EE_001,1.0,65.0,14.87737957643167,10.637326397148641,0.004240053179283029,-292563.669370529,-69,1996,34
한국이네오스스티롤루션_울산_ABS_1990,한국이네오스스티롤루션,울산,ABS,EE_001,0.35760869565216336,98.69999999999709,17.559155894558046,12.554796464608996,0.005004359429949049,-345300.8006664844,-69,1990,40
롯데케미칼_대산_Ethylene_1991,롯데케미칼,대산,Ethylene,HP_001,1.0,1100.0,1308.8088206914956,1190.7799691261305,0.11802885156536513,1180288.5156536514,10,1991,39
한화토탈에너지스_대산_Ethylene_1991,한화토탈에너지스,대산,Ethylene,HP_001,1.0,1525.0,1814.4849559586648,1650.854048106681,0.16363090785198392,1636309.0785198393,10,1991,39
롯데케미칼_여수_Ethylene_1992,롯데케미칼,여수,Ethylene,HP_001,1.0,1230.0,1463.486226773218,1331.508510931946,0.13197771584127213,1319777.1584127215,10,1992,38
HD현대케미칼_대산_Ethylene_2021,HD현대케미칼,대산,Ethylene,HP_001,1.0,850.0,1011.3522705343375,920.1481579611009,0.09120411257323667,912041.1257323667,10,2021,9
LG화학_대산_Ethylene_1991,LG화학,대산,Ethylene,HP_001,1.0,1300.0,1546.774060817222,1407.285418058154,0.13948864275906817,1394886.4275906817,10,1991,39
여천NCC_여수_Ethylene_1979,여천NCC,여수,Ethylene,HP_001,1.0,2285.0,2718.7528684364247,2473.574754048371,0.24517811438805392,2451781.143880539,10,1979,51
GS칼텍스_여수_Ethylene_2021,GS칼텍스,여수,Ethylene,HP_001,1.0,900.0,1070.8435805657691,974.2745201941066,0.09656906037166255,965690.6037166255,10,2021,9
대한유화_온산_Ethylene_1991,대한유화,온산,Ethylene,HP_001,1.0,900.0,1070.8435805657691,974.2745201941066,0.09656906037166255,965690.6037166255,10,1991,39
SK지오센트릭_울산_Ethylene_1989,SK지오센트릭,울산,Ethylene,HP_001,1.0,660.0,785.2852924148975,714.4679814756781,0.07081731093921939,708173.109392194,10,1989,41
LG화학_여수_Ethylene_2021,LG화학,여수,Ethylene,HP_001,1.0,1030.0,1225.520986647491,1115.003061999922,0.11051792464756909,1105179.246475691,10,2021,9
S-Oil_온산_Ethylene_2018,S-Oil,온산,Ethylene,HP_001,1.0,182.0,216.54836851441107,197.01995852814156,0.019528409986269507,195284.09986269506,10,2018,12
롯데케미칼_울산_M-X_1998,롯데케미칼,울산,M-X,HP_001,1.0,360.0,418.6088532917559,380.8585559007158,0.03775029739104008,377502.97391040076,10,1998,32
롯데케미칼_울산_O-X_1980,롯데케미칼,울산,O-X,HP_001,1.0,210.0,214.40941266163108,195.07389448573244,0.019335518175898642,193355.1817589864,10,1980,50
SK지오센트릭_울산_O-X_1990,SK지오센트릭,울산,O-X,HP_001,1.0,200.0,204.19944063012483,185.78466141498328,0.01841477921514155,184147.7921514155,10,1990,40
롯데케미칼_대산_LDPE_2005,롯데케미칼,대산,LDPE,HP_001,1.0,500.0,389.0416852153865,353.95776570698496,0.03508391950840155,350839.1950840155,10,2005,25
HD현대케미칼_대산_LDPE_2021,HD현대케미칼,대산,LDPE,HP_001,1.0,300.0,233.4250111292319,212.37465942419098,0.021050351705040923,210503.51705040922,10,2021,9
LG화학_대산_LDPE_2006,LG화학,대산,LDPE,HP_001,1.0,280.0,217.86334372061643,198.21634879591159,0.01964699492470484,196469.9492470484,10,2006,24
LG화학_여수_LDPE_1990,LG화학,여수,LDPE,HP_001,1.0,180.0,140.05500667753915,127.42479565451458,0.012630211023024572,126302.11023024573,10,1990,40
한화솔루션_여수_LDPE_1979,한화솔루션,여수,LDPE,HP_001,1.0,337.0,262.2140958351705,238.56753408650786,0.023646561748662635,236465.61748662638,10,1979,51
롯데케미칼_울산_LDPE_1972,롯데케미칼,울산,LDPE,HP_001,1.0,120.0,93.37000445169278,84.94986376967638,0.008420140682016396,84201.40682016396,10,1972,58
한화토탈에너지스_대산_LDPE_1991,한화토탈에너지스,대산,LDPE,HP_001,1.0,435.0,338.46626613738624,307.94325616507683,0.03052300997230941,305230.09972309414,10,1991,39
HD현대오일뱅크_대산_Propylene_2011,HD현대오일뱅크,대산,Propylene,HP_001,1.0,420.0,267.69970555334856,243.5584495415236,0.024141256011824964,241412.56011824962,10,2011,19
롯데케미칼_대산_Propylene_1997,롯데케미칼,대산,Propylene,HP_001,1.0,550.0,350.5591382246231,318.9455886853285,0.03161354953929458,316135.49539294577,10,1997,33
효성화학_울산_Propylene_1991,효성화학,울산,Propylene,HP_001,1.0,500.0,318.69012565874834,289.9505351684805,0.028739590490267856,287395.90490267857,10,1991,39
롯데케미칼_여수_Propylene_1992,롯데케미칼,여수,Propylene,HP_001,1.0,641.0,408.5607410945153,371.71658608599193,0.03684415500852339,368441.5500852339,10,1992,38
대한유화_온산_Propylene_1991,대한유화,온산,Propylene,HP_001,1.0,560.0,356.9329407377981,324.74459938869813,0.03218834134909997,321883.4134909997,10,1991,39
S-Oil_온산_Propylene_2018,S-Oil,온산,Propylene,HP_001,1.0,840.0,535.3994111066971,487.1168990830472,0.04828251202364993,482825.12023649924,10,2018,12
SK에너지_울산_Propylene_1996,SK에너지,울산,Propylene,HP_001,1.0,620.0,395.1757558168478,359.5386636089158,0.03563709220793203,356370.9220793203,10,1996,34
SK지오센트릭_울산_Propylene_1989,SK지오센트릭,울산,Propylene,HP_001,1.0,380.0,242.20449550064868,220.3624067280451,0.021842088772603574,218420.88772603573,10,1989,41
태광산업_울산_Propylene_1997,태광산업,울산,Propylene,HP_001,1.0,300.0,191.21407539524895,173.97032110108825,0.01724375429416071,172437.5429416071,10,1997,33
LG화학_여수_Propylene_2021,LG화학,여수,Propylene,HP_001,1.0,1300.0,828.5943267127454,753.871391438049,0.0747229352746964,747229.352746964,10,2021,9
여천NCC_여수_Propylene_1979,여천NCC,여수,Propylene,HP_001,1.0,1289.0,821.5831439482532,747.4924796643425,0.07409066428391077,740906.6428391077,10,1979,51
GS칼텍스_여수_Propylene_2021,GS칼텍스,여수,Propylene,HP_001,1.0,970.0,618.2588437779716,562.504038226852,0.055754805551119606,557548.055511196,10,2021,9
SK어드밴스드_울산_Propylene_2016,SK어드밴스드,울산,Propylene,HP_001,1.0,600.0,382.4281507904979,347.9406422021765,0.03448750858832142,344875.0858832142,10,2016,14
LG화학_대산_Propylene_1991,LG화학,대산,Propylene,HP_001,1.0,680.0,433.4185708958977,394.3327278291334,0.03908584306676431,390858.43066764314,10,1991,39
한화토탈에너지스_대산_Propylene_1991,한화토탈에너지스,대산,Propylene,HP_001,1.0,1064.0,678.1725874018163,617.0147388385263,0.061157848563289915,611578.4856328992,10,1991,39
HD현대케미칼_대산_Propylene_2021,HD현대케미칼,대산,Propylene,HP_001,1.0,451.0,287.4584933441909,261.5353827219693,0.0259231106222216,259231.106222216,10,2021,9
한화토탈에너지스_대산_L-LDPE_2004,한화토탈에너지스,대산,L-LDPE,HP_001,1.0,530.0,327.7144641722758,298.16105557958554,0.02955340859269029,295534.0859269029,10,2004,26
LG화학_대산_L-LDPE_2006,LG화학,대산,L-LDPE,HP_001,1.0,125.0,77.2911472104424,70.32100367443054,0.006970143536011861,69701.4353601186,10,2006,24
SK지오센트릭_울산_L-LDPE_1990,SK지오센트릭,울산,L-LDPE,HP_001,1.0,550.0,340.0810477259465,309.4124161674944,0.030668631558452092,306686.3155845209,10,1990,40
롯데케미칼_여수_L-LDPE_2019,롯데케미칼,여수,L-LDPE,HP_001,1.0,600.0,370.9975066101234,337.5408176372666,0.03345668897285679,334566.88972856797,10,2019,11
한화솔루션_여수_L-LDPE_1986,한화솔루션,여수,L-LDPE,HP_001,1.0,288.0,178.0788031728593,162.01959246588797,0.01605921070697133,160592.1070697133,10,1986,44
LG화학_여수_L-LDPE_2021,LG화학,여수,L-LDPE,HP_001,1.0,425.0,262.78990051550414,239.09141249306387,0.023698488022440272,236984.88022440273,10,2021,9
DL케미칼_여수_L-LDPE_2010,DL케미칼,여수,L-LDPE,HP_001,1.0,10.0,6.183291776835391,5.625680293954444,0.0005576114828809473,5576.114828809474,10,2010,20
SSNC_울산_L-LDPE_2015,SSNC,울산,L-LDPE,HP_001,1.0,180.0,111.29925198303702,101.26224529117998,0.010037006691857045,100370.06691857045,10,2015,15
HD현대케미칼_대산_HDPE_2021,HD현대케미칼,대산,HDPE,HP_001,1.0,575.0,334.77064067143215,304.58090353673373,0.03018973713469842,301897.3713469842,10,2021,9
DL케미칼_여수_HDPE_1980,DL케미칼,여수,HDPE,HP_001,1.0,630.0,366.7921802139168,333.7147290924213,0.03307745112149553,330774.51121495524,10,1980,50
롯데케미칼_여수_HDPE_1992,롯데케미칼,여수,HDPE,HP_001,1.0,360.0,209.5955315508096,190.69413090995502,0.018901400640854576,189014.00640854577,10,1992,38
LG화학_여수_HDPE_1992,LG화학,여수,HDPE,HP_001,1.0,500.0,291.10490493168,264.8529595971598,0.026251945334520202,262519.45334520197,10,1992,38
GS칼텍스_여수_HDPE_2021,GS칼텍스,여수,HDPE,HP_001,1.0,650.0,378.4363764111841,344.3088474763077,0.03412752893487641,341275.2893487641,10,2021,9
대한유화_온산_HDPE_1976,대한유화,온산,HDPE,HP_001,1.0,210.0,122.26406007130564,111.2382430308071,0.011025817040498537,110258.17040498537,10,1976,54
SK지오센트릭_울산_HDPE_1990,SK지오센트릭,울산,HDPE,HP_001,1.0,490.0,285.28280683304644,259.55590040521656,0.025726906427829873,257269.0642782987,10,1990,40
한화토탈에너지스_대산_HDPE_1991,한화토탈에너지스,대산,HDPE,HP_001,1.0,180.0,104.7977657754048,95.34706545497751,0.009450700320427288,94507.00320427289,10,1991,39
금호석유화학_울산_PS_1973,금호석유화학,울산,PS,HP_001,1.0,265.0,154.28559961379042,140.37206858649463,0.013913531027295789,139135.3102729579,10,1973,57
LG화학_여수_PS_1984,LG화학,여수,PS,HP_001,1.0,40.0,23.2883923945344,21.18823676777278,0.002100155626761623,21001.55626761623,10,1984,46
HDC현대EP_울산_PS_1989,HDC현대EP,울산,PS,HP_001,1.0,148.0,86.16705185977729,78.39647604075927,0.00777057581901802,77705.7581901802,10,1989,41
한국이네오스스티롤루션_울산_PS_1985,한국이네오스스티롤루션,울산,PS,HP_001,1.0,266.0,154.86780942365377,140.90177450568896,0.013966034917964805,139660.34917964807,10,1985,45
SK지오센트릭_울산_톨루엔_2070,SK지오센트릭,울산,톨루엔,HP_001,1.0,1506.0,861.2362473461536,783.5696518940956,0.07766659545205801,776665.9545205801,10,2070,-40
롯데케미칼_대산_톨루엔_2011,롯데케미칼,대산,톨루엔,HP_001,1.0,120.0,68.62440217897637,62.43582883618292,0.006188573342793447,61885.733427934465,10,2011,19
LG화학_대산_톨루엔_2011,LG화학,대산,톨루엔,HP_001,1.0,100.0,57.18700181581364,52.02985736348577,0.00515714445232787,51571.444523278704,10,2011,19
롯데케미칼_여수_톨루엔_1992,롯데케미칼,여수,톨루엔,HP_001,1.0,220.0,125.81140399479,114.46568619966868,0.011345717795121318,113457.17795121319,10,1992,38
여천NCC_여수_톨루엔_1979,여천NCC,여수,톨루엔,HP_001,1.0,282.0,161.26734512059448,146.72419776502986,0.014543147355564627,145431.47355564628,10,1979,51
GS칼텍스_여수_톨루엔_1990,GS칼텍스,여수,톨루엔,HP_001,1.0,170.0,97.21790308688318,88.4507575179258,0.008767145568957389,87671.45568957388,10,1990,40
대한유화_온산_톨루엔_2008,대한유화,온산,톨루엔,HP_001,1.0,78.0,44.60586141633464,40.5832887435189,0.004022572672815741,40225.72672815741,10,2008,22
S-Oil_온산_톨루엔_1991,S-Oil,온산,톨루엔,HP_001,1.0,300.0,171.5610054474409,156.0895720904573,0.015471433356983595,154714.33356983593,10,1991,39
OCI_광양_톨루엔_1995,OCI,광양,톨루엔,HP_001,1.0,40.0,22.874800726325457,20.8119429453943,0.0020628577809311574,20628.577809311573,10,1995,35
LG화학_여수_톨루엔_1992,LG화학,여수,톨루엔,HP_001,1.0,112.0,64.04944203371127,58.27344024710405,0.005776001786607225,57760.01786607225,10,1992,38
한화솔루션_울산_PVC_2066,한화솔루션,울산,PVC,HP_001,1.0,330.0,184.1878954483726,167.57776459631495,0.016610130852057637,166101.30852057636,10,2066,-36
LG화학_대산_PVC_1998,LG화학,대산,PVC,HP_001,1.0,240.0,133.9548330533619,121.87473788822905,0.01208009516513286,120800.95165132859,10,1998,32
한화솔루션_여수_PVC_1990,한화솔루션,여수,PVC,HP_001,1.0,480.0,267.9096661067238,243.7494757764581,0.02416019033026572,241601.90330265719,10,1990,40
LG화학_여수_PVC_1976,LG화학,여수,PVC,HP_001,1.0,450.0,251.16531197505353,228.51513354042947,0.022650178434624052,226501.7843462405,10,1976,54
울산아로마틱스_울산_P-X_2014,울산아로마틱스,울산,P-X,HP_001,1.0,1000.0,543.1440172460224,494.16309384708245,0.04898092339893992,489809.23398939916,10,2014,16
롯데케미칼_울산_P-X_1980,롯데케미칼,울산,P-X,HP_001,1.0,750.0,407.35801293451686,370.62232038531187,0.036735692549205,367356.92549205,10,1980,50
S-Oil_온산_P-X_1997,S-Oil,온산,P-X,HP_001,1.0,1900.0,1031.9736327674427,938.9098783094566,0.09306375445798608,930637.5445798608,10,1997,33
GS칼텍스_여수_P-X_1990,GS칼텍스,여수,P-X,HP_001,1.0,1350.0,733.2444232821302,667.1201766935613,0.0661242465885689,661242.465885689,10,1990,40
HD현대오일뱅크_대산_P-X_1997,HD현대오일뱅크,대산,P-X,HP_001,1.0,1460.0,792.9902651791926,721.4781170167404,0.07151214816245226,715121.4816245226,10,1997,33
한화토탈에너지스_대산_P-X_1997,한화토탈에너지스,대산,P-X,HP_001,1.0,2000.0,1086.288034492045,988.3261876941649,0.09796184679788007,979618.4679788006,10,1997,33
SK인천석유화학_인천_P-X_2014,SK인천석유화학,인천,P-X,HP_001,1.0,1500.0,814.7160258690337,741.2446407706237,0.07347138509841,734713.8509841,10,2014,16
SK지오센트릭_울산_P-X_1990,SK지오센트릭,울산,P-X,HP_001,1.0,830.0,450.8095343141986,410.15536789307833,0.040654166421120234,406541.66421120235,10,1990,40
LG화학_대산_VCM_1997,LG화학,대산,VCM,HP_001,1.0,230.0,107.15641208358804,97.49300818827449,0.00966340389531355,96634.03895313549,10,1997,33
LG화학_여수_VCM_1990,LG화학,여수,VCM,HP_001,1.0,720.0,335.4461595660147,305.1955038937288,0.030250655672285916,302506.55672285915,10,1990,40
한화솔루션_여수_VCM_1979,한화솔루션,여수,VCM,HP_001,1.0,583.0,271.61820975970363,247.12358162506098,0.024494628134642652,244946.28134642652,10,1979,51
한화솔루션_울산_VCM_1972,한화솔루션,울산,VCM,HP_001,1.0,264.0,122.99692517420542,111.90501809436724,0.01109190707983818,110919.07079838178,10,1972,58
