facility_lifetime,bau_2025_baseline,total_cost_billion_usd,technologies_deployed,total_abatement_mt,avg_cost_per_tco2,emissions_2030,target_2030,achievement_2030_pct,emissions_2040,target_2040,achievement_2040_pct,emissions_2050,target_2050,netzero_achievement_pct
30yr,59.99716268711269,-26.587079999999997,1,385.31999999999994,-69000.0,5.332477897864683,47.997730149690156,100.0,4.300729507317806,23.998865074845078,100.0,-4.46461594798785,0.0,100.0
