Energy_Source,Annual_Emissions_tCO2,Emissions_MtCO2,Emission_Share_Percent,Energy_Consumption_GJ,Energy_Consumption_Million_GJ,Energy_Consumption_toe,Energy_Consumption_Million_toe,Energy_Share_Percent,Energy_Intensity_GJ_per_tCO2
Naphtha,382505984.4,382.5059844,86.71898558935558,5425616800.0,5425.6168,129588630.93532053,129.58863093532054,85.14558330924604,14.184397163120568
LPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Natural_Gas,54678622.85867709,54.67862285867709,12.39634123676583,938174126.9899018,938.1741269899018,22407904.05536213,22.40790405536213,14.72300500252761,17.15796920150524
Electricity,3902176.4489855543,3.9021764489855544,0.8846731738785862,8373769.203831661,8.37376920383166,200004.04136408857,0.20000404136408856,0.13141168822635013,2.1459227467811157
