year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ethylene_production_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh
2029,NCC-Electricity,False,18636.17698104963,64.64,64.64,0.21466951789887312,129.49466951789887,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,484.0,0.3671999999999999,88.0
2029,RE_PPA,True,2.7667244454645306,0.0,0.0,476.82499772788725,476.82499772788725,151.24888927928578,,,,Energy-based,,,,,,,0.3671999999999999,88.0
2030,Heat_Pump,True,1.9779707798125195,36.0,21.599999999999998,215.336278680398,272.936278680398,157.2988448504572,5.8783193435506735,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2030,NCC-H2,True,18652.870473592826,57.6,57.6,0.5209779498140729,115.72097794981407,,5.8783193435506735,,,Energy-based,0.2,2256.6480388079895,8265.742,1175.6638687101347,,,,
2030,NCC-Electricity,True,18636.95892024283,62.4,62.4,0.21953915912514604,125.01953915912515,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,495.0,0.35,90.0
2030,RE_PPA,True,2.7452924239990333,0.0,0.0,524.3294828348573,524.3294828348573,157.2988448504572,,,,Energy-based,,,,,,,0.35,90.0
2031,Heat_Pump,True,1.9779707798125195,35.1,21.06,223.94972982761394,280.10972982761393,163.59079864447548,5.705731935093315,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2031,NCC-H2,True,18652.870473592826,55.98,55.980000000000004,0.5056820414145936,112.4656820414146,,5.705731935093315,,,Energy-based,0.2,2256.6480388079895,8265.742,1141.146387018663,,,,
2031,NCC-Electricity,True,18637.59538237683,60.76,60.76,0.22197090269015235,121.74197090269014,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,500.5,0.3359999999999999,91.0
2031,RE_PPA,True,2.726227893276818,0.0,0.0,571.995799456208,571.995799456208,163.59079864447548,,,,Energy-based,,,,,,,0.3359999999999999,91.0
2032,Heat_Pump,True,1.9779707798125195,34.2,20.52,232.9077190207185,287.6277190207185,170.1344305902545,5.533144526635955,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2032,NCC-H2,True,18652.870473592826,54.36,54.36,0.4903861330151141,109.2103861330151,,5.533144526635955,,,Energy-based,0.2,2256.6480388079895,8265.742,1106.628905327191,,,,
2032,NCC-Electricity,True,18638.231844510825,59.12,59.120000000000005,0.22440248017581046,118.46440248017582,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,506.0,0.322,92.0
2032,RE_PPA,True,2.7055055772744097,0.0,0.0,625.4942301112299,625.4942301112299,170.1344305902545,,,,Energy-based,,,,,,,0.322,92.0
2033,Heat_Pump,True,1.9779707798125195,33.3,19.98,242.2240277815473,295.5040277815473,176.93980781386472,5.360557118178597,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2033,NCC-H2,True,18652.870473592826,52.74,52.74,0.47509022461563477,105.95509022461565,,5.360557118178597,,,Energy-based,0.2,2256.6480388079895,8265.742,1072.1114236357193,,,,
2033,NCC-Electricity,True,18638.86830664483,57.48,57.480000000000004,0.2268338915991336,115.18683389159914,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,511.5,0.308,93.0
2033,RE_PPA,True,2.6828994143626916,0.0,0.0,685.8132085808711,685.8132085808711,176.93980781386472,,,,Energy-based,,,,,,,0.308,93.0
2034,Heat_Pump,True,1.9779707798125195,32.4,19.439999999999998,251.91298889280915,303.7529888928091,184.0174001264193,5.187969709721238,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2034,NCC-H2,True,18652.870473592826,51.12,51.120000000000005,0.45979431621615546,102.69979431621617,,5.187969709721238,,,Energy-based,0.2,2256.6480388079895,8265.742,1037.5939419442477,,,,
2034,NCC-Electricity,True,18639.50476877883,55.84,55.84,0.2292651369771329,111.90926513697714,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,517.0,0.294,94.0
2034,RE_PPA,True,2.6581402835546197,0.0,0.0,754.1696726492594,754.1696726492594,184.0174001264193,,,,Energy-based,,,,,,,0.294,94.0
2035,Heat_Pump,True,1.9779707798125195,31.5,18.9,261.9895084485215,312.3895084485215,191.37809613147607,5.015382301263879,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2035,NCC-H2,True,18652.870473592826,49.5,49.5,0.44449840781667604,99.44449840781668,,5.015382301263879,,,Energy-based,0.2,2256.6480388079895,8265.742,1003.0764602527759,,,,
2035,NCC-Electricity,True,18640.14123091283,54.2,54.2,0.23169621632681703,108.63169621632682,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,522.5,0.28,95.0
2035,RE_PPA,True,2.6309052396657404,0.0,0.0,832.0786788325046,832.0786788325046,191.37809613147607,,,,Energy-based,,,,,,,0.28,95.0
2036,Heat_Pump,True,1.9779707798125195,30.6,18.36,261.9895084485215,310.9495084485215,191.37809613147607,4.8448961286321754,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2036,NCC-H2,True,18652.870473592826,47.88,47.88,0.42938872569524444,96.18938872569525,,4.8448961286321754,,,Energy-based,0.2,2256.6480388079895,8265.742,968.9792257264351,,,,
2036,NCC-Electricity,True,18640.868616208827,52.56,52.56,0.23412598768091164,105.35412598768092,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,528.0,0.264,96.0
2036,RE_PPA,True,2.5962424565344393,0.0,0.0,894.2901688386734,894.2901688386734,191.37809613147607,,,,Energy-based,,,,,,,0.264,96.0
2037,Heat_Pump,True,1.9779707798125195,29.7,17.82,261.9895084485215,309.5095084485215,191.37809613147607,4.674409956000472,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2037,NCC-H2,True,18652.870473592826,46.26,46.26,0.4142790435738129,92.93427904357381,,4.674409956000472,,,Energy-based,0.2,2256.6480388079895,8265.742,934.8819912000945,,,,
2037,NCC-Electricity,True,18641.59600150483,50.92,50.92,0.2365555694181992,102.0765555694182,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,533.5,0.248,97.0
2037,RE_PPA,True,2.557107056224906,0.0,0.0,966.5560410680612,966.5560410680612,191.37809613147607,,,,Energy-based,,,,,,,0.248,97.0
2038,Heat_Pump,True,1.9779707798125195,28.8,17.28,261.9895084485215,308.0695084485215,191.37809613147607,4.503922860559887,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2038,NCC-H2,True,18652.870473592826,44.64,44.64,0.39916927966657634,89.67916927966658,,4.503922860559887,,,Energy-based,0.2,2256.6480388079895,8265.742,900.7845721119774,,,,
2038,NCC-Electricity,True,18642.323386800832,49.28,49.28,0.23898496156087515,98.79898496156088,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,539.0,0.232,98.0
2038,RE_PPA,True,2.5125736696657817,0.0,0.0,1051.528000722396,1051.528000722396,191.37809613147607,,,,Energy-based,,,,,,,0.232,98.0
2039,Heat_Pump,True,1.9779707798125195,27.9,16.74,261.9895084485215,306.6295084485215,191.37809613147607,4.333436687928183,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2039,NCC-H2,True,18652.870473592826,43.02,43.02,0.38405959754514474,86.42405959754515,,4.333436687928183,,,Energy-based,0.2,2256.6480388079895,8265.742,866.6873375856366,,,,
2039,NCC-Electricity,True,18643.050772096827,47.64,47.64,0.24141416413113143,95.52141416413113,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,544.5,0.216,99.0
2039,RE_PPA,True,2.461442744357158,0.0,0.0,1152.8800971775668,1152.8800971775668,191.37809613147607,,,,Energy-based,,,,,,,0.216,99.0
2040,Heat_Pump,True,1.9779707798125195,27.0,16.2,261.9895084485215,305.1895084485215,191.37809613147607,4.1629505152964805,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2040,NCC-H2,True,18652.870473592826,41.4,41.4,0.36894991542371325,83.16894991542371,,4.1629505152964805,,,Energy-based,0.2,2256.6480388079895,8265.742,832.5901030592961,,,,
2040,NCC-Electricity,True,18643.77815739283,46.0,46.0,0.24384317715115642,92.24384317715116,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.2,100.0
2040,RE_PPA,True,2.4021308709991542,0.0,0.0,1275.8539742098405,1275.8539742098405,191.37809613147607,,,,Energy-based,,,,,,,0.2,100.0
2041,Heat_Pump,True,1.9779707798125195,26.55,15.93,261.9895084485215,304.46950844852154,191.37809613147607,3.992464342664777,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2041,NCC-H2,True,18652.870473592826,40.711999999999996,40.711999999999996,0.3538402333022817,81.77784023330227,,3.992464342664777,,,Energy-based,0.2,2256.6480388079895,8265.742,798.4928685329554,,,,
2041,NCC-Electricity,True,18644.50554268883,45.16,45.160000000000004,0.24383366400310413,90.5638336640031,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.184,100.0
2041,RE_PPA,True,2.3325038892310626,0.0,0.0,1428.1947472498218,1428.1947472498218,191.37809613147607,,,,Energy-based,,,,,,,0.184,100.0
2042,Heat_Pump,True,1.9779707798125195,26.1,15.66,261.9895084485215,303.7495084485215,191.37809613147607,3.8219772472241904,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2042,NCC-H2,True,18652.870473592826,40.024,40.024,0.33873046939504503,80.38673046939505,,3.8219772472241904,,,Energy-based,0.2,2256.6480388079895,8265.742,764.395449444838,,,,
2042,NCC-Electricity,True,18645.232927984827,44.32,44.32,0.24382415159730308,88.88382415159731,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.168,100.0
2042,RE_PPA,True,2.24961462522143,0.0,0.0,1621.848272300645,1621.848272300645,191.37809613147607,,,,Energy-based,,,,,,,0.168,100.0
2043,Heat_Pump,True,1.9779707798125195,25.65,15.389999999999999,261.9895084485215,303.02950844852154,191.37809613147607,3.6514910745924873,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2043,NCC-H2,True,18652.870473592826,39.336,39.336,0.3236207872736135,78.99562078727361,,3.6514910745924873,,,Energy-based,0.2,2256.6480388079895,8265.742,730.2982149184975,,,,
2043,NCC-Electricity,True,18645.96031328083,43.48,43.480000000000004,0.24381463993366645,87.20381463993367,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.152,100.0
2043,RE_PPA,True,2.1492749898413486,0.0,0.0,1876.255844426236,1876.255844426236,191.37809613147607,,,,Energy-based,,,,,,,0.152,100.0
2044,Heat_Pump,True,1.9779707798125195,25.2,15.12,261.9895084485215,302.3095084485215,191.37809613147607,3.481004901960784,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2044,NCC-H2,True,18652.870473592826,38.648,38.648,0.30851110515218194,77.60451110515218,,3.481004901960784,,,Energy-based,0.2,2256.6480388079895,8265.742,696.2009803921568,,,,
2044,NCC-Electricity,True,18646.68769857683,42.64,42.64,0.24380512901210744,85.5238051290121,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.136,100.0
2044,RE_PPA,True,2.025326028489483,0.0,0.0,2225.32669920321,2225.32669920321,191.37809613147607,,,,Energy-based,,,,,,,0.136,100.0
2045,Heat_Pump,True,1.9779707798125195,24.75,14.85,261.9895084485215,301.58950844852154,191.37809613147607,3.3105178065201986,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2045,NCC-H2,True,18652.870473592826,37.96,37.96,0.2934013412449454,76.21340134124495,,3.3105178065201986,,,Energy-based,0.2,2256.6480388079895,8265.742,662.1035613040397,,,,
2045,NCC-Electricity,True,18647.41508387283,41.8,41.800000000000004,0.24379561883253908,83.84379561883253,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.12,100.0
2045,RE_PPA,True,1.8683240107771197,0.0,0.0,2733.9728018782303,2733.9728018782303,191.37809613147607,,,,Energy-based,,,,,,,0.12,100.0
2046,Heat_Pump,True,1.9779707798125195,24.3,14.58,261.9895084485215,300.8695084485215,191.37809613147607,3.1736467930545715,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2046,NCC-H2,True,18652.870473592826,37.272,37.272,0.2812708706432538,74.82527087064325,,3.1736467930545715,,,Energy-based,0.2,2256.6480388079895,8265.742,634.7293586109143,,,,
2046,NCC-Electricity,True,18647.869699682826,40.96,40.96,0.24378967534706247,82.16378967534706,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.11,100.0
2046,RE_PPA,True,1.7470042698175665,0.0,0.0,3189.6349355246016,3189.6349355246016,191.37809613147607,,,,Energy-based,,,,,,,0.11,100.0
2047,Heat_Pump,True,1.9779707798125195,23.85,14.309999999999999,261.9895084485215,300.1495084485215,191.37809613147607,3.036774856780061,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2047,NCC-H2,True,18652.870473592826,36.584,36.584,0.269140318255757,73.43714031825576,,3.036774856780061,,,Energy-based,0.2,2256.6480388079895,8265.742,607.3549713560122,,,,
2047,NCC-Electricity,True,18648.324315492828,40.12,40.12,0.2437837321513709,80.48378373215137,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.1,100.0
2047,RE_PPA,True,1.6014205806661028,0.0,0.0,3827.561922629521,3827.561922629521,191.37809613147607,,,,Energy-based,,,,,,,0.1,100.0
2048,Heat_Pump,True,1.9779707798125195,23.4,14.04,261.9895084485215,299.4295084485215,191.37809613147607,2.8999038433144344,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2048,NCC-H2,True,18652.870473592826,35.896,35.896,0.2570098476540654,72.04900984765406,,2.8999038433144344,,,Energy-based,0.2,2256.6480388079895,8265.742,579.9807686628869,,,,
2048,NCC-Electricity,True,18648.77893130283,39.28,39.28,0.24377778924544305,78.80377778924544,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.09,100.0
2048,RE_PPA,True,1.4234849605920914,0.0,0.0,4784.452403286903,4784.452403286903,191.37809613147607,,,,Energy-based,,,,,,,0.09,100.0
2049,Heat_Pump,True,1.9779707798125195,22.95,13.77,261.9895084485215,298.70950844852155,191.37809613147607,2.7630319070399247,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2049,NCC-H2,True,18652.870473592826,35.208,35.208000000000006,0.24487929526656874,70.66087929526657,,2.7630319070399247,,,Energy-based,0.2,2256.6480388079895,8265.742,552.6063814079849,,,,
2049,NCC-Electricity,True,18649.233547112828,38.44,38.44,0.2437718466292579,77.12377184662925,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.08,100.0
2049,RE_PPA,True,1.2010654354995771,0.0,0.0,6379.269871049202,6379.269871049202,191.37809613147607,,,,Energy-based,,,,,,,0.08,100.0
2050,Heat_Pump,True,1.9779707798125195,22.5,13.5,261.9895084485215,297.9895084485215,191.37809613147607,2.626159970765414,2707768.562879913,38991867.30547075,Energy-based,,,,,,,,
2050,NCC-H2,True,18652.870473592826,34.52,34.52,0.232748742879072,69.27274874287907,,2.626159970765414,,,Energy-based,0.2,2256.6480388079895,8265.742,525.2319941530828,,,,
2050,NCC-Electricity,True,18649.688162922826,37.6,37.6,0.24376590430279424,75.4437659043028,,,,,Energy-based,,2256.6480388079895,8265.742,,5.5,550.0,0.07,100.0
2050,RE_PPA,True,0.9150974746663444,0.0,0.0,9568.904806573804,9568.904806573804,191.37809613147607,,,,Energy-based,,,,,,,0.07,100.0
