product,process,company,location,capacity_kt,year_built,Naphtha_GJ_per_tonne,Electricity_kWh_per_tonne,LNG_GJ_per_tonne,Fuel_Gas_GJ_per_tonne,Byproduct_Gas_GJ_per_tonne,LPG_GJ_per_tonne,Fuel_Oil_GJ_per_tonne,Diesel_GJ_per_tonne
Ethylene,Naphtha Cracker,HD Hyundai Chemical,Daesan,935.0,2021,29.0,21.813940359753925,4.49223052977869,5.615288162223364,1.1230576324446726,0.0,0.0,0.0
Ethylene,Naphtha Cracker,LG Chem,Daesan,1430.0,1991,29.0,21.813940359753925,4.49223052977869,5.615288162223364,1.1230576324446726,0.0,0.0,0.0
Ethylene,Naphtha Cracker,Hanwha TotalEnergies,Daesan,1677.5,1991,29.0,21.813940359753925,4.49223052977869,5.615288162223364,1.1230576324446726,0.0,0.0,0.0
Ethylene,Naphtha Cracker,Lotte Chemical,Yeosu,1353.0,1992,29.0,21.813940359753925,4.49223052977869,5.615288162223364,1.1230576324446726,0.0,0.0,0.0
Ethylene,Naphtha Cracker,LG Chem,Yeosu,1133.0,2021,29.0,21.813940359753925,4.49223052977869,5.615288162223364,1.1230576324446726,0.0,0.0,0.0
Ethylene,Naphtha Cracker,GS Caltex,Yeosu,990.0,2021,29.0,21.813940359753925,4.49223052977869,5.615288162223364,1.1230576324446726,0.0,0.0,0.0
Ethylene,Naphtha Cracker,Daehan Oil Chemical,Onsan,990.0,1991,29.0,21.813940359753925,4.49223052977869,5.615288162223364,1.1230576324446726,0.0,0.0,0.0
Ethylene,Naphtha Cracker,S-Oil,Onsan,200.2,2018,29.0,21.813940359753925,4.49223052977869,5.615288162223364,1.1230576324446726,0.0,0.0,0.0
Propylene,Naphtha Cracker,Lotte Chemical,Daesan,605.0,1997,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,HDHyundai Oilbank,Daesan,462.0,2011,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,HD Hyundai Chemical,Daesan,496.1,2021,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,LG Chem,Daesan,748.0,1991,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,Hanwha TotalEnergies,Daesan,1170.4,1991,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,Lotte Chemical,Yeosu,705.1,1992,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,LG Chem,Yeosu,1430.0,2021,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,GS Caltex,Yeosu,1067.0,2021,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,S-Oil,Onsan,924.0,2018,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,SK Advanced,Ulsan,660.0,2016,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,SK Energy,Ulsan,682.0,1996,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Propylene,Naphtha Cracker,Taekwang Industrial,Ulsan,330.0,1997,25.394594594594576,48.84474765471761,3.9341049185031576,5.16351270553539,1.229407787032236,0.0,0.0,0.0
Butadiene,Naphtha Cracker,Lotte Chemical,Daesan,209.0,1997,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Butadiene,Naphtha Cracker,HD Hyundai Chemical,Daesan,179.3,2021,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Butadiene,Naphtha Cracker,LG Chem,Daesan,220.0,1991,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Butadiene,Naphtha Cracker,Hanwha TotalEnergies,Daesan,165.0,1991,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Butadiene,Naphtha Cracker,Kumho Petrochemical,Yeosu,161.7,1992,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Butadiene,Naphtha Cracker,Lotte GS Chemical,Yeosu,143.0,2022,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Butadiene,Naphtha Cracker,Lotte Chemical,Yeosu,176.0,2011,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Butadiene,Naphtha Cracker,LG Chem,Yeosu,336.6,1991,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Butadiene,Naphtha Cracker,Yeochon NCC,Yeosu,415.8,1992,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Butadiene,Naphtha Cracker,Daehan Oil Chemical,Ulsan,160.6,2023,29.0,102.15894934320028,4.165522854885694,5.322612536798388,1.1570896819126937,0.0,0.0,0.0
Benzene,BTX Plant,OCI,Gwangyang,220.0,1995,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,Lotte Chemical,Daesan,264.0,2011,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,HD Hyundai Chemical,Daesan,451.0,2016,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,HDHyundai Oilbank,Daesan,371.8,1997,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,LG Chem,Daesan,297.0,1991,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,Hanwha TotalEnergies,Daesan,1393.7,1991,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,Lotte Chemical,Yeosu,258.5,1992,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,LG Chem,Yeosu,693.0,1992,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,Yeochon NCC,Yeosu,502.7,1979,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,GS Caltex,Yeosu,1023.0,1990,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,Daehan Oil Chemical,Onsan,231.0,2008,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,S-Oil,Onsan,739.2,1991,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,Lotte Chemical,Ulsan,121.0,1986,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,SK Geocentric,Ulsan,663.3,1972,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,Ulsan Aromatics,Ulsan,660.0,2014,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Benzene,BTX Plant,SK Incheon Petrochemical,Incheon,660.0,2006,0.0,9.346179969062668,2.540598189866875,3.1757477373335923,0.6351495474667186,0.0,0.0,0.0
Toluene,BTX Plant,OCI,Gwangyang,44.0,1995,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Toluene,BTX Plant,Lotte Chemical,Daesan,132.0,2011,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Toluene,BTX Plant,LG Chem,Daesan,110.0,2011,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Toluene,BTX Plant,Lotte Chemical,Yeosu,242.0,1992,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Toluene,BTX Plant,LG Chem,Yeosu,123.2,1992,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Toluene,BTX Plant,Yeochon NCC,Yeosu,310.2,1979,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Toluene,BTX Plant,GS Caltex,Yeosu,187.0,1990,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Toluene,BTX Plant,Daehan Oil Chemical,Onsan,85.8,2008,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Toluene,BTX Plant,S-Oil,Onsan,330.0,1991,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Toluene,BTX Plant,SK Geocentric,Ulsan,1656.6,2070,0.0,6.853865310645958,3.3874642531558323,4.2343303164447885,0.8468660632889579,0.0,0.0,0.0
Xylene,BTX Plant,Lotte Chemical,Daesan,66.0,2011,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
Xylene,BTX Plant,HD Hyundai Chemical,Daesan,1485.0,2016,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
Xylene,BTX Plant,LG Chem,Daesan,0.0,2011,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
Xylene,BTX Plant,Lotte Chemical,Yeosu,86.9,1992,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
Xylene,BTX Plant,LG Chem,Yeosu,66.0,1992,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
Xylene,BTX Plant,Yeochon NCC,Yeosu,224.4,1979,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
Xylene,BTX Plant,GS Caltex,Yeosu,385.0,1990,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
Xylene,BTX Plant,Daehan Oil Chemical,Onsan,51.7,2008,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
Xylene,BTX Plant,S-Oil,Onsan,495.0,1991,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
Xylene,BTX Plant,SK Geocentric,Ulsan,983.4,2070,0.0,194.86785235495665,3.810897284800313,4.763621606000386,0.9527243212000776,0.0,0.0,0.0
O-X,BTX Plant,Lotte Chemical,Ulsan,231.0,1980,0.0,0.9346179969062668,0.0,0.0,0.0,0.0,0.0,0.0
O-X,BTX Plant,SK Geocentric,Ulsan,220.0,1990,0.0,0.9346179969062668,0.0,0.0,0.0,0.0,0.0,0.0
M-X,BTX Plant,Lotte Chemical,Ulsan,396.0,1998,0.0,0.9346179969062668,0.0,0.0,0.0,0.0,0.0,0.0
P-X,BTX Plant,HDHyundai Oilbank,Daesan,1606.0,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-X,BTX Plant,Hanwha TotalEnergies,Daesan,2200.0,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-X,BTX Plant,GS Caltex,Yeosu,1485.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-X,BTX Plant,S-Oil,Onsan,2090.0,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-X,BTX Plant,Lotte Chemical,Ulsan,825.0,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-X,BTX Plant,SK Geocentric,Ulsan,913.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-X,BTX Plant,Ulsan Aromatics,Ulsan,1100.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-X,BTX Plant,SK Incheon Petrochemical,Incheon,1650.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-H,Naphtha Cracker,Caprolactam,Ulsan,209.0,2000,18.8108108108108,0.8060312167137976,0.0,0.0,0.0,0.0,0.0,0.0
SM,Utility,Lotte Chemical,Daesan,385.0,2005,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
SM,Utility,LG Chem,Daesan,634.7,2006,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
SM,Utility,Hanwha TotalEnergies,Daesan,1178.1,1991,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
SM,Utility,Yeochon NCC,Yeosu,386.1,1986,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
SM,Utility,SKpicglobal,Ulsan,440.0,1990,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
EDC,Utility,LG Chem,Yeosu,891.0,1996,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
EDC,Utility,Hanwha Solutions,Yeosu,1744.6,1980,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
EDC,Utility,Hanwha Solutions,Ulsan,423.5,1991,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
VCM,Utility,LG Chem,Daesan,253.0,1997,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
VCM,Utility,LG Chem,Yeosu,792.0,1990,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
VCM,Utility,Hanwha Solutions,Yeosu,641.3,1979,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
VCM,Utility,Hanwha Solutions,Ulsan,290.4,1972,0.0,1.1527027205566127,0.0,0.0,0.0,0.0,0.0,0.0
PC,Utility,Lotte Chemical,Yeosu,528.0,2008,0.0,0.8060312167137976,0.0,0.0,0.0,0.0,0.0,0.0
PC,Utility,LG Chem,Yeosu,187.0,2001,0.0,0.8060312167137976,0.0,0.0,0.0,0.0,0.0,0.0
PC,Utility,Samyang Chemical,Jeonju,132.0,1999,0.0,0.8060312167137976,0.0,0.0,0.0,0.0,0.0,0.0
LDPE,Utility,HD Hyundai Chemical,Daesan,330.0,2021,0.0,1.9002744489604553,0.0,0.0,0.0,0.0,0.0,0.0
LDPE,Utility,LG Chem,Daesan,308.0,2006,0.0,1.9002744489604553,0.0,0.0,0.0,0.0,0.0,0.0
LDPE,Utility,Hanwha TotalEnergies,Daesan,478.5,1991,0.0,1.9002744489604553,0.0,0.0,0.0,0.0,0.0,0.0
LDPE,Utility,LG Chem,Yeosu,198.0,1990,0.0,1.9002744489604553,0.0,0.0,0.0,0.0,0.0,0.0
LDPE,Utility,Hanwha Solutions,Yeosu,370.7,1979,0.0,1.9002744489604553,0.0,0.0,0.0,0.0,0.0,0.0
LDPE,Utility,Lotte Chemical,Ulsan,132.0,1972,0.0,1.9002744489604553,0.0,0.0,0.0,0.0,0.0,0.0
LDPE,Utility,Lotte Chemical,Daesan,550.0,2005,0.0,1.9002744489604553,0.0,0.0,0.0,0.0,0.0,0.0
L-LDPE,Utility,LG Chem,Daesan,137.5,2006,0.0,1.7540994913481132,0.0,0.0,0.0,0.0,0.0,0.0
L-LDPE,Utility,Hanwha TotalEnergies,Daesan,583.0,2004,0.0,1.7540994913481132,0.0,0.0,0.0,0.0,0.0,0.0
L-LDPE,Utility,DL Chemical,Yeosu,11.0,2010,0.0,1.7540994913481132,0.0,0.0,0.0,0.0,0.0,0.0
L-LDPE,Utility,Lotte Chemical,Yeosu,660.0,2019,0.0,1.7540994913481132,0.0,0.0,0.0,0.0,0.0,0.0
L-LDPE,Utility,LG Chem,Yeosu,467.5,2021,0.0,1.7540994913481132,0.0,0.0,0.0,0.0,0.0,0.0
L-LDPE,Utility,Hanwha Solutions,Yeosu,316.8,1986,0.0,1.7540994913481132,0.0,0.0,0.0,0.0,0.0,0.0
L-LDPE,Utility,SSNC,Ulsan,198.0,2015,0.0,1.7540994913481132,0.0,0.0,0.0,0.0,0.0,0.0
L-LDPE,Utility,SK Geocentric,Ulsan,605.0,1990,0.0,1.7540994913481132,0.0,0.0,0.0,0.0,0.0,0.0
HDPE,Utility,HD Hyundai Chemical,Daesan,632.5,2021,0.0,1.5202195591683652,0.0,0.0,0.0,0.0,0.0,0.0
HDPE,Utility,Hanwha TotalEnergies,Daesan,198.0,1991,0.0,1.5202195591683652,0.0,0.0,0.0,0.0,0.0,0.0
HDPE,Utility,DL Chemical,Yeosu,693.0,1980,0.0,1.5202195591683652,0.0,0.0,0.0,0.0,0.0,0.0
HDPE,Utility,Lotte Chemical,Yeosu,396.0,1992,0.0,1.5202195591683652,0.0,0.0,0.0,0.0,0.0,0.0
HDPE,Utility,LG Chem,Yeosu,550.0,1992,0.0,1.5202195591683652,0.0,0.0,0.0,0.0,0.0,0.0
HDPE,Utility,GS Caltex,Yeosu,715.0,2021,0.0,1.5202195591683652,0.0,0.0,0.0,0.0,0.0,0.0
HDPE,Utility,Daehan Oil Chemical,Onsan,231.0,1976,0.0,1.5202195591683652,0.0,0.0,0.0,0.0,0.0,0.0
HDPE,Utility,SK Geocentric,Ulsan,539.0,1990,0.0,1.5202195591683652,0.0,0.0,0.0,0.0,0.0,0.0
PP,Utility,Lotte Chemical,Daesan,550.0,2005,0.0,1.425205836720342,0.0,0.0,0.0,0.0,0.0,0.0
PP,Utility,HD Hyundai Chemical,Daesan,418.0,2021,0.0,1.425205836720342,0.0,0.0,0.0,0.0,0.0,0.0
PP,Utility,LG Chem,Daesan,1228.7,2006,0.0,1.425205836720342,0.0,0.0,0.0,0.0,0.0,0.0
PP,Utility,Hanwha TotalEnergies,Daesan,660.0,1991,0.0,1.425205836720342,0.0,0.0,0.0,0.0,0.0,0.0
PP,Utility,Lotte Chemical,Yeosu,198.0,1979,0.0,1.425205836720342,0.0,0.0,0.0,0.0,0.0,0.0
