year,technology,total_cost_usd_per_tco2,abatement_potential_mtco2
2030,Heat_Pump,215.03073047858945,0.8714482958867962
2030,NCC-Electricity,334.1176840780365,20.471204585999995
2030,NCC-H2,1150.2776308223115,22.403665685999997
2030,RE_PPA,319.44444444444446,7.675741286917279
2050,Heat_Pump,111.29295805497756,1.04217772061485
2050,NCC-Electricity,174.33889238514791,24.481811984
2050,NCC-H2,276.0555261644623,26.792870384000004
2050,RE_PPA,275.0,8.363572596296867
