Year,Product,Process,Company,Location,Operation_Year,Age,Capacity_kt,Total_Emissions_tCO2,Total_Energy_GJ,Energy_Intensity_GJ_per_t,Emission_Intensity_tCO2_per_t,Is_Retired,Energy_LNG_GJ,Energy_Byproduct_Gas_GJ,Energy_LPG_GJ,Energy_Fuel_Gas_GJ,Energy_Fuel_Oil_GJ,Energy_Naphtha_Feedstock_GJ,Energy_Naphtha_Thermal_GJ,Emissions_LNG_tCO2,Emissions_Byproduct_Gas_tCO2,Emissions_LPG_tCO2,Emissions_Fuel_Gas_tCO2,Emissions_Fuel_Oil_tCO2,Emissions_Naphtha_Feedstock_tCO2,Emissions_Naphtha_Thermal_tCO2
2040,Ethylene,Naphtha Cracker,HD Hyundai Chemical,Daesan,2021,19,850.0,553338.9467097761,42921709.973019406,93.99612938002284,0.6509869961291483,False,6800000.0,1700000.0,0.0,13171709.973019406,0.0,21250000.0,0.0,84771.16634799234,20575.525812619504,0.0,159420.50502717562,0.0,288571.7495219885,0.0
2040,Ethylene,Naphtha Cracker,LG Chem,Yeosu,2021,19,1030.0,670516.6060130227,52011013.26142351,93.99612938002284,0.6509869961291482,False,8240000.0,2060000.0,0.0,15961013.261423515,0.0,25750000.0,0.0,102722.70745697897,24932.695984703634,0.0,193180.14138587163,0.0,349681.06118546845,0.0
2040,Ethylene,Naphtha Cracker,GS Caltex,Yeosu,2021,19,900.0,585888.2965162334,45446516.44202055,93.99612938002284,0.6509869961291481,False,7200000.0,1800000.0,0.0,13946516.442020547,0.0,22500000.0,0.0,89757.70554493308,21785.85086042065,0.0,168798.18179348003,0.0,305546.55831739964,0.0
2040,Ethylene,Naphtha Cracker,S-Oil,Onsan,2018,22,182.0,118479.63329550497,9190295.547164155,93.99612938002284,0.6509869961291482,False,1456000.0,364000.0,0.0,2820295.547164155,0.0,4550000.0,0.0,18151.002676864246,4405.583173996176,0.0,34134.743429348186,0.0,61788.304015296366,0.0
2040,Propylene,Naphtha Cracker,HDHyundai Oilbank,Daesan,2011,29,420.0,247272.14309017998,19214746.040468264,83.94939533444825,0.5887431978337618,False,2940000.0,1050000.0,0.0,5984746.040468265,0.0,9240000.0,0.0,36651.06309751434,12708.413001912046,0.0,72434.8803750748,0.0,125477.78661567878,0.0
2040,Propylene,Naphtha Cracker,HD Hyundai Chemical,Daesan,2021,19,451.0,265523.1822230266,20632977.29583616,83.94939533444825,0.5887431978337618,False,3157000.0,1127500.0,0.0,6426477.295836161,0.0,9922000.0,0.0,39356.26061185468,13646.414913957935,0.0,77781.2644027589,0.0,134739.24229445506,0.0
2040,Propylene,Naphtha Cracker,LG Chem,Yeosu,2021,19,1300.0,765366.1571838902,59474213.93478273,83.94939533444825,0.5887431978337617,False,9100000.0,3250000.0,0.0,18524213.934782725,0.0,28600000.0,0.0,113443.76673040153,39335.56405353729,0.0,224203.20116094578,0.0,388383.6252390057,0.0
2040,Propylene,Naphtha Cracker,GS Caltex,Yeosu,2021,19,970.0,571080.9018987489,44376913.4744148,83.94939533444825,0.5887431978337618,False,6790000.0,2425000.0,0.0,13821913.474414803,0.0,21340000.0,0.0,84646.50286806883,29350.38240917782,0.0,167290.08086624419,0.0,289793.93575525814,0.0
2040,Propylene,Naphtha Cracker,S-Oil,Onsan,2018,22,840.0,494544.28618035995,38429492.08093653,83.94939533444825,0.5887431978337618,False,5880000.0,2100000.0,0.0,11969492.08093653,0.0,18480000.0,0.0,73302.12619502869,25416.82600382409,0.0,144869.7607501496,0.0,250955.57323135756,0.0
2040,Propylene,Naphtha Cracker,SK Advanced,Ulsan,2016,24,600.0,353245.9187002571,27449637.200668953,83.94939533444825,0.5887431978337618,False,4200000.0,1500000.0,0.0,8549637.200668951,0.0,13200000.0,0.0,52358.66156787763,18154.875717017207,0.0,103478.40053582116,0.0,179253.9808795411,0.0
2040,Butadiene,Naphtha Cracker,HD Hyundai Chemical,Daesan,2021,19,163.0,102303.95593352281,7936217.730368473,91.18845233354891,0.627631631494005,False,1304000.0,326000.0,0.0,2394217.730368472,0.0,3912000.0,0.0,16256.11778202677,3945.65965583174,0.0,28977.816889545757,0.0,53124.361606118546,0.0
2040,Butadiene,Naphtha Cracker,Lotte GS Chemical,Yeosu,2022,18,130.0,81592.11209422065,6329498.803361358,91.18845233354891,0.627631631494005,False,1040000.0,260000.0,0.0,1909498.8033613581,0.0,3120000.0,0.0,12965.00191204589,3146.845124282983,0.0,23111.142304545694,0.0,42369.12275334608,0.0
2040,Butadiene,Naphtha Cracker,Lotte Chemical,Yeosu,2011,29,160.0,100421.0610390408,7790152.3733678255,91.18845233354891,0.627631631494005,False,1280000.0,320000.0,0.0,2350152.3733678255,0.0,3840000.0,0.0,15956.925430210325,3873.040152963671,0.0,28444.48283636393,0.0,52146.61261950287,0.0
2040,Butadiene,Naphtha Cracker,Daehan Oil Chemical,Ulsan,2023,17,146.0,91634.21819812473,7108514.040698141,91.18845233354891,0.627631631494005,False,1168000.0,292000.0,0.0,2144514.040698141,0.0,3504000.0,0.0,14560.694455066921,3534.14913957935,0.0,25955.59058818209,0.0,47583.78401529636,0.0
2040,Benzene,BTX Plant,Lotte Chemical,Daesan,2011,29,240.0,89217.11245950234,6903334.884094743,43.76389535039476,0.37173796858125974,False,960000.0,240000.0,0.0,2103334.8840947435,0.0,3600000.0,0.0,11967.694072657743,2904.7801147227533,0.0,25457.18894133791,0.0,48887.44933078394,0.0
2040,Benzene,BTX Plant,HD Hyundai Chemical,Daesan,2016,24,410.0,152412.5671183165,11793197.093661852,43.76389535039476,0.3717379685812598,False,1640000.0,410000.0,0.0,3593197.093661853,0.0,6150000.0,0.0,20444.810707456978,4962.332695984704,0.0,43489.364441452264,0.0,83516.05927342256,0.0
2040,Benzene,BTX Plant,Daehan Oil Chemical,Onsan,2008,32,210.0,78064.97340206456,6040418.0235829,43.76389535039476,0.3717379685812598,False,840000.0,210000.0,0.0,1840418.0235829004,0.0,3150000.0,0.0,10471.732313575525,2541.682600382409,0.0,22275.04032367067,0.0,42776.51816443595,0.0
2040,Benzene,BTX Plant,Ulsan Aromatics,Ulsan,2014,26,600.0,223042.78114875586,17258337.21023686,43.76389535039476,0.3717379685812598,False,2400000.0,600000.0,0.0,5258337.210236859,0.0,9000000.0,0.0,29919.23518164436,7261.950286806883,0.0,63642.972353344776,0.0,122218.62332695985,0.0
2040,Benzene,BTX Plant,SK Incheon Petrochemical,Incheon,2006,34,600.0,223042.78114875586,17258337.21023686,43.76389535039476,0.3717379685812598,False,2400000.0,600000.0,0.0,5258337.210236859,0.0,9000000.0,0.0,29919.23518164436,7261.950286806883,0.0,63642.972353344776,0.0,122218.62332695985,0.0
2040,Toluene,BTX Plant,Lotte Chemical,Daesan,2011,29,120.0,52703.15948542986,4102223.256063162,50.18519380052635,0.4391929957119155,False,600000.0,180000.0,0.0,1402223.2560631619,0.0,1920000.0,0.0,7479.80879541109,2178.585086042065,0.0,16971.459294225268,0.0,26073.306309751435,0.0
2040,Toluene,BTX Plant,LG Chem,Daesan,2011,29,100.0,43919.29957119154,3418519.380052635,50.18519380052635,0.43919299571191545,False,500000.0,150000.0,0.0,1168519.380052635,0.0,1600000.0,0.0,6233.1739961759085,1815.4875717017208,0.0,14142.882745187724,0.0,21727.755258126195,0.0
2040,Toluene,BTX Plant,Daehan Oil Chemical,Onsan,2008,32,78.0,34257.05366552941,2666445.116441055,50.18519380052635,0.43919299571191556,False,390000.0,117000.0,0.0,911445.1164410552,0.0,1248000.0,0.0,4861.875717017208,1416.0803059273424,0.0,11031.448541246424,0.0,16947.649101338433,0.0
2040,Toluene,BTX Plant,SK Geocentric,Ulsan,2070,-30,1506.0,661424.6515421446,51482901.863592684,50.18519380052635,0.4391929957119154,False,7530000.0,2259000.0,0.0,17597901.86359268,0.0,24096000.0,0.0,93871.60038240917,27341.242829827916,0.0,212991.8141425271,0.0,327219.9941873805,0.0
2040,Xylene,BTX Plant,Lotte Chemical,Daesan,2011,29,60.0,30007.716981108784,2336750.5815355284,56.94584302559214,0.500128616351813,False,360000.0,108000.0,0.0,788750.5815355283,0.0,1080000.0,0.0,4487.8852772466535,1307.151051625239,0.0,9546.44585300171,0.0,14666.234799235182,0.0
2040,Xylene,BTX Plant,HD Hyundai Chemical,Daesan,2016,24,1350.0,675173.6320749477,52576888.08454938,56.94584302559214,0.5001286163518132,False,8100000.0,2430000.0,0.0,17746888.084549386,0.0,24300000.0,0.0,100977.41873804972,29410.898661567877,0.0,214795.03169253847,0.0,329990.2829827916,0.0
2040,Xylene,BTX Plant,LG Chem,Daesan,2011,29,0.0,0.0,0.0,56.94584302559214,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Xylene,BTX Plant,Daehan Oil Chemical,Onsan,2008,32,47.0,23506.044968535214,1830454.6222028306,56.94584302559214,0.500128616351813,False,282000.0,84600.00000000001,0.0,617854.6222028306,0.0,846000.0,0.0,3515.5101338432123,1023.9349904397708,0.0,7478.049251518008,0.0,11488.550592734226,0.0
2040,Xylene,BTX Plant,SK Geocentric,Ulsan,2070,-30,894.0,447114.98301852087,34817583.664879374,56.94584302559214,0.500128616351813,False,5364000.0,1609200.0,0.0,11752383.664879372,0.0,16092000.0,0.0,66869.49063097514,19476.55066921606,0.0,142242.0432097255,0.0,218526.89850860418,0.0
2040,P-X,BTX Plant,Ulsan Aromatics,Ulsan,2014,26,1000.0,0.0,0.0,60.9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,P-X,BTX Plant,SK Incheon Petrochemical,Incheon,2014,26,1500.0,0.0,0.0,60.9,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,LDPE,Utility,HD Hyundai Chemical,Daesan,2021,19,300.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,L-LDPE,Utility,Lotte Chemical,Yeosu,2019,21,600.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,L-LDPE,Utility,LG Chem,Yeosu,2021,19,425.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,L-LDPE,Utility,SSNC,Ulsan,2015,25,180.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,HDPE,Utility,HD Hyundai Chemical,Daesan,2021,19,575.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,HDPE,Utility,GS Caltex,Yeosu,2021,19,650.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,PP,Utility,HD Hyundai Chemical,Daesan,2021,19,380.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,PP,Utility,S-Oil,Onsan,2018,22,550.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,PP,Utility,Ulsan PP,Ulsan,2021,19,600.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,PVC,Utility,Hanwha Solutions,Ulsan,2066,-26,330.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,EG,Utility,Daehan Oil Chemical,Ulsan,2014,26,200.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,S-SBR,Utility,LG Chem,Daesan,2012,28,80.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,S-SBR,Utility,Kumho Petrochemical,Yeosu,2012,28,123.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,S-SBR,Utility,Lotte Versalis Elastomers,Yeosu,2018,22,100.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,NB-Latex,Utility,Kumho Petrochemical,Ulsan,2012,28,946.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,NB-Latex,Utility,Hansol Chemical,Jeonju,2021,19,28.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,EPDM,Utility,Lotte Versalis Elastomers,Yeosu,2018,22,96.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,MDI,Utility,Downing Chemical,Yeosu,2018,22,30.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Phenol,Utility,LG Chem,Daesan,2013,27,360.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,Acetone,Utility,LG Chem,Daesan,2013,27,225.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2040,BPA,Utility,Samyang Innochem,Gunsan,2012,28,180.0,0.0,0.0,2.2,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
