year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd
2025,52.0,66.19312069636608,0.8091441930239519,0,0.0,4.120072244839628,0.0,0.0037625204975613767,4.92921643786358,61.2639042585025,9.2639042585025,728.2297737215567
2026,49.4,67.03494941792268,0.8212813559193112,0,0.0,4.17241207663776,0.0,0.0038189583050247974,4.9936934325570705,62.0412559853656,12.641255985365603,738.7162824631472
2027,46.8,67.87231307281263,0.8334185188146704,0,0.0,4.224118308902859,0.0,0.0038753961124882177,5.057536827717529,62.8147762450951,16.014776245095106,748.7658533405047
2028,44.2,68.7709582750656,0.8463648259030537,0,0.0,4.27924630353815,0.0,0.0039355964404492,5.125611129441204,63.64534714562439,19.44534714562439,759.0193285545042
2029,41.6,69.59924296106664,0.858501988798413,0,0.0,4.329565104867908,0.0,0.00399203424791262,5.188067093666321,64.41117586740032,22.811175867400316,768.1950237033958
2030,39.0,70.4885115233196,0.8714482958867962,0,20.471204585999995,4.383204175891153,0.0,108.50143654037586,25.725857057777944,44.76265446554166,5.762654465541658,26325.579688135025
2031,36.4,71.24241713306873,0.8827763145891315,0,20.737311237999997,4.427909284506302,0.0,109.91185447126283,26.04799683709543,45.1944202959733,8.794420295973303,26656.90476077447
2032,33.8,71.9921553472623,0.8941043332914669,0,21.00341789,4.471794655893387,0.0,111.32227240214982,26.369316879184854,45.62283846807745,11.82283846807745,26979.297630891673
2033,31.2,72.73772616590031,0.9054323519938022,0,21.269524542,4.5148093219345995,0.0,112.73269033303676,26.6897662159284,46.04795994997191,14.847959949971912,27292.758298486628
2034,28.6,73.54398318967912,0.9175695148891614,0,21.554638812,4.560919975037467,0.0,114.24385240184425,27.033128301926627,46.5108548877525,17.9108548877525,27619.038796778823
2035,26.0,74.34577514679128,0.9297066777845208,0,21.839753082,4.6060180631228755,0.0,115.7550144706517,27.3754778229074,46.970297323883884,20.970297323883884,27935.7490780829
2036,24.613333333333333,74.88487831889576,0.9386072639077842,0,22.048836879999996,4.634056948090892,0.0,116.86319998777715,27.621501091998674,47.263377226897084,22.65004389356375,28160.98512524793
2037,23.226666666666667,75.48511420280772,0.9483169942240716,0,22.276928296,4.665039088885872,0.0,118.07212964282314,27.890284379109946,47.59482982369778,24.368163157031113,28399.04100311021
2038,21.84,76.01751977491219,0.9572175803473352,0,22.486012094,4.690916589768435,0.0,119.1803151599486,28.13414626411577,47.88337351079642,26.043373510796417,28610.24073202601
2039,20.453333333333333,76.61076038771303,0.9669273106636226,0,22.714103509999997,4.719554946026649,0.0,120.38924481499458,28.40058576669027,48.21017462102276,27.756841287689426,28832.984262707298
2040,19.066666666666666,77.20042894718053,0.97663704097991,0,22.942194926,4.746885054088639,0.0,121.59817447004055,28.66571702106855,48.53471192611198,29.468045259445315,29048.071619798095
2041,17.68,77.65890194969975,0.9847284829101496,0,23.132271105999997,4.764978708455799,0.0,122.60561584924552,28.881978297365947,48.77692365233381,31.096923652333807,29224.04498123905
2042,16.293333333333333,78.05073532485592,0.992010780647365,0,23.303339667999996,4.777735496609857,0.0,123.51231309053,29.07308594525722,48.9776493795987,32.684316046265366,29379.481514014675
2043,14.906666666666666,78.50340374070848,1.0001022225776046,0,23.493415848,4.792855806702852,0.0,124.51975446973499,29.286373877280457,49.217029863428024,34.31036319676136,29548.922669852895
2044,13.52,78.95309544544992,1.0081936645078442,0,23.683492028,4.806299311283823,0.0,125.52719584893995,29.497985003791666,49.45511044165825,35.93511044165825,29715.09772288973
2045,12.133333333333333,79.39981043908024,1.0162851064380836,0,23.873568208,4.81792724024143,0.0,126.53463722814493,29.707780554679513,49.692029884400725,37.55869655106739,29878.0066731252
2046,10.746666666666666,79.59127842548067,1.0211399715962273,0,23.987613916,4.81792724024143,0.0,127.13910205566792,29.82668112783766,49.76459729764301,39.01793063097634,29973.792381585663
2047,9.36,79.84387912368855,1.0268039809473948,0,24.120667241999996,4.81792724024143,0.0,127.8443110211114,29.965398463188823,49.87848066049973,40.51848066049973,30083.256102828567
2048,7.973333333333333,80.03162622120007,1.0316588461055387,0,24.23471295,4.81792724024143,0.0,128.44877584863437,30.08429903634697,49.9473271848531,41.973993851519765,30175.122487927383
2049,6.586666666666666,80.28020835940798,1.0373228554567064,0,24.367766276,4.81792724024143,0.0,129.15398481407786,30.223016371698137,50.05719198770984,43.470525321043176,30280.01366524837
2050,5.2,80.46423456803063,1.04217772061485,0,24.481811984,4.81792724024143,0.0,129.75844964160083,30.34191694485628,50.122317623174354,44.92231762317435,30367.960726985537
