scenario,emissions_2030_mt,emissions_2050_mt,cumulative_2025_2050_mt,total_heat_pump_2050_mt,total_ncc_h2_2050_mt,total_ncc_elec_2050_mt,total_re_ppa_2050_mt,reduction_2030_pct,reduction_2050_pct
Policy_Target,53.3,0.0,877.4832740073556,3.0370868268901345,73.09758263627259,0,4.329565104867908,-2.4999999999999947,100.0
