product,product_group,process,company,location,capacity_kt,year_built,naphtha_gj_per_year,electricity_kwh_per_year,lng_gj_per_year,fuel_gas_gj_per_year,byproduct_gas_gj_per_year,lpg_gj_per_year,fuel_oil_gj_per_year,diesel_gj_per_year,emissions_naphtha_kt,emissions_electricity_kt,emissions_lng_kt,emissions_fuel_gas_kt,emissions_byproduct_gas_kt,emissions_lpg_kt,emissions_fuel_oil_kt,emissions_diesel_kt,total_emissions_kt
Propylene,Olefins,Naphtha Cracker,S-Oil,Onsan,588.0,2018,14932021.62162161,28720711.620973956,2313253.6920798565,3036145.4708548095,722891.7787749548,0.0,0.0,0.0,1156.165102702702,184.63314613483254,185.39076017954278,216.8675336324864,49.56972197313975,0,0,0,1792.6262646227035
Propylene,Olefins,Naphtha Cracker,SK Advanced,Ulsan,420.0,2016,10665729.729729723,20514794.014981396,1652324.0657713262,2168675.336324864,516351.27055353904,0.0,0.0,0.0,825.8322162162156,131.88081866773751,132.4219715568163,154.90538116606172,35.4069442665284,0,0,0,1280.4473318733594
Propylene,Olefins,Naphtha Cracker,SK Energy,Ulsan,434.0,1996,11021254.054054046,21198620.48214744,1707401.5346303703,2240964.514202359,533562.9795719903,0.0,0.0,0.0,853.3599567567561,136.27684595666213,136.83603727537684,160.06889387159708,36.58717574207934,0,0,0,1323.1289096024714
Propylene,Olefins,Naphtha Cracker,Taekwang Industrial,Ulsan,210.0,1997,5332864.864864862,10257397.007490698,826162.0328856631,1084337.668162432,258175.63527676952,0.0,0.0,0.0,412.9161081081078,65.94040933386876,66.21098577840814,77.45269058303086,17.7034721332642,0,0,0,640.2236659366797
Butadiene,Olefins,Naphtha Cracker,Lotte Chemical,Daesan,133.0,1997,3857000.0,13587140.262645636,554014.5396997973,707907.4673941857,153892.92769438826,0.0,0.0,0.0,298.642,87.34590168843623,44.40030811022661,50.564819099584696,10.552657899043767,0,0,0,491.50568679729133
Butadiene,Olefins,Naphtha Cracker,HD Hyundai Chemical,Daesan,114.1,2021,3308899.9999999995,11656336.120059151,475286.15774245764,607310.090448696,132023.93270623835,0.0,0.0,0.0,256.2034,74.9335893432374,38.09079064193125,43.379292174906865,9.053069671284916,0,0,0,421.66014183136036
Butadiene,Olefins,Naphtha Cracker,Kumho Petrochemical,Yeosu,102.89999999999999,1992,2984100.0,10512155.887415307,428632.3017677379,547696.8300365541,119064.52826881618,0.0,0.0,0.0,231.0546,67.57814499052698,34.35181732738585,39.12120214546815,8.164424795575966,0,0,0,380.2701892589569
Butadiene,Olefins,Naphtha Cracker,Lotte GS Chemical,Yeosu,91.0,2022,2639000.0,9296464.390231226,379062.57979459816,484357.74084865337,105295.16105405513,0.0,0.0,0.0,204.334,59.76298536577216,30.379158180681365,34.596981489189524,7.220239615135209,0,0,0,336.2933646507783
Butadiene,Olefins,Naphtha Cracker,Lotte Chemical,Yeosu,112.0,2011,3248000.0,11441802.326438433,466538.5597471977,596132.6041214195,129594.04437422169,0.0,0.0,0.0,251.488,73.5544435271042,37.38973314545399,42.580900294387106,8.886448757089488,0,0,0,413.8995257240348
Butadiene,Olefins,Naphtha Cracker,Daehan Oil Chemical,Ulsan,102.19999999999999,2023,2963799.9999999995,10440644.622875066,425716.43576931785,543971.0012607952,118254.56549147727,0.0,0.0,0.0,229.4828,67.11842971848257,34.11813149522676,38.855071518628236,8.108884490844158,0,0,0,377.6833172231817
Benzene,Aromatics,BTX Plant,OCI,Gwangyang,140.0,1995,0.0,1308465.1956687735,355683.74658136244,444604.68322670297,88920.9366453406,0.0,0.0,0.0,0.0,8.4115619721564,28.50551169030633,31.757477373335924,6.097435655680499,0,0,0,74.77198669147916
Benzene,Aromatics,BTX Plant,Lotte Chemical,Daesan,168.0,2011,0.0,1570158.234802528,426820.49589763494,533525.6198720435,106705.12397440872,0.0,0.0,0.0,0.0,10.09387436658768,34.206614028367596,38.108972848003106,7.316922786816598,0,0,0,89.72638402977498
Benzene,Aromatics,BTX Plant,HD Hyundai Chemical,Daesan,287.0,2016,0.0,2682353.6511209854,729151.6804917931,911439.6006147411,182287.92012294824,0.0,0.0,0.0,0.0,17.24370204292062,58.43629896512798,65.10282861533864,12.499743094145021,0,0,0,153.28257271753228
Benzene,Aromatics,BTX Plant,HDHyundai Oilbank,Daesan,236.6,1997,0.0,2211306.180680227,601105.5317225026,751381.9146531279,150276.3829306256,0.0,0.0,0.0,0.0,14.215539732944316,48.174314756617704,53.670136760937716,10.304666258100044,0,0,0,126.36465750859978
Benzene,Aromatics,BTX Plant,LG Chem,Daesan,189.0,1991,0.0,1766428.0141528442,480173.05788483936,600216.322356049,120043.26447120981,0.0,0.0,0.0,0.0,11.35560866241114,38.48244078191355,42.8725944540035,8.231538135168673,0,0,0,100.94218203349686
Benzene,Aromatics,BTX Plant,Hanwha TotalEnergies,Daesan,886.9,1991,0.0,8289127.01456168,2253256.534592931,2816570.668241163,563314.1336482327,0.0,0.0,0.0,0.0,53.28724509361079,180.5824165580906,201.18361916008308,38.62725487873596,0,0,0,473.68053569052046
Benzene,Aromatics,BTX Plant,Lotte Chemical,Yeosu,164.5,1992,0.0,1537446.6049108088,417928.4022331009,522410.50279137597,104482.10055827521,0.0,0.0,0.0,0.0,9.883585317283769,33.493976236109944,37.31503591366971,7.164486895424586,0,0,0,87.85708436248801
Benzene,Aromatics,BTX Plant,LG Chem,Yeosu,441.0,1992,0.0,4121665.366356637,1120403.801731292,1400504.7521641143,280100.9504328229,0.0,0.0,0.0,0.0,26.496420212292662,89.79236182446495,100.03605372600816,19.20692231539357,0,0,0,235.53175807815933
Benzene,Aromatics,BTX Plant,Yeochon NCC,Yeosu,319.9,1979,0.0,2989842.9721031473,812737.3609384132,1015921.7011730161,203184.34023460327,0.0,0.0,0.0,0.0,19.220419106377374,65.13509421234997,72.56583579807258,13.93264047322994,0,0,0,170.8539895900299
Benzene,Aromatics,BTX Plant,GS Caltex,Yeosu,651.0,1990,0.0,6084363.159859797,1653929.4216033353,2067411.7770041684,413482.3554008338,0.0,0.0,0.0,0.0,39.113763170527264,132.55062935992444,147.67226978601204,28.35307579891432,0,0,0,347.6897381153781
Benzene,Aromatics,BTX Plant,Daehan Oil Chemical,Onsan,147.0,2008,0.0,1373888.4554522121,373467.9339104306,466834.91738803807,93366.98347760763,0.0,0.0,0.0,0.0,8.83214007076422,29.930787274821654,33.34535124200272,6.402307438464524,0,0,0,78.5105860260531
Benzene,Aromatics,BTX Plant,S-Oil,Onsan,470.4,1991,0.0,4396443.057447079,1195097.3885133779,1493871.7356417216,298774.3471283444,0.0,0.0,0.0,0.0,28.262848226445502,95.77851927942928,106.7051239744087,20.487383803086473,0,0,0,251.23387528336997
Benzene,Aromatics,BTX Plant,Lotte Chemical,Ulsan,77.0,1986,0.0,719655.8576178254,195626.06061974936,244532.5757746866,48906.51515493733,0.0,0.0,0.0,0.0,4.62635908468602,15.678031429668483,17.46661255533476,3.3535896106242746,0,0,0,41.12459268031353
Benzene,Aromatics,BTX Plant,SK Geocentric,Ulsan,422.09999999999997,1972,0.0,3945022.564941352,1072386.4959428078,1340483.1199285092,268096.62398570194,0.0,0.0,0.0,0.0,25.360859346051548,85.94411774627359,95.74879428060781,18.383768501876702,0,0,0,225.43753987480966
Benzene,Aromatics,BTX Plant,Ulsan Aromatics,Ulsan,420.0,2014,0.0,3925395.5870063207,1067051.2397440874,1333814.049680109,266762.8099360218,0.0,0.0,0.0,0.0,25.2346859164692,85.516535070919,95.27243212000778,18.292306967041498,0,0,0,224.3159600744375
Benzene,Aromatics,BTX Plant,SK Incheon Petrochemical,Incheon,420.0,2006,0.0,3925395.5870063207,1067051.2397440874,1333814.049680109,266762.8099360218,0.0,0.0,0.0,0.0,25.2346859164692,85.516535070919,95.27243212000778,18.292306967041498,0,0,0,224.3159600744375
Toluene,Aromatics,BTX Plant,OCI,Gwangyang,28.0,1995,0.0,191908.2286980868,94848.9990883633,118561.24886045407,23712.24977209082,0.0,0.0,0.0,0.0,1.2336957559162722,7.601469784081687,8.468660632889579,1.6259828415147992,0,0,0,18.929809014402338
Toluene,Aromatics,BTX Plant,Lotte Chemical,Daesan,84.0,2011,0.0,575724.6860942605,284546.99726508994,355683.74658136227,71136.74931627246,0.0,0.0,0.0,0.0,3.7010872677488167,22.804409352245063,25.40598189866873,4.877948524544397,0,0,0,56.78942704320701
Toluene,Aromatics,BTX Plant,LG Chem,Daesan,70.0,2011,0.0,479770.571745217,237122.49772090826,296403.12215113523,59280.62443022705,0.0,0.0,0.0,0.0,3.084239389790681,19.003674460204216,21.171651582223944,4.064957103786998,0,0,0,47.324522536005844
Toluene,Aromatics,BTX Plant,Lotte Chemical,Yeosu,154.0,1992,0.0,1055495.2578394776,521669.4949859982,652086.8687324974,130417.37374649952,0.0,0.0,0.0,0.0,6.785326657539497,41.80808381244928,46.57763348089267,8.942905628331394,0,0,0,104.11394957921284
Toluene,Aromatics,BTX Plant,LG Chem,Yeosu,78.39999999999999,1992,0.0,537343.040354643,265577.19744741725,331971.4968092714,66394.2993618543,0.0,0.0,0.0,0.0,3.4543481165655625,21.284115395428724,23.712249772090814,4.552751956241438,0,0,0,53.003465240326534
Toluene,Aromatics,BTX Plant,Yeochon NCC,Yeosu,197.39999999999998,1979,0.0,1352953.012321512,668685.4435729613,835856.8044662012,167171.36089324026,0.0,0.0,0.0,0.0,8.69755507920972,53.59036197777589,59.704057461871514,11.463179032679333,0,0,0,133.45515355153645
Toluene,Aromatics,BTX Plant,GS Caltex,Yeosu,118.99999999999999,1990,0.0,815609.9719668688,403108.246125544,503885.30765692977,100777.06153138597,0.0,0.0,0.0,0.0,5.243206962644157,32.30624658234717,35.9918076897807,6.910427076437895,0,0,0,80.45168831120994
Toluene,Aromatics,BTX Plant,Daehan Oil Chemical,Onsan,54.599999999999994,2008,0.0,374221.04596126924,184955.54822230843,231194.4352778854,46238.88705557709,0.0,0.0,0.0,0.0,2.405706724036731,14.82286607895929,16.513888234134676,3.1706665409538584,0,0,0,36.913127578084556
Toluene,Aromatics,BTX Plant,S-Oil,Onsan,210.0,1991,0.0,1439311.715235651,711367.4931627248,889209.3664534056,177841.87329068116,0.0,0.0,0.0,0.0,9.252718169372042,57.011023380612656,63.51495474667183,12.194871311360993,0,0,0,141.97356760801753
Toluene,Aromatics,BTX Plant,SK Geocentric,Ulsan,1054.2,2070,0.0,7225344.810482969,3571064.815676878,4463831.019596097,892766.2039192194,0.0,0.0,0.0,0.0,46.448645210247655,286.19533737067553,318.8450728282926,61.21825398303219,0,0,0,712.707309392248
Xylene,Aromatics,BTX Plant,Lotte Chemical,Daesan,42.0,2011,0.0,8184449.79890818,160057.68596161314,200072.10745201624,40014.421490403256,0.0,0.0,0.0,0.0,52.61432013583829,12.827480260637852,14.290864818001161,2.743846045056223,0,0,0,82.47651125953351
Xylene,Aromatics,BTX Plant,HD Hyundai Chemical,Daesan,944.9999999999999,2016,0.0,184150120.47543404,3601297.934136295,4501622.4176703645,900324.4835340731,0.0,0.0,0.0,0.0,1183.8222030563616,288.61830586435167,321.5444584050261,61.73653601376502,0,0,0,1855.7215033395044
Xylene,Aromatics,BTX Plant,LG Chem,Daesan,0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Xylene,Aromatics,BTX Plant,Lotte Chemical,Yeosu,55.3,1992,0.0,10776192.235229103,210742.6198494573,263428.2748118214,52685.654962364286,0.0,0.0,0.0,0.0,69.27552151218708,16.889515676506505,18.816305343701526,3.6127306259906944,0,0,0,108.59407315838581
Xylene,Aromatics,BTX Plant,LG Chem,Yeosu,42.0,1992,0.0,8184449.79890818,160057.68596161314,200072.10745201624,40014.421490403256,0.0,0.0,0.0,0.0,52.61432013583829,12.827480260637852,14.290864818001161,2.743846045056223,0,0,0,82.47651125953351
Xylene,Aromatics,BTX Plant,Yeochon NCC,Yeosu,142.79999999999998,1979,0.0,27827129.316287808,544196.1322694846,680245.1653368551,136049.03306737106,0.0,0.0,0.0,0.0,178.8886884618502,43.6134328861687,48.58894038120394,9.32907655319116,0,0,0,280.420138282414
Xylene,Aromatics,BTX Plant,GS Caltex,Yeosu,244.99999999999997,1990,0.0,47742623.82696437,933669.8347760765,1167087.2934700944,233417.45869401895,0.0,0.0,0.0,0.0,306.9168674590567,74.82696818705413,83.36337810500676,16.005768596161303,0,0,0,481.1129823472789
Xylene,Aromatics,BTX Plant,Daehan Oil Chemical,Onsan,32.9,2008,0.0,6411152.342478073,125378.52066993028,156723.15083741272,31344.630167482548,0.0,0.0,0.0,0.0,41.21455077307333,10.048192870832985,11.194510774100909,2.149346068627375,0,0,0,64.6066004866346
Xylene,Aromatics,BTX Plant,S-Oil,Onsan,315.0,1991,0.0,61383373.49181135,1200432.6447120986,1500540.8058901217,300108.1611780244,0.0,0.0,0.0,0.0,394.6074010187872,96.20610195478389,107.1814861350087,20.578845337921674,0,0,0,618.5738344465015
Xylene,Aromatics,BTX Plant,SK Geocentric,Ulsan,625.8,2070,0.0,121948302.00373186,2384859.5208280357,2981074.4010350415,596214.8802070084,0.0,0.0,0.0,0.0,783.9533700239906,191.129455883504,212.93388578821728,40.88330607133773,0,0,0,1228.9000177670496
O-X,Other,BTX Plant,Lotte Chemical,Ulsan,147.0,1980,0.0,137388.8455452212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883214007076422,0.0,0.0,0.0,0,0,0,0.883214007076422
O-X,Other,BTX Plant,SK Geocentric,Ulsan,140.0,1990,0.0,130846.51956687737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8411561972156401,0.0,0.0,0.0,0,0,0,0.8411561972156401
M-X,Other,BTX Plant,Lotte Chemical,Ulsan,251.99999999999997,1998,0.0,235523.7352203792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514081154988152,0.0,0.0,0.0,0,0,0,1.514081154988152
P-X,Other,BTX Plant,HDHyundai Oilbank,Daesan,1021.9999999999999,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,Hanwha TotalEnergies,Daesan,1400.0,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,GS Caltex,Yeosu,944.9999999999999,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,S-Oil,Onsan,1330.0,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,Lotte Chemical,Ulsan,525.0,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,SK Geocentric,Ulsan,581.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,Ulsan Aromatics,Ulsan,700.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
P-X,Other,BTX Plant,SK Incheon Petrochemical,Incheon,1050.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
C-H,Other,Naphtha Cracker,Caprolactam,Ulsan,133.0,2000,2501837.8378378367,107202.15182293508,0.0,0.0,0.0,0.0,0.0,0.0,193.7137297297296,0.6891566902902969,0.0,0.0,0.0,0,0,0,194.4028864200199
SM,Other,Utility,Lotte Chemical,Daesan,244.99999999999997,2005,0.0,282412.16653637006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8155067848766648,0.0,0.0,0.0,0,0,0,1.8155067848766648
SM,Other,Utility,LG Chem,Daesan,403.9,2006,0.0,465576.62883281586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9929926139252445,0.0,0.0,0.0,0,0,0,2.9929926139252445
SM,Other,Utility,Hanwha TotalEnergies,Daesan,749.6999999999999,1991,0.0,864181.2296012924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555450761722595,0.0,0.0,0.0,0,0,0,5.555450761722595
SM,Other,Utility,Yeochon NCC,Yeosu,245.7,1986,0.0,283219.0584407597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8206939471191697,0.0,0.0,0.0,0,0,0,1.8206939471191697
SM,Other,Utility,SKpicglobal,Ulsan,280.0,1990,0.0,322756.76175585156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.074864897001903,0.0,0.0,0.0,0,0,0,2.074864897001903
EDC,Other,Utility,LG Chem,Yeosu,567.0,1996,0.0,653582.4425555994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.201601416428852,0.0,0.0,0.0,0,0,0,4.201601416428852
EDC,Other,Utility,Hanwha Solutions,Yeosu,1110.1999999999998,1980,0.0,1279730.5603619511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.226839316612544,0.0,0.0,0.0,0,0,0,8.226839316612544
EDC,Other,Utility,Hanwha Solutions,Ulsan,269.5,1991,0.0,310653.3831900071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9970574633643312,0.0,0.0,0.0,0,0,0,1.9970574633643312
VCM,Other,Utility,LG Chem,Daesan,161.0,1997,0.0,185585.13800961463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1930473157760941,0.0,0.0,0.0,0,0,0,1.1930473157760941
VCM,Other,Utility,LG Chem,Yeosu,503.99999999999994,1990,0.0,580962.1711605327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7347568146034247,0.0,0.0,0.0,0,0,0,3.7347568146034247
VCM,Other,Utility,Hanwha Solutions,Yeosu,408.09999999999997,1979,0.0,470417.98025915364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.024115587380273,0.0,0.0,0.0,0,0,0,3.024115587380273
VCM,Other,Utility,Hanwha Solutions,Ulsan,184.79999999999998,1972,0.0,213019.462758862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3694108320212557,0.0,0.0,0.0,0,0,0,1.3694108320212557
PC,Other,Utility,Lotte Chemical,Yeosu,336.0,2008,0.0,270826.488815836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7410274281018028,0.0,0.0,0.0,0,0,0,1.7410274281018028
PC,Other,Utility,LG Chem,Yeosu,118.99999999999999,2001,0.0,95917.71478894191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6166138807860552,0.0,0.0,0.0,0,0,0,0.6166138807860552
PC,Other,Utility,Samyang Chemical,Jeonju,84.0,1999,0.0,67706.622203959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4352568570254507,0.0,0.0,0.0,0,0,0,0.4352568570254507
LDPE,Polymers,Utility,HD Hyundai Chemical,Daesan,210.0,2021,0.0,399057.6342816956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5653705060966145,0.0,0.0,0.0,0,0,0,2.5653705060966145
LDPE,Polymers,Utility,LG Chem,Daesan,196.0,2006,0.0,372453.79199624923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3943458056901736,0.0,0.0,0.0,0,0,0,2.3943458056901736
LDPE,Polymers,Utility,Hanwha TotalEnergies,Daesan,304.5,1991,0.0,578633.5697084586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.719787233840091,0.0,0.0,0.0,0,0,0,3.719787233840091
LDPE,Polymers,Utility,LG Chem,Yeosu,125.99999999999999,1990,0.0,239434.58056901733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5392223036579689,0.0,0.0,0.0,0,0,0,1.5392223036579689
LDPE,Polymers,Utility,Hanwha Solutions,Yeosu,235.89999999999998,1979,0.0,448274.7425097713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88176620184853,0.0,0.0,0.0,0,0,0,2.88176620184853
LDPE,Polymers,Utility,Lotte Chemical,Ulsan,84.0,1972,0.0,159623.05371267826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261482024386457,0.0,0.0,0.0,0,0,0,1.0261482024386457
LDPE,Polymers,Utility,Lotte Chemical,Daesan,350.0,2005,0.0,665096.0571361594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.275617510161024,0.0,0.0,0.0,0,0,0,4.275617510161024
L-LDPE,Polymers,Utility,LG Chem,Daesan,87.5,2006,0.0,153483.7054929599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9866809638833136,0.0,0.0,0.0,0,0,0,0.9866809638833136
L-LDPE,Polymers,Utility,Hanwha TotalEnergies,Daesan,371.0,2004,0.0,650770.91129015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1835272868652496,0.0,0.0,0.0,0,0,0,4.1835272868652496
L-LDPE,Polymers,Utility,DL Chemical,Yeosu,7.0,2010,0.0,12278.696439436793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07893447711066509,0.0,0.0,0.0,0,0,0,0.07893447711066509
L-LDPE,Polymers,Utility,Lotte Chemical,Yeosu,420.0,2019,0.0,736721.7863662075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736068626639905,0.0,0.0,0.0,0,0,0,4.736068626639905
L-LDPE,Polymers,Utility,LG Chem,Yeosu,297.5,2021,0.0,521844.5986760637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3547152772032662,0.0,0.0,0.0,0,0,0,3.3547152772032662
L-LDPE,Polymers,Utility,Hanwha Solutions,Yeosu,201.6,1986,0.0,353626.4574557796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273312940787154,0.0,0.0,0.0,0,0,0,2.273312940787154
L-LDPE,Polymers,Utility,SSNC,Ulsan,125.99999999999999,2015,0.0,221016.53590986223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4208205879919715,0.0,0.0,0.0,0,0,0,1.4208205879919715
L-LDPE,Polymers,Utility,SK Geocentric,Ulsan,385.0,1990,0.0,675328.3041690235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34139624108658,0.0,0.0,0.0,0,0,0,4.34139624108658
HDPE,Polymers,Utility,HD Hyundai Chemical,Daesan,402.5,2021,0.0,611888.372565267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.933568109348145,0.0,0.0,0.0,0,0,0,3.933568109348145
HDPE,Polymers,Utility,Hanwha TotalEnergies,Daesan,125.99999999999999,1991,0.0,191547.66445521396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2313778429263755,0.0,0.0,0.0,0,0,0,1.2313778429263755
HDPE,Polymers,Utility,DL Chemical,Yeosu,441.0,1980,0.0,670416.825593249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.309822450242315,0.0,0.0,0.0,0,0,0,4.309822450242315
HDPE,Polymers,Utility,Lotte Chemical,Yeosu,251.99999999999997,1992,0.0,383095.3289104279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.462755685852751,0.0,0.0,0.0,0,0,0,2.462755685852751
HDPE,Polymers,Utility,LG Chem,Yeosu,350.0,1992,0.0,532076.8457089277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4204940081288213,0.0,0.0,0.0,0,0,0,3.4204940081288213
HDPE,Polymers,Utility,GS Caltex,Yeosu,454.99999999999994,2021,0.0,691699.899421606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.446642210567468,0.0,0.0,0.0,0,0,0,4.446642210567468
HDPE,Polymers,Utility,Daehan Oil Chemical,Onsan,147.0,1976,0.0,223472.27519774967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.436607483414105,0.0,0.0,0.0,0,0,0,1.436607483414105
HDPE,Polymers,Utility,SK Geocentric,Ulsan,343.0,1990,0.0,521435.3087947493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3520841279662448,0.0,0.0,0.0,0,0,0,3.3520841279662448
PP,Polymers,Utility,Lotte Chemical,Daesan,350.0,2005,0.0,498822.0428521197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.206713132620769,0.0,0.0,0.0,0,0,0,3.206713132620769
