scenario,emissions_2030_mt,emissions_2050_mt,cumulative_2025_2050_mt,total_heat_pump_2050_mt,total_ncc_h2_2050_mt,total_ncc_elec_2050_mt,total_re_ppa_2050_mt,reduction_2030_pct,reduction_2050_pct
Policy_Target,53.3,0.0,897.8401221449565,3.2918471733493444,0,60.05422880251459,4.693960531379072,-2.4999999999999947,100.0
