year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd
2025,66.2,66.19312069636608,0.0,0,0.0,0.0,0.0,0.0,0.0,66.19312069636608,0.0,0.0
2026,63.620000000000005,75.742276507243,3.2918471733493444,0,0.0,4.693960531379072,0.0,0.015307089356074452,7.985807704728416,67.75646880251459,4.136468802514585,2844.155957773833
2027,61.04,75.36246421366502,3.2918471733493444,0,0.0,4.693960531379072,0.0,0.015307089356074452,7.985807704728416,67.3766565089366,6.336656508936606,2844.155957773833
2028,58.46,74.98265192008704,3.2918471733493444,0,0.0,4.693960531379072,0.0,0.015307089356074452,7.985807704728416,66.99684421535862,8.53684421535862,2844.155957773833
2029,55.879999999999995,74.60283962650905,3.2918471733493444,0,0.0,4.693960531379072,0.0,0.015307089356074452,7.985807704728416,66.61703192178064,10.737031921780641,2844.155957773833
2030,53.3,74.22302733293107,3.2918471733493444,0,12.937219628202655,4.693960531379072,0.0,68.58257111883015,20.923027332931074,53.3,0.0,18989.806053770746
2031,50.699999999999996,73.91387779164667,3.2918471733493444,0,15.228070086918255,4.693960531379072,0.0,80.72407855002281,23.21387779164667,50.7,7.105427357601002e-15,21773.647531201943
2032,48.099999999999994,73.60472825036227,3.2918471733493444,0,17.51892054563386,4.693960531379072,0.0,92.86558598121553,25.50472825036228,48.099999999999994,0.0,24482.349113587275
2033,45.5,73.29557870907786,3.2918471733493444,0,19.80977100434944,4.693960531379072,0.0,105.0070934124081,27.795578709077855,45.5,0.0,27115.910800926704
2034,42.9,72.98642916779346,3.2918471733493444,0,22.100621463065046,4.693960531379072,0.0,117.14860084360082,30.086429167793465,42.89999999999999,0.0,29674.332593220293
2035,40.3,72.67727962650906,3.2918471733493444,0,24.391471921780646,4.693960531379072,0.0,129.29010827479348,32.37727962650906,40.300000000000004,7.105427357601002e-15,32157.614490468004
2036,37.62,72.32396586504117,3.2918471733493444,0,26.718158160312765,4.693960531379072,0.0,141.62154533901372,34.70396586504118,37.62,0.0,34603.427064412965
2037,34.94,71.97065210357327,3.2918471733493444,0,29.044844398844862,4.693960531379072,0.0,153.95298240323382,37.030652103573274,34.94,0.0,36972.92432973405
2038,32.26,71.61733834210538,3.2918471733493444,0,31.371530637376974,4.693960531379072,0.0,166.28441946745403,39.357338342105386,32.26,0.0,39266.1062864313
2039,29.58,71.2640245806375,3.2918471733493444,0,33.69821687590908,4.693960531379072,0.0,178.6158565316742,41.6840245806375,29.58,0.0,41482.972934504694
2040,26.9,70.91071081916962,3.2918471733493444,0,36.02490311444121,4.693960531379072,0.0,190.94729359589448,44.010710819169624,26.9,0.0,43623.52427395425
2041,24.2,70.55739705770172,3.2918471733493444,0,38.3715893529733,4.693960531379072,0.0,203.38473066011457,46.35739705770172,24.200000000000003,3.552713678800501e-15,45743.05128459644
2042,21.5,70.20408329623383,3.2918471733493444,0,40.71827559150542,4.693960531379072,0.0,215.82216772433478,48.70408329623383,21.5,0.0,47823.15396643131
2043,18.8,69.85076953476594,3.2918471733493444,0,43.06496183003753,4.693960531379072,0.0,228.25960478855498,51.05076953476595,18.799999999999997,0.0,49863.83231945884
2044,16.1,69.49745577329804,3.2918471733493444,0,45.411648068569626,4.693960531379072,0.0,240.6970418527751,53.39745577329804,16.1,0.0,51865.08634367901
2045,13.4,69.14414201183016,3.2918471733493444,0,47.75833430710174,4.693960531379072,0.0,253.13447891699528,55.74414201183016,13.399999999999999,0.0,53826.916039091855
2046,10.72,68.92332091091274,3.2918471733493444,0,50.21751320618432,4.693960531379072,0.0,266.168127082133,58.20332091091274,10.719999999999999,0.0,55841.4753932203
2047,8.04,68.70249980999529,3.2918471733493444,0,52.67669210526687,4.693960531379072,0.0,279.2017752472705,60.66249980999529,8.04,0.0,57814.720541844144
2048,5.359999999999999,68.48167870907787,3.2918471733493444,0,55.135871004349454,4.693960531379072,0.0,292.2354234124082,63.12167870907787,5.359999999999999,0.0,59746.65148496342
2049,2.6799999999999997,68.26085760816044,3.2918471733493444,0,57.59504990343203,4.693960531379072,0.0,305.26907157754584,65.58085760816044,2.6799999999999926,0.0,61637.2682225781
2050,0.0,68.040036507243,3.2918471733493444,0,60.05422880251459,4.693960531379072,0.0,318.30271974268345,68.040036507243,0.0,0.0,63486.57075468819
