year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,26.90124688636351,5.324420316162247,32.225667202525756,0.436,223,15,0.9586468165710699,1.0,63059.5
2026,26.094209479772594,4.954219796768195,31.048429276540787,0.4186,219,19,0.9466218301390855,0.97,60400.445
2027,25.394777060727144,4.621013430742261,30.015790491469406,0.4012,219,19,0.9466218301390855,0.944,58781.464
2028,24.668443394795332,4.2911778238313545,28.959621218626687,0.3838,217,21,0.9356610017984273,0.917,56439.0575
2029,23.733300638418953,3.8673001466514507,27.600600785070405,0.3664,209,29,0.9078545508720777,0.891,53209.0944
2030,23.307113421567436,3.606694076189454,26.913807497756892,0.349,201,37,0.8487831352225687,0.875,48853.612499999996
2031,22.614559194183716,3.3598296424552703,25.974388836638987,0.3351,199,39,0.8467612348490492,0.849,47289.0453
2032,21.9220049668,3.121376883895166,25.043381850695166,0.3212,196,42,0.8439412159070352,0.823,45688.18659999999
2033,21.22945073941628,2.8917494499924765,24.121200189408754,0.3073,194,44,0.8423981866746124,0.797,44163.9219
2034,20.536896512032563,2.6705625548253336,23.207459066857897,0.2934,192,46,0.8410147811558885,0.771,42653.030699999996
2035,20.137345996234263,2.493622068482051,22.630968064716313,0.2795,191,47,0.8381841206329611,0.756,41682.437999999995
2036,19.42614117148318,2.164935606148464,21.591076777631645,0.2516,188,50,0.8302135765289291,0.73,39866.176
2037,18.7342512119509,1.8539268410357694,20.58817805298667,0.2236,185,53,0.8181673069351184,0.704,37888.4352
2038,18.042361252418626,1.562375163076749,19.60473641549537,0.1957,182,56,0.8140383735407732,0.678,36305.0016
2039,17.350471292886343,1.2869799865880196,18.637451279474366,0.1678,176,62,0.7995871066605655,0.652,34292.9832
2040,15.732339533925504,0.9354470231369306,16.667786557062435,0.1398,156,82,0.7009502931755542,0.6,27664.98
2041,15.274691500891166,0.779525972993157,16.05421747388432,0.1259,141,97,0.6250971044258334,0.6,24671.219999999998
2042,15.063403226606079,0.6736381375490853,15.737041364155164,0.1119,128,110,0.5906609485905226,0.6,23312.1
2043,15.063403226606075,0.5891131629071127,15.652516389513188,0.0979,127,111,0.5863511083206522,0.6,23142.0
2044,15.063403226606075,0.5054699252727015,15.568873151878778,0.084,127,111,0.5863511083206522,0.6,23142.0
2045,15.028099480655401,0.4202345769477436,15.448334057603144,0.07,123,115,0.5690053314320376,0.6,22457.399999999998
2046,15.028099480655401,0.3357461651751647,15.363845645830567,0.056,114,124,0.5487011950495365,0.6,21656.039999999997
2047,14.980996851189623,0.2509146189199735,15.231911470109596,0.042,102,136,0.4672505347394409,0.6,18441.359999999997
2048,14.980996851189623,0.167201995546582,15.148198846736204,0.028,98,140,0.4608655861914846,0.6,18189.359999999997
2049,14.980996851189623,0.08358820835578072,15.064585059545403,0.014,96,142,0.4585244383905673,0.6,18096.96
2050,14.980996851189623,0.0,14.980996851189623,0.0,96,142,0.4585244383905673,0.6,18096.96
