year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,43.416122205095235,8.329744233038994,51.74586643813423,0.45,232,16,0.9595666859872484,1.0,96020.0
2026,44.06736403817166,8.29772586214991,52.36508990032157,0.442,228,20,0.948274139068215,1.015,96313.34999999999
2027,44.718605871248094,8.267947785253448,52.98655365650154,0.434,228,20,0.948274139068215,1.03,97736.7
2028,45.41326382652962,8.23637696454006,53.64964079106968,0.426,226,22,0.9379809325844942,1.046,98177.56
2029,39.47573949048209,7.443715473242569,46.91945496372466,0.418,215,33,0.8752523334599165,1.061,92925.563
2030,40.07103810673818,7.389734167565272,47.46077227430345,0.41,207,41,0.8197789458957089,1.077,88348.46399999999
2031,40.59192439596226,7.339057909599348,47.930982305561606,0.402,205,43,0.8178801990686148,1.091,89289.622
2032,41.11281068518634,7.284255976893617,48.39706666207996,0.394,202,46,0.8152319469150361,1.105,90142.58499999999
2033,41.63369697441042,7.226262804705163,48.859959779115584,0.386,200,48,0.8137829032838326,1.119,91122.408
2034,42.1917894271505,7.170524044060739,49.362313471211245,0.378,198,50,0.8124837607179262,1.134,92196.468
2035,42.7498818798906,7.109029052873885,49.85891093276448,0.37,197,51,0.8098255151599945,1.149,93110.364
2036,43.14707396131039,7.013769911281025,50.16084387259141,0.362,194,54,0.8023404552995024,1.16,93132.92
2037,43.59342300228946,6.924061424080962,50.51748442637043,0.354,191,57,0.7910279215717626,1.172,92769.65999999999
2038,44.002576289853614,6.82982365168666,50.832399941540274,0.346,188,60,0.7871504806827494,1.183,93181.361
2039,42.11355836868825,6.546269543986476,48.65982791267473,0.338,179,69,0.7618871544780444,1.195,91105.60500000001
2040,42.344363951170976,6.1185598099656495,48.46292376113663,0.33,159,89,0.6692582895289109,1.207,80832.79000000001
2041,25.501267883842132,4.3561781449521035,29.857446028794236,0.322,133,115,0.5152299482341655,1.217,62744.869000000006
2042,20.57500039310755,3.6966589392257,24.271659332333254,0.314,116,132,0.4589470949173545,1.226,56304.049999999996
2043,20.74282258228461,3.6296774363607183,24.37250001864533,0.306,115,133,0.45489976615433814,1.236,56262.72
2044,20.91064477146167,3.563382483925126,24.474027255386794,0.298,115,133,0.45489976615433814,1.246,56717.92
2045,21.048354639154574,3.483664067104643,24.53201870625922,0.29,111,137,0.4386105170587412,1.256,55125.840000000004
2046,19.951567699900966,3.289498114093863,23.24106581399483,0.282,101,147,0.4133471908540363,1.262,52198.844
2047,17.953807353496853,2.9849635039985,20.938770857495353,0.274,86,162,0.32646453340795073,1.269,41455.691999999995
2048,18.03869533152757,2.909433153889702,20.948128485417275,0.266,82,166,0.3204684907960746,1.275,40886.7
2049,18.137731305896743,2.836727325734603,20.974458631631347,0.258,80,168,0.31826994183838664,1.282,40829.136
2050,17.97311600003557,2.761138401764055,20.734254401799625,0.25,79,169,0.31637119501129257,1.288,40775.504
