scenario,year,total_emissions_mtco2,scope1_mtco2,scope2_mtco2,cumulative_emissions_mtco2,target_emissions_mtco2,target_met,total_capex_musd,shadow_carbon_price_usd_tco2
Scenario_C_Linear,2025,51.99999999999998,48.359999999999985,3.639999999999999,51.99999999999998,51.99999999999998,True,0,0
Scenario_C_Linear,2026,51.99999999999998,48.359999999999985,3.639999999999999,103.99999999999996,49.91999999999998,False,0,0
Scenario_C_Linear,2027,51.99999999999998,48.359999999999985,3.639999999999999,155.99999999999994,47.83999999999998,False,0,0
Scenario_C_Linear,2028,51.99999999999998,48.359999999999985,3.639999999999999,207.99999999999991,45.759999999999984,False,0,0
Scenario_C_Linear,2029,51.99999999999998,48.359999999999985,3.639999999999999,259.9999999999999,43.67999999999998,False,0,0
Scenario_C_Linear,2030,51.99999999999998,48.359999999999985,3.639999999999999,311.9999999999999,41.59999999999998,False,0,0
Scenario_C_Linear,2031,51.99999999999998,48.359999999999985,3.639999999999999,363.9999999999999,39.51999999999998,False,0,0
Scenario_C_Linear,2032,51.99999999999998,48.359999999999985,3.639999999999999,415.9999999999999,37.43999999999998,False,0,0
Scenario_C_Linear,2033,51.99999999999998,48.359999999999985,3.639999999999999,467.9999999999999,35.359999999999985,False,0,0
Scenario_C_Linear,2034,51.99999999999998,48.359999999999985,3.639999999999999,519.9999999999999,33.27999999999999,False,0,0
Scenario_C_Linear,2035,51.99999999999998,48.359999999999985,3.639999999999999,571.9999999999999,31.19999999999999,False,0,0
Scenario_C_Linear,2036,51.99999999999998,48.359999999999985,3.639999999999999,623.9999999999999,29.119999999999987,False,0,0
Scenario_C_Linear,2037,51.99999999999998,48.359999999999985,3.639999999999999,675.9999999999999,27.03999999999999,False,0,0
Scenario_C_Linear,2038,51.99999999999998,48.359999999999985,3.639999999999999,727.9999999999999,24.95999999999999,False,0,0
Scenario_C_Linear,2039,51.99999999999998,48.359999999999985,3.639999999999999,779.9999999999999,22.87999999999999,False,0,0
Scenario_C_Linear,2040,51.99999999999998,48.359999999999985,3.639999999999999,831.9999999999999,20.79999999999999,False,0,0
Scenario_C_Linear,2041,51.99999999999998,48.359999999999985,3.639999999999999,883.9999999999999,18.71999999999999,False,0,0
Scenario_C_Linear,2042,51.99999999999998,48.359999999999985,3.639999999999999,935.9999999999999,16.639999999999993,False,0,0
Scenario_C_Linear,2043,51.99999999999998,48.359999999999985,3.639999999999999,987.9999999999999,14.559999999999995,False,0,0
Scenario_C_Linear,2044,51.99999999999998,48.359999999999985,3.639999999999999,1039.9999999999998,12.479999999999997,False,0,0
Scenario_C_Linear,2045,51.99999999999998,48.359999999999985,3.639999999999999,1091.9999999999998,10.399999999999999,False,0,0
Scenario_C_Linear,2046,51.99999999999998,48.359999999999985,3.639999999999999,1143.9999999999998,8.319999999999993,False,0,0
Scenario_C_Linear,2047,51.99999999999998,48.359999999999985,3.639999999999999,1195.9999999999998,6.239999999999995,False,0,0
Scenario_C_Linear,2048,51.99999999999998,48.359999999999985,3.639999999999999,1247.9999999999998,4.159999999999997,False,0,0
Scenario_C_Linear,2049,51.99999999999998,48.359999999999985,3.639999999999999,1299.9999999999998,2.0799999999999983,False,0,0
Scenario_C_Linear,2050,51.99999999999998,48.359999999999985,3.639999999999999,1351.9999999999998,,True,0,0
