scenario,year,total_emissions_mtco2,scope1_mtco2,scope2_mtco2,cumulative_emissions_mtco2,target_emissions_mtco2,target_met,total_capex_musd,shadow_carbon_price_usd_tco2
Scenario_A_Budget,2025,51.99999999999998,48.359999999999985,3.639999999999999,51.99999999999998,,True,0,0
Scenario_A_Budget,2026,51.99999999999998,48.359999999999985,3.639999999999999,103.99999999999996,,True,0,0
Scenario_A_Budget,2027,51.99999999999998,48.359999999999985,3.639999999999999,155.99999999999994,,True,0,0
Scenario_A_Budget,2028,51.99999999999998,48.359999999999985,3.639999999999999,207.99999999999991,,True,0,0
Scenario_A_Budget,2029,51.99999999999998,48.359999999999985,3.639999999999999,259.9999999999999,,True,0,0
Scenario_A_Budget,2030,51.99999999999998,48.359999999999985,3.639999999999999,311.9999999999999,,True,0,0
Scenario_A_Budget,2031,51.99999999999998,48.359999999999985,3.639999999999999,363.9999999999999,,True,0,0
Scenario_A_Budget,2032,51.99999999999998,48.359999999999985,3.639999999999999,415.9999999999999,,True,0,0
Scenario_A_Budget,2033,51.99999999999998,48.359999999999985,3.639999999999999,467.9999999999999,,True,0,0
Scenario_A_Budget,2034,51.99999999999998,48.359999999999985,3.639999999999999,519.9999999999999,,True,0,0
Scenario_A_Budget,2035,51.99999999999998,48.359999999999985,3.639999999999999,571.9999999999999,,True,0,0
Scenario_A_Budget,2036,51.99999999999998,48.359999999999985,3.639999999999999,623.9999999999999,,True,0,0
Scenario_A_Budget,2037,51.99999999999998,48.359999999999985,3.639999999999999,675.9999999999999,,True,0,0
Scenario_A_Budget,2038,51.99999999999998,48.359999999999985,3.639999999999999,727.9999999999999,,True,0,0
Scenario_A_Budget,2039,51.99999999999998,48.359999999999985,3.639999999999999,779.9999999999999,,True,0,0
Scenario_A_Budget,2040,51.99999999999998,48.359999999999985,3.639999999999999,831.9999999999999,,True,0,0
Scenario_A_Budget,2041,51.99999999999998,48.359999999999985,3.639999999999999,883.9999999999999,,True,0,0
Scenario_A_Budget,2042,51.99999999999998,48.359999999999985,3.639999999999999,935.9999999999999,,True,0,0
Scenario_A_Budget,2043,51.99999999999998,48.359999999999985,3.639999999999999,987.9999999999999,,True,0,0
Scenario_A_Budget,2044,51.99999999999998,48.359999999999985,3.639999999999999,1039.9999999999998,,True,0,0
Scenario_A_Budget,2045,51.99999999999998,48.359999999999985,3.639999999999999,1091.9999999999998,,True,0,0
Scenario_A_Budget,2046,51.99999999999998,48.359999999999985,3.639999999999999,1143.9999999999998,,True,0,0
Scenario_A_Budget,2047,51.99999999999998,48.359999999999985,3.639999999999999,1195.9999999999998,,True,0,0
Scenario_A_Budget,2048,51.99999999999998,48.359999999999985,3.639999999999999,1247.9999999999998,,True,0,0
Scenario_A_Budget,2049,51.99999999999998,48.359999999999985,3.639999999999999,1299.9999999999998,,True,0,0
Scenario_A_Budget,2050,51.99999999999998,48.359999999999985,3.639999999999999,1351.9999999999998,,True,0,0
