year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,rdh_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd
2025,46.3,36.92216637290213,0,0.0,0,0.0,0.0,0.0,0.0,0.0,36.92216637290213,0,0.0
2026,44.5,35.58796670707972,0,0.0,0,0.0,0.0,0.0,0.0,0.0,35.58796670707972,0,0.0
2027,42.699999999999996,34.41359983363659,0,0.0,0,0.0,0.0,0.0,0.0,0.0,34.41359983363659,0,0.0
2028,40.9,33.21515554341328,0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.21515554341328,0,0.0
2029,39.099999999999994,32.06531046464717,0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.06531046464717,0,0.0
2030,37.3,31.28515413141345,0,0.0,0,0.0,0.0,0.0,0.0,0.0,31.28515413141345,0,0.0
2031,35.919999999999995,30.19714504621959,0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.19714504621959,0,0.0
2032,34.54,29.11883730376933,0,0.0,0,0.0,0.0,0.0,0.0,0.0,29.11883730376933,0,0.0
2033,33.16,28.05023090406267,0,0.0,0,0.0,0.0,0.0,0.0,0.0,28.05023090406267,0,0.0
2034,31.779999999999998,26.9913258470996,0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.9913258470996,0,0.0
2035,30.4,26.325160177795144,0,0.0,0,0.0,0.0,0.0,0.0,0.0,26.325160177795144,0,0.0
2036,28.08,25.146433874187203,0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.146433874187203,0,0.0
2037,25.759999999999998,23.98623514877968,0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.98623514877968,0,0.0
2038,23.439999999999998,22.846488700727853,0,0.0,0,0.0,0.0,0.0,0.0,0.0,22.846488700727853,0,0.0
2039,21.12,21.7262147319959,0,0.0,0,0.6062147319958981,0.0,0.0,0.0,0.6062147319958981,21.12,0,0.0
2040,18.8,19.7679613727285,0,0.0,0,0.9679613727284995,0.0,0.0,0.0,0.9679613727284995,18.8,0,0.0
2041,16.92,19.656022802610075,0,0.0,0,2.247838509673457,0.4881842929366158,0.0,0.0,2.736022802610073,16.92,0,223.19785873062074
2042,15.040000000000001,19.54327891903756,0,0.9715472261765403,0,2.247838509673457,1.2838931831875633,67.449116235251,0.0,4.503278919037561,15.040000000000001,0,1397.6109284507024
2043,13.16,19.430535035465045,0,2.7388033426040246,0,2.247838509673457,1.2838931831875633,190.13987176700093,0.0,6.270535035465045,13.16,0,2851.7092610472364
2044,11.280000000000001,19.31859646534662,0,4.5068647724855975,0,2.247838509673457,1.2838931831875633,312.88653572945515,0.0,8.038596465346618,11.280000000000001,0,4270.401752384211
2045,9.4,19.205852581774103,0,6.274120888913082,0,2.247838509673457,1.2838931831875633,435.5772912612051,0.0,9.805852581774102,9.4,0,5652.396035430504
2046,7.5200000000000005,19.093108698201583,0,8.041377005340562,0,2.247838509673457,1.2838931831875633,558.2680467929547,0.0,11.573108698201583,7.52,0,6998.338293701673
2047,5.640000000000001,18.980364814629073,0,9.808633121768052,0,2.247838509673457,1.2838931831875633,680.9588023247051,0.0,13.340364814629073,5.640000000000001,0,8308.228527197729
2048,3.76,18.867620931056557,0,11.575889238195536,0,2.247838509673457,1.2838931831875633,803.649557856455,0.0,15.107620931056557,3.76,0,9582.06673591866
2049,1.88,18.754877047484044,0,13.343145354623024,0,2.247838509673457,1.2838931831875633,926.3403133882051,0.0,16.874877047484045,1.879999999999999,0,10819.852919864472
2050,0.0,18.642133163911527,0,15.110401471050507,0,2.247838509673457,1.2838931831875633,1049.0310689199548,0.0,18.642133163911527,0.0,0,12021.58707903516
