facility_id,company,location,product,process,total_emissions_kt,tech_heat_pump_pct,tech_ncc_h2_pct,tech_ncc_elec_pct,tech_re_ppa_pct,abatement_mt,emissions_2050_kt
1,HD Hyundai Chemical,Daesan,Ethylene,Naphtha Cracker,1918.150832986791,0.0,54.349564923964465,0.0,26.88827576497403,0.7485616183333438,1169.5892146534475
2,LG Chem,Yeosu,Ethylene,Naphtha Cracker,2324.347479972229,0.0,54.349564923964465,0.0,26.88827576497403,0.9070805492745225,1417.2669306977064
3,GS Caltex,Yeosu,Ethylene,Naphtha Cracker,2030.9832349271903,0.0,54.349564923964465,0.0,26.88827576497403,0.7925946547058934,1238.388580221297
4,S-Oil,Onsan,Ethylene,Naphtha Cracker,410.7099430630541,0.0,54.349564923964465,0.0,26.88827576497403,0.16028025239608068,250.4296906669734
5,Lotte Chemical,Daesan,Propylene,Naphtha Cracker,1173.7433875505797,0.0,54.349564923964465,0.0,26.88827576497403,0.4439386368266056,729.804750723974
6,HDHyundai Oilbank,Daesan,Propylene,Naphtha Cracker,896.3131323113518,0.0,54.34956492396448,0.0,26.88827576497403,0.3390076863039534,557.3054460073984
7,HD Hyundai Chemical,Daesan,Propylene,Naphtha Cracker,962.4695777914752,0.0,54.349564923964465,0.0,26.88827576497403,0.3640296821978165,598.4398955936588
8,Lotte Chemical,Yeosu,Propylene,Naphtha Cracker,1367.944566218039,0.0,54.349564923964465,0.0,26.88827576497403,0.5173903021924622,850.5542640255768
9,LG Chem,Yeosu,Propylene,Naphtha Cracker,2774.3025523922793,0.0,54.349564923964465,0.0,26.888275764974022,1.0493095052265222,1724.993047165757
10,GS Caltex,Yeosu,Propylene,Naphtha Cracker,2070.056519861931,0.0,54.349564923964465,0.0,26.88827576497403,0.7829463231305588,1287.1101967313723
11,S-Oil,Onsan,Propylene,Naphtha Cracker,1792.6262646227035,0.0,54.34956492396448,0.0,26.88827576497403,0.6780153726079068,1114.6108920147967
12,SK Advanced,Ulsan,Propylene,Naphtha Cracker,1280.4473318733594,0.0,54.349564923964465,0.0,26.88827576497403,0.4842966947199333,796.150637153426
13,SK Energy,Ulsan,Propylene,Naphtha Cracker,1323.1289096024714,0.0,54.349564923964465,0.0,26.88827576497403,0.5004399178772645,822.6889917252068
14,Taekwang Industrial,Ulsan,Propylene,Naphtha Cracker,640.2236659366797,0.0,54.349564923964465,0.0,26.88827576497403,0.24214834735996665,398.075318576713
15,Lotte Chemical,Daesan,Butadiene,Naphtha Cracker,491.50568679729133,0.0,54.349564923964465,0.0,26.88827576497403,0.18579643459561582,305.70925220167555
16,HD Hyundai Chemical,Daesan,Butadiene,Naphtha Cracker,421.6601418313603,0.0,54.349564923964465,0.0,26.88827576497403,0.15939378336360724,262.2663584677531
17,Kumho Petrochemical,Yeosu,Butadiene,Naphtha Cracker,380.2701892589569,0.0,54.349564923964465,0.0,26.888275764974022,0.14374776781871326,236.52242144024365
18,Lotte GS Chemical,Yeosu,Butadiene,Naphtha Cracker,336.2933646507783,0.0,54.349564923964465,0.0,26.88827576497403,0.12712387630226346,209.16948834851485
19,Lotte Chemical,Yeosu,Butadiene,Naphtha Cracker,413.8995257240348,0.0,54.349564923964465,0.0,26.88827576497403,0.15646015544893963,257.43937027509514
20,Daehan Oil Chemical,Ulsan,Butadiene,Naphtha Cracker,377.6833172231817,0.0,54.349564923964465,0.0,26.88827576497403,0.14276989184715738,234.9134253760243
21,OCI,Gwangyang,Benzene,BTX Plant,74.77198669147916,0.0,0.0,0.0,26.88827576497403,0.0022617239792151007,72.51026271226405
22,Lotte Chemical,Daesan,Benzene,BTX Plant,89.72638402977498,0.0,0.0,0.0,26.88827576497403,0.0027140687750581215,87.01231525471685
23,HD Hyundai Chemical,Daesan,Benzene,BTX Plant,153.28257271753228,0.0,0.0,0.0,26.88827576497403,0.004636534157390957,148.6460385601413
