process,product_group,total_emissions_kt,emissions_electricity_kt,emissions_naphtha_kt,emissions_lng_kt,emissions_fuel_gas_kt,capacity_kt,combustion_emissions_kt
BTX Plant,Aromatics,9094.183595031967,3481.0870701480517,0.0,2411.138706324561,2686.2062236236184,14194,5613.096524883916
BTX Plant,Other,3.238451359280214,3.238451359280214,0.0,0.0,0.0,11560,0.0
Naphtha Cracker,Olefins,56486.264365845665,4635.0812754445815,37611.47475675675,5990.5172154184565,6823.860890470349,25317,51851.183090401086
Naphtha Cracker,Other,358.1105802474051,1.269499166324231,356.84108108108086,0.0,0.0,350,356.84108108108086
Utility,Aromatics,0.652885285538176,0.652885285538176,0.0,0.0,0.0,180,0.0
Utility,Intermediates,10.718200104251723,10.718200104251723,0.0,0.0,0.0,2955,0.0
Utility,Other,116.25776386928612,116.25776386928612,0.0,0.0,0.0,27405,0.0
Utility,Polymers,123.69485462268808,123.69485462268808,0.0,0.0,0.0,18105,0.0
