year,target_mt,bau_mt,heat_pump_mt,ncc_h2_mt,ncc_elec_mt,re_ppa_mt,h2_consumption_kt,electricity_consumption_increase_twh,total_deployed_mt,actual_emissions_mt,shortfall_mt,cumulative_capex_musd
2025,52.0,46.33518448745625,0.0,0,0.0,0.0,0.0,0.0,0.0,46.33518448745625,0.0,0.0
2026,50.0,46.79555431164883,0.0,0,0.0,0.0,0.0,0.0,0.0,46.79555431164883,0.0,0.0
2027,48.0,47.24898843308912,0.0,0,0.0,0.0,0.0,0.0,0.0,47.24898843308912,0.0,0.0
2028,46.0,47.741128465989334,0.0,0,0.0,1.741128465989334,0.0,0.0,1.741128465989334,46.0,0.0,0.0
2029,44.0,48.18045999183329,0.0,0,0.0,4.180459991833288,0.0,0.0,4.180459991833288,44.0,0.0,0.0
2030,42.0,48.658035048953685,0.36177366217141405,0,0.0,6.296261386782271,0.0,0.0016822475290970756,6.6580350489536855,42.0,0.0,231.53514378970502
2031,40.0,49.08524214737441,1.900248809224734,0,0.8868412505893983,6.298152087560276,0.0,4.709094785086705,9.085242147374409,40.0,0.0,2128.0479961733813
2032,38.0,49.507180262308886,1.9852544029430497,0,3.2237737718055595,6.298152087560276,0.0,17.09523242354315,11.507180262308886,38.0,0.0,4591.445759049196
2033,36.0,49.92384939375712,2.0717960969170077,0,5.553901209279839,6.298152087560276,0.0,29.445310261033814,13.923849393757123,36.0,0.0,6991.446898855853
2034,34.0,50.37967606382126,2.1617802229128458,0,7.919743753348135,6.298152087560276,0.0,41.984694170781665,16.379676063821258,34.0,0.0,9371.26681879266
2035,32.0,50.82985739443586,2.253410170611158,0,10.278295136264429,6.298152087560276,0.0,54.485442579494816,18.829857394435862,32.0,0.0,11686.788917103355
2036,30.0,51.06700894122907,2.3477129327542876,0,12.421143920914506,6.298152087560276,0.0,65.84297964598419,21.06700894122907,30.0,0.0,13743.79608214169
2037,28.0,51.34323737893175,2.4454816386579035,0,14.599603652713569,6.298152087560276,0.0,77.38927084900168,23.343237378931747,28.0,0.0,15782.173234259542
2038,26.0,51.57071120095433,2.5426058094338466,0,16.729953303960208,6.298152087560276,0.0,88.68057562800296,25.57071120095433,25.999999999999996,0.0,17723.65130000384
2039,23.999999999999996,51.83683179278546,2.6433213199095116,0,18.895358385315674,6.298152087560276,0.0,100.15769088631065,27.83683179278546,24.0,3.552713678800501e-15,19644.516183490894
2040,22.0,52.09779093140557,2.74554158165601,0,21.054097262189284,6.298152087560276,0.0,111.5994822579579,30.09779093140557,22.0,0.0,21506.922565703047
2041,20.0,52.26769265517922,2.844591834058619,0,23.124948733560323,6.298152087560276,0.0,122.57545563989808,32.26769265517922,20.0,0.0,23268.3393031323
2042,18.0,52.39056024767642,2.94249596757661,0,25.14991219253953,6.298152087560276,0.0,133.30821722670873,34.39056024767642,18.0,0.0,24966.137003611682
2043,16.0,52.55207460998217,3.0439914407943234,0,27.20993108162757,6.298152087560276,0.0,144.22678929282583,36.55207460998217,16.0,0.0,26668.674126225742
2044,14.0,52.70928776127876,3.1467408734043985,0,29.264394800314083,6.298152087560276,0.0,155.11592478672597,38.70928776127876,14.0,0.0,28341.841137234773
2045,12.0,52.86219970156616,3.2507442654068344,0,31.31330334859905,6.298152087560276,0.0,165.97562370840913,40.86219970156616,12.0,0.0,29985.75129737812
2046,10.0,52.945097124087226,3.315726322058079,0,33.33121871446887,6.298152087560276,0.0,176.6708773140826,42.94509712408722,10.000000000000007,7.105427357601002e-15,31563.58254683948
2047,8.0,53.068200505407674,3.3838451581293145,0,35.38620325971809,6.298152087560276,0.0,187.56261215649118,45.068200505407674,8.0,0.0,33146.033249542095
2048,6.0,53.147737606827825,3.449806870555842,0,37.39977864871171,6.298152087560276,0.0,198.23486844012015,47.147737606827825,6.0,0.0,34671.57341132279
2049,4.0,53.26721184135929,3.5189837348643827,0,39.45007601893464,6.298152087560276,0.0,209.10176617472067,49.2672118413593,3.999999999999993,0.0,36200.61524696385
2050,2.0,53.34338862167852,3.5859251030661916,0,41.45931143105205,6.298152087560276,0.0,219.75102513630515,51.34338862167852,2.0,0.0,37674.04129096911
