product,process,company,location,year_built,retirement_year,capacity_kt,emissions_naphtha_kt,emissions_electricity_kt,emissions_lng_kt,emissions_fuel_gas_kt,emissions_byproduct_gas_kt,emissions_lpg_kt,emissions_fuel_oil_kt,emissions_diesel_kt,total_emissions_kt,active_2025
Propylene,Naphtha Cracker,SK Energy,Ulsan,1996,2046,620,853.1730534701318,136.27684595666204,36.34326123713215,47.70053037373591,11.357269136603787,0.0,0.0,0.0,1084.8509601742655,True
Propylene,Naphtha Cracker,SK Geocentric,Ulsan,1989,2039,380,522.9125166429841,83.52451848956704,22.27490204856486,29.23580893874136,6.960906890176515,0.0,0.0,0.0,664.9086530100337,True
Propylene,Naphtha Cracker,Taekwang Industrial,Ulsan,1997,2047,300,412.8256710339347,65.94040933386871,17.585448985709103,23.080901793743177,5.4954528080340905,0.0,0.0,0.0,524.9278839552899,True
Propylene,Naphtha Cracker,Hyosung Chemical,Ulsan,1991,2041,500,688.0427850565578,109.90068222311453,29.309081642848504,38.46816965623863,9.159088013390152,0.0,0.0,0.0,874.8798065921497,True
Butadiene,Naphtha Cracker,Lotte Chemical,Daesan,1997,2047,190,298.5765912930621,87.34590168843616,11.792595202181392,15.068316091676227,3.275720889494834,0.0,0.0,0.0,416.0591251648507,True
Butadiene,Naphtha Cracker,HD Hyundai Chemical,Daesan,2021,2071,163,256.1472862145743,74.93358934323734,10.116805357660878,12.927029068122238,2.8102237104613574,0.0,0.0,0.0,356.93493369405604,True
Butadiene,Naphtha Cracker,LG Chem,Daesan,1991,2041,200,314.291148729539,91.94305440888019,12.41325810755936,15.861385359659186,3.4481272520998254,0.0,0.0,0.0,437.9569738577375,True
Butadiene,Naphtha Cracker,Hanwha TotalEnergies,Daesan,1991,2041,150,235.71836154715425,68.95729080666014,9.30994358066952,11.896039019744391,2.5860954390748687,0.0,0.0,0.0,328.46773039330316,True
Butadiene,Naphtha Cracker,Kumho Petrochemical,Yeosu,1992,2042,147,231.00399431621113,67.57814499052692,9.123744709056131,11.658118239349502,2.5343735302933714,0.0,0.0,0.0,321.898375785437,True
Butadiene,Naphtha Cracker,Lotte GS Chemical,Yeosu,2022,2072,130,204.28924667420034,59.76298536577211,8.068617769913583,10.30990048377847,2.2412827138648868,0.0,0.0,0.0,284.6720330075293,True
Butadiene,Naphtha Cracker,Lotte Chemical,Yeosu,2011,2061,160,251.43291898363123,73.55444352710414,9.930606486047488,12.689108287727349,2.75850180167986,0.0,0.0,0.0,350.36557908619005,True
Butadiene,Naphtha Cracker,LG Chem,Yeosu,1991,2041,306,480.86545755619466,140.67287324558666,18.99228490456582,24.267919600278557,5.275634695712733,0.0,0.0,0.0,670.0741700023385,True
Butadiene,Naphtha Cracker,Yeochon NCC,Yeosu,1992,2042,378,594.0102710988288,173.77237283278353,23.46105782328719,29.978018329755862,6.516960506468671,0.0,0.0,0.0,827.738680591124,True
Butadiene,Naphtha Cracker,Kumho Petrochemical,Ulsan,1979,2029,90,141.43101692829254,41.374374483996085,5.585966148401711,7.137623411846634,1.5516572634449213,0.0,0.0,0.0,197.0806382359819,True
Butadiene,Naphtha Cracker,Daehan Oil Chemical,Ulsan,2023,2073,146,229.43253857256346,67.11842971848255,9.061678418518333,11.578811312551206,2.5171328940328723,0.0,0.0,0.0,319.7085909161484,True
Butadiene,Naphtha Cracker,SK Geocentric,Ulsan,1989,2039,130,204.28924667420034,59.76298536577211,8.068617769913583,10.30990048377847,2.2412827138648868,0.0,0.0,0.0,284.6720330075293,True
Benzene,BTX Plant,OCI,Gwangyang,1995,2045,200,0.0,8.411561972156395,7.570982605803282,9.463728257254099,1.89274565145082,0.0,0.0,0.0,27.339018486664596,True
Benzene,BTX Plant,Lotte Chemical,Daesan,2011,2061,240,0.0,10.093874366587672,9.085179126963938,11.356473908704917,2.271294781740984,0.0,0.0,0.0,32.80682218399752,True
Benzene,BTX Plant,HD Hyundai Chemical,Daesan,2016,2066,410,0.0,17.243702042920606,15.520514341896726,19.400642927370903,3.8801285854741807,0.0,0.0,0.0,56.044987897662416,True
Benzene,BTX Plant,HDHyundai Oilbank,Daesan,1997,2047,338,0.0,14.215539732944306,12.794960603807546,15.993700754759423,3.198740150951886,0.0,0.0,0.0,46.20294124246316,True
Benzene,BTX Plant,LG Chem,Daesan,1991,2041,270,0.0,11.355608662411132,10.22082651783443,12.776033147293033,2.555206629458607,0.0,0.0,0.0,36.907674956997205,True
Benzene,BTX Plant,Hanwha TotalEnergies,Daesan,1991,2041,1267,0.0,53.28724509361076,47.96217480776379,59.95271850970472,11.990543701940945,0.0,0.0,0.0,173.19268211302023,True
Benzene,BTX Plant,Lotte Chemical,Yeosu,1992,2042,235,0.0,9.883585317283762,8.895904561818858,11.119880702273566,2.223976140454714,0.0,0.0,0.0,32.1233467218309,True
Benzene,BTX Plant,LG Chem,Yeosu,1992,2042,630,0.0,26.49642021229264,23.848595208280333,29.81074401035041,5.962148802070082,0.0,0.0,0.0,86.11790823299346,True
Benzene,BTX Plant,Yeochon NCC,Yeosu,1979,2029,457,0.0,19.220419106377356,17.299695254260495,21.624619067825616,4.324923813565123,0.0,0.0,0.0,62.469657242028596,True
Benzene,BTX Plant,GS Caltex,Yeosu,1990,2040,930,0.0,39.11376317052723,35.20506911698526,44.00633639623155,8.801267279246314,0.0,0.0,0.0,127.12643596299034,True
Benzene,BTX Plant,Daehan Oil Chemical,Onsan,2008,2058,210,0.0,8.832140070764213,7.949531736093446,9.936914670116803,1.987382934023361,0.0,0.0,0.0,28.705969410997824,True
Benzene,BTX Plant,S-Oil,Onsan,1991,2041,672,0.0,28.262848226445485,25.438501555499023,31.798126944373774,6.359625388874755,0.0,0.0,0.0,91.85910211519304,True
Benzene,BTX Plant,Lotte Chemical,Ulsan,1986,2036,110,0.0,4.626359084686016,4.164040433191805,5.205050541489754,1.041010108297951,0.0,0.0,0.0,15.036460167665526,True
Benzene,BTX Plant,SK Geocentric,Ulsan,1972,2022,603,0.0,25.36085934605153,22.826512556496894,28.533140695621107,5.706628139124223,0.0,0.0,0.0,82.42714073729375,True
Benzene,BTX Plant,Ulsan Aromatics,Ulsan,2014,2064,600,0.0,25.234685916469182,22.712947817409844,28.391184771762298,5.67823695435246,0.0,0.0,0.0,82.01705545999377,True
Benzene,BTX Plant,SK Incheon Petrochemical,Incheon,2006,2056,600,0.0,25.234685916469182,22.712947817409844,28.391184771762298,5.67823695435246,0.0,0.0,0.0,82.01705545999377,True
Toluene,BTX Plant,OCI,Gwangyang,1995,2045,40,0.0,1.2336957559162716,2.018928694880875,2.523660868601093,0.5047321737202185,0.0,0.0,0.0,6.2810174931184575,True
Toluene,BTX Plant,Lotte Chemical,Daesan,2011,2061,120,0.0,3.7010872677488145,6.056786084642623,7.570982605803277,1.5141965211606556,0.0,0.0,0.0,18.84305247935537,True
Toluene,BTX Plant,LG Chem,Daesan,2011,2061,100,0.0,3.0842393897906786,5.0473217372021875,6.30915217150273,1.2618304343005466,0.0,0.0,0.0,15.702543732796144,True
Toluene,BTX Plant,Lotte Chemical,Yeosu,1992,2042,220,0.0,6.7853266575394935,11.104107821844812,13.880134777306008,2.7760269554612025,0.0,0.0,0.0,34.545596212151516,True
Toluene,BTX Plant,LG Chem,Yeosu,1992,2042,112,0.0,3.4543481165655603,5.653000345666449,7.066250432083058,1.4132500864166118,0.0,0.0,0.0,17.58684898073168,True
Toluene,BTX Plant,Yeochon NCC,Yeosu,1979,2029,282,0.0,8.697555079209712,14.233447298910168,17.791809123637705,3.5583618247275406,0.0,0.0,0.0,44.281173326485124,True
Toluene,BTX Plant,GS Caltex,Yeosu,1990,2040,170,0.0,5.2432069626441535,8.580446953243717,10.725558691554642,2.1451117383109284,0.0,0.0,0.0,26.69432434575344,True
Toluene,BTX Plant,Daehan Oil Chemical,Onsan,2008,2058,78,0.0,2.4057067240367296,3.936910955017706,4.9211386937721295,0.9842277387544263,0.0,0.0,0.0,12.247984111580992,True
Toluene,BTX Plant,S-Oil,Onsan,1991,2041,300,0.0,9.252718169372036,15.14196521160656,18.927456514508194,3.7854913029016393,0.0,0.0,0.0,47.10763119838843,True
Toluene,BTX Plant,SK Geocentric,Ulsan,2070,2120,1506,0.0,46.44864521024762,76.01266536226493,95.01583170283112,19.003166340566228,0.0,0.0,0.0,236.4803086159099,True
Xylene,BTX Plant,Lotte Chemical,Daesan,2011,2061,60,0.0,52.614320135838256,3.4069421726114775,4.258677715764342,0.8517355431528688,0.0,0.0,0.0,61.13167556736695,True
Xylene,BTX Plant,HD Hyundai Chemical,Daesan,2016,2066,1350,0.0,1183.8222030563609,76.65619888375825,95.82024860469771,19.16404972093955,0.0,0.0,0.0,1375.4627002657562,True
Xylene,BTX Plant,LG Chem,Daesan,2011,2061,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
Xylene,BTX Plant,Lotte Chemical,Yeosu,1992,2042,79,0.0,69.27552151218703,4.485807193938445,5.60725899242305,1.1214517984846104,0.0,0.0,0.0,80.49003949703314,True
Xylene,BTX Plant,LG Chem,Yeosu,1992,2042,60,0.0,52.614320135838256,3.4069421726114775,4.258677715764342,0.8517355431528688,0.0,0.0,0.0,61.13167556736695,True
Xylene,BTX Plant,Yeochon NCC,Yeosu,1979,2029,204,0.0,178.88868846185005,11.583603386879021,14.479504233598764,2.8959008467197536,0.0,0.0,0.0,207.84769692904757,True
Xylene,BTX Plant,GS Caltex,Yeosu,1990,2040,350,0.0,306.9168674590565,19.87382934023362,24.842286675291998,4.968457335058401,0.0,0.0,0.0,356.60144080964056,True
Xylene,BTX Plant,Daehan Oil Chemical,Onsan,2008,2058,47,0.0,41.2145507730733,2.668771368545657,3.335964210682068,0.6671928421364138,0.0,0.0,0.0,47.886479194437435,True
Xylene,BTX Plant,S-Oil,Onsan,1991,2041,450,0.0,394.6074010187869,25.552066294586083,31.94008286823256,6.3880165736465155,0.0,0.0,0.0,458.4875667552521,True
Xylene,BTX Plant,SK Geocentric,Ulsan,2070,2120,894,0.0,783.95337002399,50.763438371911015,63.454297964888696,12.690859592977743,0.0,0.0,0.0,910.8619659537676,True
O-X,BTX Plant,Lotte Chemical,Ulsan,1980,2030,210,0.0,0.8832140070764215,0.0,0.0,0.0,0.0,0.0,0.0,0.8832140070764215,True
O-X,BTX Plant,SK Geocentric,Ulsan,1990,2040,200,0.0,0.8411561972156394,0.0,0.0,0.0,0.0,0.0,0.0,0.8411561972156394,True
M-X,BTX Plant,Lotte Chemical,Ulsan,1998,2048,360,0.0,1.5140811549881512,0.0,0.0,0.0,0.0,0.0,0.0,1.5140811549881512,True
P-X,BTX Plant,HDHyundai Oilbank,Daesan,1997,2047,1460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P-X,BTX Plant,Hanwha TotalEnergies,Daesan,1997,2047,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P-X,BTX Plant,GS Caltex,Yeosu,1990,2040,1350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P-X,BTX Plant,S-Oil,Onsan,1997,2047,1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P-X,BTX Plant,Lotte Chemical,Ulsan,1980,2030,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P-X,BTX Plant,SK Geocentric,Ulsan,1990,2040,830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P-X,BTX Plant,Ulsan Aromatics,Ulsan,2014,2064,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
P-X,BTX Plant,SK Incheon Petrochemical,Incheon,2014,2064,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
C-H,Naphtha Cracker,SK Geocentric,Ulsan,1974,2024,160,163.09162312451744,0.5803424760339339,0.0,0.0,0.0,0.0,0.0,0.0,163.67196560055137,True
C-H,Naphtha Cracker,Caprolactam,Ulsan,2000,2050,190,193.67130246036444,0.6891566902902964,0.0,0.0,0.0,0.0,0.0,0.0,194.36045915065472,True
SM,Utility,Lotte Chemical,Daesan,2005,2055,350,0.0,1.815506784876664,0.0,0.0,0.0,0.0,0.0,0.0,1.815506784876664,True
SM,Utility,LG Chem,Daesan,2006,2056,577,0.0,2.992992613925243,0.0,0.0,0.0,0.0,0.0,0.0,2.992992613925243,True
SM,Utility,Hanwha TotalEnergies,Daesan,1991,2041,1071,0.0,5.555450761722592,0.0,0.0,0.0,0.0,0.0,0.0,5.555450761722592,True
SM,Utility,Yeochon NCC,Yeosu,1986,2036,351,0.0,1.8206939471191685,0.0,0.0,0.0,0.0,0.0,0.0,1.8206939471191685,True
SM,Utility,SKpicglobal,Ulsan,1990,2040,400,0.0,2.0748648970019015,0.0,0.0,0.0,0.0,0.0,0.0,2.0748648970019015,True
EDC,Utility,LG Chem,Yeosu,1996,2046,810,0.0,4.201601416428851,0.0,0.0,0.0,0.0,0.0,0.0,4.201601416428851,True
EDC,Utility,Hanwha Solutions,Yeosu,1980,2030,1586,0.0,8.22683931661254,0.0,0.0,0.0,0.0,0.0,0.0,8.22683931661254,True
EDC,Utility,Hanwha Solutions,Ulsan,1991,2041,385,0.0,1.9970574633643303,0.0,0.0,0.0,0.0,0.0,0.0,1.9970574633643303,True
VCM,Utility,LG Chem,Daesan,1997,2047,230,0.0,1.1930473157760935,0.0,0.0,0.0,0.0,0.0,0.0,1.1930473157760935,True
VCM,Utility,LG Chem,Yeosu,1990,2040,720,0.0,3.734756814603423,0.0,0.0,0.0,0.0,0.0,0.0,3.734756814603423,True
VCM,Utility,Hanwha Solutions,Yeosu,1979,2029,583,0.0,3.024115587380271,0.0,0.0,0.0,0.0,0.0,0.0,3.024115587380271,True
VCM,Utility,Hanwha Solutions,Ulsan,1972,2022,264,0.0,1.3694108320212552,0.0,0.0,0.0,0.0,0.0,0.0,1.3694108320212552,True
PC,Utility,Lotte Chemical,Yeosu,2008,2058,480,0.0,1.7410274281018014,0.0,0.0,0.0,0.0,0.0,0.0,1.7410274281018014,True
PC,Utility,LG Chem,Yeosu,2001,2051,170,0.0,0.6166138807860546,0.0,0.0,0.0,0.0,0.0,0.0,0.6166138807860546,True
PC,Utility,Samyang Chemical,Jeonju,1999,2049,120,0.0,0.43525685702545036,0.0,0.0,0.0,0.0,0.0,0.0,0.43525685702545036,True
LDPE,Utility,HD Hyundai Chemical,Daesan,2021,2071,300,0.0,2.565370506096613,0.0,0.0,0.0,0.0,0.0,0.0,2.565370506096613,True
LDPE,Utility,LG Chem,Daesan,2006,2056,280,0.0,2.394345805690172,0.0,0.0,0.0,0.0,0.0,0.0,2.394345805690172,True
LDPE,Utility,Hanwha TotalEnergies,Daesan,1991,2041,435,0.0,3.7197872338400884,0.0,0.0,0.0,0.0,0.0,0.0,3.7197872338400884,True
LDPE,Utility,LG Chem,Yeosu,1990,2040,180,0.0,1.5392223036579675,0.0,0.0,0.0,0.0,0.0,0.0,1.5392223036579675,True
LDPE,Utility,Hanwha Solutions,Yeosu,1979,2029,337,0.0,2.8817662018485284,0.0,0.0,0.0,0.0,0.0,0.0,2.8817662018485284,True
LDPE,Utility,Lotte Chemical,Ulsan,1972,2022,120,0.0,1.026148202438645,0.0,0.0,0.0,0.0,0.0,0.0,1.026148202438645,True
LDPE,Utility,Lotte Chemical,Daesan,2005,2055,500,0.0,4.275617510161021,0.0,0.0,0.0,0.0,0.0,0.0,4.275617510161021,True
L-LDPE,Utility,LG Chem,Daesan,2006,2056,125,0.0,0.9866809638833128,0.0,0.0,0.0,0.0,0.0,0.0,0.9866809638833128,True
L-LDPE,Utility,Hanwha TotalEnergies,Daesan,2004,2054,530,0.0,4.183527286865248,0.0,0.0,0.0,0.0,0.0,0.0,4.183527286865248,True
L-LDPE,Utility,DL Chemical,Yeosu,2010,2060,10,0.0,0.07893447711066505,0.0,0.0,0.0,0.0,0.0,0.0,0.07893447711066505,True
L-LDPE,Utility,Lotte Chemical,Yeosu,2019,2069,600,0.0,4.736068626639902,0.0,0.0,0.0,0.0,0.0,0.0,4.736068626639902,True
L-LDPE,Utility,LG Chem,Yeosu,2021,2071,425,0.0,3.354715277203264,0.0,0.0,0.0,0.0,0.0,0.0,3.354715277203264,True
L-LDPE,Utility,Hanwha Solutions,Yeosu,1986,2036,288,0.0,2.273312940787153,0.0,0.0,0.0,0.0,0.0,0.0,2.273312940787153,True
L-LDPE,Utility,SSNC,Ulsan,2015,2065,180,0.0,1.4208205879919709,0.0,0.0,0.0,0.0,0.0,0.0,1.4208205879919709,True
L-LDPE,Utility,SK Geocentric,Ulsan,1990,2040,550,0.0,4.341396241086577,0.0,0.0,0.0,0.0,0.0,0.0,4.341396241086577,True
HDPE,Utility,HD Hyundai Chemical,Daesan,2021,2071,575,0.0,3.933568109348142,0.0,0.0,0.0,0.0,0.0,0.0,3.933568109348142,True
HDPE,Utility,Hanwha TotalEnergies,Daesan,1991,2041,180,0.0,1.2313778429263749,0.0,0.0,0.0,0.0,0.0,0.0,1.2313778429263749,True
HDPE,Utility,DL Chemical,Yeosu,1980,2030,630,0.0,4.3098224502423115,0.0,0.0,0.0,0.0,0.0,0.0,4.3098224502423115,True
HDPE,Utility,Lotte Chemical,Yeosu,1992,2042,360,0.0,2.4627556858527497,0.0,0.0,0.0,0.0,0.0,0.0,2.4627556858527497,True
HDPE,Utility,LG Chem,Yeosu,1992,2042,500,0.0,3.420494008128819,0.0,0.0,0.0,0.0,0.0,0.0,3.420494008128819,True
HDPE,Utility,GS Caltex,Yeosu,2021,2071,650,0.0,4.446642210567465,0.0,0.0,0.0,0.0,0.0,0.0,4.446642210567465,True
HDPE,Utility,Daehan Oil Chemical,Onsan,1976,2026,210,0.0,1.4366074834141038,0.0,0.0,0.0,0.0,0.0,0.0,1.4366074834141038,True
HDPE,Utility,SK Geocentric,Ulsan,1990,2040,490,0.0,3.352084127966242,0.0,0.0,0.0,0.0,0.0,0.0,3.352084127966242,True
PP,Utility,Lotte Chemical,Daesan,2005,2055,500,0.0,3.2067131326207674,0.0,0.0,0.0,0.0,0.0,0.0,3.2067131326207674,True
PP,Utility,HD Hyundai Chemical,Daesan,2021,2071,380,0.0,2.4371019807917826,0.0,0.0,0.0,0.0,0.0,0.0,2.4371019807917826,True
PP,Utility,LG Chem,Daesan,2006,2056,1117,0.0,7.163797138274794,0.0,0.0,0.0,0.0,0.0,0.0,7.163797138274794,True
PP,Utility,Hanwha TotalEnergies,Daesan,1991,2041,600,0.0,3.8480557591449207,0.0,0.0,0.0,0.0,0.0,0.0,3.8480557591449207,True
PP,Utility,Lotte Chemical,Yeosu,1979,2029,180,0.0,1.154416727743476,0.0,0.0,0.0,0.0,0.0,0.0,1.154416727743476,True
PP,Utility,GS Caltex,Yeosu,1987,2037,730,0.0,4.68180117362632,0.0,0.0,0.0,0.0,0.0,0.0,4.68180117362632,True
PP,Utility,Poly Mirae,Yeosu,1993,2043,405,0.0,2.5974376374228214,0.0,0.0,0.0,0.0,0.0,0.0,2.5974376374228214,True
PP,Utility,S-Oil,Onsan,2018,2068,550,0.0,3.527384445882844,0.0,0.0,0.0,0.0,0.0,0.0,3.527384445882844,True
PP,Utility,Daehan Oil Chemical,Onsan,1976,2026,432,0.0,2.770600146584343,0.0,0.0,0.0,0.0,0.0,0.0,2.770600146584343,True
PP,Utility,SK Geocentric,Ulsan,1990,2040,400,0.0,2.565370506096614,0.0,0.0,0.0,0.0,0.0,0.0,2.565370506096614,True
PP,Utility,Ulsan PP,Ulsan,2021,2071,600,0.0,3.8480557591449207,0.0,0.0,0.0,0.0,0.0,0.0,3.8480557591449207,True
PP,Utility,Hyosung Chemical,Ulsan,1991,2041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
PS,Utility,LG Chem,Yeosu,1984,2034,40,0.0,0.41045928097545814,0.0,0.0,0.0,0.0,0.0,0.0,0.41045928097545814,True
PS,Utility,Kumho Petrochemical,Ulsan,1973,2023,265,0.0,2.7192927364624095,0.0,0.0,0.0,0.0,0.0,0.0,2.7192927364624095,True
PS,Utility,HDC Hyundai EP,Ulsan,1989,2039,148,0.0,1.5186993396091948,0.0,0.0,0.0,0.0,0.0,0.0,1.5186993396091948,True
PS,Utility,Korea INEOS Styrolution,Ulsan,1985,2035,266,0.0,2.7295542184867965,0.0,0.0,0.0,0.0,0.0,0.0,2.7295542184867965,True
EPS,Utility,SH Energy Chemical,Gunsan,1973,2023,100,0.0,0.5130741012193223,0.0,0.0,0.0,0.0,0.0,0.0,0.5130741012193223,True
EPS,Utility,Lotte Chemical,Yeosu,1989,2039,90,0.0,0.46176669109739005,0.0,0.0,0.0,0.0,0.0,0.0,0.46176669109739005,True
EPS,Utility,LG Chem,Yeosu,1984,2034,90,0.0,0.46176669109739005,0.0,0.0,0.0,0.0,0.0,0.0,0.46176669109739005,True
EPS,Utility,Kumho Petrochemical,Ulsan,1973,2023,80,0.0,0.41045928097545786,0.0,0.0,0.0,0.0,0.0,0.0,0.41045928097545786,True
EPS,Utility,HDC Hyundai EP,Ulsan,1989,2039,80,0.0,0.41045928097545786,0.0,0.0,0.0,0.0,0.0,0.0,0.41045928097545786,True
EPS,Utility,BASF Korea,Ulsan,1982,2032,85,0.0,0.43611298603642396,0.0,0.0,0.0,0.0,0.0,0.0,0.43611298603642396,True
ABS,Utility,Lotte Chemical,Yeosu,1989,2039,757,0.0,3.88397094623027,0.0,0.0,0.0,0.0,0.0,0.0,3.88397094623027,True
ABS,Utility,LG Chem,Yeosu,1978,2028,1030,0.0,5.284663242559021,0.0,0.0,0.0,0.0,0.0,0.0,5.284663242559021,True
ABS,Utility,Kumho Petrochemical,Ulsan,1973,2023,290,0.0,1.4879148935360347,0.0,0.0,0.0,0.0,0.0,0.0,1.4879148935360347,True
ABS,Utility,Korea INEOS Styrolution,Ulsan,1990,2040,276,0.0,1.4160845193653298,0.0,0.0,0.0,0.0,0.0,0.0,1.4160845193653298,True
PVC,Utility,LG Chem,Daesan,1998,2048,240,0.0,1.244918938201141,0.0,0.0,0.0,0.0,0.0,0.0,1.244918938201141,True
PVC,Utility,LG Chem,Yeosu,1976,2026,450,0.0,2.334223009127139,0.0,0.0,0.0,0.0,0.0,0.0,2.334223009127139,True
PVC,Utility,Hanwha Solutions,Yeosu,1990,2040,480,0.0,2.489837876402282,0.0,0.0,0.0,0.0,0.0,0.0,2.489837876402282,True
PVC,Utility,Hanwha Solutions,Ulsan,2066,2116,330,0.0,1.7117635400265687,0.0,0.0,0.0,0.0,0.0,0.0,1.7117635400265687,True
TPA,Utility,Hanwha Impact,Daesan,1997,2047,700,0.0,2.5389983326484606,0.0,0.0,0.0,0.0,0.0,0.0,2.5389983326484606,True
