year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ncc_capacity_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,source
2025,Heat_Pump,True,1.4389415097390446,40.0,24.0,290.29261495587554,354.29261495587554,,4.579024199406941,4177140.936307027,60150829.48282119,Energy-based,0.436,100.0,,,,,,,
2025,NCC-H2,False,42.30273705487658,68.0,68.0,313.9204011743255,449.9204011743255,,4.579024199406941,,,Energy-based (Dynamic LCOH),,,0.2,2.9173154610388825,14500.569999999998,915.8048398813883,,,
2025,NCC-Electricity,False,42.30273705487658,60.0,60.0,111.40379034780989,231.4037903478099,65.0,,,,Energy-based,0.0,,,2.9173154610388825,14500.569999999998,,5.0,325.0,
2025,RE_PPA,True,7.645401694050904,0.0,0.0,-90.67357512953367,-90.67357512953367,65.0,,,,Energy-based,0.436,100.0,,,,,,,
2025,RDH,False,2.1734499719792724,36.0,27.0,358.20250675625033,421.20250675625033,65.0,,11977465.050342731,40100552.98854747,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2026,Heat_Pump,True,1.466275049169863,38.8,23.279999999999998,286.44854647949603,348.528546479496,,4.436520395611882,4051826.7082178164,58346304.598336555,Energy-based,0.4186,103.66,,,,,,,
2026,NCC-H2,False,41.03365494323028,65.96,65.96000000000001,304.15088493940226,436.0708849394023,,4.436520395611882,,,Energy-based (Dynamic LCOH),,,0.2,2.9173154610388825,14065.552899999997,887.3040791223764,,,
2026,NCC-Electricity,False,41.03365494323028,58.2,58.2,108.01107369178838,224.41107369178837,63.02047504889287,,,,Energy-based,0.0,,,2.9173154610388825,14065.552899999997,,5.0,315.1023752444643,
2026,RE_PPA,True,7.332652690294845,0.0,0.0,-110.25373019833728,-110.25373019833728,63.02047504889287,,,,Energy-based,0.4186,103.66,,,,,,,
2026,RDH,True,2.108246472819894,34.92,26.189999999999998,347.2937252228178,408.4037252228178,63.02047504889287,,11618141.098832449,38897536.39889104,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2027,Heat_Pump,True,1.495584877520467,37.6,22.56,282.9308162834846,343.0908162834846,,4.298200172211265,3943221.0438738335,56782383.0317832,Energy-based,0.4012,107.31,,,,,,,
2027,NCC-H2,False,39.93378377980349,63.92,63.92,294.6681789895041,422.50817898950413,,4.298200172211265,,,Energy-based (Dynamic LCOH),,,0.2,2.9173154610388825,13688.538079999998,859.6400344422531,,,
2027,NCC-Electricity,False,39.93378377980349,56.4,56.4,104.721679609192,217.521679609192,61.10123500597122,,,,Energy-based,0.0,,,2.9173154610388825,13688.538079999998,,5.0,305.5061750298561,
2027,RE_PPA,True,7.052082404712399,0.0,0.0,-131.57393221534392,-131.57393221534392,61.10123500597122,,,,Energy-based,0.4012,107.31,,,,,,,
2027,RDH,True,2.051736773548433,33.84,25.38,336.71716223141,395.93716223140996,61.10123500597122,,11306727.007523537,37854922.0211888,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2028,Heat_Pump,True,1.5194582404852868,36.4,21.84,279.7468992638903,337.98689926389034,,4.163925516255364,3830438.238593544,55158310.63574703,Energy-based,0.3838,110.97,,,,,,,
2028,NCC-H2,False,38.791609879321825,61.88,61.88,285.4628216841899,409.2228216841899,,4.163925516255364,,,Energy-based (Dynamic LCOH),,,0.2,2.9173154610388825,13297.02269,832.7851032510728,,,
2028,NCC-Electricity,False,38.791609879321825,54.6,54.6,101.53246149060365,210.73246149060367,59.2404439407746,,,,Energy-based,0.0,,,2.9173154610388825,13297.02269,,5.0,296.20221970387297,
2028,RE_PPA,True,6.76558866342943,0.0,0.0,-154.97170778677472,-154.97170778677472,59.2404439407746,,,,Energy-based,0.3838,110.97,,,,,,,
2028,RDH,True,1.9930536243049928,32.76,24.57,326.46270032213215,383.79270032213213,59.2404439407746,,10983335.451164287,36772207.09049803,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2029,Heat_Pump,True,1.541136432345258,35.2,21.119999999999997,276.80641421947456,333.12641421947455,,4.033563085741385,3721832.5742495614,53594389.06919368,Energy-based,0.3664,114.62,,,,,,,
2029,NCC-H2,False,37.691738715895035,59.84,59.84,276.5256716052913,396.2056716052913,,4.033563085741385,,,Energy-based (Dynamic LCOH),,,0.2,2.9173154610388825,12920.007869999998,806.7126171482769,,,
2029,NCC-Electricity,False,37.691738715895035,52.8,52.800000000000004,98.44036855417329,204.04036855417328,57.436321834691114,,,,Energy-based,0.0,,,2.9173154610388825,12920.007869999998,,5.0,287.18160917345557,
2029,RE_PPA,True,6.487854105021353,0.0,0.0,-180.7322318751861,-180.7322318751861,57.436321834691114,,,,Energy-based,0.3664,114.62,,,,,,,
2029,RDH,True,1.9365439250335317,31.68,23.759999999999998,316.52053015454027,371.96053015454027,57.436321834691114,,10671921.359855374,35729592.712795794,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2030,Heat_Pump,True,1.5770586747980366,34.0,20.4,274.1262630944655,328.5262630944655,,3.906984049334724,3654998.3192686485,52631975.79746854,Energy-based,0.349,118.28,,,,,,,
2030,NCC-H2,True,37.014894923017,57.8,57.800000000000004,267.84789656881406,383.44789656881403,,3.906984049334724,,,Energy-based (Dynamic LCOH),,,0.2,2.9173154610388825,12687.998749999997,781.3968098669447,,,
2030,NCC-Electricity,True,37.014894923017,51.0,51.0,95.44244292726302,197.44244292726302,55.68714287820511,,,,Energy-based,0.0,,,2.9173154610388825,12687.998749999997,,5.0,278.43571439102556,
2030,RE_PPA,True,6.2830111970413105,0.0,0.0,-209.34065927021706,-209.34065927021706,55.68714287820511,,,,Energy-based,0.349,118.28,,,,,,,
2030,RDH,True,1.9017687254818634,30.6,22.95,306.8811411241007,360.4311411241007,55.68714287820511,,10480281.919049889,35087983.864979036,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2031,Heat_Pump,True,1.5794923606503475,33.2,19.919999999999998,273.76622210247433,326.88622210247433,,3.78406393166111,3546392.6549246656,51068054.23091519,Energy-based,0.3351,121.93,,,,,,,
