product_group,emissions_kt,capacity_kt,n_facilities,emissions_mt,share_pct
Olefins,35528.66778692037,11222.4,22,35.52866778692037,76.77156683876473
Aromatics,9406.392480317505,10649.8,40,9.406392480317505,20.325656265676283
Polymers,1213.144854622688,14563.5,63,1.213144854622688,2.621405110102558
Other,119.49621522856634,27275.5,106,0.11949621522856634,0.25821153017667064
Intermediates,10.718200104251723,2068.5,7,0.010718200104251722,0.02316025527975872
