company,emissions_kt,capacity_kt,n_facilities,emissions_mt,share_pct
S-Oil Shaheen,19816.0437,8295.0,18,19.816043699999998,42.81918850766738
LG Chem,5668.294349995626,9083.199999999999,41,5.668294349995627,12.24824530889628
HD Hyundai Chemical,5320.2206692629,3135.2999999999997,8,5.3202206692629,11.496115732705839
GS Caltex,5019.422606947182,4235.0,8,5.019422606947183,10.846140938138861
S-Oil,3218.6448694695296,3425.8,7,3.2186448694695295,6.9549584917928025
SK Geocentric,2178.1448741064723,3831.1,8,2.178144874106472,4.706610329153365
SK Advanced,1280.4473318733594,420.0,1,1.2804473318733594,2.7668346168223836
Lotte Chemical,1016.022860495528,5362.7,26,1.016022860495528,2.195457128087452
Yeochon NCC,586.5499753710994,905.8,4,0.5865499753710994,1.2674373525217228
Daehan Oil Chemical,562.6462670389948,926.0999999999999,7,0.5626462670389948,1.2157853977420365
Hanwha TotalEnergies,493.0094511986159,4410.7,8,0.49300945119861594,1.0653117719424074
Lotte GS Chemical,336.2933646507783,91.0,1,0.3362933646507783,0.7266742641902532
Ulsan Aromatics,224.3159600744375,1120.0,2,0.2243159600744375,0.4847096385695661
SK Incheon Petrochemical,224.3159600744375,1470.0,2,0.2243159600744375,0.4847096385695661
HDHyundai Oilbank,126.36465750859978,1258.6,2,0.12636465750859976,0.2730530963941889
OCI,94.78993784844512,378.0,6,0.09478993784844512,0.20482535660549872
Hanwha Solutions,25.42495994852778,3257.1,14,0.025424959948527778,0.05493912757347744
Kumho Petrochemical,11.349639632967543,1743.7,10,0.011349639632967543,0.02452469152246218
Hanwha Impact,7.254280950424178,1399.9999999999998,2,0.007254280950424178,0.015675299681731796
Kumho P&B Chemical,6.848041217200424,1321.6,4,0.006848041217200424,0.014797482899554817
Samnam Petrochemical,5.440710712818134,1050.0,1,0.005440710712818133,0.011756474761298846
Taekwang Industrial,5.131417525538469,903.0,2,0.005131417525538469,0.011088143408645177
DL Chemical,4.38875692735298,448.0,2,0.00438875692735298,0.009483376855222535
Lotte INEOS Chemical,4.243754355998144,819.0,2,0.004243754355998144,0.0091700503138131
Korea INEOS Styrolution,4.145638737852129,379.4,2,0.0041456387378521285,0.008958038712882864
Ulsan PP,3.848055759144923,420.0,1,0.003848055759144923,0.008315011181512563
Dongseo Petrochemical,3.122671669987864,421.4,1,0.003122671669987864,0.006747576302769399
Poly Mirae,2.5974376374228227,283.5,1,0.0025974376374228226,0.005612632547520978
BASF Korea,2.3548702974236195,429.8,4,0.0023548702974236194,0.005088484699722816
Kumho Mitsui Chemical,2.2125556898793746,427.0,1,0.0022125556898793747,0.004780966402928199
SKpicglobal,2.074864897001903,280.0,1,0.002074864897001903,0.004483439403833488
HDC Hyundai EP,1.929158620584654,159.6,2,0.001929158620584654,0.004168592272331629
Kukdo Chemical,1.9223844518624071,371.0,1,0.0019223844518624072,0.004153954415658926
LXMMA,1.5587454450183302,266.0,2,0.0015587454450183302,0.0033681907476671422
Hyosung Chemical,1.5233989995890773,294.0,2,0.0015233989995890773,0.0032918129331636773
SSNC,1.4208205879919715,125.99999999999999,1,0.0014208205879919715,0.0030701579747123304
Lotte MCC,1.2426567802059156,207.89999999999998,3,0.0012426567802059157,0.0026851754935304315
Kumho Polychem,1.1244135473157477,217.0,1,0.0011244135473157477,0.0024296714506684284
KPX Chemical,1.0808878616132025,208.6,1,0.0010808878616132024,0.0023356196525780373
Caprolactam,0.979327928307264,189.0,1,0.000979327928307264,0.0021161654570337925
PU Core,0.7979709045466595,154.0,1,0.0007979709045466595,0.0017242829649904976
Aekyung Chemical,0.7907166235962354,152.6,2,0.0007907166235962354,0.0017086076653087658
Lotte Versalis Elastomers,0.7109195331415695,137.2,2,0.0007109195331415695,0.0015361793688097162
Korea Alcohol Industrial,0.7000381117159332,135.1,2,0.0007000381117159332,0.0015126664192871184
Birla Carbon Korea,0.7000381117159332,135.1,1,0.0007000381117159332,0.0015126664192871184
ISU Chemical,0.652885285538176,125.99999999999999,1,0.0006528852855381761,0.0014107769713558617
Samyang Innochem,0.652885285538176,125.99999999999999,1,0.0006528852855381761,0.0014107769713558617
Orion Engineered Carbons,0.6166138807860552,118.99999999999999,1,0.0006166138807860552,0.001332400472947203
SK Chemical,0.5803424760339342,112.0,1,0.0005803424760339341,0.0012540239745385436
SH Energy Chemical,0.5130741012193226,70.0,1,0.0005130741012193226,0.0011086681575350073
Arkema,0.5130741012193226,70.0,1,0.0005130741012193226,0.0011086681575350073
Kolon Industries,0.4969182451040562,95.9,4,0.0004969182451040561,0.001073758028198628
HD Hyundai OCI,0.4932911046288441,95.19999999999999,1,0.0004932911046288441,0.0010659203783577622
Samyang Chemical,0.4352568570254507,84.0,1,0.0004352568570254507,0.0009405179809039077
Hansol Chemical,0.31918836181866383,61.599999999999994,2,0.0003191883618186638,0.000689713185996199
Bluecube Chemical,0.18861130471102863,36.4,1,0.00018861130471102864,0.00040755779172502675
Korea Trinseo,0.15596704043411982,30.099999999999998,1,0.00015596704043411983,0.00033701894315723365
Yongsan Chemical,0.1378313380580594,26.599999999999998,1,0.0001378313380580594,0.00029783069395290416
Korea PTG,0.10881421425636267,21.0,1,0.00010881421425636267,0.00023512949522597692
Downing Chemical,0.10881421425636267,21.0,1,0.00010881421425636267,0.00023512949522597692
