scenario,emissions_2030_mt,emissions_2050_mt,cumulative_2025_2050_mt,total_heat_pump_2050_mt,total_ncc_h2_2050_mt,total_ncc_elec_2050_mt,total_re_ppa_2050_mt,reduction_2030_pct,reduction_2050_pct
Policy_Target,53.3,-7.105427357601002e-15,883.9162840641917,1.7692113066823827,26.05474682713408,0,5.473716973831483,-2.4999999999999947,100.00000000000003
