Target_Year,Emission_Target_Mt_CO2,Baseline_Emissions_Mt_CO2,Required_Abatement_Mt_CO2,Total_Optimization_Cost_USD,Technologies_Deployed,Facilities_Transitioned,Companies_Affected,Average_Cost_Effectiveness_USD_per_tCO2
2030,26.0,52.0,26.0,-23649423733.434547,11,398,59,-909.5932205167134
