technology,year,description,applicable_facilities,abatement_potential_tco2,abatement_potential_mtco2,capex_usd_per_tco2,opex_usd_per_tco2,fuel_savings_usd_per_tco2,net_cost_usd_per_tco2,total_capex_musd,total_opex_musd,total_fuel_savings_musd,total_net_cost_musd,capex_multiplier,cumulative_abatement_tco2,cumulative_abatement_mtco2,cumulative_cost_musd
Efficiency_Upgrade,2050,"Energy efficiency improvements (heat integration, optimization)",32,6145123.016651672,6.145123016651672,56.0,20,45,31.0,344.1268889324936,122.90246033303345,276.5305357493253,190.49881351620178,0.7,6145123.016651672,6.145123016651672,190.49881351620178
Early_Retirement,2050,Early retirement of oldest/least efficient facilities,27,5077584.284048373,5.077584284048373,0.0,50,0,50.0,0.0,253.87921420241867,0.0,253.87921420241867,1.0,11222707.300700046,11.222707300700046,444.37802771862044
Fuel_Switch,2050,"Switch from naphtha/LNG to cleaner fuels (renewable electricity, biomass)",41,13325803.2534427,13.325803253442698,120.0,30,-20,170.0,1599.0963904131238,399.77409760328095,-266.51606506885395,2265.3865530852586,0.8,24548510.554142743,24.548510554142744,2709.764580803879
Electrification,2050,Electrification of thermal processes with renewable electricity,41,10660642.60275416,10.66064260275416,140.0,40,-10,190.0,1492.4899643855824,426.4257041101664,-106.6064260275416,2025.5220945232904,0.7,35209153.156896904,35.2091531568969,4735.28667532717
Bio_Naphtha,2050,Replace fossil naphtha with bio-based naphtha feedstock,41,7995481.952065619,7.995481952065619,120.0,80,-70,270.0,959.4578342478743,639.6385561652495,-559.6837366445934,2158.7801270577174,1.0,43204635.10896252,43.20463510896252,6894.0668023848875
Green_Hydrogen,2050,Use green hydrogen for high-temperature processes,41,6396385.5616524955,6.396385561652496,250.0,100,-50,400.0,1599.0963904131238,639.6385561652496,-319.8192780826248,2558.5542246609984,1.0,49601020.67061502,49.601020670615014,9452.621027045887
Process_Replacement,2050,Replace entire process with low-carbon alternative technology,27,2911563.667172114,2.9115636671721137,350.0,70,20,400.0,1019.0472835102398,203.80945670204798,58.231273343442275,1164.6254668688455,1.0,52512584.33778713,52.51258433778713,10617.246493914732
