Year,BAU_Emissions,Target_Emissions,Optimized_Emissions,Achievement_Percent,Target_Compliance
2025,59.99716268711269,70.0,49.199759601388855,100.0,True
2030,51.75242542166703,30.0,30.000000003943196,99.99999998187239,False
2035,51.74504152345076,20.0,19.999999997886924,100.00000000665639,True
2040,47.57441122450152,10.0,9.999999992777681,100.00000001922137,True
2045,23.40635671498137,7.0,6.999999989257535,100.00000006547745,True
2050,20.15247789786468,2.5,2.5000000121408483,99.99999993122299,False
