Metric,Optimized_Billion_USD,BAU_Billion_USD,Uniform_Billion_USD,Age_Blind_Billion_USD
Total NPV,1.457314091449191,0.7527426114076222,1.207652856528268,1.7652022513139356
CAPEX NPV,0.03467684100272942,0.0,0.045079893303548245,0.05201526150409412
OPEX NPV,0.009764847513501112,0.0,0.011717817016201334,0.013670786518901554
Carbon Payments NPV,0.026349473548109008,0.05948114671519637,0.04163680270063745,0.035688688029117815
Stranded Assets NPV,1.3865229293848518,0.6932614646924259,1.109218343507881,1.663827515261822
