facility_id,company,location,product,process,start_year,capacity_kt,annual_emissions_kt_co2,emission_intensity_t_co2_per_t,lng_emissions,electricity_emissions,fuel_gas_emissions,fuel_oil_emissions
한화솔루션_울산_PVC_2066,한화솔루션,울산,PVC,Utility,2066,330.0,507.4661857529307,1.5377763204634263,0.2524797114517583,507.21370604147893,0.0,0.0
한화임팩트_대산_TPA_1997,한화임팩트,대산,TPA,Utility,1997,700.0,862.8685411372516,1.232669344481788,2.1422520971664345,860.7262890400851,0.0,0.0
삼남석유화학_여수_TPA_1990,삼남석유화학,여수,TPA,Utility,1990,1500.0,1849.0040167226819,1.232669344481788,4.590540208213788,1844.4134765144681,0.0,0.0
한화임팩트_울산_TPA_1995,한화임팩트,울산,TPA,Utility,1995,1300.0,1602.4701478263244,1.232669344481788,3.97846818045195,1598.4916796458724,0.0,0.0
태광산업_울산_TPA_1980,태광산업,울산,TPA,Utility,1980,1000.0,1232.6693444817881,1.2326693444817882,3.0603601388091923,1229.6089843429788,0.0,0.0
효성화학_울산_TPA_1997,효성화학,울산,TPA,Utility,1997,420.0,517.7211246823509,1.232669344481788,1.2853512582998607,516.435773424051,0.0,0.0
카프로_울산_CPLM_1974,카프로,울산,CPLM,Utility,1974,270.0,853.5355356996475,3.1612427248135093,0.30986146405443066,853.2256742355931,0.0,0.0
SK케미칼_울산_DMT_1989,SK케미칼,울산,DMT,Utility,1989,160.0,202.82318222805148,1.2676448889253218,0.1836216083285515,202.63956061972291,0.0,0.0
롯데케미칼_대산_EG_2005,롯데케미칼,대산,EG,Utility,2005,730.0,810.3664234773343,1.1100909910648415,2.5133207639970494,807.8531027133372,0.0,0.0
한화토탈에너지스_대산_EG_1991,한화토탈에너지스,대산,EG,Utility,1991,218.0,241.99983605213544,1.1100909910648415,0.7505533240429544,241.24928272809248,0.0,0.0
롯데케미칼_여수_EG_1979,롯데케미칼,여수,EG,Utility,1979,400.0,444.0363964259366,1.1100909910648413,1.3771620624641365,442.6592343634724,0.0,0.0
대한유화_울산_EG_2014,대한유화,울산,EG,Utility,2014,200.0,222.0181982129683,1.1100909910648413,0.6885810312320683,221.3296171817362,0.0,0.0
동서석유화학_울산_AN_1972,동서석유화학,울산,AN,Utility,1972,602.0,742.0669453780364,1.232669344481788,1.8423368035631336,740.2246085744732,0.0,0.0
태광산업_울산_AN_1997,태광산업,울산,AN,Utility,1997,290.0,357.4741098997185,1.2326693444817878,0.8875044402546658,356.58660545946384,0.0,0.0
LG화학_대산_SBR_1996,LG화학,대산,SBR,Utility,1996,80.0,147.6754925267099,1.8459436565838736,0.1224144055523677,147.5530781211575,0.0,0.0
금호석유화학_울산_SBR_1973,금호석유화학,울산,SBR,Utility,1973,183.0,337.8076891548488,1.8459436565838732,0.28002295270104116,337.52766620214777,0.0,0.0
LG화학_대산_S-SBR_2012,LG화학,대산,S-SBR,Utility,2012,80.0,88.62365767685877,1.1077957209607345,0.09181080416427576,88.53184687269449,0.0,0.0
금호석유화학_여수_S-SBR_2012,금호석유화학,여수,S-SBR,Utility,2012,123.0,136.25887367817035,1.1077957209607345,0.14115911140257398,136.11771456676777,0.0,0.0
롯데베르살리스엘라스토머스_여수_S-SBR_2018,롯데베르살리스엘라스토머스,여수,S-SBR,Utility,2018,100.0,110.77957209607345,1.1077957209607345,0.1147635052053447,110.6648085908681,0.0,0.0
LG화학_대산_SB-Latex_1996,LG화학,대산,SB-Latex,Utility,1996,20.0,12.687925239773751,0.6343962619886876,0.02295270104106894,12.664972538732682,0.0,0.0
금호석유화학_울산_SB-Latex_1983,금호석유화학,울산,SB-Latex,Utility,1983,85.0,53.923682269038444,0.6343962619886876,0.09754897942454299,53.8261332896139,0.0,0.0
한국트린지오_울산_SB-Latex_1990,한국트린지오,울산,SB-Latex,Utility,1990,43.0,27.279039265513564,0.6343962619886875,0.049348307238298215,27.229690958275267,0.0,0.0
한솔케미칼_전주_SB-Latex_1996,한솔케미칼,전주,SB-Latex,Utility,1996,60.0,38.06377571932125,0.6343962619886875,0.06885810312320682,37.994917616198045,0.0,0.0
LG화학_대산_BR_1996,LG화학,대산,BR,Utility,1996,220.0,379.0225428313797,1.7228297401426351,0.30297565374211,378.7195671776376,0.0,0.0
금호석유화학_여수_BR_1980,금호석유화학,여수,BR,Utility,1980,275.0,473.77817853922465,1.7228297401426351,0.3787195671776375,473.399458972047,0.0,0.0
LG화학_대산_NBR_1996,LG화학,대산,NBR,Utility,1996,65.0,127.98874224663226,1.9690575730251116,0.10940787496242861,127.87933437166983,0.0,0.0
금호석유화학_울산_NBR_1987,금호석유화학,울산,NBR,Utility,1987,92.0,181.1532967183103,1.9690575730251119,0.15485422302374513,180.99844249528655,0.0,0.0
LG화학_여수_NB-Latex_2008,LG화학,여수,NB-Latex,Utility,2008,205.0,252.3051069759816,1.2307566193950321,0.23526518567095664,252.06984179031065,0.0,0.0
금호석유화학_울산_NB-Latex_2012,금호석유화학,울산,NB-Latex,Utility,2012,946.0,1164.2957619477004,1.2307566193950321,1.085662759242561,1163.210099188458,0.0,0.0
한솔케미칼_전주_NB-Latex_2021,한솔케미칼,전주,NB-Latex,Utility,2021,28.0,34.4611853430609,1.2307566193950321,0.03213378145749652,34.4290515616034,0.0,0.0
금호폴리켐_여수_EPDM_1987,금호폴리켐,여수,EPDM,Utility,1987,310.0,309.11058283465854,0.9971309123698663,0.35576686613656855,308.754815968522,0.0,0.0
롯데베르살리스엘라스토머스_여수_EPDM_2018,롯데베르살리스엘라스토머스,여수,EPDM,Utility,2018,96.0,95.72456758750717,0.9971309123698663,0.1101729649971309,95.61439462251003,0.0,0.0
롯데이네오스화학_울산_초산_1991,롯데이네오스화학,울산,초산,Utility,1991,710.0,533.3584720059021,0.7512091155012705,0.8148208869579473,532.5436511189441,0.0,0.0
롯데이네오스화학_울산_초산비닐_1996,롯데이네오스화학,울산,초산비닐,Utility,1996,460.0,464.33642101811637,1.0094270022132965,0.5279121239445856,463.8085088941718,0.0,0.0
한국알콜산업_울산_에탄올_1974,한국알콜산업,울산,에탄올,Utility,1974,70.0,86.15296335765225,1.2307566193950321,0.08033445364374128,86.07262890400851,0.0,0.0
한국알콜산업_울산_초산에틸_1989,한국알콜산업,울산,초산에틸,Utility,1989,123.0,151.38306418558898,1.2307566193950323,0.14115911140257398,151.2419050741864,0.0,0.0
이수화학_울산_알킬벤젠_1973,이수화학,울산,알킬벤젠,Utility,1973,180.0,221.5361914911058,1.2307566193950321,0.20657430936962046,221.32961718173618,0.0,0.0
애경케미칼_울산_PA_1972,애경케미칼,울산,PA,Utility,1972,210.0,258.45889007295676,1.2307566193950321,0.24100336093122388,258.2178867120255,0.0,0.0
OCI_포항_PA_1983,OCI,포항,PA,Utility,1983,60.0,73.84539716370193,1.2307566193950321,0.06885810312320682,73.77653906057873,0.0,0.0
애경케미칼_울산_MA_1988,애경케미칼,울산,MA,Utility,1988,8.0,9.846052955160257,1.2307566193950321,0.009181080416427576,9.83687187474383,0.0,0.0
용산케미칼_울산_MA_1976,용산케미칼,울산,MA,Utility,1976,38.0,46.76875153701122,1.2307566193950321,0.043610131978030986,46.72514140503319,0.0,0.0
코리아피티지_울산_MA_1992,코리아피티지,울산,MA,Utility,1992,30.0,36.922698581850966,1.2307566193950321,0.03442905156160341,36.888269530289364,0.0,0.0
OCI_군산_TDI_1990,OCI,군산,TDI,Utility,1990,50.0,113.79621280432822,2.2759242560865642,0.05738175260267235,113.73883105172555,0.0,0.0
한국바스프_여수_TDI_1988,한국바스프,여수,TDI,Utility,1988,160.0,364.14788097385036,2.2759242560865647,0.1836216083285515,363.9642593655218,0.0,0.0
한화솔루션_여수_TDI_1981,한화솔루션,여수,TDI,Utility,1981,150.0,341.38863841298473,2.2759242560865647,0.17214525780801704,341.2164931551767,0.0,0.0
구다우케미칼_여수_MDI_2018,구다우케미칼,여수,MDI,Utility,2018,30.0,75.83982293630626,2.5279940978768756,0.03442905156160341,75.80539388474466,0.0,0.0
금호미쓰이화학_여수_MDI_1992,금호미쓰이화학,여수,MDI,Utility,1992,610.0,1542.0763997048941,2.5279940978768756,0.7000573817526027,1541.3763423231414,0.0,0.0
한국바스프_여수_MDI_1992,한국바스프,여수,MDI,Utility,1992,250.0,631.9985244692189,2.5279940978768756,0.28690876301336177,631.7116157062055,0.0,0.0
LG화학_대산_페놀_2013,LG화학,대산,페놀,Utility,2013,360.0,443.0723829822116,1.2307566193950321,0.4131486187392409,442.65923436347236,0.0,0.0
금호피앤비화학_여수_페놀_1980,금호피앤비화학,여수,페놀,Utility,1980,680.0,836.914501188622,1.2307566193950323,0.7803918353963439,836.1341093532257,0.0,0.0
LG화학_여수_페놀_2005,LG화학,여수,페놀,Utility,2005,350.0,430.76481678826127,1.2307566193950321,0.40167226821870644,430.36314452004257,0.0,0.0
LG화학_대산_아세톤_2013,LG화학,대산,아세톤,Utility,2013,225.0,254.78727764570863,1.1323879006475939,0.25821788671202556,254.5290597589966,0.0,0.0
금호피앤비화학_여수_아세톤_1980,금호피앤비화학,여수,아세톤,Utility,1980,420.0,475.60291827198944,1.1323879006475939,0.48200672186244775,475.120911550127,0.0,0.0
LG화학_여수_아세톤_2005,LG화학,여수,아세톤,Utility,2005,210.0,237.80145913599472,1.1323879006475939,0.24100336093122388,237.5604557750635,0.0,0.0
삼양이노켐_군산_BPA_2012,삼양이노켐,군산,BPA,Utility,2012,180.0,114.19132715796374,0.6343962619886875,0.20657430936962046,113.98475284859413,0.0,0.0
LG화학_대산_BPA_2013,LG화학,대산,BPA,Utility,2013,165.0,104.67538322813343,0.6343962619886875,0.18935978358881875,104.48602344454461,0.0,0.0
금호피앤비화학_여수_BPA_1991,금호피앤비화학,여수,BPA,Utility,1991,450.0,285.4783178949094,0.6343962619886876,0.5164357734240511,284.96188212148536,0.0,0.0
LG화학_여수_BPA_2005,LG화학,여수,BPA,Utility,2005,330.0,209.35076645626685,0.6343962619886875,0.3787195671776375,208.97204688908923,0.0,0.0
Bluecube케미칼_구미_Epoxy Resin_1990,Bluecube케미칼,구미,Epoxy Resin,Utility,1990,52.0,49.293220755799645,0.947946552996147,0.05967702270677924,49.233543733092866,0.0,0.0
국도화학_부산/익산/시흥_Epoxy Resin_1973,국도화학,부산/익산/시흥,Epoxy Resin,Utility,1973,530.0,502.411673087958,0.9479465529961472,0.6082465775883269,501.80342651036966,0.0,0.0
금호피앤비화학_여수_Epoxy Resin_2019,금호피앤비화학,여수,Epoxy Resin,Utility,2019,338.0,320.4059349126977,0.947946552996147,0.38790064759406506,320.01803426510367,0.0,0.0
LG화학_나주_옥탄올_1982,LG화학,나주,옥탄올,Utility,1982,125.0,158.4556111156652,1.2676448889253216,0.14345438150668088,158.31215673415852,0.0,0.0
한화솔루션_여수_옥탄올_1997,한화솔루션,여수,옥탄올,Utility,1997,152.0,192.68202311664888,1.2676448889253216,0.17444052791212394,192.50758258873677,0.0,0.0
LG화학_나주_부탄올_1982,LG화학,나주,부탄올,Utility,1982,55.0,48.7556357078449,0.8864661037789983,0.06311992786293959,48.69251577998196,0.0,0.0
한화솔루션_여수_부탄올_1997,한화솔루션,여수,부탄올,Utility,1997,12.0,10.63759324534798,0.8864661037789983,0.013771620624641363,10.623821624723337,0.0,0.0
금호석유화학_여수_PPG_1997,금호석유화학,여수,PPG,Utility,1997,152.0,144.08787605541434,0.9479465529961469,0.17444052791212394,143.91343552750223,0.0,0.0
피유코어_울산_PPG_1988,피유코어,울산,PPG,Utility,1988,220.0,208.54824165915235,0.947946552996147,0.25247971145175835,208.29576194770058,0.0,0.0
KPX케미칼_울산_PPG_1990,KPX케미칼,울산,PPG,Utility,1990,298.0,282.4880727928518,0.947946552996147,0.34199524551192717,282.14607754733987,0.0,0.0
한국바스프_울산_PPG_1975,한국바스프,울산,PPG,Utility,1975,119.0,112.80563980654149,0.9479465529961469,0.1365685711943602,112.66907123534713,0.0,0.0
롯데엠시시_대산_MMA_1995,롯데엠시시,대산,MMA,Utility,1995,90.0,159.4606115255349,1.7717845725059431,0.10328715468481023,159.35732437085008,0.0,0.0
롯데엠시시_여수_MMA_2009,롯데엠시시,여수,MMA,Utility,2009,97.0,171.86310353307653,1.7717845725059436,0.11132060004918436,171.75178293302733,0.0,0.0
롯데케미칼_여수_MMA_2013,롯데케미칼,여수,MMA,Utility,2013,50.0,88.58922862529715,1.7717845725059431,0.05738175260267235,88.53184687269449,0.0,0.0
LXMMA_여수_MMA_2001,LXMMA,여수,MMA,Utility,2001,260.0,460.6639888515452,1.7717845725059431,0.29838511353389624,460.3656037380113,0.0,0.0
롯데엠시시_여수_PMMA_2008,롯데엠시시,여수,PMMA,Utility,2008,110.0,94.12984670874664,0.855725879170424,0.12623985572587917,94.00360685302076,0.0,0.0
LXMMA_여수_PMMA_1991,LXMMA,여수,PMMA,Utility,1991,120.0,102.68710550045087,0.8557258791704239,0.13771620624641365,102.54938929420446,0.0,0.0
아케마_진해_PMMA_1999,아케마,진해,PMMA,Utility,1999,100.0,85.5725879170424,0.855725879170424,0.1147635052053447,85.45782441183705,0.0,0.0
OCI_광양_카본블랙(CB)_1992,OCI,광양,카본블랙(CB),Utility,1992,150.0,166.1693581441102,1.1077957209607345,0.17214525780801704,165.99721288630218,0.0,0.0
HD현대OCI_대산_카본블랙(CB)_2018,HD현대OCI,대산,카본블랙(CB),Utility,2018,136.0,150.66021805065986,1.1077957209607343,0.15607836707926878,150.5041396835806,0.0,0.0
비틀라카본코리아_여수_카본블랙(CB)_1996,비틀라카본코리아,여수,카본블랙(CB),Utility,1996,193.0,213.80457414542175,1.1077957209607345,0.22149356504631526,213.58308058037545,0.0,0.0
오리온엔지니어드카본즈_여수_카본블랙(CB)_1979,오리온엔지니어드카본즈,여수,카본블랙(CB),Utility,1979,170.0,188.32527256332486,1.1077957209607345,0.19509795884908598,188.13017460447577,0.0,0.0
OCI_포항_카본블랙(CB)_1981,OCI,포항,카본블랙(CB),Utility,1981,40.0,44.311828838429385,1.1077957209607345,0.04590540208213788,44.265923436347244,0.0,0.0
코오롱인더스트리_대산_석유수지_2014,코오롱인더스트리,대산,석유수지,Utility,2014,87.0,96.3782277235839,1.1077957209607345,0.09984424952864988,96.27838347405526,0.0,0.0
코오롱인더스트리_여수_석유수지_2004,코오롱인더스트리,여수,석유수지,Utility,2004,50.0,55.389786048036726,1.1077957209607345,0.05738175260267235,55.33240429543405,0.0,0.0
한화솔루션_여수_석유수지_2019,한화솔루션,여수,석유수지,Utility,2019,86.0,95.27043200262317,1.1077957209607345,0.09869661447659643,95.17173538814657,0.0,0.0
