year,fossil_emissions_mt,electricity_emissions_mt,total_emissions_mt,grid_ef_tco2_per_mwh,n_facilities_active,n_facilities_retired,remaining_capacity_fraction,capacity_multiplier,total_capacity_kt
2025,30.930168263482415,5.822771635910109,36.75293989939252,0.436,231,15,0.9599501180059569,1.0,65200.1
2026,30.00226321557794,5.418328894412832,35.42059210999077,0.4186,227,19,0.9483041152645085,0.97,62476.827
2027,29.198078840727398,5.0539079048519016,34.2519867455793,0.4012,227,19,0.9483041152645085,0.944,60802.19039999999
2028,28.362964297613377,4.693453181372946,33.056417478986326,0.3838,225,21,0.9376887322346926,0.917,58401.9877
2029,27.3230695854319,4.240449155569006,31.5635187410009,0.3664,217,29,0.9107586391697328,0.891,55116.369
2030,26.83241962654648,3.9557400263454237,30.788159652891903,0.349,209,37,0.8535489389770069,0.875,50726.637500000004
2031,26.035113443357666,3.6850151943661302,29.720128637723796,0.3351,207,39,0.851590761524905,0.849,49106.4147
2032,25.237807260168857,3.4235282034643855,28.661335463633243,0.3212,204,42,0.8488596192890785,0.823,47449.9004
2033,24.440501076980045,3.1716927031235285,27.612193780103574,0.3073,202,44,0.8473652207072112,0.797,45869.98010000001
2034,23.64319489379124,2.92912390742169,26.57231880121293,0.2934,200,46,0.8460254150820888,0.771,44303.433300000004
2035,23.18321055733616,2.735141863356736,25.918352420692894,0.2795,199,47,0.8432839666491461,0.756,43300.7316
2036,22.367253776779982,2.374869528615093,24.74212330539508,0.2516,196,50,0.835564625009018,0.73,41428.814
2037,21.57061186144261,2.033852698804847,23.60446456024746,0.2236,193,53,0.823898009873337,0.704,39395.4176
2038,20.773969946105247,1.7140346711506416,22.48800461725589,0.1957,190,56,0.8198992053922023,0.678,37756.328400000006
2039,19.977328030767872,1.4120314204132642,21.389359451181136,0.1678,184,62,0.8059033897082316,0.652,35688.65440000001
2040,18.149692360196852,1.031322501807689,19.18101486200454,0.1398,164,82,0.7103752486370054,0.6,28949.34
2041,17.692044327162513,0.8658687681623162,18.557913095324828,0.1259,149,97,0.6369126755918334,0.6,25955.58
2042,16.83406359980932,0.7279078532102877,17.561971453019606,0.1119,134,112,0.5954405383957373,0.6,24265.5
2043,16.83406359980932,0.6365931018099881,17.47065670161931,0.0979,133,113,0.5912665285636253,0.6,24095.399999999998
2044,16.83406359980932,0.546208585822666,17.380272185631988,0.084,133,113,0.5912665285636253,0.6,24095.399999999998
2045,16.798759853858638,0.45418346073938065,17.252943314598017,0.07,129,117,0.5744674272640138,0.6,23410.8
2046,16.300281987127406,0.3555538240045736,16.65583581113198,0.056,119,127,0.5484133609539416,0.6,22349.04
2047,15.40003517255856,0.25467751128906974,15.654712683847631,0.042,104,142,0.4588112832246029,0.6,18697.559999999998
2048,15.40003517255856,0.16971059045931275,15.569745763017874,0.028,100,146,0.45262756495480727,0.6,18445.559999999998
2049,15.40003517255856,0.08484250581214611,15.484877678370706,0.014,98,148,0.4503602015892156,0.6,18353.16
2050,15.318675406072074,0.0,15.318675406072074,0.0,97,149,0.4484020241371136,0.6,18273.359999999997
