scenario,year,bau_emissions_mt,target_mt,required_abatement_mt,heat_pump_deployed_mt,ncc_h2_deployed_mt,ncc_electricity_deployed_mt,total_deployed_mt,actual_emissions_mt,annual_cost_musd,cumulative_capex_musd,cumulative_abatement_mt,target_met,naphtha_emissions_mt,grid_electricity_emissions_mt,h2_consumption_mt,renewable_electricity_mt,ncc_fossil_share_%,ncc_h2_share_%,ncc_electricity_share_%
Linear,2025,50.588532290413525,50.588532290413525,0.0,0.0,0.0,0,0.0,50.588532290413525,0.0,0.0,0.0,True,37.79690837687548,7.497630454264724,0.0,0.0,100.0,0.0,0.0
Linear,2026,50.24892186433467,48.644990998796985,1.6039308655376843,1.6039308655376843,0.0,0,1.6039308655376843,48.644990998796985,-0.0011494179343709686,0.0001924717038645221,1.6039308655376843,True,36.192977511337794,7.559002744570294,0.0,0.0,100.0,0.0,0.0
Linear,2027,49.915990700233,46.701449707180444,3.214540993052559,3.214540993052559,0.0,0,3.214540993052559,46.701449707180444,-0.0023275936218445574,0.0005782166230308292,4.818471858590243,True,34.58236738382292,7.628724112347344,0.0,0.0,100.0,0.0,0.0
Linear,2028,49.57847949465445,44.757908415563904,4.8205710790905485,3.4164,1.4041710790905486,0,4.8205710790905485,44.757908415563904,-0.002426686531707412,0.001240935417267128,9.639042937680792,True,32.97633729778493,7.341677658505652,1.4041710790905486,0.0,97.26751481686962,2.732485183130397,0.0
Linear,2029,42.4080844703869,42.81436712394736,0.0,0.0,0.0,0,0.0,42.4080844703869,0.0,0.001240935417267128,9.639042937680792,True,32.290926685836396,5.525935136528841,0.0,0.0,100.0,0.0,0.0
Linear,2030,42.09224745817134,40.87082583233082,1.2214216258405202,1.2214216258405202,0.0,0,1.2214216258405202,40.87082583233082,-0.0009117351753878494,0.0013875060123679905,10.860464563521312,True,31.069505059995876,5.515453530773409,0.0,0.0,100.0,0.0,0.0
Linear,2031,41.794022183780555,38.92728454071428,2.8667376430662728,2.8667376430662728,0.0,0,2.8667376430662728,38.92728454071428,-0.002161194768182554,0.001720047578963678,13.727202206587584,True,29.424189042770124,5.628557260689067,0.0,0.0,100.0,0.0,0.0
Linear,2032,41.49558272133958,36.983743249097735,4.511839472241846,3.4164,1.095439472241846,0,4.511839472241846,36.983743249097735,-0.0025501739441338195,0.002284527331355824,18.23904167882943,True,27.77908721359455,5.467533387481524,1.095439472241846,0.0,97.86829954591025,2.1317004540897564,0.0
Linear,2033,41.19760292150448,35.040201957481194,6.157400964023289,3.4164,2.741000964023289,0,6.157400964023289,35.040201957481194,-0.00250440239827591,0.0030893176846355274,24.39644264285272,True,26.133525721813108,5.169553587646411,2.741000964023289,0.0,94.66607407553879,5.333925924461225,0.0
Linear,2034,40.899462097118025,33.09666066586466,7.802801431253364,3.4164,4.386401431253365,0,7.802801431253364,33.09666066586466,-0.0024648112736041484,0.004111356302186039,32.19924407410608,True,24.488125254583032,4.871412763259967,4.386401431253365,0.0,91.46416195530482,8.535838044695177,0.0
Linear,2035,40.600366954903315,31.153119374248114,9.447247580655201,3.4164,6.030847580655202,0,9.447247580655201,31.153119374248114,-0.0024314319849822936,0.005327469201381043,41.646491654761284,True,22.843679105181195,4.572317621045254,6.030847580655202,0.0,88.26410691599534,11.735893084004669,0.0
Linear,2036,40.436577287126475,29.209578082631573,11.226999204494902,3.4164,7.810599204494903,0,11.226999204494902,29.209578082631573,-0.0023913889617363676,0.006733306291601341,52.87349085925619,True,21.063927481341494,4.418938054351396,7.810599204494903,0.0,84.80075048157569,15.199249518424326,0.0
Linear,2037,40.28490419113234,27.266036791015033,13.018867400117308,3.4164,9.602467400117309,0,13.018867400117308,27.266036791015033,-0.002357021806149285,0.008305538321016707,65.8923582593735,True,19.272059285719088,4.26726495835726,9.602467400117309,0.0,81.31381547232307,18.686184527676918,0.0
Linear,2038,40.135817686435445,25.322495499398492,14.813322187036952,3.4164,11.396922187036953,0,14.813322187036952,25.322495499398492,-0.0023287321554519317,0.010019399872209291,80.70568044641044,True,17.477604498799444,4.118178453660358,11.396922187036953,0.0,77.82184701486766,22.178152985132343,0.0
Linear,2039,37.93304609104178,23.37895420778195,14.554091883259833,3.4164,11.137691883259834,0,14.554091883259833,23.37895420778195,-0.0023761519401342217,0.011609487422550692,95.25977232967027,True,15.972472248451904,3.8693023188110205,11.137691883259834,0.0,78.32630332694904,21.673696673050948,0.0
Linear,2040,37.461127266928905,21.43541291616541,16.025714350763494,3.4164,12.609314350763494,0,16.025714350763494,21.43541291616541,-0.0023670579399892354,0.013269824001134677,111.28548668043376,True,14.500849780948244,3.556531858224291,12.609314350763494,0.0,75.46255926648885,24.537440733511144,0.0
Linear,2041,22.301393343116057,19.491871624548867,2.80952171856719,2.80952171856719,0.0,0,2.80952171856719,19.491871624548867,-0.002291414618527764,0.013488966695182918,114.09500839900096,True,15.245349543614353,2.3704639567806836,0.0,0.0,100.0,0.0,0.0
Linear,2042,17.70267564272703,17.548330332932323,0.1543453097947065,0.1543453097947065,0.0,0,0.1543453097947065,17.548330332932323,-0.00012652011117451835,0.013500696938727316,114.24935370879567,True,14.260550271842625,1.2791411604380896,0.0,0.0,100.0,0.0,0.0
Linear,2043,17.54679819689393,15.60478904131579,1.9420091555781411,1.9420091555781411,0.0,0,1.9420091555781411,15.60478904131579,-0.0015999308290140784,0.013644405616240099,116.19136286437382,True,12.47288642605919,1.570179676050851,0.0,0.0,100.0,0.0,0.0
Linear,2044,17.391844284443028,13.661247749699243,3.7305965347437855,3.4164,0.3141965347437856,0,3.7305965347437855,13.661247749699243,-0.0028200139108898853,0.01392117767664499,119.9219593991176,True,10.684299046893546,1.7838234747054136,0.3141965347437856,0.0,99.38858064479267,0.6114193552073195,0.0
Linear,2045,17.209651819742948,11.717706458082702,5.491945361660246,3.4164,2.075545361660246,0,5.491945361660246,11.717706458082702,-0.0027875487115444136,0.014357502486002711,125.41390476077784,True,8.922950219977086,1.6256057882570407,2.075545361660246,0.0,95.9610356372495,4.0389643627505025,0.0
