year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ncc_capacity_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,source
2025,Heat_Pump,True,1.4166779537734848,40.0,24.0,290.29261495587554,354.29261495587554,,4.579024199406941,4112511.4775124383,59220165.27617911,Energy-based,0.436,100.0,,,,,,,
2025,NCC-H2,False,54.72980760696656,68.0,68.0,448.8346349862126,584.8346349862127,,4.579024199406941,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,26823.0,915.8048398813883,,,
2025,NCC-Electricity,False,54.72980760696656,60.0,60.0,159.2820326101485,279.28203261014846,65.0,,,,Energy-based,0.0,,,2.040405905639435,26823.0,,5.0,325.0,
2025,RE_PPA,True,10.179467283840397,0.0,0.0,-90.67357512953367,-90.67357512953367,65.0,,,,Energy-based,0.436,100.0,,,,,,,
2025,RDH,False,2.139821971979272,36.0,27.0,358.2025067562504,421.2025067562504,65.0,,11792147.605770433,39480110.18411941,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2026,Heat_Pump,True,1.4435885838777351,38.8,23.279999999999998,286.4485464794959,348.5285464794959,,4.436520395611882,3989136.133187065,57443560.317893736,Energy-based,0.4186,103.66,,,,,,,
2026,NCC-H2,False,53.087913378757555,65.96,65.96000000000001,434.8664531258096,566.7864531258097,,4.436520395611882,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,26018.309999999998,887.3040791223764,,,
2026,NCC-Electricity,False,53.087913378757555,58.2,58.2,154.4312209514585,270.8312209514585,63.02047504889287,,,,Energy-based,0.0,,,2.040405905639435,26018.309999999998,,5.0,315.1023752444643,
2026,RE_PPA,True,9.759797691493063,0.0,0.0,-110.2537301983373,-110.2537301983373,63.02047504889287,,,,Energy-based,0.4186,103.66,,,,,,,
2026,RDH,True,2.075627312819894,34.92,26.189999999999998,347.2937252228178,408.4037252228178,63.02047504889287,,11438383.17759732,38295706.87859583,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2027,Heat_Pump,True,1.4724449254122267,37.6,22.56,282.9308162834844,343.0908162834844,,4.298200172211265,3882210.834771741,55903836.020713076,Energy-based,0.4012,107.31,,,,,,,
2027,NCC-H2,False,51.66493838097643,63.92,63.92,421.3083446123696,549.1483446123696,,4.298200172211265,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,25320.912,859.6400344422531,,,
2027,NCC-Electricity,False,51.66493838097643,56.4,56.4,149.7281370267916,262.52813702679157,61.10123500597122,,,,Energy-based,0.0,,,2.040405905639435,25320.912,,5.0,305.5061750298561,
2027,RE_PPA,True,9.3831845369256,0.0,0.0,-131.5739322153439,-131.5739322153439,61.10123500597122,,,,Energy-based,0.4012,107.31,,,,,,,
2027,RDH,True,2.0199919415484326,33.84,25.38,336.7171622314099,395.93716223140984,61.10123500597122,,11131787.339847287,37269224.01380872,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2028,Heat_Pump,True,1.4959489155089647,36.4,21.84,279.7468992638902,337.9868992638902,,4.163925516255364,3771173.024878906,54304891.558256246,Energy-based,0.3838,110.97,,,,,,,
2028,NCC-H2,False,50.187233575588344,61.88,61.88,408.1467814562561,531.9067814562561,,4.163925516255364,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,24596.691000000003,832.7851032510728,,,
2028,NCC-Electricity,False,50.187233575588344,54.6,54.6,145.16828190175588,254.3682819017559,59.2404439407746,,,,Energy-based,0.0,,,2.040405905639435,24596.691000000003,,5.0,296.20221970387297,
2028,RE_PPA,True,8.998908506179346,0.0,0.0,-154.97170778677474,-154.97170778677474,59.2404439407746,,,,Energy-based,0.3838,110.97,,,,,,,
2028,RDH,True,1.9622167483049926,32.76,24.57,326.46270032213204,383.792700322132,59.2404439407746,,10813399.354491487,36203261.0388375,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2029,Heat_Pump,True,1.5172916985740401,35.2,21.119999999999997,276.80641421947456,333.12641421947455,,4.033563085741385,3664247.726463583,52765167.26107559,Energy-based,0.3664,114.62,,,,,,,
2029,NCC-H2,False,48.764258577807205,59.84,59.84,395.36869351270786,515.0486935127078,,4.033563085741385,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,23899.293,806.7126171482769,,,
2029,NCC-Electricity,False,48.764258577807205,52.8,52.800000000000004,140.74729365354236,246.34729365354235,57.436321834691114,,,,Energy-based,0.0,,,2.040405905639435,23899.293,,5.0,287.18160917345557,
2029,RE_PPA,True,8.626504305722527,0.0,0.0,-180.7322318751861,-180.7322318751861,57.436321834691114,,,,Energy-based,0.3664,114.62,,,,,,,
2029,RDH,True,1.9065813770335316,31.68,23.759999999999998,316.5205301545402,371.9605301545402,57.436321834691114,,10506803.516741456,35176778.1740504,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2030,Heat_Pump,True,1.552658145777434,34.0,20.4,274.1262630944654,328.5262630944654,,3.906984049334724,3598447.542823383,51817644.61665672,Energy-based,0.349,118.28,,,,,,,
2030,NCC-H2,True,47.888581656095745,57.8,57.800000000000004,382.96145277136213,498.56145277136216,,3.906984049334724,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,23470.125,781.3968098669447,,,
2030,NCC-Electricity,True,47.888581656095745,51.0,51.0,136.46094319834253,238.46094319834253,55.68714287820511,,,,Energy-based,0.0,,,2.040405905639435,23470.125,,5.0,278.43571439102556,
2030,RE_PPA,True,8.351206907353378,0.0,0.0,-209.34065927021706,-209.34065927021706,55.68714287820511,,,,Energy-based,0.349,118.28,,,,,,,
2030,RDH,True,1.8723442254818632,30.6,22.95,306.8811411241006,360.43114112410063,55.68714287820511,,10318129.155049128,34545096.411104485,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2031,Heat_Pump,True,1.555054177214462,33.2,19.919999999999998,273.76622210247433,326.88622210247433,,3.78406393166111,3491522.2444080603,50277920.31947607,Energy-based,0.3351,121.93,,,,,,,
2031,NCC-H2,True,46.465606658314606,56.44,56.44,370.9128581918349,483.7928581918349,,3.7840639316611107,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,22772.727,756.8127863322221,,,
2031,NCC-Electricity,True,46.465606658314606,49.8,49.800000000000004,132.30513024583897,231.90513024583896,53.991233820000886,,,,Energy-based,0.0,,,2.040405905639435,22772.727,,5.0,269.95616910000444,
2031,RE_PPA,True,8.005559346653973,0.0,0.0,-238.2980223781099,-238.2980223781099,53.991233820000886,,,,Energy-based,0.3351,121.93,,,,,,,
2031,RDH,True,1.816708854210402,29.88,22.41,297.5353122644178,349.82531226441785,53.991233820000886,,10011533.317299096,33518613.54631738,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2032,Heat_Pump,True,1.5544776853555442,32.4,19.439999999999998,273.4497474307612,325.28974743076117,,3.664682463973249,3384596.9459927366,48738196.02229541,Energy-based,0.3212,125.59,,,,,,,
2032,NCC-H2,True,45.04263166053347,55.08,55.08,359.2111210661085,469.37112106610846,,3.664682463973249,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,22075.328999999998,732.9364927946498,,,
2032,NCC-Electricity,True,45.04263166053347,48.6,48.6,128.2758793768987,225.47587937689872,52.34697236634318,,,,Energy-based,0.0,,,2.040405905639435,22075.328999999998,,5.0,261.7348618317159,
2032,RE_PPA,True,7.661775179433155,0.0,0.0,-270.070160891065,-270.070160891065,52.34697236634318,,,,Energy-based,0.3212,125.59,,,,,,,
2032,RDH,True,1.761073482938941,29.16,21.869999999999997,288.47410342652756,339.50410342652754,52.34697236634318,,9704937.479549065,32492130.681530274,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2033,Heat_Pump,True,1.5509286702006808,31.6,18.96,273.1307324908068,323.6907324908068,,3.5487234400026426,3277671.6475774134,47198471.725114755,Energy-based,0.3073,129.24,,,,,,,
2033,NCC-H2,True,43.61965666275235,53.72,53.72,347.84485088916875,455.28485088916875,,3.5487234400026426,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,21377.931,709.7446880005285,,,
2033,NCC-Electricity,True,43.61965666275235,47.4,47.4,124.36933624071749,219.16933624071748,50.75278562920331,,,,Energy-based,0.0,,,2.040405905639435,21377.931,,5.0,253.76392814601655,
2033,RE_PPA,True,7.3197038989763605,0.0,0.0,-305.0416415499289,-305.0416415499289,50.75278562920331,,,,Energy-based,0.3073,129.24,,,,,,,
2033,RDH,True,1.70543811166748,28.44,21.33,279.68884672681884,329.4588467268188,50.75278562920331,,9398341.641799036,31465647.816743173,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2034,Heat_Pump,True,1.544407131749871,30.8,18.48,272.85045577728494,322.13045577728496,,3.436074576814,3170746.3491620896,45658747.427934095,Energy-based,0.2934,132.9,,,,,,,
2034,NCC-H2,True,42.196681664971216,52.36,52.36,336.8030417199937,441.52304171999367,,3.436074576814,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,20680.533,687.2149153628001,,,
2034,NCC-Electricity,True,42.196681664971216,46.2,46.2,120.581763867777,212.981763867777,49.2071486216464,,,,Energy-based,0.0,,,2.040405905639435,20680.533,,5.0,246.035743108232,
2034,RE_PPA,True,6.979166477187538,0.0,0.0,-343.8490196316911,-343.8490196316911,49.2071486216464,,,,Energy-based,0.2934,132.9,,,,,,,
2034,RDH,True,1.649802740396019,27.72,20.79,271.1711382554017,319.68113825540166,49.2071486216464,,9091745.804049004,30439164.951956067,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2035,Heat_Pump,True,1.5575762160031612,30.0,18.0,272.5657710886662,320.5657710886662,,3.326627380486225,3109058.676999403,44770444.94879141,Energy-based,0.2795,136.55,,,,,,,
2035,NCC-H2,True,41.375734550866724,51.0,51.0,326.07505901564286,428.07505901564286,,3.326627380486225,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,20278.188000000002,665.325476097245,,,
2035,NCC-Electricity,True,41.375734550866724,45.0,45.0,116.9095390950882,206.9095390950882,47.70858279904047,,,,Energy-based,0.0,,,2.040405905639435,20278.188000000002,,5.0,238.54291399520235,
2035,RE_PPA,True,6.7379877772051735,0.0,0.0,-387.1085716817409,-387.1085716817409,47.70858279904047,,,,Energy-based,0.2795,136.55,,,,,,,
2035,RDH,True,1.6177054108163298,27.0,20.25,262.9128300369911,310.1628300369911,47.70858279904047,,8914863.589962447,29846963.299194276,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2036,Heat_Pump,True,1.5877683012655481,29.2,17.52,265.10739676297084,311.8273967629708,,3.220277016450206,3002133.37858408,43230720.651610754,Energy-based,0.2516,140.21,,,,,,,
2036,NCC-H2,True,39.952759553085585,49.64,49.64,315.65062692180516,414.9306269218051,,3.220277016450206,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,19580.79,644.0554032900412,,,
2036,NCC-Electricity,True,39.952759553085585,43.8,43.800000000000004,113.3491491003011,200.9491491003011,46.25565464469184,,,,Energy-based,0.0,,,2.040405905639435,19580.79,,5.0,231.2782732234592,
2036,RE_PPA,True,6.28195850597528,0.0,0.0,-466.04337973863176,-466.04337973863176,46.25565464469184,,,,Energy-based,0.2516,140.21,,,,,,,
2036,RDH,True,1.5620700395448686,26.28,19.71,254.90602223661557,300.8960222366156,46.25565464469184,,8608267.752212416,28820480.43440717,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2037,Heat_Pump,True,1.6122834756843774,28.4,17.04,258.3321361873294,303.7721361873294,,3.116922184319778,2895208.0801687567,41690996.354430094,Energy-based,0.2236,143.86,,,,,,,
2037,NCC-H2,True,38.52978455530446,48.28,48.28,305.51981600376496,402.07981600376496,,3.116922184319778,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,18883.392,623.3844368639556,,,
2037,NCC-Electricity,True,38.52978455530446,42.6,42.6,109.89718804136558,195.0971880413656,44.84697429855396,,,,Energy-based,0.0,,,2.040405905639435,18883.392,,5.0,224.2348714927698,
2037,RE_PPA,True,5.80712636235407,0.0,0.0,-570.3515305382838,-570.3515305382838,44.84697429855396,,,,Energy-based,0.2236,143.86,,,,,,,
2037,RDH,True,1.5064346682734076,25.56,19.169999999999998,247.14305560269474,291.87305560269476,44.84697429855396,,8301671.914462384,27793997.569620065,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2038,Heat_Pump,True,1.630532005113773,27.6,16.56,252.26580936420532,296.4258093642053,,3.0164649970579767,2788282.7817534334,40151272.05724944,Energy-based,0.1957,147.52,,,,,,,
2038,NCC-H2,True,37.106809557523334,46.92,46.92,295.67303140231394,389.5130314023139,,3.0164649970579767,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,18185.994000000002,603.2929994115954,,,
2038,NCC-Electricity,True,37.106809557523334,41.4,41.4,106.55035379852875,189.35035379852874,43.48119422769785,,,,Energy-based,0.0,,,2.040405905639435,18185.994000000002,,5.0,217.40597113848924,
2038,RE_PPA,True,5.305098790980776,0.0,0.0,-714.061810379562,-714.061810379562,43.48119422769785,,,,Energy-based,0.1957,147.52,,,,,,,
2038,RDH,True,1.4507992970019465,24.84,18.63,239.61650414025803,283.08650414025806,43.48119422769785,,7995076.076712354,26767514.704832964,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2039,Heat_Pump,True,1.6428141028915932,26.8,16.08,246.73565319579546,289.61565319579546,,2.9188108643264083,2681357.4833381097,38611547.76006878,Energy-based,0.1678,151.17,,,,,,,
2039,NCC-H2,True,35.683834559742195,45.56,45.56,286.101001399689,377.221001399689,,2.9188108643264083,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,17488.596,583.7621728652816,,,
2039,NCC-Electricity,True,35.683834559742195,40.2,40.2,103.30544481555212,183.70544481555214,42.157007937272255,,,,Energy-based,0.0,,,2.040405905639435,17488.596,,5.0,210.78503968636127,
2039,RE_PPA,True,4.758045379686297,0.0,0.0,-925.4074029094035,-925.4074029094035,42.157007937272255,,,,Energy-based,0.1678,151.17,,,,,,,
2039,RDH,True,1.3951639257304855,24.12,18.09,232.31916800729326,274.52916800729326,42.157007937272255,,7688480.2389623225,25741031.84004586,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2040,Heat_Pump,True,1.5808823120476014,26.0,15.6,241.66510582506092,283.2651058250609,,2.8238683798709547,2467506.886507463,35532099.16570747,Energy-based,0.1398,154.83,,,,,,,
2040,NCC-H2,True,32.83788456417994,44.2,44.2,276.79476638115233,365.19476638115236,,2.8238683798709547,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,16093.8,564.773675974191,,,
2040,NCC-Electricity,True,32.83788456417994,39.0,39.0,100.15935703712744,178.15935703712745,40.8731487207207,,,,Energy-based,0.0,,,2.040405905639435,16093.8,,5.0,204.3657436036035,
2040,RE_PPA,True,3.961962599087518,0.0,0.0,-1269.0072525532214,-1269.0072525532214,40.8731487207207,,,,Energy-based,0.1398,154.83,,,,,,,
2040,RDH,True,1.2838931831875633,23.4,17.55,225.24406662743357,266.1940666274336,40.8731487207207,,7075288.563462259,23688066.110471647,Energy-based,0.0,,,,,,,,Coolbrook (2024)
2041,Heat_Pump,True,1.6151806577700552,25.4,15.24,242.1094442237771,282.7494442237771,,2.731549212802251,2467506.886507463,35532099.16570747,Energy-based,0.1259,158.48,,,,,,,
2041,NCC-H2,True,32.83788456417994,43.18,43.18,267.7456681783345,354.1056681783345,,2.731549212802251,,,Energy-based (Dynamic LCOH),,,0.2,2.040405905639435,16093.8,546.3098425604502,,,
2041,NCC-Electricity,True,32.83788456417994,38.1,38.1,97.10908093956064,173.30908093956066,39.62838844805948,,,,Energy-based,0.0,,,2.040405905639435,16093.8,,5.0,198.1419422402974,
2041,RE_PPA,True,3.6977327283565287,0.0,0.0,-1565.8973854010603,-1565.8973854010603,39.62838844805948,,,,Energy-based,0.1259,158.48,,,,,,,
2041,RDH,True,1.2838931831875633,22.86,17.145,218.38443201238982,258.3894320123898,39.62838844805948,,7075288.563462259,23688066.110471647,Energy-based,0.0,,,,,,,,Coolbrook (2024)
