year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ethylene_production_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,grid_ef_tco2_per_mwh,grid_price_usd_per_mwh
2025,Heat_Pump,True,0.6630631442392542,15.277831323472586,0.4583349397041776,789.9854156538648,805.7215819170416,130.0,12.0,4029309.3354354287,58022054.43027017,Energy-based,,,,,,,,
2025,NCC-H2,False,20.801918,28.103633715590433,0.7025908428897609,1380.1035077630822,1408.9097323215624,,12.0,,,Energy-based,0.2,1.739,11962.0,2400.0,,,,
2025,NCC-Electricity,False,4.653218,32.78757266818884,0.6557514533637767,771.2082262210797,804.6515503426323,,,,,Energy-based,,1.739,11962.0,,3.0,300.0,0.45,
2025,RE_PPA,True,7.214952205225041,0.0,0.0,75.0,75.0,130.0,,,,Energy-based,,,,,,,0.45,100.0
2026,Heat_Pump,True,0.6730090914028429,14.666718070533683,0.4400015421160105,771.7549829849295,786.8617025975792,127.0,11.616,4089748.9754669596,58892385.24672422,Energy-based,,,,,,,,
2026,NCC-H2,False,21.11394677,27.166845925070753,0.6791711481267688,1335.9401955146634,1363.786212587861,,11.616,,,Energy-based,0.2,1.739,12141.429999999998,2323.2,,,,
2026,NCC-Electricity,False,5.01441059,31.85078487766916,0.6370156975533832,726.3922518159806,758.8800523912031,,,,,Energy-based,,1.739,12141.429999999998,,3.0,300.0,0.442,
2026,RE_PPA,True,7.3066082157054435,0.0,0.0,68.87755102040816,68.87755102040816,127.0,,,,Energy-based,,,,,,,0.442,100.0
2027,Heat_Pump,True,0.6829550385664318,14.05560481759478,0.4216681445278434,753.524550315994,768.0018232781166,124.0,11.232,4150188.6154984916,59762716.06317828,Energy-based,,,,,,,,
2027,NCC-H2,False,21.425975540000003,26.230058134551072,0.6557514533637768,1291.7768832662448,1318.6626928541596,,11.232,,,Energy-based,0.2,1.739,12320.86,2246.3999999999996,,,,
2027,NCC-Electricity,False,5.3842158200000005,30.91399708714948,0.6182799417429896,686.4988558352402,718.0311328641327,,,,,Energy-based,,1.739,12320.86,,3.0,300.0,0.434,
2027,RE_PPA,True,7.397154684877729,0.0,0.0,62.5,62.5,124.0,,,,Energy-based,,,,,,,0.434,100.0
2028,Heat_Pump,True,0.6935640488742599,13.444491564655875,0.40333474693967625,735.2941176470586,749.1419439586541,121.0,10.848,4214657.564865458,60691068.9340626,Energy-based,,,,,,,,
2028,NCC-H2,False,21.758806228,25.29327034403139,0.6323317586007848,1247.6135710178264,1273.5391731204586,,10.848,,,Energy-based,0.2,1.739,12512.252,2169.6000000000004,,,,
2028,NCC-Electricity,False,5.768148172000001,29.977209296629795,0.599544185932596,650.759219088937,681.3359725714994,,,,,Energy-based,,1.739,12512.252,,3.0,300.0,0.426,
2028,RE_PPA,True,7.493693246055073,0.0,0.0,55.851063829787236,55.851063829787236,121.0,,,,Energy-based,,,,,,,0.426,100.0
2029,Heat_Pump,True,0.7035099960378487,12.833378311716972,0.38500134935150915,717.0636849781234,730.282064639192,118.0,10.464,4275097.204896989,61561399.75051665,Energy-based,,,,,,,,
2029,NCC-H2,False,22.070834998,24.35648255351171,0.6089120638377928,1203.4502587694078,1228.4156533867574,,10.464,,,Energy-based,0.2,1.739,12691.681999999999,2092.8,,,,
2029,NCC-Electricity,False,6.15546577,29.040421506110114,0.5808084301222023,618.5567010309277,648.17793096716,,,,,Energy-based,,1.739,12691.681999999999,,3.0,300.0,0.418,
2029,RE_PPA,True,7.581810086014163,0.0,0.0,48.91304347826087,48.91304347826087,118.0,,,,Energy-based,,,,,,,0.418,100.0
2030,Heat_Pump,True,0.7141190063456767,12.222265058778069,0.36666795176334205,698.8332523091881,711.4221853197295,115.0,10.08,4339566.1542639565,62489752.621400975,Energy-based,,,,,,,,
2030,NCC-H2,True,22.403665685999997,23.41969476299203,0.5854923690748007,1159.286946520989,1183.2921336530558,,10.08,,,Energy-based,0.2,1.739,12883.073999999999,2016.0,,,,
2030,NCC-Electricity,True,6.557484666000001,28.103633715590433,0.5620726743118086,589.3909626719055,618.0566690618077,,,,,Energy-based,,1.739,12883.073999999999,,3.0,300.0,0.41,
2030,RE_PPA,True,7.675741286917279,0.0,0.0,41.66666666666667,41.66666666666667,115.0,,,,Energy-based,,,,,,,0.41,100.0
2031,Heat_Pump,True,0.7234018903650263,11.916708432308617,0.3575012529692585,680.6028196402526,692.8770293255305,112.0,9.696,4395976.484960052,63302061.38342476,Energy-based,,,,,,,,
2031,NCC-H2,True,22.694892538,22.763943309628253,0.5690985827407063,1115.1236342725704,1138.4566761649394,,9.696,,,Energy-based,0.2,1.739,13050.542,1939.2,,,,
2031,NCC-Electricity,True,6.955938886000002,27.35420348317469,0.5470840696634938,562.8517823639773,590.7530699168155,,,,,Energy-based,,1.739,13050.542,,3.0,300.0,0.402,
2031,RE_PPA,True,7.754027589394542,0.0,0.0,34.090909090909086,34.090909090909086,112.0,,,,Energy-based,,,,,,,0.402,100.0
2032,Heat_Pump,True,0.7326847743843758,11.611151805839166,0.34833455417517495,662.3723869713175,674.3318733313318,109.0,9.312,4452386.815656149,64114370.14544854,Energy-based,,,,,,,,
2032,NCC-H2,True,22.98611939,22.108191856264476,0.552704796406612,1070.9603220241518,1093.6212186768228,,9.312,,,Energy-based,0.2,1.739,13218.01,1862.3999999999999,,,,
2032,NCC-Electricity,True,7.362431570000002,26.604773250758946,0.5320954650151789,538.5996409335726,565.7365096493467,,,,,Energy-based,,1.739,13218.01,,3.0,300.0,0.394,
2032,RE_PPA,True,7.830878391577183,0.0,0.0,26.162790697674417,26.162790697674417,109.0,,,,Energy-based,,,,,,,0.394,100.0
2033,Heat_Pump,True,0.7419676584037254,11.305595179369714,0.3391678553810914,644.1419543023821,655.7867173371329,106.0,8.928,4508797.146352245,64926678.90747232,Energy-based,,,,,,,,
2033,NCC-H2,True,23.277346242000004,21.4524404029007,0.5363110100725175,1026.7970097757332,1048.7857611887064,,8.928,,,Energy-based,0.2,1.739,13385.478,1785.6000000000001,,,,
2033,NCC-Electricity,True,7.776962718000002,25.8553430183432,0.5171068603668639,516.3511187607571,542.7235686394672,,,,,Energy-based,,1.739,13385.478,,3.0,300.0,0.386,
2033,RE_PPA,True,7.906204439560876,0.0,0.0,17.857142857142858,17.857142857142858,106.0,,,,Energy-based,,,,,,,0.386,100.0
2034,Heat_Pump,True,0.7519136055673141,11.000038552900262,0.33000115658700785,625.9115216334468,637.2415613429341,103.0,8.544,4569236.786383776,65797009.72392637,Energy-based,,,,,,,,
2034,NCC-H2,True,23.589375012,20.79668894953692,0.5199172237384231,982.6336975273146,1003.9503037005899,,8.544,,,Energy-based,0.2,1.739,13564.908,1708.8000000000002,,,,
2034,NCC-Electricity,True,8.206769340000003,25.105912785927455,0.5021182557185491,495.8677685950411,521.4757996366872,,,,,Energy-based,,1.739,13564.908,,3.0,300.0,0.378,
2034,RE_PPA,True,7.986952091184119,0.0,0.0,9.146341463414634,9.146341463414634,103.0,,,,Energy-based,,,,,,,0.378,100.0
2035,Heat_Pump,True,0.7618595527309031,10.69448192643081,0.3208344577929243,607.6810889645113,618.6964053487351,100.0,8.16,4629676.426415307,66667340.54038043,Energy-based,,,,,,,,
2035,NCC-H2,True,23.901403782000003,20.140937496173144,0.5035234374043286,938.4703852788958,959.1148462124733,,8.16,,,Energy-based,0.2,1.739,13744.338,1632.0,,,,
2035,NCC-Electricity,True,8.645188602000003,24.35648255351171,0.4871296510702342,476.947535771065,501.79114797564694,,,,,Energy-based,,1.739,13744.338,,3.0,300.0,0.37,
2035,RE_PPA,True,8.065926568025098,0.0,0.0,0.0,0.0,100.0,,,,Energy-based,,,,,,,0.37,100.0
2036,Heat_Pump,True,0.7691532473175348,10.38892529996136,0.31166775899884075,589.4506562955761,600.1512493545363,97.0,7.776,4673998.829105097,67305583.1391134,Energy-based,,,,,,,,
2036,NCC-H2,True,24.13022488,19.485186042809367,0.4871296510702342,894.3070730304772,914.2793887243569,,7.776,,,Energy-based,0.2,1.739,13875.919999999998,1555.2,,,,
2036,NCC-Electricity,True,9.060975760000002,23.607052321095964,0.4721410464219193,459.418070444104,483.49726381162185,,,,,Energy-based,,1.739,13875.919999999998,,3.0,300.0,0.362,
2036,RE_PPA,True,8.115027458230463,0.0,0.0,-9.615384615384615,-9.615384615384615,97.0,,,,Energy-based,,,,,,,0.362,100.0
2037,Heat_Pump,True,0.7771100050484059,10.083368673491908,0.3025010602047572,571.2202236266407,581.6060933603374,94.0,7.392,4722350.541130322,68001847.79227664,Energy-based,,,,,,,,
2037,NCC-H2,True,24.379847896,18.82943458944559,0.47073586473613976,850.1437607820586,869.4439312362404,,7.392,,,Energy-based,0.2,1.739,14019.464,1478.4,,,,
2037,NCC-Electricity,True,9.491177128000004,22.85762208868022,0.4571524417736044,443.13146233382554,466.44623686427934,,,,,Energy-based,,1.739,14019.464,,3.0,300.0,0.354,
2037,RE_PPA,True,8.169282493522942,0.0,0.0,-19.736842105263158,-19.736842105263158,94.0,,,,Energy-based,,,,,,,0.354,100.0
2038,Heat_Pump,True,0.7844036996350379,9.777812047022454,0.2933343614106736,552.9897909577053,563.0609373661384,91.0,7.008,4766672.943820112,68640090.39100961,Energy-based,,,,,,,,
2038,NCC-H2,True,24.608668994000002,18.173683136081813,0.4543420784020453,805.9804485336399,824.6084737481237,,7.008,,,Energy-based,0.2,1.739,14151.046,1401.6,,,,
2038,NCC-Electricity,True,9.919883246000005,22.108191856264476,0.4421638371252895,427.96005706134076,450.5104127547305,,,,,Energy-based,,1.739,14151.046,,3.0,300.0,0.346,
2038,RE_PPA,True,8.214598429983086,0.0,0.0,-30.405405405405407,-30.405405405405407,91.0,,,,Energy-based,,,,,,,0.346,100.0
2039,Heat_Pump,True,0.7923604573659088,9.472255420553003,0.28416766261659004,534.7593582887699,544.5157813719395,88.0,6.624,4815024.655845337,69336355.04417285,Energy-based,,,,,,,,
2039,NCC-H2,True,24.858292010000003,17.517931682718036,0.43794829206795094,761.8171362852213,779.7730162600072,,6.624,,,Energy-based,0.2,1.739,14294.59,1324.8,,,,
2039,NCC-Electricity,True,10.363577750000001,21.35876162384873,0.4271752324769746,413.7931034482758,435.5790403046015,,,,,Energy-based,,1.739,14294.59,,3.0,300.0,0.338,
2039,RE_PPA,True,8.264749097097727,0.0,0.0,-41.666666666666664,-41.666666666666664,88.0,,,,Energy-based,,,,,,,0.338,100.0
2040,Heat_Pump,True,0.8003172150967799,9.166698794083551,0.27500096382250655,516.5289256198347,525.9706253777407,85.0,6.24,4863376.367870563,70032619.69733611,Energy-based,,,,,,,,
2040,NCC-H2,True,25.107915026,16.862180229354262,0.42155450573385655,717.6538240368027,734.9375587718908,,6.24,,,Energy-based,0.2,1.739,14438.134,1248.0,,,,
2040,NCC-Electricity,True,10.814162366000001,20.609331391432985,0.4121866278286597,400.53404539385843,421.55556341312007,,,,,Energy-based,,1.739,14438.134,,3.0,300.0,0.33,
2040,RE_PPA,True,8.312608797538143,0.0,0.0,-53.57142857142857,-53.57142857142857,85.0,,,,Energy-based,,,,,,,0.33,100.0
2041,Heat_Pump,True,0.8069478465391724,9.013920480848826,0.2704176144254648,498.2984929508994,507.5828310461737,82.0,5.856,4903669.461224917,70612840.24163881,Energy-based,,,,,,,,
2041,NCC-H2,True,25.315934206,16.581143892198355,0.4145285973049589,673.4905117883841,690.4861842778874,,5.856,,,Energy-based,0.2,1.739,14557.754,1171.2,,,,
2041,NCC-Electricity,True,11.253143842000002,20.23461627522511,0.40469232550450224,388.09831824062087,408.7376268413505,,,,,Energy-based,,1.739,14557.754,,3.0,300.0,0.322,
2041,RE_PPA,True,8.344293885497565,0.0,0.0,-66.17647058823529,-66.17647058823529,82.0,,,,Energy-based,,,,,,,0.322,100.0
2042,Heat_Pump,True,0.8129154148373257,8.8611421676141,0.265834265028423,480.06806028196394,489.19503671460643,79.0,5.472,4939933.245243835,71135038.73151124,Energy-based,,,,,,,,
2042,NCC-H2,True,25.503151468000002,16.30010755504245,0.40750268887606134,629.3271995399655,646.034809783884,,5.472,,,Energy-based,0.2,1.739,14665.412,1094.4,,,,
2042,NCC-Electricity,True,11.688333364000002,19.85990115901724,0.3971980231803448,376.4115432873274,396.66864246952497,,,,,Energy-based,,1.739,14665.412,,3.0,300.0,0.314,
2042,RE_PPA,True,8.36663320659539,0.0,0.0,-79.54545454545455,-79.54545454545455,79.0,,,,Energy-based,,,,,,,0.314,100.0
2043,Heat_Pump,True,0.8195460462797182,8.708363854379375,0.26125091563138125,461.8376276130287,470.80724238303947,76.0,5.088,4980226.33859819,71715259.27581394,Energy-based,,,,,,,,
2043,NCC-H2,True,25.711170648000003,16.019071217886548,0.4004767804471637,585.1638872915469,601.5834352898805,,5.088,,,Energy-based,0.2,1.739,14785.032,1017.6,,,,
2043,NCC-Electricity,True,12.138511272000002,19.485186042809367,0.3897037208561874,365.4080389768574,385.282928740523,,,,,Energy-based,,1.739,14785.032,,3.0,300.0,0.306,
2043,RE_PPA,True,8.393111459442967,0.0,0.0,-93.75,-93.75,76.0,,,,Energy-based,,,,,,,0.306,100.0
2044,Heat_Pump,True,0.8261766777221107,8.555585541144648,0.25666756623433945,443.60719494409335,452.41944805147233,73.0,4.704,5020519.4319525445,72295479.82011664,Energy-based,,,,,,,,
2044,NCC-H2,True,25.919189828,15.738034880730643,0.3934508720182661,541.0005750431282,557.132060795877,,4.704,,,Energy-based,0.2,1.739,14904.652,940.8,,,,
2044,NCC-Electricity,True,12.594430940000004,19.110470926601494,0.3822094185320299,355.02958579881647,374.52226614395,,,,,Energy-based,,1.739,14904.652,,3.0,300.0,0.298,
2044,RE_PPA,True,8.416653338628196,0.0,0.0,-108.87096774193549,-108.87096774193549,73.0,,,,Energy-based,,,,,,,0.298,100.0
2045,Heat_Pump,True,0.8328073091645034,8.402807227909923,0.2520842168372977,425.3767622751579,434.0316537199051,70.0,4.32,5060812.525306898,72875700.36441934,Energy-based,,,,,,,,
2045,NCC-H2,True,26.127209008,15.45699854357474,0.3864249635893685,496.8372627947096,512.6806863018737,,4.32,,,Energy-based,0.2,1.739,15024.272,864.0,,,,
2045,NCC-Electricity,True,13.056092368000003,18.735755810393623,0.37471511620787246,345.2243958573072,364.3348667839087,,,,,Energy-based,,1.739,15024.272,,3.0,300.0,0.29,
2045,RE_PPA,True,8.437015833916952,0.0,0.0,-125.0,-125.0,70.0,,,,Energy-based,,,,,,,0.29,100.0
2046,Heat_Pump,True,0.8367856880299388,8.250028914675196,0.24750086744025587,407.14632960622254,415.643859388338,67.0,3.936,5084988.381319511,73223832.69100095,Energy-based,,,,,,,,
2046,NCC-H2,True,26.252020516,15.175962206418834,0.3793990551604709,452.673950546291,468.2293118078703,,3.936,,,Energy-based,0.2,1.739,15096.044,787.2,,,,
2046,NCC-Electricity,True,13.480767292000003,18.36104069418575,0.367220813883715,335.9462486002239,354.67451010829336,,,,,Energy-based,,1.739,15096.044,,3.0,300.0,0.282,
2046,RE_PPA,True,8.427217685324237,0.0,0.0,-142.24137931034483,-142.24137931034483,67.0,,,,Energy-based,,,,,,,0.282,100.0
2047,Heat_Pump,True,0.8414271300396134,8.097250601440471,0.24291751804321413,388.91589693728724,397.2560650567709,64.0,3.5519999999999996,5113193.546667558,73629987.07201284,Energy-based,,,,,,,,
2047,NCC-H2,True,26.397633942,14.89492586926293,0.3723731467315733,408.5106382978722,423.77793731386674,,3.5519999999999996,,,Energy-based,0.2,1.739,15179.777999999998,710.3999999999999,,,,
2047,NCC-Electricity,True,13.919856425999999,17.98632557797788,0.3597265115595576,327.15376226826606,345.49981435780353,,,,,Energy-based,,1.739,15179.777999999998,,3.0,300.0,0.274,
2047,RE_PPA,True,8.420639181768268,0.0,0.0,-160.7142857142857,-160.7142857142857,64.0,,,,Energy-based,,,,,,,0.274,100.0
2048,Heat_Pump,True,0.8454055089050491,7.944472288205745,0.23833416864617232,370.68546426835195,378.86827072520384,61.0,3.1679999999999993,5137369.402680172,73978119.39859447,Energy-based,,,,,,,,
2048,NCC-H2,True,26.522445450000003,14.613889532107025,0.3653472383026757,364.3473260494536,379.32656281986334,,3.1679999999999993,,,Energy-based,0.2,1.739,15251.55,633.5999999999999,,,,
2048,NCC-Electricity,True,14.351708550000001,17.611610461770006,0.3522322092354001,318.8097768331562,336.7736195041616,,,,,Energy-based,,1.739,15251.55,,3.0,300.0,0.266,
2048,RE_PPA,True,8.403656266856572,0.0,0.0,-180.55555555555554,-180.55555555555554,61.0,,,,Energy-based,,,,,,,0.266,100.0
2049,Heat_Pump,True,0.8500469509147239,7.791693974971019,0.23375081924913055,352.45503159941654,360.4804763936367,58.0,2.7839999999999994,5165574.568028219,74384273.77960636,Energy-based,,,,,,,,
2049,NCC-H2,True,26.668058876000003,14.332853194951122,0.35832132987377807,320.18401380103495,334.8751883258598,,2.7839999999999994,,,Energy-based,0.2,1.739,15335.284,556.7999999999998,,,,
2049,NCC-Electricity,True,14.798549060000001,17.236895345562132,0.3447379069112427,310.880829015544,328.46246226801736,,,,,Energy-based,,1.739,15335.284,,3.0,300.0,0.258,
2049,RE_PPA,True,8.389143729228875,0.0,0.0,-201.9230769230769,-201.9230769230769,58.0,,,,Energy-based,,,,,,,0.258,100.0
2050,Heat_Pump,True,0.8540253297801593,7.638915661736293,0.2291674698520888,334.2245989304813,342.0926820620697,55.0,2.4,5189750.424040833,74732406.10618798,Energy-based,,,,,,,,
2050,NCC-H2,True,26.792870384000004,14.051816857795217,0.35129542144488046,276.02070155261646,290.42381383185653,,2.4,,,Energy-based,0.2,1.739,15407.056,480.0,,,,
2050,NCC-Electricity,True,15.237578384,16.862180229354262,0.33724360458708524,303.33670374115263,320.536127575094,,,,,Energy-based,,1.739,15407.056,,3.0,300.0,0.25,
2050,RE_PPA,True,8.363572596296867,0.0,0.0,-225.0,-225.0,55.0,,,,Energy-based,,,,,,,0.25,100.0
