year,technology,available,abatement_potential_mtco2,capex_ann_usd_per_tco2,opex_ann_usd_per_tco2,fuel_cost_diff_usd_per_tco2,total_cost_usd_per_tco2,re_price_usd_per_mwh,h2_price_usd_per_kg,electricity_consumption_mwh,fossil_fuel_replaced_gj,methodology,h2_consumption_ton_per_ton_ethylene,baseline_combustion_emissions_tco2_per_ton,ethylene_production_kt,h2_fuel_cost_per_ton_ethylene,electricity_consumption_mwh_per_ton_ethylene,electricity_cost_per_ton_ethylene,re_ef_tco2_per_mwh,grid_price_usd_per_mwh,grid_ef_tco2_per_mwh
2025,Heat_Pump,True,0.6630631442392542,91.66698794083551,2.750009638225065,789.9854156538648,884.4024132329254,130.0,12.0,4029309.3354354287,58022054.43027017,Energy-based,,,,,,,,,
2025,NCC-H2,False,20.801918,161.595893864645,6.4638357545858005,1242.093156986774,1410.1528866060048,,12.0,,,Energy-based,0.18,1.739,11962.0,2160.0,,,,,
2025,NCC-Electricity,False,19.007618,172.36895345562132,6.032913370946747,245.43738200125867,423.83924882782674,,,,,Energy-based,,1.739,11962.0,,3.0,390.0,0.05,,
2025,RE_PPA,True,7.214952205225041,0.0,0.0,325.00000000000006,325.00000000000006,130.0,,,,Energy-based,,,,,,,,100.0,0.45
2026,Heat_Pump,True,0.6730090914028429,88.0003084232021,2.640009252696063,771.7549829849295,862.3953006608276,127.0,11.616,4089748.9754669596,58892385.24672422,Energy-based,,,,,,,,,
2026,NCC-H2,False,21.11394677,156.25620345868282,6.250248138347313,1202.3461759631973,1364.8526275602273,,11.616,,,Energy-based,0.18,1.739,12141.429999999998,2090.88,,,,,
2026,NCC-Electricity,False,19.292732269999995,167.1229418287111,5.849302964004889,239.77344241661422,412.7456872093302,,,,,Energy-based,,1.739,12141.429999999998,,3.0,381.0,0.05,,
2026,RE_PPA,True,7.3066082157054435,0.0,0.0,323.97959183673476,323.97959183673476,127.0,,,,Energy-based,,,,,,,,100.0,0.442
2027,Heat_Pump,True,0.6829550385664318,84.33362890556867,2.53000886716706,753.524550315994,840.3881880887297,124.0,11.232,4150188.6154984916,59762716.06317828,Energy-based,,,,,,,,,
2027,NCC-H2,False,21.425975540000003,150.91651305272063,6.036660522108825,1162.5991949396202,1319.5523685144497,,11.232,,,Energy-based,0.18,1.739,12320.86,2021.7599999999998,,,,,
