scenario,emissions_2030_mt,emissions_2050_mt,cumulative_2025_2050_mt,total_heat_pump_2050_mt,total_ncc_h2_2050_mt,total_ncc_elec_2050_mt,total_re_ppa_2050_mt,reduction_2030_pct,reduction_2050_pct
Policy_Target,53.3,11.825323527784633,900.8451375269681,2.1203567929796323,16.196414304132702,0,5.357054857142859,-2.4999999999999947,77.25899321579878
